"block","metric","baseline","variant","variant_index","n","mean","scale","seasons","seasons_agreeing","se_naive","t_naive","p_naive","se_cr2","df_cr2","t_cr2","p_cr2","se_cr2_start","df_cr2_start","t_cr2_start","p_cr2_start","se_fixed","df_fixed","t_fixed","p_fixed","v_season","share_season","share_start","share_resid","se_lmer","df_lmer","t_lmer","p_lmer","p_primary","p_holm","p_bh","family"
"1786715253-829195 / BLEND#1","hold","BlendRateK=8 (ships)","BlendRateK=12",1,24,-0.326300124784106,"per_gw",4,3,0.630468505219624,-0.517551823893946,0.609713337220868,0.705147493428889,3,-0.462740246295738,0.675049897385799,0.936756458677771,5,-0.348329730487984,0.741779274369121,0.466406121519233,15,-0.699605150381051,0.49488120063463,1.11879326919373,0.10862604941171,0.384472113041519,0.506901837546771,0.705147448033073,2.99999993512398,-0.46274027608592,0.675049878938337,0.675049897385799,1,0.944441137532004,3
"1786715253-829195 / BLEND#1","hold","BlendRateK=8 (ships)","BlendRateK=16",2,24,-0.0524012203789098,"per_gw",4,2,0.689257931639236,-0.0760255602054312,0.940056204384861,0.692445268156871,3,-0.0756756133497593,0.944441137532004,0.957113529742208,5,-0.0547492212266852,0.958458559638133,0.572013200504924,15,-0.0916084110168341,0.928221386962423,0.609125391363822,0.0507811549907695,0.294553706133509,0.654665138875721,0.692445171159801,2.99996209056598,-0.0756756239503282,0.944441185765688,0.944441137532004,1,0.944441137532004,3
"1786715253-829195 / BLEND#1","hold","BlendRateK=8 (ships)","BlendRateK=24",3,24,0.350866241670017,"per_gw",4,2,0.761588252525817,0.460703326904485,0.649337983127273,0.595922013940972,3,0.5887787889386,0.597403370978274,0.909324216273796,5,0.385853841117074,0.715476520396681,0.73668905857014,15,0.476274538882148,0.640741945629366,-0.750350889269974,0,0.115747223164677,0.884252776835323,0.761588252525817,22.9999999995351,0.460703326904485,0.64933798312736,0.597403370978274,1,0.944441137532004,3
"1786715253-829195 / BLEND#1","policy","BlendRateK=8 (ships)","BlendRateK=12",1,24,-0.0116738053665972,"per_gw",4,2,0.460778834580504,-0.0253349426894251,0.980006335387389,0.638590733508865,3,-0.0182805743241105,0.986562852711634,0.511846108411857,5,-0.0228072562724335,0.982686227071802,0.395808667825543,15,-0.0294935566487961,0.976859798006591,1.00453449359024,0.186148517342457,0.117102135803375,0.696749346854168,0.638590741787974,2.9999999147066,-0.0182805740871094,0.986562852916172,0.986562852711634,1,0.986562852711634,3
"1786715253-829195 / BLEND#1","policy","BlendRateK=8 (ships)","BlendRateK=16",2,24,-0.109417118498926,"per_gw",4,3,0.449118636535441,-0.243626315182519,0.809680149021541,0.575595206396866,3,-0.190093866805911,0.86137110963085,0.309087480622673,5,-0.354000486459367,0.737777426205258,0.459540985799956,15,-0.238100891715798,0.815024755009862,0.480527695988223,0.0866003268299824,0,0.913399673170018,0.575595206516675,2.99999999861632,-0.190093866766343,0.861371109664453,0.86137110963085,1,0.986562852711634,3
"1786715253-829195 / BLEND#1","policy","BlendRateK=8 (ships)","BlendRateK=24",3,24,-1.12386748242011,"per_gw",4,3,0.629196321603721,-1.786195252311,0.0872591440105587,1.26711468005444,3,-0.886950092293012,0.440435455599505,0.505440032433899,5,-2.22354267628592,0.0767855341017046,0.448057830091141,15,-2.50830898813107,0.0241070350666588,5.61929517321393,0.52196196692322,0.0304933543291446,0.447544678747635,1.26711468527803,2.99999996482008,-0.88695008863662,0.440435457982997,0.440435455599505,1,0.986562852711634,3
"1786715253-829195 / BLEND#1","hold_fixedcap","BlendRateK=8 (ships)","BlendRateK=12",1,24,-0.181389162367423,"per_gw",4,2,0.624558331628389,-0.290427896293519,0.774091458274289,0.765493879610652,3,-0.236957038062384,0.827949111748194,0.883088788520662,5,-0.205403085992388,0.845357912591917,0.470071614382992,15,-0.385875591755335,0.705006549530871,1.46005422829094,0.144323464381899,0.331464178538631,0.524212357079471,0.765493872813915,3.00000003731436,-0.236957040166299,0.82794911008147,0.827949111748194,1,0.957439445063271,3
"1786715253-829195 / BLEND#1","hold_fixedcap","BlendRateK=8 (ships)","BlendRateK=16",2,24,0.0439240208261952,"per_gw",4,2,0.666940522620954,0.0658589774296243,0.948059221825674,0.758089551368842,3,0.057940411850927,0.957439445063271,0.866498567080367,5,0.0506913946484591,0.961534181406333,0.562875004417764,15,0.0780351241065147,0.938831562962519,1.03148598918527,0.0917748217285026,0.231682209601405,0.676542968670092,0.75808955037092,2.99999999963284,0.0579404119271977,0.957439445007744,0.957439445063271,1,0.957439445063271,3
"1786715253-829195 / BLEND#1","hold_fixedcap","BlendRateK=8 (ships)","BlendRateK=24",3,24,0.548148309017875,"per_gw",4,3,0.673121912068457,0.814337342448789,0.423803429472329,0.565497116931661,3,0.969321138173226,0.403883387712511,0.796583394383141,5,0.688124197520275,0.521990977691921,0.64751087542193,15,0.846546876391368,0.410550586051074,-0.397933378126613,0,0.113760179589331,0.886239820410669,0.673121912068457,22.9999999997608,0.814337342448789,0.423803429472415,0.403883387712511,1,0.957439445063271,3
"1786715253-829195 / BLEND#1","hold_nocap","BlendRateK=8 (ships)","BlendRateK=12",1,24,-0.172378245747812,"per_gw",4,2,0.59189477498261,-0.291231234053175,0.773484737295875,0.69549918125833,3,-0.247848236767061,0.820247623315105,0.838597340145556,5,-0.205555440609783,0.845245124391345,0.453903215755694,15,-0.379768725499824,0.709440028165854,1.11076392743059,0.122889200078512,0.330057413512537,0.547053386408951,0.695499152194977,3.00000010620979,-0.247848247124084,0.820247615477684,0.820247623315105,1,0.909960731941666,3
"1786715253-829195 / BLEND#1","hold_nocap","BlendRateK=8 (ships)","BlendRateK=16",2,24,0.0837745185571273,"per_gw",4,2,0.655529734237605,0.127796672189949,0.89942069874394,0.681672857214755,3,0.122895488166305,0.909960731941666,0.864733339545832,5,0.0968790200700793,0.926585906283471,0.56277230158096,15,0.148860415343443,0.883646635619551,0.59186088334639,0.0549073184992648,0.239933334519078,0.705159346981657,0.681672740938962,2.99999613792592,0.122895509129107,0.90996072599037,0.909960731941666,1,0.909960731941666,3
"1786715253-829195 / BLEND#1","hold_nocap","BlendRateK=8 (ships)","BlendRateK=24",3,24,0.568690166516254,"per_gw",4,3,0.676490198274538,0.840648050728244,0.409199827172326,0.491415957910329,3,1.1572480652328,0.330945057521337,0.832187376007516,5,0.683367932405547,0.524748498585117,0.650053775073873,15,0.87483557256725,0.395455491321749,-0.724321067195465,0,0.137720458993974,0.862279541006027,0.676490198274538,22.9999999998942,0.840648050728244,0.409199827172365,0.330945057521337,0.99283517256401,0.909960731941666,3
"1786715253-829195 / BLEND#1","m_armband","BlendRateK=8 (ships)","BlendRateK=12",1,24,-0.153921879036295,"per_gw",4,3,0.100243248756113,-1.5354837452523,0.138308168520316,0.082588082161968,3,-1.86372991122896,0.159239825347093,0.10022564530335,5,-1.53575343486613,0.185195101989241,0.103418899420173,15,-1.48833414297842,0.157383578471498,-0.0154987097683516,0,0,1,0.100243248756113,22.9999999997383,-1.5354837452523,0.13830816852047,0.159239825347093,0.477719476041278,0.477719476041278,3
"1786715253-829195 / BLEND#1","m_armband","BlendRateK=8 (ships)","BlendRateK=16",2,24,-0.136175738936037,"per_gw",4,2,0.108001782794054,-1.26086565807629,0.219997971394313,0.13308611113733,3,-1.02321525343482,0.381513777030626,0.119337166181769,5,-1.1411008262809,0.305516691496619,0.0979586041480492,15,-1.39013555899825,0.184773037992581,0.0324640994040937,0.111699338957469,0.0959021308780706,0.79239853016446,0.133086111074343,3.00000000165554,-1.02321525391909,0.381513776797442,0.381513777030626,0.763027554061251,0.565695711564399,3
"1786715253-829195 / BLEND#1","m_armband","BlendRateK=8 (ships)","BlendRateK=24",3,24,-0.217823924846236,"per_gw",4,1,0.174818844047479,-1.2459979702593,0.225308131999663,0.33848687039818,3,-0.643522523015439,0.565695711564399,0.14572613852683,5,-1.49474848540046,0.195215759810531,0.129876050612026,15,-1.67716775971988,0.114219078746778,0.390822291637507,0.475534404246942,0.0318910049370123,0.492574590816046,0.338486871134983,2.99999998128877,-0.643522521614647,0.565695712622302,0.565695711564399,0.763027554061251,0.565695711564399,3
"1786715253-829195 / BLEND#1","m_capweekly","BlendRateK=8 (ships)","BlendRateK=12",1,24,-0.144910962416683,"per_gw",4,2,0.0961352768020994,-1.50736511338072,0.145330604445645,0.0893699962690083,3,-1.62147217708831,0.203365758019391,0.0871915831540203,5,-1.66198338388585,0.157405315373897,0.100197456285039,15,-1.44625390493392,0.168677431156397,-0.00821013605147899,0,0,1,0.0961352768020994,22.9999999997086,-1.50736511338072,0.145330604445816,0.203365758019391,0.610097274058174,0.608549507167405,3
"1786715253-829195 / BLEND#1","m_capweekly","BlendRateK=8 (ships)","BlendRateK=16",2,24,-0.096325241205105,"per_gw",4,2,0.155931555071203,-0.617740528279347,0.542815074926852,0.130058342531711,3,-0.740631007054534,0.5126178358653,0.155846808385791,5,-0.61807644444445,0.563588033455699,0.160634220333603,15,-0.599655795664572,0.557685880069617,-0.0355527211203541,0,0,1,0.155931555071203,22.9999999998793,-0.617740528279347,0.542815074926884,0.5126178358653,1,0.608549507167405,3
"1786715253-829195 / BLEND#1","m_capweekly","BlendRateK=8 (ships)","BlendRateK=24",3,24,-0.197282067347858,"per_gw",4,2,0.239322515439648,-0.82433559159881,0.418216020663829,0.346089075360416,3,-0.570032634351168,0.608549507167405,0.166491548460472,5,-1.18493742878904,0.289288259794998,0.23372362657934,15,-0.844082689607284,0.411883167217046,0.260603657849716,0.165815826059812,0,0.834184173940188,0.346089076226038,2.99999998245502,-0.570032632925428,0.608549508235911,0.608549507167405,1,0.608549507167405,3
