element,GW,expected_goals
427,4,0.459987
427,5,0.067674
427,6,0.114755
427,7,0.283233
427,8,0.222350
427,9,0.077709
427,10,0.113861
427,13,0.191379
427,14,0.353006
427,15,0.135739
427,16,0.076437
427,17,0.583007
427,18,0.358088
427,19,0.054846
427,20,0.061492
427,21,0.100090
427,23,0.019170
427,24,0.582406
427,30,0.055645
427,36,0.110502
427,38,0.249052
430,1,1.651493
430,2,0.459299
430,3,1.261466
430,4,1.122352
430,5,0.578944
430,6,1.609660
430,7,0.270323
430,8,1.155268
430,9,0.379827
430,10,1.250351
430,11,0.747628
430,12,1.173795
430,13,0.063502
430,14,0.725690
430,15,0.533829
430,16,0.975178
430,17,2.035959
430,18,0.187985
430,19,0.476311
430,20,0.340737
430,21,1.495892
430,22,0.146202
430,24,0.247999
430,25,1.180968
430,26,0.150026
430,27,0.524036
430,29,0.330641
430,30,0.283230
430,32,0.260419
430,33,2.273592
430,35,0.427940
430,36,2.116620
430,37,0.144919
436,1,0.187509
436,3,0.050911
436,6,0.082502
436,8,0.499049
436,11,0.222937
436,12,0.159544
436,13,0.019203
437,17,0.014595
437,20,0.012211
437,21,0.010268
437,23,0.012684
437,37,0.054986
438,15,0.015222
438,25,0.058136
438,28,0.043751
438,29,0.038430
438,32,0.026140
440,2,0.038751
440,7,0.091984
440,9,0.025871
440,13,0.048072
440,14,0.364943
440,15,0.269928
440,17,0.022723
440,18,0.320017
440,19,0.015106
440,20,0.046494
440,21,0.032424
440,24,0.054151
440,25,0.035975
440,26,0.036135
440,27,0.037162
440,30,0.372748
440,31,0.012774
440,32,0.020998
440,35,0.079562
440,37,0.100159
441,1,0.046911
441,4,0.211686
441,10,0.140670
441,12,0.243996
441,17,0.050834
441,18,0.119912
441,19,0.058790
441,20,0.055262
441,21,0.367377
441,22,0.502635
441,23,0.123275
441,35,0.033193
441,37,0.067490
441,38,0.735647
442,2,0.047338
442,5,0.048692
442,6,0.010336
442,8,0.217681
442,22,0.395326
442,24,0.090325
442,26,0.010476
442,28,0.029746
442,31,0.064910
442,34,0.076881
442,35,0.070516
442,37,0.023948
443,5,0.077220
443,25,0.105478
443,26,0.099344
443,27,0.047926
443,32,0.046720
443,34,0.086601
443,37,0.057461
443,38,0.032080
444,2,0.057911
444,3,0.054828
444,7,0.059216
444,20,0.511769
444,21,0.047833
444,29,0.210158
444,31,0.079356
444,32,0.130449
447,15,0.014399
447,19,0.067561
447,21,0.116564
449,1,0.151629
449,2,0.719316
449,3,0.817015
449,4,0.016153
449,5,0.705409
449,6,0.702664
449,7,0.168951
449,8,0.164364
449,9,0.506844
449,10,0.059605
449,11,0.123567
449,12,0.542233
449,13,0.013798
449,14,0.845151
449,15,1.364429
449,16,0.159151
449,17,0.087832
449,21,0.285135
449,23,0.123571
449,25,0.641012
449,27,0.023163
449,28,0.770875
449,29,0.037495
449,30,0.059940
449,31,1.216213
449,32,0.026312
449,33,0.041280
449,35,0.140638
449,36,0.025962
449,37,0.213203
449,38,0.261798
450,1,0.308486
450,2,0.410191
450,3,0.019917
450,6,0.119220
450,7,0.243125
450,8,0.101533
450,9,0.055368
450,10,0.064652
450,11,0.055790
450,14,0.224352
450,15,0.623174
450,16,0.794103
450,17,0.631490
450,18,0.131061
450,19,0.087847
450,20,0.137705
450,21,0.085108
450,23,0.018927
450,24,0.191396
450,25,0.021728
450,27,0.061614
450,28,0.050597
450,29,0.162989
450,30,0.307421
450,31,0.080526
450,32,0.139956
450,33,0.345532
450,35,0.113477
450,36,0.243184
450,37,0.701754
452,1,0.015630
452,2,0.153690
452,3,0.639952
452,4,0.072127
452,5,0.108366
452,7,0.426021
452,10,0.164705
452,12,0.220091
452,13,0.025922
452,15,0.172599
452,16,1.279729
452,22,0.566619
452,24,0.091757
452,25,0.066852
452,26,0.055605
452,27,0.101054
452,28,0.047027
452,30,0.127614
452,31,0.143967
452,32,0.044508
452,34,0.514679
452,36,0.037309
452,37,0.087894
452,38,0.125898
453,7,0.035611
453,9,0.565907
453,10,0.056452
453,11,0.357549
453,15,0.072734
453,16,0.971319
453,17,0.251813
453,18,0.038225
453,22,0.508997
453,29,0.503418
453,30,0.131518
453,33,0.302213
455,1,0.126351
455,3,0.032448
455,7,0.068864
455,8,0.524393
455,12,0.149548
455,13,0.085582
455,15,0.416721
455,16,0.063792
455,17,0.114044
455,37,0.028841
456,5,0.042540
456,9,0.389394
456,10,0.019932
456,18,0.059067
456,20,0.037829
456,24,0.026660
456,25,0.073454
456,26,0.027513
456,31,0.033385
457,3,0.123277
457,4,0.430160
457,5,0.180011
457,7,0.039014
457,9,0.022101
457,10,0.197413
457,12,0.076992
457,13,0.959543
457,14,0.075083
457,15,0.025467
457,16,0.390921
457,18,0.119738
457,20,0.052828
457,21,0.098730
457,22,0.543911
457,24,0.442795
457,25,0.342077
457,27,0.010381
457,28,0.462905
457,29,0.336040
457,30,0.092434
457,32,0.249580
457,34,0.377171
457,35,0.230245
457,37,0.193009
458,3,0.054582
458,21,0.010977
458,22,0.011987
458,23,0.022066
458,24,0.020935
458,28,0.020355
458,29,0.024709
458,35,0.078419
458,36,0.107043
458,38,0.126628
459,1,0.014290
459,4,0.015403
459,19,0.014758
459,20,0.124392
459,21,0.136816
459,29,0.289956
459,32,0.177900
462,19,0.034513
466,3,1.070375
466,6,0.074189
466,12,0.603480
466,13,0.047324
466,14,0.629200
466,19,0.054495
466,21,0.120513
466,26,0.283636
466,28,0.246631
466,29,0.016403
466,36,0.065914
466,37,0.338817
469,27,0.121381
473,3,0.020387
473,13,0.062420
473,14,0.096823
473,15,0.248911
473,18,0.092750
473,19,0.095164
473,20,0.017484
473,22,0.105972
473,25,0.022145
473,27,0.057220
473,28,0.008235
473,29,0.063187
473,31,0.093827
473,32,0.051746
473,37,0.140157
473,38,0.012705
474,1,0.039587
474,3,0.014841
474,10,0.010890
474,15,0.103528
474,16,0.014719
474,17,0.110356
474,18,0.192974
474,19,0.023393
474,20,0.284701
474,21,0.094164
475,7,0.119723
475,8,0.045198
475,21,0.066587
475,23,0.022302
475,25,0.191314
475,26,0.559647
475,31,0.149696
475,32,0.089494
475,34,0.108671
475,35,0.041332
475,37,0.037851
476,2,0.010438
476,4,0.022475
476,13,0.042178
476,26,0.055571
476,31,0.121609
476,33,0.448476
476,34,0.080567
476,35,0.069350
477,13,0.082966
477,14,0.039717
477,31,0.017897
478,22,0.048726
478,28,0.039802
480,6,0.072284
485,1,0.557387
485,2,1.012320
485,6,0.043813
485,7,0.040192
485,8,0.054075
485,10,0.041214
485,14,0.702664
485,15,0.763903
485,17,0.866418
485,18,0.349786
485,19,0.108924
485,21,0.096165
485,23,0.497762
485,24,0.175657
485,26,0.241084
485,27,0.133465
485,28,0.059001
485,29,1.175204
485,30,0.648053
485,31,0.449395
485,32,0.066699
486,1,0.525360
486,6,0.054414
486,9,0.072951
486,13,0.053600
486,15,0.151144
486,17,0.065544
486,23,0.056152
486,25,0.023871
486,27,0.025692
486,28,0.017577
486,29,0.065768
486,31,0.116088
486,37,0.113573
487,1,0.133797
487,3,0.018588
487,4,0.091469
487,7,0.320977
487,8,0.036830
487,10,0.035340
487,11,0.270772
487,12,1.453083
487,13,0.361156
487,14,0.161449
487,17,0.258991
487,19,0.392820
487,20,0.357169
487,21,0.263318
487,22,0.103849
487,23,0.623433
487,24,0.028321
487,25,0.752040
487,26,0.167292
487,27,0.020562
487,28,0.073061
487,29,0.222045
487,31,0.044595
487,33,0.158542
487,35,0.541798
487,36,0.306241
487,37,0.165996
487,38,0.068216
488,2,0.303005
488,4,0.055989
488,7,0.049520
488,8,0.251664
488,9,1.006668
488,10,0.040310
488,11,0.039190
488,12,0.490201
488,14,0.050964
488,15,0.168662
488,16,0.066710
488,18,0.037456
488,19,0.746284
488,20,0.514853
488,21,0.702664
488,22,0.103957
488,25,0.702664
488,33,0.069876
488,34,0.046341
488,35,0.020616
488,36,0.512989
488,37,0.096747
488,38,0.012897
489,3,0.076890
489,4,0.645009
489,5,0.096888
489,6,0.140283
489,7,0.202995
489,8,0.059491
489,9,0.580439
489,10,0.177174
489,11,0.019992
489,14,0.211888
489,18,0.036262
489,19,0.308600
489,20,0.040941
489,25,0.033009
489,28,0.056417
489,30,0.026846
489,31,0.018414
489,32,0.053905
489,33,0.064984
489,37,0.029712
490,2,0.014418
490,6,0.020301
490,7,0.584726
490,9,0.037113
490,10,0.085373
490,13,0.025566
490,14,0.102270
490,18,0.124040
490,19,0.079754
490,20,0.047855
490,21,0.212623
490,22,0.221704
490,23,0.022090
490,27,0.024478
490,28,0.085119
490,29,0.055628
490,31,0.023214
490,35,0.198242
490,36,0.046719
491,2,0.074412
491,4,0.081522
491,5,0.044933
491,7,0.045887
491,8,0.010679
491,9,0.084727
491,19,0.041607
491,20,0.098041
491,21,0.012707
491,22,0.016488
491,23,0.420803
491,24,0.018304
491,25,0.128691
491,28,0.051341
491,29,0.028394
491,33,0.050010
491,34,0.050714
491,36,0.048828
493,4,0.034719
493,5,0.032643
493,6,0.104821
493,7,0.124837
493,10,0.179778
493,12,0.055549
493,23,0.063458
493,24,0.046994
493,33,0.056455
493,36,0.572517
494,4,0.053784
494,15,0.018103
494,20,0.522313
494,26,0.100004
494,27,0.051779
494,28,0.016515
494,30,0.112615
494,34,0.050240
494,35,0.214074
494,37,0.042179
494,38,0.097811
497,2,0.032614
497,13,0.084053
497,14,0.186250
497,16,0.055370
497,17,0.203248
497,18,0.061323
497,21,0.588092
497,23,0.059296
499,6,0.806917
499,7,0.212544
499,8,0.273442
499,12,0.089514
499,13,0.705601
499,14,0.092434
499,15,0.016981
499,17,0.357434
499,33,0.093093
499,34,0.347909
500,1,0.037169
500,2,0.365306
500,3,0.097723
500,9,0.161833
500,10,0.093068
500,29,0.050195
500,32,0.913301
500,33,0.505662
500,35,0.845925
500,36,0.559871
500,37,0.907538
501,38,0.032066
505,3,0.077812
505,6,0.043923
505,8,0.075174
505,10,0.085711
505,13,0.022155
505,15,0.010420
505,16,0.045774
505,18,0.025309
505,26,0.012753
505,27,0.042244
505,37,0.028985
506,10,0.038896
506,12,0.142701
506,17,0.014372
506,19,0.048343
506,21,0.071562
506,27,0.089935
506,30,0.034963
506,32,0.109152
507,3,0.021372
507,20,0.010657
507,21,0.050218
507,22,0.010174
507,24,0.103682
507,25,0.033714
507,26,0.061001
507,30,0.044833
507,34,0.042470
508,3,0.062554
508,4,0.010476
508,5,0.115699
508,7,0.064179
508,8,0.279738
508,9,0.071471
508,10,0.043177
508,14,0.084917
508,15,0.075780
508,16,0.065915
508,17,0.027236
508,18,0.022905
508,19,0.054483
508,20,0.026147
508,21,0.048778
508,26,0.134508
508,27,0.016638
508,30,0.064709
508,31,0.158899
508,32,0.086304
508,33,0.087405
508,34,0.023159
508,36,0.022965
508,38,0.078758
510,28,0.127540
510,36,0.320030
511,6,0.024078
511,25,0.472004
511,26,0.797968
511,37,0.446432
515,1,0.509113
515,2,0.084762
515,3,0.060090
515,4,0.065669
515,5,0.106303
515,6,0.118627
515,7,0.110895
515,8,0.571284
515,9,0.079708
515,10,0.194927
515,11,0.561328
515,12,0.122959
515,13,0.419063
515,16,0.705245
515,17,0.084993
515,19,0.698592
515,20,0.314369
515,21,0.702664
515,22,0.093023
515,24,0.544190
515,25,0.062472
515,26,0.521198
515,27,0.139575
515,28,0.098385
515,29,0.724816
515,30,0.064510
515,31,0.447327
515,32,0.198434
515,33,0.633324
515,34,0.095796
515,37,0.899802
515,38,0.741148
516,1,0.014569
516,2,0.331133
516,3,0.037242
516,5,0.014805
516,7,0.086256
516,10,0.177784
516,13,0.011528
516,15,0.035188
516,16,0.753112
516,17,0.014878
516,19,0.299965
516,21,0.038509
516,22,0.028204
516,25,0.098190
516,26,0.331451
516,27,0.290802
516,28,0.023106
516,32,0.138094
517,1,0.391301
517,3,0.013965
517,5,0.047274
517,6,0.165169
517,10,0.073217
517,11,0.702664
517,12,0.072246
517,13,0.045465
517,14,0.044371
517,15,0.039532
517,17,0.007083
517,23,0.025799
517,24,0.101958
517,26,0.218412
517,27,0.111377
517,28,0.034642
517,29,0.137519
517,30,0.094605
517,32,0.034784
517,34,0.438080
517,36,0.366117
517,38,0.013981
519,12,0.020471
519,13,0.028659
519,15,0.075947
519,18,0.020492
519,20,0.011615
519,21,0.217164
519,22,0.162601
519,23,0.010443
519,25,0.110272
519,30,0.041751
519,37,0.133242
519,38,0.101924
521,1,0.012748
521,2,0.016360
521,8,0.384327
521,11,0.458731
521,13,0.009132
521,16,0.307046
521,23,0.084454
521,25,0.089636
521,27,0.051108
521,28,0.036151
522,7,0.050402
522,24,0.012098
522,25,0.030881
522,29,0.234607
522,30,0.020983
522,36,0.148883
522,38,0.125081
525,1,0.416001
525,2,0.162471
525,3,0.387950
525,4,0.085742
525,5,0.215115
525,6,0.641124
525,32,0.117444
525,33,0.107869
525,34,0.402877
525,37,0.062913
525,38,0.506995
526,2,0.099521
526,5,0.035324
526,6,0.112521
526,8,0.559335
526,10,0.201664
526,11,0.375814
526,12,0.039169
526,13,0.218487
526,14,0.566877
526,15,0.051466
526,16,0.135920
526,17,0.255880
526,18,0.109499
526,19,0.172737
526,20,0.014014
526,21,0.040569
526,23,0.262156
526,24,0.110868
526,25,0.088150
526,26,0.624773
526,27,0.011419
526,28,0.096883
526,29,0.047297
526,30,0.038854
526,31,0.182033
526,32,0.105278
526,33,0.506824
526,34,0.389866
526,35,0.803372
526,36,0.171102
526,37,0.038092
526,38,0.179984
527,8,0.047086
527,9,0.111220
527,19,0.177950
527,23,0.899920
527,28,0.310416
527,30,0.352699
527,31,0.576308
527,35,1.194228
527,36,0.073734
527,37,0.092965
527,38,0.176175
531,1,0.099626
531,5,0.006715
531,6,0.496405
531,7,0.241819
531,8,0.068400
531,9,0.193584
531,10,0.116153
531,11,0.390094
531,16,0.381999
531,17,0.434537
531,21,0.024214
531,22,0.596258
531,23,0.009370
531,24,0.095250
531,26,0.077687
531,28,0.090413
531,29,0.011490
531,30,0.029614
531,34,0.047771
532,2,0.023867
532,3,0.027133
532,6,0.019686
532,7,0.018449
532,8,0.328196
532,10,0.056791
532,14,0.015346
532,17,0.014713
532,19,0.263457
532,20,0.061873
532,22,0.470121
532,23,0.232149
532,24,0.131048
532,26,0.102221
532,27,0.060614
532,30,0.035853
532,31,0.132806
532,33,0.256520
532,34,0.051721
532,35,0.078996
532,36,0.015772
532,38,0.102501
535,30,0.061258
539,32,0.032344
539,37,0.033740
539,38,0.127675
541,3,0.013841
541,10,0.055400
541,13,0.014751
541,24,0.072945
543,1,0.069876
543,18,0.136049
543,19,0.063897
543,20,0.039987
544,1,0.296821
544,3,0.193902
544,4,0.024234
544,23,0.023476
544,24,0.479409
544,25,0.022342
544,27,0.015568
544,28,0.174437
544,29,0.702664
544,30,0.019519
544,31,0.222334
544,32,0.083903
544,33,0.463352
544,35,0.148243
544,38,0.132631
545,2,0.062788
547,2,0.046167
547,3,0.702664
547,9,0.036215
547,10,0.061201
547,11,0.087374
547,12,0.033481
547,13,0.718046
547,14,0.027309
547,15,0.018700
547,16,0.048685
547,17,0.178829
547,20,0.111865
547,21,0.737951
547,22,0.462229
547,24,0.028567
547,27,0.702664
547,28,0.021394
547,33,0.057714
547,34,0.093879
547,36,0.159608
547,37,0.463950
547,38,0.065224
548,15,0.017858
548,17,0.099084
548,21,0.150143
548,27,0.354551
551,5,0.065422
551,6,0.037862
551,17,0.126449
551,30,0.091009
551,31,0.184679
551,32,0.062764
551,33,0.092866
551,34,0.077553
552,4,0.036116
552,6,0.025610
552,8,0.051879
552,10,0.041639
552,14,0.057296
552,15,0.019378
552,23,0.047328
552,24,0.021439
552,27,0.011659
552,28,0.042180
552,30,0.099719
552,31,0.070735
552,32,0.252431
552,33,0.063263
552,34,0.037814
552,35,0.069899
552,36,0.546029
553,2,0.289300
553,3,0.099739
553,4,0.094560
553,5,0.037588
553,6,0.033915
553,7,0.296760
553,9,0.101749
553,13,0.124322
553,14,0.036492
553,23,0.014392
553,24,0.106665
553,25,0.025265
553,30,0.082591
553,31,0.667448
553,35,0.093876
553,36,0.040504
560,1,0.085410
560,3,0.299206
560,4,0.172001
560,5,0.618558
560,6,0.207882
560,8,0.059005
560,9,0.860052
560,10,0.293671
560,11,0.150508
560,12,0.121193
560,13,0.033898
560,14,0.448370
560,15,0.428877
560,16,0.063611
560,18,0.049431
560,19,0.071326
560,23,0.038112
560,24,0.167582
560,27,0.083457
560,29,0.064842
560,33,0.418700
560,34,0.035175
560,37,0.283588
560,38,0.133041
561,1,0.116958
561,2,0.489224
561,7,0.060753
561,18,0.090042
561,19,0.229129
561,20,0.032657
561,22,0.121640
561,27,0.027126
561,28,0.688802
568,1,0.023936
568,2,0.076733
568,3,0.010964
568,13,0.054643
568,14,0.019802
568,17,0.075832
568,18,0.015473
568,20,0.008664
568,21,0.070362
568,22,0.029777
568,23,0.098046
568,28,0.068362
568,30,0.033321
568,32,0.127520
568,33,0.430016
568,34,0.024879
568,35,0.019304
568,36,0.076685
568,38,0.030743
569,4,0.097172
569,6,0.016730
569,11,0.448749
569,14,0.411100
569,15,0.050385
569,17,0.011276
569,19,0.066778
569,21,0.136228
569,22,0.332132
569,23,0.088517
569,31,0.021369
569,32,0.016443
570,15,0.010267
570,29,0.133655
570,31,0.103415
570,35,0.066805
570,36,0.041534
570,38,0.128258
571,20,0.736903
572,18,0.045070
572,26,0.069671
572,28,0.077050
573,1,0.089247
573,15,0.394883
573,16,0.064217
573,17,0.012196
573,22,0.328014
573,23,0.063274
573,30,0.045838
573,34,0.022537
573,38,0.027660
574,3,0.010015
574,13,0.075401
574,24,0.073362
574,38,0.042895
575,1,0.258308
575,4,0.063089
575,6,0.019700
575,8,0.237533
575,9,0.806074
575,13,0.020365
575,15,0.071943
575,16,0.034375
575,20,0.109727
575,21,0.380713
575,23,0.058360
575,25,0.114063
575,26,0.063214
575,38,0.026583
580,1,0.507360
580,2,0.416633
580,8,0.046398
580,17,0.047004
580,20,0.132315
580,21,0.445110
580,23,0.043061
580,24,0.084985
580,26,0.025196
580,27,0.027719
580,30,0.060764
580,33,0.375414
580,34,0.080144
580,35,0.101982
581,37,0.504006
582,1,0.051775
582,4,0.612502
582,5,0.107630
582,6,0.410301
582,7,0.409268
582,9,0.060780
582,10,0.135659
582,13,0.028443
582,14,0.057556
582,15,0.056467
582,16,0.103496
582,17,0.012921
582,19,0.133957
584,3,0.034425
584,4,0.020638
584,7,0.115437
584,11,0.158216
584,20,0.061831
584,21,0.073341
584,22,0.155982
584,23,0.542528
584,25,0.028049
584,26,0.532864
584,29,0.158689
584,30,0.047633
584,31,0.112137
584,34,0.017578
584,35,0.054934
584,36,0.130657
584,37,0.256079
584,38,0.108058
585,6,0.056240
585,7,0.012869
585,8,0.424815
585,9,0.095282
585,15,0.027934
585,17,0.019982
585,18,0.039761
585,33,0.011005
585,34,0.043465
585,36,0.170735
586,1,0.085644
586,3,0.056634
586,4,0.202977
586,6,0.179606
586,13,0.012956
586,14,0.423617
586,21,0.027456
586,31,0.282137
586,36,0.053029
587,22,0.130991
587,23,0.009995
587,28,0.055072
588,2,0.146449
588,3,0.045515
588,5,0.060876
588,8,0.573432
588,11,0.017335
588,13,0.038756
588,18,0.059489
588,19,0.046182
588,21,0.010500
588,22,0.494601
588,23,0.167302
588,24,0.610648
591,13,0.014052
591,16,0.051876
591,18,0.517365
591,19,0.125278
591,20,0.033357
591,26,0.542417
591,29,0.046961
591,31,0.092598
591,33,0.042539
593,2,0.025584
593,4,0.279915
593,9,0.588476
593,11,0.010489
593,15,0.483898
593,25,0.017300
593,26,0.010787
593,27,0.066754
593,28,0.100234
593,29,0.113380
593,31,0.080679
593,37,0.112505
596,1,0.085594
596,2,0.084538
596,23,0.656180
596,24,0.385388
596,26,0.224887
596,28,0.037982
596,29,0.662601
596,31,0.369803
596,32,0.698365
596,33,0.105373
597,1,0.780376
597,2,0.083282
597,5,0.844240
597,6,0.012458
597,7,0.021425
597,9,0.381770
597,11,0.507229
597,12,0.007432
597,15,0.695806
597,16,0.097056
597,17,0.459286
597,18,0.182497
597,19,0.194354
597,20,0.187220
597,21,0.563763
597,27,0.170836
597,28,0.277243
597,30,0.862938
597,31,0.313085
597,32,0.095563
597,34,0.125397
597,35,0.531528
597,36,0.687876
597,37,0.960248
597,38,0.065031
603,1,0.112533
603,4,0.029388
603,6,0.016465
603,9,0.081870
603,14,0.042491
603,15,0.042896
603,16,0.052139
603,28,0.038470
603,32,0.032653
603,33,0.010597
603,35,0.039327
603,37,0.017437
605,2,0.436162
605,4,0.456889
605,10,0.102834
605,11,0.048974
605,19,0.010327
605,20,0.022219
606,3,0.078168
606,5,0.123150
606,6,0.074517
606,15,0.339854
606,20,0.076118
606,22,0.145298
606,23,0.047614
606,27,0.006431
606,28,0.175016
606,30,0.451398
606,32,0.784347
606,33,0.167330
606,34,0.067400
606,36,0.023526
606,37,0.016409
607,2,0.081770
608,18,0.021227
608,19,0.199172
609,14,0.062028
609,24,0.543562
612,2,0.033637
612,3,0.916336
612,4,0.120724
612,5,0.015647
612,6,0.067187
612,7,0.038354
612,8,0.030646
612,9,0.040074
612,10,0.062689
612,11,0.052892
612,13,0.008099
612,15,0.010994
612,17,0.039275
612,18,0.114010
612,19,0.702664
613,1,0.045187
613,2,0.077789
613,4,0.009004
613,8,0.075508
613,9,0.127861
613,10,0.478404
613,11,0.909359
613,21,0.331293
613,22,0.397365
613,26,0.600695
613,27,0.138209
613,28,0.433987
613,29,0.272261
613,32,0.048955
613,34,0.512144
613,35,0.071227
613,38,0.284189
614,2,0.090466
614,5,0.010841
614,33,0.051264
614,35,0.014557
615,6,0.177011
615,7,0.031207
615,8,0.045062
615,10,0.176263
615,11,0.139593
615,15,0.646258
615,16,0.184466
615,17,0.267220
615,18,0.125969
615,19,0.108563
615,21,0.024997
615,22,0.340323
615,23,0.430130
615,24,0.190270
615,25,0.621547
615,26,0.022067
615,27,0.293629
615,28,0.162493
615,29,0.288019
615,32,0.528318
615,33,0.116412
615,34,0.082365
615,35,0.036835
615,36,0.073644
615,37,0.076109
615,38,0.072226
618,1,0.022385
619,5,0.036326
623,14,0.083650
623,16,0.063092
623,17,0.049547
624,1,0.182022
624,2,0.087455
624,3,0.057916
624,4,0.116272
624,5,0.176552
624,6,0.183808
624,8,0.073164
624,9,0.042821
624,10,0.474422
624,11,0.136454
624,12,0.117464
624,13,0.146249
624,14,0.531000
624,15,0.447207
624,16,0.612862
624,17,0.502184
624,18,0.498565
624,19,0.586358
624,20,0.054604
624,21,0.228961
624,22,0.067811
624,23,0.769339
624,24,0.395329
624,25,0.035731
624,26,0.040933
624,27,0.160186
624,29,0.099140
624,31,0.109511
624,32,0.219810
624,33,0.030633
624,34,0.107989
624,35,0.041235
624,36,0.058177
624,37,0.048426
624,38,0.197082
625,1,0.131426
625,3,0.091486
625,6,0.132368
625,7,0.517200
625,13,0.034966
626,7,0.211338
631,1,0.010749
631,2,0.090888
631,3,0.106370
631,5,0.057057
631,13,0.031854
631,14,0.064437
631,15,0.015286
631,24,0.035785
632,6,0.048086
632,17,0.027859
633,2,0.039784
633,6,0.238236
633,9,0.029038
633,19,0.064845
633,20,0.038355
633,21,0.052605
633,22,0.058604
633,25,0.034337
633,26,0.033022
633,32,0.057347
633,34,0.063891
633,35,0.066076
633,38,0.051192
634,5,0.049889
634,13,0.056382
634,19,0.664007
634,20,0.041561
634,22,0.088031
634,23,0.287806
634,24,0.308274
634,25,0.165093
634,27,0.057134
634,28,0.055875
634,29,0.152359
634,32,0.088534
634,35,0.110281
634,36,0.081012
634,37,0.433685
634,38,0.097967
635,3,0.366012
635,4,0.143712
635,5,0.015614
635,8,0.050027
635,9,0.185593
635,25,0.070043
635,28,0.407361
635,29,0.383868
635,33,0.039215
635,34,0.019689
635,37,0.416321
635,38,0.011396
636,6,0.579211
636,9,0.064512
636,18,0.137856
636,24,0.073061
636,27,0.014730
636,30,0.034055
636,34,0.048883
636,35,0.303847
636,38,0.585759
637,3,0.040021
637,4,0.009827
637,28,0.386194
637,35,0.441069
638,8,0.008523
640,33,0.033067
640,34,0.014185
640,37,0.064054
640,38,0.349973
642,3,0.267823
642,4,0.088330
642,6,0.012009
642,7,0.033328
642,12,0.270838
642,16,0.459060
642,17,0.173045
642,18,0.033609
642,19,0.097381
642,20,0.702664
642,21,0.035759
642,24,0.079210
642,32,0.024537
642,36,0.070427
642,37,0.050339
642,38,0.058797
643,5,0.007572
643,8,0.015271
643,15,0.029071
643,17,0.106697
643,24,0.024876
643,26,0.023837
643,27,0.039932
643,29,0.050919
643,30,0.102733
643,32,0.010345
643,35,0.045265
643,38,0.019506
644,1,0.030939
644,2,0.012390
644,3,0.025454
644,4,0.047094
644,6,0.073176
644,9,0.073401
644,10,0.074313
644,11,0.016322
644,13,0.024124
644,14,0.017765
644,15,0.128440
644,24,0.024795
644,26,0.072565
644,27,0.170424
644,32,0.011750
645,1,0.098270
645,3,0.025700
645,8,0.062281
645,15,0.015136
646,3,0.013034
646,5,0.095879
646,8,0.084885
646,9,0.010211
646,12,0.068181
646,13,0.070044
646,21,0.117898
646,23,0.065780
646,24,0.038542
646,28,0.472063
646,32,0.040040
646,34,0.058473
646,35,0.015438
648,1,0.046453
648,2,0.076736
648,3,0.020531
648,5,0.584726
648,7,0.058213
648,8,0.076314
648,9,0.591298
648,10,0.015196
648,11,0.016748
648,12,0.055553
648,14,0.155881
651,26,0.076454
651,32,0.050903
654,1,0.293101
654,2,0.054250
654,5,0.044325
654,6,0.057733
654,7,0.068265
654,8,0.041647
654,9,0.725669
654,11,0.069825
654,12,0.014078
654,13,0.324845
654,16,0.064625
654,17,0.741051
654,20,0.303410
654,22,0.063137
654,24,0.310268
654,25,0.281777
654,26,0.826463
654,27,0.061092
654,28,0.171976
654,29,0.411389
654,32,0.018819
654,33,0.110296
654,34,0.338012
654,35,0.152400
654,36,0.177857
654,37,0.204599
654,38,0.082608
659,2,0.076338
659,5,0.068004
659,11,0.898370
659,21,0.054203
660,1,0.378844
660,3,0.149187
660,4,0.077094
660,5,0.060656
660,7,0.035177
660,8,0.094597
660,10,0.093860
660,12,0.349667
660,14,0.058271
660,15,0.071229
660,16,0.182383
660,17,0.115095
660,18,0.118954
660,19,0.113230
660,20,0.026379
660,21,0.076267
660,23,0.060591
660,27,0.079064
660,28,0.017225
660,29,0.147038
660,30,0.010399
660,31,0.105812
660,35,0.229363
660,36,0.015145
660,37,0.030748
661,1,1.004602
661,2,0.125067
661,4,0.106040
661,5,0.371293
661,7,0.077592
661,8,0.085250
661,9,0.318777
661,13,0.041656
661,14,0.051735
661,15,0.985535
661,16,1.106977
661,17,0.579266
661,18,0.259105
661,19,0.869842
661,22,0.917160
661,24,1.458217
661,25,0.637768
661,26,0.908839
661,27,0.674698
661,28,0.145813
661,29,0.038543
661,30,0.251287
662,33,0.079255
663,2,0.070622
663,3,0.008280
663,4,0.058083
663,6,0.054117
663,7,0.172591
663,8,0.066677
663,9,0.654737
663,12,0.599564
663,13,0.119594
663,14,0.665067
663,19,0.044909
663,20,0.525790
666,2,1.314997
666,4,1.140448
666,6,0.288796
666,7,0.853059
666,8,0.233448
666,9,0.068465
666,10,0.607236
666,16,0.073573
666,17,0.834967
666,18,0.276356
666,19,0.558308
666,20,0.025755
666,22,0.094762
666,23,0.041976
666,24,0.940634
666,25,0.556230
666,27,0.545865
666,28,0.064889
666,30,0.708033
666,32,1.249998
666,34,0.075974
666,35,1.864603
666,36,0.084850
666,38,0.302028
668,2,0.019646
668,5,0.039079
668,7,0.009413
668,8,0.012872
668,9,0.108283
668,10,0.033532
668,12,0.008676
668,15,0.080130
668,16,0.014196
668,21,0.053457
668,30,0.047620
668,31,0.051189
668,32,0.148846
