element,GW,expected_goals
235,20,0.073561
235,21,0.064835
235,22,0.739278
235,24,0.550104
235,25,1.949869
235,26,1.448298
235,27,0.539602
235,28,0.017205
235,29,0.155459
235,30,0.252698
235,31,0.014153
235,32,0.276874
235,33,0.195009
235,35,0.821017
235,37,0.178216
235,38,0.278931
236,1,0.017529
236,2,0.406651
236,4,0.079952
236,6,0.099843
236,7,0.052265
236,8,0.149630
236,10,0.267926
236,11,0.640078
236,12,0.384512
236,13,0.199422
236,14,0.266373
236,15,0.050292
236,16,0.079227
236,17,0.179452
236,18,0.015770
236,20,0.595157
236,21,0.118504
236,22,0.086290
236,25,0.483446
236,27,0.144007
236,28,0.093641
236,31,0.030509
236,32,0.044646
236,33,0.118571
236,37,0.150156
237,2,1.102402
237,3,0.702664
237,4,0.057809
237,6,1.411381
237,7,0.312940
237,9,0.159665
237,10,0.606950
237,11,0.207082
237,12,0.596487
237,13,0.081840
237,14,0.087394
237,15,0.145386
237,16,0.176969
237,18,0.150619
237,19,0.218371
237,20,1.536345
237,21,0.059130
237,23,0.790375
237,24,0.242072
237,25,0.439057
237,26,0.124997
237,27,0.063072
237,28,0.021007
237,29,0.053175
237,30,0.102883
237,31,0.747872
237,33,0.283116
237,35,0.156740
237,36,0.317657
237,37,0.045764
238,1,0.091232
238,2,0.440100
238,3,0.245177
238,6,0.266032
238,7,0.600172
238,8,0.104860
238,9,0.060606
238,13,0.104504
238,14,0.080532
238,19,0.220097
238,20,0.093283
238,23,1.022679
238,26,0.143056
238,33,0.103940
239,1,0.039306
239,3,0.046293
239,4,0.018376
239,7,0.021987
239,10,0.440211
239,12,0.058876
239,14,0.035015
239,16,0.071656
239,18,0.092155
241,1,0.035996
241,2,0.461756
241,3,0.087588
241,4,0.043002
241,5,0.020927
241,6,0.036281
241,7,0.040274
241,9,0.043221
241,17,0.017213
241,18,0.026530
241,21,0.169960
241,23,0.044399
241,24,0.089170
241,25,0.032572
241,27,0.028262
241,28,0.021589
241,31,0.061767
241,32,0.022161
241,33,0.051767
241,38,0.078867
242,3,0.124747
242,4,0.037117
242,5,0.122381
242,6,0.109348
242,9,0.123592
242,10,0.083810
242,11,0.071244
242,12,0.058980
242,13,0.629972
242,15,0.153228
242,24,0.425394
242,25,0.151720
242,26,0.080119
242,27,0.067685
242,29,0.514727
242,30,0.052292
242,31,0.114804
242,32,0.522784
242,34,0.078938
242,35,0.040785
242,36,0.389401
242,37,0.019635
242,38,0.024552
243,3,0.421605
243,4,0.030905
243,9,0.049155
243,25,0.054924
243,27,0.040119
243,32,0.075344
243,34,0.062584
243,38,0.030529
244,31,0.211167
244,33,0.024751
244,35,0.019526
246,1,0.392974
246,5,0.077394
246,8,0.358657
246,12,0.035693
246,16,0.063023
246,21,0.655838
246,32,0.160671
246,35,0.051602
246,37,0.562907
249,1,0.184547
249,2,0.547075
249,3,0.605831
249,4,0.098184
249,7,0.024877
249,8,0.054192
249,10,1.579559
249,11,0.576011
249,12,0.139477
249,13,0.201780
249,14,0.016864
249,16,0.099025
249,17,0.381279
249,18,1.217510
249,19,0.115484
249,22,0.163348
249,23,0.898793
249,24,0.529718
249,25,0.113695
249,26,1.082844
249,27,1.415482
249,28,0.569577
249,29,2.188379
249,30,0.175400
249,31,0.091187
249,32,0.226841
249,35,0.554506
249,36,0.199451
249,38,0.464275
250,1,0.040856
250,2,0.122516
250,3,0.052863
250,11,0.124390
250,12,0.081976
250,13,0.024178
250,14,0.201960
250,15,0.091492
250,19,0.659275
250,20,0.178157
250,21,1.013257
250,24,0.999939
250,25,0.073113
250,26,0.112012
250,27,0.066168
250,30,0.460267
250,33,0.164299
250,35,0.105162
250,37,0.071596
252,2,0.038202
252,7,0.037113
252,8,0.656969
252,9,0.149101
252,11,1.140653
252,14,0.072456
252,15,0.171658
252,33,0.048251
256,1,0.056690
256,4,0.104876
256,5,0.165251
256,6,0.252272
256,7,0.251082
256,8,0.054200
256,12,0.479034
256,14,0.416701
256,24,0.034968
256,26,0.078637
256,29,0.060449
256,32,0.601172
256,34,0.066558
256,37,0.093895
256,38,0.189334
257,1,0.399137
257,2,0.050983
257,5,0.451979
257,8,0.065607
257,9,0.010079
257,11,0.113071
257,13,0.085387
257,18,0.069428
257,19,0.610297
257,20,0.023203
257,22,0.075409
257,23,0.146665
257,24,0.036971
257,25,0.089661
257,26,0.078979
257,28,0.024047
257,30,0.187165
257,34,0.184380
257,36,0.063354
257,37,0.009923
258,5,0.429859
258,7,0.038876
258,8,0.029599
258,18,0.025929
258,21,0.090178
258,22,0.412400
258,26,0.134329
258,27,0.058688
258,28,0.017564
258,33,0.095403
258,36,0.349048
258,37,0.150303
259,34,0.036044
260,2,0.229756
260,3,0.046747
260,4,0.021582
260,5,0.074954
260,7,0.531635
260,8,0.079667
260,9,0.056460
260,15,0.475371
260,16,0.070925
260,18,0.126260
260,19,0.571966
260,20,0.111345
260,23,0.037277
260,24,0.300906
260,25,0.037450
260,28,0.447938
260,29,0.082551
260,30,0.591175
260,32,0.244969
260,33,0.021241
260,35,0.042753
260,36,0.133362
261,1,0.033450
261,4,0.075130
261,7,0.044590
261,8,0.018835
261,13,0.040035
261,23,0.394819
261,26,0.176198
261,27,0.054720
261,30,0.050706
261,34,0.433361
261,36,0.322685
262,23,0.116719
262,27,0.008750
262,37,0.047176
262,38,0.085784
263,15,0.093950
263,16,0.109972
263,19,0.045477
266,1,0.166008
266,4,0.077935
266,5,0.023258
266,6,0.277879
266,7,0.317871
266,8,0.016916
266,9,0.080152
266,10,0.106997
266,11,0.261649
266,12,0.560162
266,25,0.069779
266,26,0.112357
266,27,1.113732
266,28,0.229750
266,30,0.145461
266,33,0.054875
266,34,0.094734
266,35,0.118917
266,36,0.081300
266,37,0.222368
266,38,0.305848
267,2,0.463903
267,3,1.333141
267,6,0.957291
267,7,0.125165
267,8,0.354329
267,9,0.043734
267,10,0.430275
267,11,0.127126
267,12,0.148682
267,16,0.109592
267,23,0.744479
267,24,0.829731
267,25,0.459611
267,26,0.078918
267,27,0.384753
267,28,0.109243
267,29,1.005533
267,32,0.064846
267,34,0.395827
267,35,0.293549
267,36,1.195235
267,37,1.001108
270,2,0.095524
270,4,0.040585
270,16,0.041093
270,18,0.050680
270,19,0.083424
270,20,0.518964
270,21,0.046402
270,24,0.232657
270,26,0.041142
270,28,0.032302
271,4,0.044601
271,5,0.115459
271,7,0.074681
271,10,0.050816
271,11,0.180705
271,12,0.058328
271,13,0.112945
271,15,0.028130
271,26,0.437496
271,27,0.066797
271,36,0.107364
271,37,0.095560
272,3,0.295000
272,4,0.014447
272,5,0.069376
272,6,0.036045
272,10,0.031862
272,19,0.083342
272,23,0.427120
272,24,0.290748
272,30,0.018804
272,32,0.672880
272,33,0.079249
272,36,0.019960
273,5,0.021868
273,6,0.017612
273,7,0.035956
273,8,0.039309
273,9,0.012100
273,11,0.041917
273,12,0.040874
273,13,0.028730
273,15,0.021865
273,16,0.147355
273,17,0.044377
273,18,0.106443
273,21,0.076512
273,25,0.025996
273,26,0.044844
273,27,0.041092
273,29,0.130903
273,30,0.029363
273,36,0.061238
273,37,0.095188
276,2,0.043724
276,5,0.065647
276,7,0.157802
276,13,0.062807
276,17,1.049204
276,18,0.203927
276,19,0.136121
276,21,0.353470
283,1,0.302527
283,2,0.133294
283,3,0.702664
283,4,0.619453
283,5,0.648725
283,6,0.838307
283,7,0.771094
283,8,3.544475
283,9,0.129129
283,10,0.092343
283,11,0.076181
283,12,0.428611
283,13,1.075057
283,14,0.495172
283,15,0.147107
283,16,0.214128
283,17,0.067829
283,18,0.179987
283,19,0.488140
283,20,0.130218
283,22,0.437034
283,23,0.390181
283,30,0.052128
283,32,1.067112
283,34,0.499907
283,35,0.078259
283,36,0.750838
283,38,0.389477
284,5,0.068963
284,6,0.694600
284,8,0.053284
284,9,0.072090
284,12,0.061381
284,13,0.220728
284,15,0.412962
284,16,0.030978
284,17,0.178640
290,24,0.014560
290,26,0.142125
290,28,0.051618
290,29,0.055504
290,32,0.022332
291,1,0.329555
291,11,0.089869
291,16,0.089168
291,19,0.413925
291,20,0.180603
291,22,0.046109
291,24,0.075879
291,25,0.479665
291,26,0.053318
291,27,0.072889
291,29,0.163149
291,31,0.035400
291,33,0.262211
291,36,0.312300
291,37,0.013228
291,38,0.031289
292,7,0.012875
292,9,0.012510
292,10,0.016959
292,15,0.021657
292,21,0.146885
292,22,0.028027
292,23,0.017221
293,1,0.070612
293,3,0.048927
293,4,0.044051
293,6,0.070498
293,7,0.047899
293,14,0.076029
293,18,0.015241
293,24,0.056742
293,25,0.113429
293,32,0.054683
293,35,0.071450
293,37,0.536857
295,4,0.827310
295,6,0.060408
295,7,0.173879
295,11,0.440038
295,12,0.056943
295,13,0.038186
295,16,0.052286
295,20,0.091148
295,21,1.048573
295,24,0.068379
295,25,0.073748
295,27,0.082654
295,30,0.080443
295,35,0.020575
295,36,0.144107
295,38,0.036062
296,18,0.157115
299,2,0.684439
299,3,0.505830
299,4,0.021515
299,6,0.065970
299,7,0.702664
299,8,0.034831
299,9,0.119798
299,10,0.163263
299,11,0.031588
299,12,0.027222
299,13,0.021722
299,14,0.090112
299,15,0.145613
299,16,0.153444
299,23,0.139776
299,25,0.068390
299,26,0.795693
299,28,0.018433
299,29,0.026603
299,30,0.397262
299,31,0.181828
299,32,0.084552
299,33,0.075805
299,34,0.121174
299,35,0.437194
299,36,0.437818
299,37,0.056129
299,38,0.062908
300,2,0.215849
300,18,0.046475
300,19,0.089059
300,20,0.042651
300,21,0.024119
300,22,0.031749
300,28,0.159568
300,29,0.044029
300,30,0.440692
300,32,0.135881
300,33,0.089129
300,34,0.031605
301,1,0.062752
301,7,0.073062
301,8,0.011264
301,13,0.075184
301,14,0.183362
301,16,0.099758
301,17,0.148298
301,18,0.204376
301,36,0.038204
301,38,0.034993
302,1,0.032771
302,3,0.178680
302,4,0.067339
302,5,0.383735
302,6,0.037445
302,9,0.030056
302,11,0.482920
302,23,0.084411
302,25,0.034347
302,26,0.039111
302,27,0.120592
302,29,0.064322
302,30,0.036723
302,32,0.036260
302,34,0.138369
303,1,0.029662
303,2,0.039737
303,4,0.030467
303,5,0.049335
303,6,0.256679
303,7,0.066615
303,8,0.059524
303,9,0.043398
303,10,0.014619
303,11,0.172005
303,13,0.043858
303,14,0.016040
303,15,0.125519
303,16,0.041872
303,18,0.017144
303,19,0.354818
303,20,0.070208
303,21,0.071261
303,22,0.010704
303,23,0.090221
303,25,0.044313
303,26,0.079094
303,27,0.031435
303,31,0.086730
303,33,0.012923
303,36,0.037522
303,37,0.010569
303,38,0.009835
304,2,0.087094
304,3,0.009686
304,4,0.013514
304,14,0.036999
304,20,0.052239
304,21,0.072535
304,27,0.016357
304,31,0.056670
304,34,0.059416
304,36,0.067124
305,25,0.111793
305,26,0.207483
305,27,0.086079
310,2,0.511917
310,4,0.115636
310,9,0.022002
310,10,0.620894
310,11,0.416486
310,13,0.129113
310,14,0.632320
310,15,0.529121
310,18,0.052252
310,19,0.556151
310,20,0.246478
310,21,0.076358
310,22,0.427464
310,23,0.489887
310,25,0.610350
310,26,0.693424
310,28,0.885766
310,34,0.604537
310,35,0.808266
310,38,0.017674
311,1,0.038645
311,2,0.120240
311,3,0.624797
311,4,0.482006
311,5,0.079213
311,6,0.239434
311,7,0.531082
311,8,0.594172
311,9,0.530471
311,11,0.410328
311,15,0.181999
311,17,0.020143
311,18,0.590736
311,20,0.139128
311,24,0.577313
311,26,0.080012
311,28,1.119696
311,29,0.203218
311,30,0.089958
311,31,0.858797
311,32,0.521124
311,33,0.924698
311,35,0.137176
311,36,0.518678
311,37,0.493154
316,16,0.109912
316,18,0.014342
316,35,0.018950
316,36,0.039977
316,37,0.702664
316,38,0.016289
317,3,0.126929
317,5,0.125468
317,10,0.058362
317,12,0.051497
317,18,0.013346
317,19,0.511017
317,24,0.380900
317,25,0.084620
317,32,0.035890
317,33,0.055485
317,36,0.088256
318,2,0.052665
318,5,0.015740
318,15,0.011291
318,16,0.648724
318,26,0.027349
318,27,0.088480
318,28,0.196729
318,33,0.058421
319,2,0.149894
319,3,0.099178
319,7,0.043394
319,19,0.400712
319,29,0.075611
319,31,0.037819
319,32,0.012282
319,35,0.352078
319,37,0.065548
319,38,0.120658
320,21,0.042865
320,38,0.364884
321,23,0.046915
322,3,0.081770
322,10,0.126623
322,13,0.034041
322,15,0.072697
322,18,0.045554
322,19,0.013229
322,26,0.137969
322,27,0.032276
322,28,0.105533
322,29,0.023069
324,1,0.012987
324,2,0.112237
324,3,0.010872
324,5,0.333910
324,7,0.122343
324,9,0.090758
324,10,0.062272
324,11,0.027427
324,12,0.075122
324,14,0.018683
324,15,0.064565
324,23,0.019002
324,24,0.017567
324,26,0.061300
324,27,0.408966
324,28,0.105837
324,29,0.036492
324,31,0.095040
324,32,0.058084
324,33,0.016746
324,37,0.118047
324,38,0.350241
325,1,0.035512
325,2,0.575764
325,9,0.022683
325,10,0.133525
325,12,0.122902
325,13,0.093142
325,14,0.190993
325,15,0.291271
325,16,0.537483
325,18,0.025838
325,19,0.211167
325,21,0.041042
325,22,0.009202
325,24,0.035357
325,25,0.368574
325,26,0.035949
325,28,0.525356
325,29,0.037051
325,32,0.306509
325,34,0.052431
325,35,0.121493
325,36,0.066718
325,37,0.043280
325,38,0.050649
326,4,0.030746
326,8,0.034204
326,9,0.047669
326,10,0.078085
326,11,0.039842
326,26,0.138441
326,32,0.266458
328,5,0.034007
328,7,0.325266
328,8,0.011642
328,10,0.299781
328,12,0.305016
328,14,0.052490
328,22,0.072640
328,27,0.075570
328,28,0.105412
328,29,0.037421
328,33,0.203728
328,34,0.367886
329,1,0.038714
329,3,0.057941
329,4,0.072714
329,5,0.340582
329,6,0.138509
329,7,0.059274
329,8,0.209323
329,10,0.234899
329,11,0.026741
329,12,0.327084
329,13,0.129362
329,15,0.078005
329,16,0.227552
329,17,0.020037
329,18,0.131761
329,19,0.100553
329,20,0.315853
329,21,0.610297
329,22,0.039349
329,23,0.064999
329,24,0.100116
329,25,0.090371
329,26,0.061011
329,27,0.092313
329,28,0.651436
329,30,0.097051
329,31,0.320842
329,32,0.059852
329,33,0.324214
329,34,0.161035
329,36,0.020104
329,37,0.038297
329,38,0.076851
330,3,0.124757
330,9,0.021619
330,10,0.072700
330,12,0.014950
330,24,0.083615
330,25,0.456346
330,27,0.129624
330,32,0.049820
330,34,0.083768
330,37,0.205770
331,7,0.173821
331,8,0.042414
331,10,0.046433
331,17,0.025798
331,19,0.132093
331,21,0.017263
331,23,0.076258
331,28,0.061447
331,35,0.015880
331,36,0.025581
331,38,0.133029
332,4,0.552773
332,5,0.063107
332,6,0.293050
332,9,0.678253
332,17,0.060880
332,18,0.077183
332,19,0.023562
332,22,0.043467
332,30,0.025116
332,33,0.043456
332,34,0.231986
332,36,0.066607
335,1,0.084791
335,2,0.307667
335,3,0.049944
335,5,0.148438
335,6,0.312982
335,7,0.015207
335,8,0.076109
335,10,0.051978
335,12,0.102967
335,14,0.381784
335,18,0.051237
335,26,0.153189
335,29,0.135424
335,30,0.682019
335,31,0.823010
335,36,0.039529
335,38,0.091288
336,20,0.020310
336,31,0.059629
337,1,0.226164
337,3,0.096134
337,6,0.075163
337,8,0.090030
337,9,0.903265
337,11,0.238617
337,12,1.265753
337,14,0.088071
337,15,0.103104
337,17,1.328224
337,18,0.570231
337,19,0.263838
337,20,0.153732
337,21,0.211378
337,22,0.074247
337,23,0.580525
337,24,0.917426
337,25,0.860036
337,26,0.394216
337,27,1.125378
337,28,0.214277
337,29,0.144168
337,31,0.738051
337,32,0.095286
337,34,0.096051
337,35,0.116635
337,37,0.102815
337,38,0.020156
338,1,0.448060
338,2,0.336805
338,3,0.032114
338,4,0.376745
338,5,0.357708
338,10,0.087326
338,11,0.036071
338,25,0.085626
338,26,0.025845
338,28,0.084637
338,29,0.041015
338,30,0.058014
338,31,0.537063
338,32,0.547680
338,34,0.117070
338,36,0.612070
338,37,0.062280
338,38,0.349803
342,1,0.017050
342,3,0.047367
342,4,0.083208
342,7,0.012201
342,8,0.319415
342,9,0.126888
342,16,0.083629
342,18,0.565274
342,25,0.281437
342,27,0.013624
342,29,0.134018
342,31,0.041209
342,38,0.021316
343,1,0.109091
343,2,0.076854
343,6,0.088445
343,7,0.122960
343,8,0.100746
343,12,0.254586
343,13,0.088269
343,14,0.093361
343,15,0.055498
343,17,0.252989
343,21,0.489666
343,22,0.235372
343,23,0.029016
343,24,0.103786
343,25,0.205666
343,29,0.038336
343,31,0.028025
343,32,0.113001
343,33,0.155324
343,35,0.060372
343,36,0.037946
344,13,0.115540
344,14,0.068613
344,18,0.092531
344,19,0.025768
344,21,0.058800
344,28,0.026932
344,29,0.089800
344,30,0.058069
344,32,0.059409
344,33,0.067797
345,38,0.121544
347,1,0.109641
347,11,0.023477
347,12,0.087133
347,13,0.014561
347,14,0.118568
347,15,0.011446
347,17,0.194702
347,20,0.017757
347,22,0.059594
347,27,0.113417
347,28,0.023807
347,29,0.036162
348,6,0.246808
348,7,0.221716
348,8,0.038721
348,9,0.456357
348,17,0.247567
348,25,0.044375
348,27,0.166719
348,33,0.015025
348,35,0.054861
348,36,0.212006
350,4,0.358176
350,5,0.040598
350,6,0.683131
350,7,0.071518
350,8,0.312047
350,9,0.885180
350,11,0.046215
350,12,0.328105
350,15,0.022713
350,17,0.029932
350,18,0.454891
350,20,0.405311
350,21,0.217021
350,22,0.274483
350,23,0.031734
350,25,0.145225
350,26,0.015662
350,28,0.453446
350,29,0.158966
350,30,0.064275
350,31,0.029686
350,32,0.122277
350,33,0.030472
350,38,0.248180
351,1,0.124115
351,3,0.031056
351,17,0.065591
351,22,0.041666
351,29,0.037436
351,33,0.074160
351,37,0.029988
352,6,0.083800
352,8,0.257297
352,9,0.059423
353,1,0.112439
353,2,0.067858
353,3,0.240335
353,11,0.035427
353,12,0.110920
353,35,0.099422
353,36,0.019901
353,37,0.052083
354,5,0.010867
354,8,0.032162
354,9,0.123913
354,11,0.019438
354,13,0.062904
354,16,0.054642
354,17,0.460179
354,18,0.440580
354,19,0.011553
354,23,0.025720
354,24,0.014195
354,28,0.035745
354,29,0.014846
354,30,0.057834
354,31,0.016599
354,32,0.058576
354,33,0.254825
354,35,0.101945
356,22,0.013842
356,23,0.037949
356,25,0.509676
356,27,0.077798
356,32,0.038098
358,1,0.103170
358,9,0.070422
358,14,0.185368
358,15,0.506640
358,16,0.021359
358,18,0.101506
358,31,0.019298
358,32,0.878592
358,33,0.020975
358,35,0.068877
358,36,0.053022
362,1,0.483669
362,7,0.053841
362,8,0.136734
362,12,0.016405
362,20,0.115585
362,29,0.090410
362,37,0.051954
362,38,0.051812
365,1,0.764244
365,3,0.067200
365,8,0.645005
365,10,0.041370
365,11,0.129305
365,12,0.698913
365,13,1.350733
365,14,0.449214
365,21,0.115306
365,22,0.692123
365,26,0.702664
365,27,0.299653
365,31,0.014988
365,33,0.734265
365,35,0.127503
365,36,0.078226
365,38,0.603908
370,1,0.014445
370,4,0.073410
370,19,0.024625
370,22,0.152004
370,23,0.047364
370,29,0.063503
370,34,0.017181
370,36,0.082029
371,4,0.091199
371,6,0.039380
371,9,0.544896
371,12,0.130904
371,15,0.015660
371,18,0.044346
371,23,0.008737
371,31,0.349177
371,38,0.062176
372,4,0.138820
372,7,0.050264
372,10,0.052275
372,26,0.017228
372,30,0.069637
372,32,0.190255
372,33,0.018460
372,34,0.408672
372,38,0.021207
373,1,0.309840
373,8,0.181898
373,12,0.012492
373,13,0.061247
373,14,0.067441
373,15,0.255038
373,17,0.046243
373,19,0.104491
373,23,0.139983
373,24,0.027238
373,26,0.695475
373,27,0.343401
373,28,0.082816
373,29,0.812202
373,32,0.077480
373,33,0.457485
373,35,0.013488
373,36,0.301447
373,37,0.468857
373,38,0.056725
374,4,0.590178
374,5,0.023880
374,6,0.328487
374,8,0.015014
374,10,0.165776
374,14,0.013508
374,15,0.025193
374,24,0.527646
374,26,0.012442
374,38,0.105958
375,4,0.013455
375,5,0.042039
375,10,0.013336
375,19,0.119409
375,21,0.014693
376,14,0.052600
376,28,0.080246
376,37,0.051503
381,1,0.272267
381,3,0.069917
381,4,0.702664
381,5,0.178476
381,6,0.435467
381,7,0.176201
381,8,0.322412
381,9,0.627791
381,10,0.361751
381,11,0.540264
381,12,0.192538
381,14,0.082249
381,16,0.712193
381,23,0.356165
381,24,0.332630
381,25,0.318433
381,26,0.332003
381,28,0.249726
381,29,0.273146
381,30,0.264836
381,32,0.661090
381,33,0.352972
381,34,0.077782
381,38,0.265435
382,1,0.102504
382,2,0.030204
382,3,0.116563
382,4,0.146966
382,6,0.518401
382,9,0.349044
382,11,0.092712
382,13,0.313413
382,14,0.575694
382,16,0.036045
382,17,0.066567
382,18,0.669356
382,19,0.368915
382,20,0.389911
382,22,0.569100
382,23,0.076954
382,24,0.326171
382,25,0.077807
382,26,0.626641
382,31,0.038910
382,32,0.512518
382,34,0.335053
382,35,0.083525
382,37,0.021272
382,38,0.550217
384,1,0.183480
384,2,0.063338
384,3,0.057558
384,4,0.199591
384,5,0.124329
384,6,0.126626
384,7,0.755892
384,8,1.350269
384,9,0.020189
384,10,0.212172
384,11,0.302123
384,12,0.266312
384,13,0.314688
384,14,0.025744
384,15,0.220725
384,18,0.045618
384,19,0.024976
384,20,0.944818
384,21,0.057476
384,22,0.337486
384,23,0.066741
384,24,0.038547
384,26,0.120137
384,27,0.018645
384,28,0.574722
384,29,0.504009
384,30,0.185490
384,31,0.127470
384,32,0.188342
384,33,0.193237
384,35,0.603145
384,37,0.435542
384,38,0.381410
385,1,0.091403
385,3,0.089525
385,4,0.216086
385,6,0.467619
385,8,0.064157
385,9,0.017770
385,12,0.225795
385,14,0.065514
385,25,0.030970
385,29,0.099418
385,31,0.089025
385,37,0.080506
386,1,0.025064
386,3,0.060109
386,5,0.082207
386,6,0.060123
386,7,0.019809
386,8,0.111980
386,9,0.094490
386,10,0.088569
386,12,0.679577
386,13,0.010816
386,14,0.069815
386,16,0.163162
386,17,0.087464
386,18,0.138099
386,19,0.013020
386,20,0.051969
386,22,0.113571
386,23,0.016804
386,24,0.041102
386,25,0.022427
386,26,0.030256
386,27,0.821109
386,28,0.226550
386,29,0.065643
386,31,0.110720
386,32,0.056868
386,34,0.019989
386,36,0.048497
386,37,0.185624
386,38,0.243317
387,1,0.147376
387,3,0.034116
387,4,0.179622
387,5,0.099367
387,6,0.042236
387,7,0.481025
387,10,0.378008
387,11,0.013981
387,12,0.033378
387,14,0.126327
387,15,0.355393
387,16,0.066605
387,19,0.012675
387,20,0.050333
387,21,0.192153
387,22,0.858872
387,23,0.051901
387,24,0.073122
387,25,0.065339
387,29,0.065552
387,30,0.078557
387,31,0.111131
387,32,0.047067
387,33,0.040115
387,34,0.140157
387,35,0.131840
387,36,0.116513
387,37,0.011824
387,38,0.356479
388,6,0.017206
388,7,0.113649
388,8,0.055157
388,9,0.025119
388,12,0.024429
388,14,0.019078
388,15,0.016111
388,16,0.024878
388,18,0.069918
388,19,0.013868
388,20,0.149662
388,22,0.173015
388,23,0.074167
388,26,0.070951
388,27,0.637724
388,29,0.034185
388,31,0.056826
388,37,0.069622
388,38,0.575801
389,5,0.121074
389,6,0.033283
389,24,0.112961
390,2,0.014984
390,3,0.016614
390,4,0.124909
390,5,0.062209
390,6,0.032963
390,7,0.015889
390,10,0.085320
390,14,0.032068
390,16,0.117397
390,18,0.218292
390,19,0.014953
390,21,0.030743
390,22,0.115726
390,23,0.026474
390,24,0.036811
390,25,0.016432
390,26,0.013391
390,28,0.051161
390,30,0.165373
390,33,0.013806
390,35,0.073069
390,36,0.026806
390,37,0.019779
390,38,0.088638
391,6,0.078613
391,38,0.332969
392,26,0.057199
396,28,0.442035
402,1,0.053111
402,24,0.025241
402,25,0.113778
402,28,0.038516
402,30,0.067446
402,33,0.112679
402,36,0.049092
403,6,0.029219
403,7,0.076353
403,9,0.055341
403,13,0.649661
403,15,0.067634
403,16,0.058604
403,17,0.237050
403,19,0.504691
403,36,0.039780
405,2,0.090647
405,6,0.028525
405,8,0.044902
405,21,0.017549
405,36,0.727972
405,38,0.102348
406,25,0.083897
406,30,0.058895
406,32,0.015180
406,33,0.422679
406,35,0.011159
406,36,0.012593
406,37,0.016683
407,6,0.494951
407,8,0.014919
407,9,0.020459
407,18,0.009828
407,30,0.083399
408,9,0.064368
408,12,0.086856
408,13,0.017057
408,15,0.084946
408,17,0.053372
408,20,0.038970
408,25,0.014547
408,28,0.043353
410,2,0.015802
410,22,0.052312
410,38,0.057968
411,3,0.012351
411,4,0.050012
411,6,0.010194
411,8,0.226244
411,9,0.102567
411,10,0.549757
411,11,0.134472
411,12,0.076654
411,13,0.804005
411,15,0.101213
411,20,0.031581
411,23,0.028444
411,24,0.008501
411,26,0.521631
411,27,0.428421
411,28,0.851516
411,30,0.321921
411,32,0.493933
411,33,0.713165
411,35,0.274287
411,37,0.469093
413,1,0.145512
413,2,0.398447
413,3,0.076089
413,10,0.132479
413,11,0.099106
413,12,0.063503
413,13,0.210936
413,23,0.466471
413,25,0.098530
413,27,0.499960
413,28,0.356437
413,30,0.088889
413,35,0.034404
413,36,0.697643
413,37,0.107547
414,2,0.115566
414,4,0.165998
414,7,0.297390
414,8,0.035143
414,9,0.140037
414,10,0.062785
414,11,0.083322
414,12,0.661505
414,13,0.962096
414,14,0.527846
414,15,0.818250
414,16,0.138940
414,17,0.121998
414,18,0.409297
414,19,0.185986
414,20,0.261963
414,26,0.292141
414,27,0.308328
414,29,0.029517
414,35,0.012723
414,36,0.543655
415,6,0.016926
415,8,0.150206
415,9,0.324106
415,12,0.021825
415,17,0.462368
415,18,0.065010
415,19,0.697696
415,29,0.527928
415,33,0.081541
415,36,0.518117
415,38,0.152498
416,4,0.059995
416,12,0.051265
416,13,0.085762
416,15,0.048278
416,19,0.091272
416,20,0.068473
416,21,0.335604
416,22,0.057434
416,25,0.474996
416,29,0.340059
416,30,0.141815
416,32,0.226003
416,33,0.333065
416,35,0.028898
416,36,0.145079
416,37,0.074734
416,38,0.113974
417,1,0.049574
417,8,0.063765
417,9,0.037085
417,10,0.189375
417,11,0.201672
417,12,0.031753
417,15,0.182534
417,18,0.313399
417,20,0.076935
417,21,0.366389
417,23,0.136289
417,24,0.284188
417,25,0.057093
417,28,0.015173
417,29,0.189637
417,30,0.061989
417,32,0.137860
417,33,1.391839
417,35,0.245977
417,36,0.175988
417,37,0.050790
417,38,0.025296
418,5,0.352911
418,6,0.608306
418,8,0.353162
418,11,0.165520
418,12,0.047449
418,14,0.227211
418,15,0.236421
418,19,0.303700
418,20,0.071131
418,21,0.064627
418,22,0.025829
418,29,0.033897
418,30,0.013965
418,32,0.485578
418,33,0.156937
418,35,0.117045
418,36,0.274996
418,37,0.094100
418,38,0.059716
419,1,0.072306
419,2,0.019049
419,3,0.388608
419,4,0.091625
419,5,0.031261
419,7,0.718514
419,9,0.363585
419,10,0.030439
419,11,0.014347
419,14,0.068966
419,16,0.800473
419,19,0.071258
419,21,0.089830
419,22,0.087565
421,2,0.017848
421,3,0.039278
421,5,0.036876
421,25,0.053802
421,26,0.014771
421,28,0.085452
421,29,0.588339
421,30,0.013998
421,33,0.045617
421,37,0.201151
422,35,0.029692
422,38,0.055387
423,1,0.079514
423,6,0.061202
423,9,0.074326
423,11,0.041071
423,13,0.113742
423,15,0.034498
423,18,0.009100
423,21,0.048166
423,33,0.029849
423,38,0.070545
424,3,0.566649
424,7,0.084898
424,8,0.086860
424,12,0.053067
424,26,0.051122
424,28,0.042325
424,31,0.133205
424,32,0.044761
424,33,0.027883
424,34,0.064471
424,36,0.164020
426,6,0.012142
426,35,0.135025
426,36,0.037231
427,1,0.149480
427,2,0.054005
427,3,0.014312
