match_id,match_date,team,minute,xg,shot_type,outcome
3753972,2015-11-21,AFC Bournemouth,3,0.115552,Open Play,Off T
3753972,2015-11-21,AFC Bournemouth,8,0.006542,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,9,0.550618,Open Play,Goal
3753972,2015-11-21,Swansea City,11,0.219957,Open Play,Saved
3753972,2015-11-21,Swansea City,11,0.033228,Open Play,Wayward
3753972,2015-11-21,Swansea City,11,0.244186,Open Play,Saved
3753972,2015-11-21,AFC Bournemouth,16,0.176922,Open Play,Saved
3753972,2015-11-21,AFC Bournemouth,25,0.193089,Open Play,Goal
3753972,2015-11-21,Swansea City,27,0.032118,Open Play,Blocked
3753972,2015-11-21,Swansea City,27,0.410227,Open Play,Goal
3753972,2015-11-21,Swansea City,30,0.113072,Open Play,Blocked
3753972,2015-11-21,Swansea City,38,0.783500,Penalty,Goal
3753972,2015-11-21,AFC Bournemouth,40,0.029836,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,46,0.058666,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,51,0.021993,Open Play,Saved
3753972,2015-11-21,AFC Bournemouth,59,0.062887,Open Play,Off T
3753972,2015-11-21,AFC Bournemouth,60,0.061185,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,61,0.100907,Open Play,Wayward
3753972,2015-11-21,Swansea City,68,0.109316,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,72,0.070031,Open Play,Off T
3753972,2015-11-21,AFC Bournemouth,73,0.060181,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,75,0.033740,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,75,0.008251,Open Play,Off T
3753972,2015-11-21,Swansea City,76,0.018407,Open Play,Blocked
3753972,2015-11-21,Swansea City,80,0.035747,Open Play,Blocked
3753972,2015-11-21,Swansea City,82,0.019940,Open Play,Off T
3753972,2015-11-21,Swansea City,85,0.126623,Open Play,Blocked
3753972,2015-11-21,AFC Bournemouth,87,0.115622,Open Play,Wayward
3753972,2015-11-21,AFC Bournemouth,87,0.124861,Open Play,Off T
3753973,2016-03-19,Chelsea,8,0.017029,Open Play,Saved
3753973,2016-03-19,West Ham United,10,0.069263,Open Play,Saved
3753973,2016-03-19,West Ham United,16,0.032675,Open Play,Goal
3753973,2016-03-19,West Ham United,18,0.026000,Open Play,Blocked
3753973,2016-03-19,Chelsea,21,0.042360,Open Play,Off T
3753973,2016-03-19,West Ham United,21,0.026032,Open Play,Off T
3753973,2016-03-19,West Ham United,23,0.076871,Open Play,Wayward
3753973,2016-03-19,Chelsea,24,0.035673,Open Play,Off T
3753973,2016-03-19,Chelsea,27,0.040328,Open Play,Blocked
3753973,2016-03-19,Chelsea,29,0.110444,Open Play,Saved
3753973,2016-03-19,West Ham United,30,0.078850,Open Play,Blocked
3753973,2016-03-19,Chelsea,40,0.036702,Free Kick,Off T
3753973,2016-03-19,Chelsea,47,0.067772,Free Kick,Goal
3753973,2016-03-19,Chelsea,49,0.169262,Open Play,Off T
3753973,2016-03-19,Chelsea,51,0.027579,Open Play,Blocked
3753973,2016-03-19,West Ham United,56,0.016257,Open Play,Post
3753973,2016-03-19,Chelsea,60,0.043587,Open Play,Saved
3753973,2016-03-19,West Ham United,60,0.241011,Open Play,Goal
3753973,2016-03-19,Chelsea,64,0.084986,Open Play,Blocked
3753973,2016-03-19,West Ham United,65,0.015922,Open Play,Blocked
3753973,2016-03-19,Chelsea,67,0.325681,Open Play,Off T
3753973,2016-03-19,Chelsea,70,0.042302,Open Play,Blocked
3753973,2016-03-19,Chelsea,71,0.090675,Open Play,Off T
3753973,2016-03-19,Chelsea,73,0.066321,Open Play,Blocked
3753973,2016-03-19,Chelsea,73,0.088721,Open Play,Off T
3753973,2016-03-19,Chelsea,75,0.080288,Open Play,Off T
3753973,2016-03-19,West Ham United,77,0.064970,Open Play,Blocked
3753973,2016-03-19,West Ham United,78,0.083968,Open Play,Saved
3753973,2016-03-19,Chelsea,80,0.064231,Open Play,Blocked
3753973,2016-03-19,Chelsea,81,0.071900,Open Play,Off T
3753973,2016-03-19,Chelsea,83,0.029433,Open Play,Off T
3753973,2016-03-19,West Ham United,86,0.109366,Open Play,Blocked
3753973,2016-03-19,Chelsea,88,0.783500,Penalty,Goal
3753973,2016-03-19,West Ham United,92,0.045233,Free Kick,Saved
3753973,2016-03-19,Chelsea,94,0.086545,Open Play,Off T
3753974,2015-12-26,Everton,5,0.049471,Free Kick,Off T
3753974,2015-12-26,Everton,6,0.080075,Open Play,Saved
3753974,2015-12-26,Everton,18,0.095000,Open Play,Saved
3753974,2015-12-26,Newcastle United,24,0.255437,Open Play,Off T
3753974,2015-12-26,Everton,25,0.027555,Open Play,Off T
3753974,2015-12-26,Everton,27,0.147257,Open Play,Saved
3753974,2015-12-26,Newcastle United,29,0.082255,Open Play,Off T
3753974,2015-12-26,Newcastle United,36,0.053979,Open Play,Off T
3753974,2015-12-26,Everton,42,0.027854,Free Kick,Blocked
3753974,2015-12-26,Everton,44,0.047247,Open Play,Off T
3753974,2015-12-26,Newcastle United,52,0.053950,Open Play,Blocked
3753974,2015-12-26,Everton,55,0.121254,Open Play,Blocked
3753974,2015-12-26,Everton,56,0.240094,Open Play,Saved
3753974,2015-12-26,Everton,56,0.036730,Open Play,Blocked
3753974,2015-12-26,Everton,58,0.041154,Open Play,Saved
3753974,2015-12-26,Everton,62,0.034111,Open Play,Blocked
3753974,2015-12-26,Everton,62,0.039182,Open Play,Blocked
3753974,2015-12-26,Everton,67,0.036130,Open Play,Blocked
3753974,2015-12-26,Everton,67,0.075053,Open Play,Blocked
3753974,2015-12-26,Newcastle United,70,0.061894,Open Play,Off T
3753974,2015-12-26,Newcastle United,72,0.135774,Open Play,Off T
3753974,2015-12-26,Everton,73,0.028843,Open Play,Blocked
3753974,2015-12-26,Newcastle United,75,0.474047,Open Play,Saved
3753974,2015-12-26,Newcastle United,75,0.035794,Open Play,Blocked
3753974,2015-12-26,Newcastle United,76,0.040103,Open Play,Blocked
3753974,2015-12-26,Everton,77,0.088077,Open Play,Saved
3753974,2015-12-26,Everton,77,0.458349,Open Play,Off T
3753974,2015-12-26,Everton,79,0.052349,Open Play,Off T
3753974,2015-12-26,Newcastle United,86,0.028059,Open Play,Off T
3753974,2015-12-26,Everton,92,0.080483,Open Play,Goal
3753975,2016-01-23,AFC Bournemouth,5,0.048579,Open Play,Saved
3753975,2016-01-23,AFC Bournemouth,12,0.086097,Open Play,Goal
3753975,2016-01-23,AFC Bournemouth,16,0.062269,Open Play,Blocked
3753975,2016-01-23,AFC Bournemouth,18,0.078782,Open Play,Off T
3753975,2016-01-23,AFC Bournemouth,21,0.060801,Open Play,Saved
3753975,2016-01-23,AFC Bournemouth,24,0.020613,Open Play,Saved
3753975,2016-01-23,AFC Bournemouth,25,0.085699,Open Play,Saved
3753975,2016-01-23,AFC Bournemouth,27,0.021886,Open Play,Off T
3753975,2016-01-23,Sunderland,33,0.032692,Open Play,Saved
3753975,2016-01-23,AFC Bournemouth,39,0.038616,Open Play,Off T
3753975,2016-01-23,Sunderland,40,0.031105,Open Play,Blocked
3753975,2016-01-23,Sunderland,44,0.042076,Open Play,Saved
3753975,2016-01-23,Sunderland,45,0.095796,Open Play,Goal
3753975,2016-01-23,AFC Bournemouth,48,0.105215,Open Play,Off T
3753975,2016-01-23,Sunderland,53,0.014200,Open Play,Saved
3753975,2016-01-23,Sunderland,55,0.035848,Open Play,Off T
3753975,2016-01-23,Sunderland,57,0.088127,Open Play,Saved
3753975,2016-01-23,AFC Bournemouth,62,0.045186,Open Play,Wayward
3753975,2016-01-23,AFC Bournemouth,65,0.023482,Open Play,Off T
3753975,2016-01-23,Sunderland,72,0.075367,Open Play,Blocked
3753975,2016-01-23,Sunderland,72,0.045025,Open Play,Blocked
3753975,2016-01-23,AFC Bournemouth,79,0.045721,Open Play,Blocked
3753975,2016-01-23,AFC Bournemouth,82,0.448389,Open Play,Off T
3753975,2016-01-23,Sunderland,87,0.029812,Open Play,Blocked
3753975,2016-01-23,AFC Bournemouth,92,0.011635,Open Play,Blocked
3753976,2016-03-02,Arsenal,2,0.161641,Open Play,Blocked
3753976,2016-03-02,Arsenal,2,0.014114,Open Play,Off T
3753976,2016-03-02,Arsenal,6,0.142100,Open Play,Blocked
3753976,2016-03-02,Arsenal,10,0.070409,Open Play,Post
3753976,2016-03-02,Arsenal,14,0.012113,Open Play,Blocked
3753976,2016-03-02,Arsenal,14,0.214901,Open Play,Goal
3753976,2016-03-02,Swansea City,16,0.034159,Open Play,Blocked
3753976,2016-03-02,Swansea City,16,0.007373,Open Play,Blocked
3753976,2016-03-02,Arsenal,24,0.045308,Open Play,Blocked
3753976,2016-03-02,Arsenal,24,0.016068,Open Play,Saved
3753976,2016-03-02,Swansea City,25,0.046429,Open Play,Off T
3753976,2016-03-02,Swansea City,27,0.015065,Open Play,Blocked
3753976,2016-03-02,Arsenal,29,0.009894,Open Play,Saved
3753976,2016-03-02,Swansea City,31,0.281844,Open Play,Goal
3753976,2016-03-02,Arsenal,40,0.227553,Open Play,Post
3753976,2016-03-02,Arsenal,48,0.027099,Open Play,Blocked
3753976,2016-03-02,Swansea City,50,0.013202,Open Play,Blocked
3753976,2016-03-02,Swansea City,54,0.047946,Open Play,Off T
3753976,2016-03-02,Arsenal,56,0.062617,Open Play,Off T
3753976,2016-03-02,Swansea City,61,0.024516,Open Play,Blocked
3753976,2016-03-02,Swansea City,64,0.190984,Open Play,Off T
3753976,2016-03-02,Arsenal,67,0.046720,Free Kick,Post
3753976,2016-03-02,Swansea City,73,0.501922,Open Play,Goal
3753976,2016-03-02,Arsenal,75,0.032870,Open Play,Saved
3753976,2016-03-02,Arsenal,79,0.097808,Open Play,Off T
3753976,2016-03-02,Arsenal,87,0.066599,Open Play,Saved
3753976,2016-03-02,Arsenal,92,0.079658,Open Play,Off T
3753976,2016-03-02,Swansea City,95,0.010610,Open Play,Wayward
3753977,2016-03-19,Watford,8,0.127888,Open Play,Saved
3753977,2016-03-19,Stoke City,13,0.052876,Open Play,Blocked
3753977,2016-03-19,Stoke City,17,0.397053,Open Play,Goal
3753977,2016-03-19,Stoke City,21,0.064104,Open Play,Off T
3753977,2016-03-19,Watford,27,0.057419,Open Play,Blocked
3753977,2016-03-19,Watford,28,0.065429,Open Play,Off T
3753977,2016-03-19,Stoke City,40,0.057996,Open Play,Saved
3753977,2016-03-19,Watford,42,0.131721,Open Play,Off T
3753977,2016-03-19,Watford,45,0.026909,Open Play,Off T
3753977,2016-03-19,Stoke City,50,0.067916,Open Play,Goal
3753977,2016-03-19,Stoke City,53,0.154249,Open Play,Saved
3753977,2016-03-19,Stoke City,56,0.186161,Open Play,Saved
3753977,2016-03-19,Stoke City,59,0.011144,Open Play,Off T
3753977,2016-03-19,Watford,70,0.035852,Open Play,Saved
3753977,2016-03-19,Stoke City,76,0.436373,Open Play,Saved
3753977,2016-03-19,Watford,80,0.035223,Open Play,Off T
3753977,2016-03-19,Watford,82,0.063523,Open Play,Saved
3753977,2016-03-19,Watford,85,0.178253,Open Play,Goal
3753978,2015-09-26,Southampton,3,0.029065,Open Play,Off T
3753978,2015-09-26,Swansea City,5,0.050500,Open Play,Saved
3753978,2015-09-26,Swansea City,5,0.162140,Open Play,Off T
3753978,2015-09-26,Southampton,7,0.113556,Open Play,Off T
3753978,2015-09-26,Southampton,10,0.282589,Open Play,Goal
3753978,2015-09-26,Southampton,13,0.048144,Open Play,Wayward
3753978,2015-09-26,Swansea City,18,0.035279,Open Play,Off T
3753978,2015-09-26,Swansea City,21,0.015863,Open Play,Saved
3753978,2015-09-26,Swansea City,25,0.069576,Free Kick,Blocked
3753978,2015-09-26,Southampton,32,0.063481,Open Play,Off T
3753978,2015-09-26,Southampton,36,0.021318,Open Play,Saved
3753978,2015-09-26,Southampton,43,0.051557,Open Play,Off T
3753978,2015-09-26,Southampton,46,0.237219,Open Play,Off T
3753978,2015-09-26,Swansea City,48,0.013927,Open Play,Off T
3753978,2015-09-26,Southampton,60,0.088271,Open Play,Blocked
3753978,2015-09-26,Southampton,60,0.104728,Open Play,Goal
3753978,2015-09-26,Swansea City,64,0.037790,Open Play,Blocked
3753978,2015-09-26,Southampton,66,0.044350,Free Kick,Saved
3753978,2015-09-26,Southampton,68,0.079610,Open Play,Saved
3753978,2015-09-26,Swansea City,68,0.009356,Open Play,Off T
3753978,2015-09-26,Southampton,70,0.064516,Open Play,Blocked
3753978,2015-09-26,Swansea City,72,0.082047,Open Play,Blocked
3753978,2015-09-26,Southampton,74,0.038284,Open Play,Saved
3753978,2015-09-26,Southampton,76,0.050931,Open Play,Off T
3753978,2015-09-26,Swansea City,82,0.783500,Penalty,Goal
3753978,2015-09-26,Swansea City,87,0.061297,Open Play,Saved
3753978,2015-09-26,Southampton,92,0.090148,Open Play,Off T
3753979,2015-11-23,Sunderland,1,0.091974,Open Play,Off T
3753979,2015-11-23,Crystal Palace,5,0.057883,Open Play,Off T
3753979,2015-11-23,Sunderland,9,0.055104,Open Play,Off T
3753979,2015-11-23,Sunderland,11,0.060086,Open Play,Off T
3753979,2015-11-23,Crystal Palace,14,0.028364,Open Play,Saved
3753979,2015-11-23,Sunderland,24,0.060860,Open Play,Blocked
3753979,2015-11-23,Crystal Palace,26,0.041113,Open Play,Blocked
3753979,2015-11-23,Crystal Palace,29,0.019944,Open Play,Saved
3753979,2015-11-23,Crystal Palace,40,0.048663,Open Play,Blocked
3753979,2015-11-23,Crystal Palace,42,0.042629,Open Play,Wayward
3753979,2015-11-23,Crystal Palace,47,0.033879,Open Play,Off T
3753979,2015-11-23,Sunderland,49,0.079480,Open Play,Blocked
3753979,2015-11-23,Crystal Palace,51,0.008288,Open Play,Saved
3753979,2015-11-23,Crystal Palace,58,0.006281,Open Play,Off T
3753979,2015-11-23,Sunderland,60,0.030933,Open Play,Off T
3753979,2015-11-23,Crystal Palace,63,0.081624,Open Play,Blocked
3753979,2015-11-23,Crystal Palace,64,0.053080,Open Play,Off T
3753979,2015-11-23,Sunderland,66,0.009952,Free Kick,Blocked
3753979,2015-11-23,Sunderland,71,0.020238,Open Play,Saved
3753979,2015-11-23,Crystal Palace,71,0.021026,Open Play,Saved
3753979,2015-11-23,Crystal Palace,73,0.024528,Open Play,Blocked
3753979,2015-11-23,Sunderland,73,0.132966,Open Play,Blocked
3753979,2015-11-23,Sunderland,73,0.134848,Open Play,Saved
3753979,2015-11-23,Crystal Palace,74,0.007683,Open Play,Off T
3753979,2015-11-23,Sunderland,76,0.012946,Open Play,Off T
3753979,2015-11-23,Crystal Palace,77,0.041211,Open Play,Off T
3753979,2015-11-23,Sunderland,79,0.983099,Open Play,Goal
3753979,2015-11-23,Crystal Palace,81,0.010320,Open Play,Saved
3753979,2015-11-23,Crystal Palace,81,0.018518,Open Play,Wayward
3753979,2015-11-23,Crystal Palace,81,0.032070,Open Play,Saved
3753979,2015-11-23,Crystal Palace,88,0.068398,Open Play,Saved
3753979,2015-11-23,Crystal Palace,95,0.045642,Free Kick,Off T
3753980,2016-03-19,Everton,1,0.055156,Open Play,Off T
3753980,2016-03-19,Arsenal,3,0.083149,Open Play,Off T
3753980,2016-03-19,Arsenal,6,0.898632,Open Play,Goal
3753980,2016-03-19,Arsenal,7,0.134781,Open Play,Saved
3753980,2016-03-19,Arsenal,20,0.091699,Open Play,Blocked
3753980,2016-03-19,Everton,22,0.021068,Open Play,Blocked
3753980,2016-03-19,Everton,22,0.047227,Open Play,Saved
3753980,2016-03-19,Arsenal,37,0.155579,Open Play,Blocked
3753980,2016-03-19,Everton,38,0.021156,Open Play,Blocked
3753980,2016-03-19,Arsenal,41,0.244759,Open Play,Goal
3753980,2016-03-19,Everton,42,0.033438,Open Play,Off T
3753980,2016-03-19,Arsenal,44,0.060967,Open Play,Off T
3753980,2016-03-19,Arsenal,47,0.042830,Open Play,Blocked
3753980,2016-03-19,Arsenal,52,0.021132,Open Play,Off T
3753980,2016-03-19,Everton,68,0.112067,Open Play,Off T
3753980,2016-03-19,Everton,71,0.068454,Open Play,Blocked
3753980,2016-03-19,Arsenal,81,0.016612,Open Play,Blocked
3753980,2016-03-19,Everton,87,0.100263,Open Play,Saved
3753980,2016-03-19,Arsenal,92,0.080229,Open Play,Off T
3753981,2016-01-12,Crystal Palace,0,0.028005,Open Play,Post
3753981,2016-01-12,Aston Villa,1,0.030967,Open Play,Blocked
3753981,2016-01-12,Aston Villa,2,0.028598,Open Play,Off T
3753981,2016-01-12,Aston Villa,6,0.024646,Open Play,Blocked
3753981,2016-01-12,Aston Villa,13,0.023314,Open Play,Saved
3753981,2016-01-12,Crystal Palace,19,0.027643,Open Play,Off T
3753981,2016-01-12,Aston Villa,25,0.032908,Open Play,Off T
3753981,2016-01-12,Crystal Palace,26,0.106703,Open Play,Off T
3753981,2016-01-12,Aston Villa,38,0.042201,Open Play,Blocked
3753981,2016-01-12,Aston Villa,40,0.019714,Open Play,Blocked
3753981,2016-01-12,Aston Villa,42,0.023367,Open Play,Blocked
3753981,2016-01-12,Aston Villa,43,0.035531,Open Play,Blocked
3753981,2016-01-12,Crystal Palace,45,0.028097,Open Play,Off T
3753981,2016-01-12,Aston Villa,51,0.053891,Open Play,Saved
3753981,2016-01-12,Aston Villa,52,0.029707,Open Play,Blocked
3753981,2016-01-12,Crystal Palace,55,0.007402,Free Kick,Saved
3753981,2016-01-12,Aston Villa,57,0.148858,Open Play,Saved
3753981,2016-01-12,Crystal Palace,68,0.032729,Free Kick,Blocked
3753981,2016-01-12,Crystal Palace,70,0.006561,Open Play,Off T
3753981,2016-01-12,Crystal Palace,80,0.110936,Open Play,Wayward
3753981,2016-01-12,Aston Villa,84,0.203429,Open Play,Off T
3753981,2016-01-12,Crystal Palace,87,0.052434,Open Play,Off T
3753982,2016-04-03,Leicester City,3,0.075606,Open Play,Off T
3753982,2016-04-03,Leicester City,10,0.078462,Open Play,Blocked
3753982,2016-04-03,Leicester City,11,0.078850,Open Play,Blocked
3753982,2016-04-03,Southampton,20,0.075048,Open Play,Blocked
3753982,2016-04-03,Southampton,28,0.053692,Open Play,Off T
3753982,2016-04-03,Southampton,31,0.152754,Open Play,Blocked
3753982,2016-04-03,Southampton,34,0.019961,Open Play,Saved
3753982,2016-04-03,Southampton,35,0.021796,Open Play,Off T
3753982,2016-04-03,Leicester City,37,0.129926,Open Play,Goal
3753982,2016-04-03,Leicester City,42,0.023921,Open Play,Blocked
3753982,2016-04-03,Southampton,62,0.031402,Open Play,Wayward
3753982,2016-04-03,Southampton,62,0.059662,Open Play,Blocked
3753982,2016-04-03,Southampton,69,0.040170,Open Play,Off T
3753982,2016-04-03,Leicester City,70,0.578276,Open Play,Saved
3753982,2016-04-03,Southampton,72,0.010912,Open Play,Blocked
3753982,2016-04-03,Leicester City,74,0.110242,Open Play,Blocked
3753982,2016-04-03,Leicester City,76,0.017941,Open Play,Saved
3753982,2016-04-03,Southampton,77,0.053077,Open Play,Off T
3753982,2016-04-03,Leicester City,80,0.014961,Open Play,Off T
3753982,2016-04-03,Leicester City,83,0.051908,Open Play,Blocked
3753982,2016-04-03,Leicester City,84,0.077602,Open Play,Saved
3753983,2015-10-31,Arsenal,7,0.058629,Open Play,Off T
3753983,2015-10-31,Arsenal,15,0.040084,Open Play,Off T
3753983,2015-10-31,Swansea City,26,0.117854,Open Play,Saved
3753983,2015-10-31,Arsenal,28,0.203382,Open Play,Off T
3753983,2015-10-31,Swansea City,31,0.012535,Free Kick,Blocked
3753983,2015-10-31,Swansea City,31,0.046690,Open Play,Off T
3753983,2015-10-31,Arsenal,36,0.045955,Open Play,Saved
3753983,2015-10-31,Swansea City,41,0.022286,Open Play,Blocked
3753983,2015-10-31,Arsenal,48,0.122400,Open Play,Goal
3753983,2015-10-31,Swansea City,49,0.055133,Open Play,Saved
3753983,2015-10-31,Swansea City,52,0.043582,Open Play,Blocked
3753983,2015-10-31,Arsenal,53,0.031993,Open Play,Off T
3753983,2015-10-31,Arsenal,64,0.085465,Open Play,Wayward
3753983,2015-10-31,Arsenal,64,0.105118,Open Play,Off T
3753983,2015-10-31,Arsenal,67,0.612573,Open Play,Goal
3753983,2015-10-31,Arsenal,72,0.214037,Open Play,Goal
3753983,2015-10-31,Swansea City,77,0.031952,Open Play,Saved
3753983,2015-10-31,Arsenal,78,0.028055,Open Play,Off T
3753983,2015-10-31,Arsenal,88,0.039370,Open Play,Blocked
3753983,2015-10-31,Arsenal,91,0.060335,Open Play,Saved
3753984,2015-08-29,West Ham United,2,0.197539,Open Play,Goal
3753984,2015-08-29,Liverpool,6,0.020134,Open Play,Off T
3753984,2015-08-29,Liverpool,8,0.026663,Open Play,Post
3753984,2015-08-29,West Ham United,15,0.061983,Open Play,Off T
3753984,2015-08-29,Liverpool,24,0.016134,Open Play,Blocked
3753984,2015-08-29,West Ham United,24,0.034626,Open Play,Blocked
3753984,2015-08-29,West Ham United,25,0.069011,Open Play,Off T
3753984,2015-08-29,West Ham United,28,0.082276,Open Play,Goal
3753984,2015-08-29,West Ham United,35,0.029304,Open Play,Off T
3753984,2015-08-29,Liverpool,38,0.097079,Open Play,Blocked
3753984,2015-08-29,Liverpool,49,0.006660,Open Play,Off T
3753984,2015-08-29,Liverpool,50,0.025804,Open Play,Blocked
3753984,2015-08-29,Liverpool,54,0.005805,Open Play,Saved
3753984,2015-08-29,Liverpool,58,0.089321,Open Play,Blocked
3753984,2015-08-29,Liverpool,63,0.056240,Open Play,Off T
3753984,2015-08-29,West Ham United,70,0.008385,Open Play,Blocked
3753984,2015-08-29,West Ham United,70,0.022740,Open Play,Saved
3753984,2015-08-29,West Ham United,75,0.021935,Open Play,Saved
3753984,2015-08-29,West Ham United,76,0.021734,Open Play,Blocked
3753984,2015-08-29,West Ham United,76,0.080398,Open Play,Off T
3753984,2015-08-29,Liverpool,82,0.242412,Open Play,Blocked
3753984,2015-08-29,Liverpool,82,0.055672,Open Play,Wayward
3753984,2015-08-29,Liverpool,82,0.264166,Open Play,Off T
3753984,2015-08-29,West Ham United,91,0.101283,Open Play,Goal
3753984,2015-08-29,Liverpool,93,0.088793,Open Play,Off T
3753984,2015-08-29,Liverpool,94,0.062575,Open Play,Blocked
3753985,2015-08-09,Stoke City,7,0.104389,Open Play,Wayward
3753985,2015-08-09,Stoke City,17,0.016600,Open Play,Saved
3753985,2015-08-09,Liverpool,18,0.030167,Open Play,Blocked
3753985,2015-08-09,Liverpool,20,0.021544,Open Play,Blocked
3753985,2015-08-09,Liverpool,30,0.008485,Open Play,Blocked
3753985,2015-08-09,Stoke City,35,0.051799,Open Play,Blocked
3753985,2015-08-09,Stoke City,35,0.113580,Open Play,Off T
3753985,2015-08-09,Stoke City,45,0.009673,Open Play,Saved Off Target
3753985,2015-08-09,Liverpool,62,0.010463,Open Play,Saved
3753985,2015-08-09,Liverpool,66,0.075179,Open Play,Blocked
3753985,2015-08-09,Liverpool,67,0.051893,Open Play,Saved
3753985,2015-08-09,Liverpool,76,0.018821,Open Play,Off T
3753985,2015-08-09,Stoke City,79,0.119033,Open Play,Blocked
3753985,2015-08-09,Liverpool,85,0.028717,Open Play,Goal
3753986,2016-04-10,Stoke City,1,0.014495,Open Play,Off T
3753986,2016-04-10,Stoke City,3,0.011136,Open Play,Off T
3753986,2016-04-10,Liverpool,7,0.020313,Open Play,Goal
3753986,2016-04-10,Stoke City,21,0.200344,Open Play,Goal
3753986,2016-04-10,Liverpool,27,0.038519,Open Play,Off T
3753986,2016-04-10,Liverpool,31,0.642223,Open Play,Goal
3753986,2016-04-10,Stoke City,38,0.090142,Open Play,Off T
3753986,2016-04-10,Stoke City,40,0.008468,Free Kick,Off T
3753986,2016-04-10,Stoke City,41,0.022389,Open Play,Saved
3753986,2016-04-10,Stoke City,41,0.005619,Open Play,Off T
3753986,2016-04-10,Liverpool,45,0.046205,Open Play,Blocked
3753986,2016-04-10,Liverpool,45,0.040710,Open Play,Saved
3753986,2016-04-10,Liverpool,47,0.050139,Open Play,Blocked
3753986,2016-04-10,Liverpool,49,0.263862,Open Play,Goal
3753986,2016-04-10,Stoke City,53,0.115831,Open Play,Saved
3753986,2016-04-10,Stoke City,54,0.048891,Open Play,Blocked
3753986,2016-04-10,Liverpool,56,0.010519,Open Play,Saved
3753986,2016-04-10,Liverpool,57,0.120416,Open Play,Wayward
3753986,2016-04-10,Liverpool,60,0.525891,Open Play,Off T
3753986,2016-04-10,Liverpool,64,0.006194,Open Play,Goal
3753986,2016-04-10,Liverpool,65,0.024139,Open Play,Off T
3753986,2016-04-10,Stoke City,65,0.017471,Open Play,Off T
3753986,2016-04-10,Liverpool,88,0.060797,Open Play,Blocked
3753986,2016-04-10,Stoke City,90,0.051685,Open Play,Blocked
3753986,2016-04-10,Liverpool,91,0.054735,Open Play,Blocked
3753987,2015-08-22,Tottenham Hotspur,7,0.033020,Open Play,Saved
3753987,2015-08-22,Leicester City,10,0.013543,Open Play,Blocked
3753987,2015-08-22,Leicester City,12,0.105000,Open Play,Wayward
3753987,2015-08-22,Leicester City,12,0.096574,Open Play,Blocked
3753987,2015-08-22,Leicester City,13,0.041188,Open Play,Blocked
3753987,2015-08-22,Leicester City,16,0.041957,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,24,0.099197,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,28,0.032517,Open Play,Saved
3753987,2015-08-22,Tottenham Hotspur,37,0.016681,Open Play,Blocked
3753987,2015-08-22,Tottenham Hotspur,44,0.021468,Open Play,Wayward
3753987,2015-08-22,Tottenham Hotspur,45,0.023504,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,46,0.050408,Open Play,Blocked
3753987,2015-08-22,Leicester City,47,0.048657,Open Play,Blocked
3753987,2015-08-22,Tottenham Hotspur,47,0.059706,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,51,0.281778,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,53,0.073505,Open Play,Off T
3753987,2015-08-22,Leicester City,54,0.050090,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,56,0.067887,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,57,0.032217,Open Play,Off T
3753987,2015-08-22,Tottenham Hotspur,62,0.078863,Open Play,Saved
3753987,2015-08-22,Tottenham Hotspur,63,0.050701,Open Play,Blocked
3753987,2015-08-22,Tottenham Hotspur,64,0.019762,Open Play,Saved
3753987,2015-08-22,Tottenham Hotspur,66,0.017885,Open Play,Off T
3753987,2015-08-22,Leicester City,68,0.017789,Open Play,Post
3753987,2015-08-22,Tottenham Hotspur,80,0.657110,Open Play,Goal
3753987,2015-08-22,Leicester City,81,0.029330,Open Play,Goal
3753987,2015-08-22,Leicester City,84,0.046095,Free Kick,Blocked
3753987,2015-08-22,Leicester City,84,0.048602,Open Play,Blocked
3753987,2015-08-22,Leicester City,85,0.006136,Open Play,Off T
3753987,2015-08-22,Leicester City,87,0.082247,Open Play,Saved
3753987,2015-08-22,Tottenham Hotspur,90,0.344135,Open Play,Saved
3753987,2015-08-22,Tottenham Hotspur,92,0.011417,Open Play,Blocked
3753988,2016-03-12,AFC Bournemouth,2,0.099494,Open Play,Off T
3753988,2016-03-12,Swansea City,4,0.036805,Open Play,Off T
3753988,2016-03-12,AFC Bournemouth,7,0.152244,Open Play,Off T
3753988,2016-03-12,AFC Bournemouth,9,0.019438,Open Play,Off T
3753988,2016-03-12,AFC Bournemouth,13,0.029455,Open Play,Post
3753988,2016-03-12,AFC Bournemouth,14,0.056520,Open Play,Blocked
3753988,2016-03-12,Swansea City,15,0.086219,Open Play,Off T
3753988,2016-03-12,Swansea City,17,0.007563,Open Play,Off T
3753988,2016-03-12,Swansea City,25,0.027849,Open Play,Off T
