sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,setting,min_expected_minutes,squad_hash,oracle,oracle_kind
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2021-22,2020-21,16,23,5,false,1337,1260,32,10,58.130434782608695,54.78260869565217,,,,,,,1278,55.56521739130435,1153,50.130434782608695,0,0,0,0,,55,88076620b267,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2022-23,2021-22,16,23,5,false,1413,1106,31,8,61.43478260869565,48.08695652173913,,,,,,,1045,45.43478260869565,938,40.78260869565217,0,0,0,0,,55,f8a4e38b18ca,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2023-24,2022-23,16,23,5,false,1472,1077,29,6,64,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435,0,0,0,0,,55,36f167db5055,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2024-25,2023-24,16,23,5,false,1384,1336,27,4,60.17391304347826,58.08695652173913,,,,,,,1336,58.08695652173913,1143,49.69565217391305,0,0,0,0,,55,35d18512b286,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2025-26,2024-25,16,23,5,false,1451,1288,20,2,63.08695652173913,56,,,,,,,1289,56.04347826086956,1127,49,0,0,0,0,,55,334a04b1176a,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2020-21,2019-20,21,18,5,false,1106,942,22,4,61.44444444444444,52.333333333333336,,,,,,,963,53.5,845,46.94444444444444,0,0,0,0,,55,3828563d2a28,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2021-22,2020-21,21,18,5,false,1088,944,24,7,60.44444444444444,52.44444444444444,,,,,,,962,53.44444444444444,855,47.5,0,0,0,0,,55,2614de13199f,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2022-23,2021-22,21,18,5,false,1182,1181,22,5,65.66666666666667,65.61111111111111,,,,,,,1171,65.05555555555556,1032,57.333333333333336,0,0,0,0,,55,31d9909a9a64,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2023-24,2022-23,21,18,5,false,1195,909,29,11,66.38888888888889,50.5,,,,,,,905,50.27777777777778,796,44.22222222222222,0,0,0,0,,55,5879fc9506cd,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2024-25,2023-24,21,18,5,false,1113,1047,16,0,61.833333333333336,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,,55,0f4f24f82c7f,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2025-26,2024-25,21,18,5,false,1125,950,25,7,62.5,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222,0,0,0,0,,55,0f8336277f6d,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2020-21,2019-20,26,13,5,false,727,638,18,5,55.92307692307692,49.07692307692308,,,,,,,646,49.69230769230769,579,44.53846153846154,0,0,0,0,,55,d47cf2db42a3,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2021-22,2020-21,26,13,5,false,765,636,18,6,58.84615384615385,48.92307692307692,,,,,,,634,48.76923076923077,578,44.46153846153846,0,0,0,0,,55,1283622164da,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2022-23,2021-22,26,13,5,false,834,812,17,5,64.15384615384616,62.46153846153846,,,,,,,808,62.15384615384615,696,53.53846153846154,0,0,0,0,,55,485d7e3d0d70,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2023-24,2022-23,26,13,5,false,827,620,18,6,63.61538461538461,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,,55,72c93b86408c,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2024-25,2023-24,26,13,5,false,712,710,14,1,54.76923076923077,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,,55,ab53d0f632bd,decision:transfergatexp,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2025-26,2024-25,26,13,5,false,771,761,15,4,59.30769230769231,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,,55,e2397dc452c0,decision:transfergatexp,decision
