season,gw,team,xgc,clean_sheet,element
2022-23,30,1,0.9667637599364072,0,15
2022-23,30,2,1.4858847913213695,1,44
2022-23,30,3,1.7040310961210023,1,57
2022-23,30,4,1.3031560765765764,0,81
2022-23,30,5,1.234042556526567,0,106
2022-23,30,6,0.983252210526316,0,133
2022-23,30,7,1.305249334264432,0,167
2022-23,30,8,1.6227207276587596,0,199
2022-23,30,9,1.753658766133799,0,201
2022-23,30,10,1.555379652357619,0,258
2022-23,30,11,1.5841109114433582,0,238
2022-23,30,12,1.3869645432098763,0,281
2022-23,30,13,0.7732878078078077,0,307
2022-23,30,14,1.2868308391812866,1,327
2022-23,30,15,1.0828799763274737,0,357
2022-23,30,17,1.5096745713805655,0,422
2022-23,30,18,1.2768170358170505,0,430
2022-23,30,19,1.2075368256383303,1,455
2022-23,30,20,1.4464736208811548,1,478
2022-23,31,1,1.0455331346749228,0,15
2022-23,31,2,1.452402060671483,1,44
2022-23,31,4,1.2999151271929823,0,81
2022-23,31,5,1.2228191521786067,0,106
2022-23,31,6,0.9689046779661018,0,133
2022-23,31,7,1.2940263792843123,1,167
2022-23,31,8,1.6710701821940555,0,199
2022-23,31,9,1.7366152246320665,0,201
2022-23,31,10,1.5737562518316022,0,258
2022-23,31,11,1.622160624300112,0,238
2022-23,31,12,1.3875871231231227,0,281
2022-23,31,13,0.7618475967859751,0,307
2022-23,31,14,1.2796191948790898,1,327
2022-23,31,15,1.1259721859609988,0,357
2022-23,31,17,1.540290252195699,0,422
2022-23,31,18,1.2811605981284766,0,430
2022-23,31,19,1.1918207335140505,0,455
2022-23,31,20,1.4360401045421771,1,478
2022-23,32,1,1.063596387631976,0,15
2022-23,32,2,1.4283351833384133,0,44
2022-23,32,4,1.2853019188034185,0,81
2022-23,32,7,1.2804993693031463,1,167
2022-23,32,8,1.675145305727541,1,199
2022-23,32,9,1.726982501064509,0,201
2022-23,32,10,1.586839043262142,0,258
2022-23,32,11,1.643900095471904,0,238
2022-23,32,12,1.3863348304093566,0,281
2022-23,32,16,1.4171497493847414,0,295
2022-23,32,17,1.522709366897498,0,422
2022-23,32,18,1.2717535963418456,0,430
2022-23,32,19,1.2389233159581956,1,455
2022-23,32,20,1.4294749736564802,0,478
2022-23,33,1,1.0725064779411768,0,15
2022-23,33,2,1.4623014407626118,1,44
2022-23,33,4,1.300919370833333,1,81
2022-23,33,5,1.2059862021197256,0,106
2022-23,33,6,1.0118914098360656,0,133
2022-23,33,7,1.258435282910758,0,167
2022-23,33,8,1.6455166730843527,0,199
2022-23,33,9,1.7071921851140432,0,201
2022-23,33,10,1.5688432604692473,0,258
2022-23,33,11,1.6448025930851065,0,238
2022-23,33,12,1.3718134245014244,0,281
2022-23,33,13,0.8002200284495021,0,307
2022-23,33,14,1.2638397423822716,0,327
2022-23,33,15,1.2605152339436212,0,376
2022-23,33,18,1.3353022476027978,0,430
2022-23,33,19,1.2361419668684621,0,455
2022-23,33,20,1.4542380993150683,1,478
2022-23,34,1,1.09659168579627,0,15
2022-23,34,2,1.42816805277023,0,44
2022-23,34,3,1.6897380982333945,0,57
2022-23,34,4,1.299433532520325,0,81
2022-23,34,6,1.0131012063492064,0,133
2022-23,34,7,1.2609744008379888,0,167
2022-23,34,8,1.6648943152042464,0,199
2022-23,34,10,1.572191943180671,0,258
2022-23,34,11,1.6559049688635183,0,238
2022-23,34,15,1.2452089832908524,0,376
2022-23,34,18,1.3560696104703205,0,430
2022-23,34,20,1.4370615603073837,0,478
2022-23,35,1,1.0881014075630255,1,15
2022-23,35,2,1.4223464545221798,0,44
2022-23,35,3,1.692061813351708,0,57
2022-23,35,4,1.2863517817460317,0,81
2022-23,35,5,1.229537236960746,0,106
2022-23,35,6,1.0468519384615385,0,133
2022-23,35,7,1.2755847813053551,0,167
2022-23,35,8,1.7076349267470023,0,199
2022-23,35,10,1.6152079114002391,0,258
2022-23,35,12,1.3562077037037035,1,281
2022-23,35,13,0.7764590270270271,0,307
2022-23,35,14,1.2955100051347885,0,327
2022-23,35,15,1.234888958851146,0,376
2022-23,35,19,1.3072285900161185,1,455
2022-23,35,20,1.4809410469667317,1,478
2022-23,36,1,1.0930292818057459,0,15
2022-23,36,2,1.4048726525850121,0,44
2022-23,36,4,1.3048087170542633,1,81
2022-23,36,7,1.26616609603618,1,167
2022-23,36,8,1.7437364400784674,0,199
2022-23,36,9,1.9352679512195123,1,2
2022-23,36,10,1.616538893309545,0,258
2022-23,36,12,1.3290865943152452,1,281
2022-23,36,13,0.7631307580751484,1,307
2022-23,36,14,1.2958550050125317,1,327
2022-23,36,16,1.746887603189783,0,602
2022-23,36,19,1.304265778137025,0,455
2022-23,37,1,1.1086422526737971,0,15
2022-23,37,2,1.403826940846884,0,44
2022-23,37,4,1.2801539734848482,0,81
2022-23,37,7,1.244394791477199,0,167
2022-23,37,8,1.7213787937130476,0,199
2022-23,37,9,1.8951425238095239,0,2
2022-23,37,10,1.6265814491994375,1,258
2022-23,37,12,1.311152808080808,0,281
2022-23,37,15,1.2359375276278592,1,376
2022-23,37,16,1.7272600545503825,1,602
2022-23,37,19,1.3613504343867286,0,455
2022-23,38,1,1.096227980392157,1,15
2022-23,38,2,1.388937157274966,0,44
2022-23,38,4,1.2937061074074072,1,81
2022-23,38,6,1.1690898028169014,0,133
2022-23,38,7,1.257704000761808,0,167
2022-23,38,8,1.71757037607498,1,199
2022-23,38,9,1.8887438604651163,0,2
2022-23,38,10,1.636390373156207,0,258
2022-23,38,11,1.7295431537049484,0,230
2022-23,38,13,0.7873419305019306,0,307
2022-23,38,14,1.2874646713450295,0,327
2022-23,38,19,1.3502513862459091,0,455
2023-24,7,1,0.9669964507542148,1,20
2023-24,7,2,1.4872899286144319,0,48
2023-24,7,3,1.8981671159029652,0,77
2023-24,7,4,1.4708837772397094,0,101
2023-24,7,5,1.4848412698412699,0,129
2023-24,7,7,1.1464285714285714,1,145
2023-24,7,8,1.2840402588066138,1,220
2023-24,7,9,1.6734942084942084,0,263
2023-24,7,10,1.8912976664769492,0,271
2023-24,7,11,1.2703667953667952,0,291
2023-24,7,13,0.7970204081632652,0,352
2023-24,7,14,1.669455205811138,0,597
2023-24,7,15,1.0895363690667645,1,407
2023-24,7,16,1.5037409200968521,0,28
2023-24,7,17,2.027704919622254,0,471
2023-24,7,18,1.5337409200968521,0,520
2023-24,7,19,2.239604467194044,1,524
2023-24,7,20,1.721639379670828,0,563
2023-24,8,1,0.9485300207039338,1,20
2023-24,8,2,1.5021372667068031,0,48
2023-24,8,3,2.0029559748427674,0,77
2023-24,8,5,1.4911851851851854,0,129
2023-24,8,7,1.142,0,145
2023-24,8,8,1.3111042415528396,1,220
2023-24,8,9,1.6212612612612611,1,263
2023-24,8,11,1.3256756756756756,0,291
2023-24,8,12,1.6941333333333333,0,614
2023-24,8,13,0.7732190476190476,0,352
2023-24,8,14,1.6034666666666666,0,597
2023-24,8,15,1.0602339444623137,0,407
2023-24,8,16,1.5081333333333333,1,28
2023-24,8,17,2.0281850705194358,0,471
2023-24,8,18,1.5121333333333333,1,520
2023-24,8,19,2.1616308360477743,0,524
2023-24,8,20,1.6648634210261062,0,563
2023-24,9,1,0.9236218944099379,0,20
2023-24,9,2,1.482628687537628,0,48
2023-24,9,3,2.0471462264150944,0,77
2023-24,9,4,1.2763749999999998,1,112
2023-24,9,5,1.5536111111111113,0,129
2023-24,9,6,1.6963125,0,596
2023-24,9,7,1.1175000000000002,0,145
2023-24,9,8,1.3029102264557872,0,220
2023-24,9,9,1.5649324324324325,0,263
2023-24,9,10,1.8665277777777778,0,275
2023-24,9,11,1.3865709459459459,1,291
2023-24,9,12,1.6994375000000002,0,614
2023-24,9,14,1.5494375,0,597
2023-24,9,15,1.0702193229334191,1,407
2023-24,9,16,1.4513125,0,28
2023-24,9,18,1.4556875,1,520
2023-24,9,19,2.1484039087947884,0,524
2023-24,9,20,1.6639344572119745,0,563
2023-24,10,1,0.9492911947387651,1,20
2023-24,10,2,1.4630622941530615,0,48
2023-24,10,4,1.2683529411764707,1,112
2023-24,10,5,1.506339869281046,0,129
2023-24,10,6,1.783816993464052,0,596
2023-24,10,7,1.1141176470588237,0,145
2023-24,10,8,1.3668566837230938,0,220
2023-24,10,9,1.6046422893481718,1,263
2023-24,10,10,1.8455555555555554,0,275
2023-24,10,11,1.3126550079491257,1,291
2023-24,10,12,1.770875816993464,0,614
2023-24,10,13,0.8128869612361073,1,369
2023-24,10,14,1.5361699346405229,0,597
2023-24,10,15,1.0784417157020416,0,407
2023-24,10,16,1.4632287581699344,0,28
2023-24,10,17,1.9414640522875815,0,482
2023-24,10,18,1.427346405228758,0,520
2023-24,10,19,2.1408507376892127,0,524
2023-24,10,20,1.6019383126700937,0,563
2023-24,11,1,0.8982194616977226,0,20
2023-24,11,2,1.4084477222556695,0,48
2023-24,11,3,1.9228956228956229,0,89
2023-24,11,4,1.3106666666666666,0,112
2023-24,11,5,1.4620987654320992,0,129
2023-24,11,6,1.739511111111111,0,596
2023-24,11,7,1.1722222222222223,0,145
2023-24,11,8,1.3531424235162555,1,220
2023-24,11,9,1.5521621621621624,0,263
2023-24,11,10,1.816358024691358,0,275
2023-24,11,11,1.2647297297297297,0,291
2023-24,11,12,1.800066666666667,0,614
2023-24,11,13,0.8249487967229903,0,369
2023-24,11,14,1.6645111111111113,1,597
2023-24,11,17,1.9828444444444446,0,482
2023-24,11,18,1.3784,0,520
2023-24,11,19,2.067470141150923,0,524
2023-24,11,20,1.633497295299533,0,563
2023-24,12,1,0.9083131742399477,0,20
2023-24,12,2,1.3558978421369499,0,48
2023-24,12,3,1.9206379585326954,1,89
2023-24,12,4,1.3516842105263158,0,112
2023-24,12,6,1.7084976076555023,0,596
2023-24,12,7,1.1600000000000001,0,145
2023-24,12,8,1.3408717696469787,0,220
2023-24,12,9,1.4983641536273116,0,263
2023-24,12,10,1.757076023391813,0,275
2023-24,12,11,1.2407965860597439,1,291
2023-24,12,12,1.8563923444976076,0,614
2023-24,12,13,0.8220567547902013,0,369
2023-24,12,14,1.621129186602871,1,597
2023-24,12,15,1.0614738778869899,0,424
2023-24,12,17,1.93955023923445,0,482
2023-24,12,18,1.5095502392344498,0,520
2023-24,12,19,2.032340133721927,0,524
2023-24,12,20,1.6033132271258732,0,563
2023-24,13,1,0.8778975155279504,1,20
2023-24,13,2,1.3346029500301024,0,48
2023-24,13,3,1.8501060606060604,0,89
2023-24,13,4,1.3606,0,112
2023-24,13,6,1.7300833333333332,0,596
2023-24,13,7,1.2469999999999999,0,145
2023-24,13,8,1.3538281811646298,0,220
2023-24,13,9,1.535445945945946,0,263
2023-24,13,10,1.8232222222222225,0,275
2023-24,13,11,1.2572567567567567,0,291
2023-24,13,12,1.8750833333333332,0,614
2023-24,13,13,0.9289539170506912,0,369
2023-24,13,14,1.5665833333333334,1,597
2023-24,13,15,1.1329001839926403,0,424
2023-24,13,17,1.9250833333333335,0,482
2023-24,13,18,1.5470833333333331,0,520
2023-24,13,19,2.0147231270358303,0,524
2023-24,13,20,1.5581475657695796,0,563
2023-24,14,1,0.8889500147885242,0,20
2023-24,14,3,1.8005772005772005,0,89
2023-24,14,4,1.3681904761904762,0,112
2023-24,14,6,1.6990183150183151,1,596
2023-24,14,7,1.2961904761904763,0,145
2023-24,14,8,1.3288839820615521,0,220
2023-24,14,9,1.5661389961389962,1,263
2023-24,14,10,1.8035449735449738,0,275
2023-24,14,12,1.8680659340659342,0,614
2023-24,14,13,0.9113846829054203,0,369
2023-24,14,14,1.6242564102564108,0,597
2023-24,14,17,1.9647326007326011,0,482
2023-24,14,18,1.559970695970696,0,520
2023-24,14,19,1.9792601209865053,0,524
2023-24,14,20,1.61918815787579,0,563
2023-24,15,1,0.8808159232072276,0,20
2023-24,15,2,1.415428074403558,1,48
2023-24,15,3,1.7496418732782368,1,89
2023-24,15,4,1.3164545454545455,0,112
2023-24,15,6,1.63639469943502,0,596
2023-24,15,7,1.2836363636363637,0,145
2023-24,15,8,1.3257528919678454,0,220
2023-24,15,9,1.5272235872235873,1,263
2023-24,15,10,1.8224747474747476,1,275
2023-24,15,12,1.9377583357986563,0,614
2023-24,15,13,0.8922308336824466,0,369
2023-24,15,14,1.6677583357986565,0,597
2023-24,15,15,1.0508295773450125,0,427
2023-24,15,17,1.9545765176168384,0,482
2023-24,15,18,1.6059401539804745,0,520
2023-24,15,20,1.6769523325177995,1,563
2023-24,16,1,0.8642587091547396,0,20
2023-24,16,3,1.7100922266139655,1,89
2023-24,16,4,1.325304347826087,0,112
2023-24,16,6,1.6033206324462037,0,596
2023-24,16,8,1.3437636357953302,0,220
2023-24,16,9,1.52951821386604,1,263
2023-24,16,10,1.7558454106280195,1,275
2023-24,16,11,1.2616731016731018,0,291
2023-24,16,12,1.9615815020114211,0,614
2023-24,16,13,0.9421338409136445,0,369
2023-24,16,14,1.6581032411418561,0,597
2023-24,16,15,1.1455761174604466,0,427
2023-24,16,16,1.5386874747923713,0,28
2023-24,16,17,1.9489728063592473,1,482
2023-24,16,18,1.628103241141856,0,520
2023-24,16,19,1.5927397067725253,0,528
2023-24,16,20,1.6401283180605037,0,563
2023-24,17,1,0.8494979296066253,1,20
2023-24,17,4,1.3071666666666666,0,112
2023-24,17,5,1.471918542336549,0,129
2023-24,17,6,1.6470288697504283,0,596
2023-24,17,8,1.3398568176371914,0,220
2023-24,17,9,1.5045382882882883,1,263
2023-24,17,10,1.740601851851852,0,275
2023-24,17,11,1.2834152334152336,1,291
2023-24,17,13,0.9166282642089094,0,369
2023-24,17,14,1.6478622030837617,1,597
2023-24,17,16,1.5157206775794885,0,28
2023-24,17,17,1.8916122030837617,0,482
2023-24,17,18,1.6278622030837617,1,520
2023-24,17,19,1.623933318270889,1,528
2023-24,17,20,1.6047063048079828,0,563
2023-24,18,1,0.8431180124223603,0,20
2023-24,18,3,1.687171717171717,0,89
2023-24,18,5,1.5081799591002047,0,129
2023-24,18,6,1.6330200946870066,1,596
2023-24,18,7,1.4061158372323834,0,217
2023-24,18,8,1.350662544931704,0,220
2023-24,18,9,1.4751567567567567,0,263
2023-24,18,10,1.8297777777777777,0,275
2023-24,18,11,1.2550058754406581,0,291
2023-24,18,12,1.941895931965632,1,614
2023-24,18,14,1.674220094687007,0,597
2023-24,18,15,1.2532179305766795,0,427
2023-24,18,16,1.5142751183587584,0,28
2023-24,18,17,1.9242200946870067,0,482
2023-24,18,18,1.6210200946870068,0,520
2023-24,18,19,1.584505892338396,1,528
2023-24,18,20,1.5861180526156635,0,563
2023-24,19,1,0.8472288580984233,0,20
2023-24,19,2,1.3324566188225344,0,48
2023-24,19,3,1.6496848484848485,1,89
2023-24,19,4,1.3116799999999997,0,112
2023-24,19,5,1.5016617790811342,0,129
2023-24,19,6,1.6189341798169363,0,596
2023-24,19,8,1.3425601393574074,0,220
2023-24,19,9,1.46995841995842,0,263
2023-24,19,10,1.7751709401709401,0,275
2023-24,19,11,1.2360472972972973,1,291
2023-24,19,12,1.9268915470096142,0,614
2023-24,19,13,0.9527631336405529,0,369
2023-24,19,14,1.6577803336630905,0,597
2023-24,19,15,1.2781451891927196,0,427
2023-24,19,16,1.5115375559638264,0,28
2023-24,19,17,1.8800880259707826,0,482
2023-24,19,18,1.6293187952015518,0,520
2023-24,19,19,1.558518935869879,1,528
2023-24,19,20,1.6039596659765996,0,563
2023-24,20,1,0.8706648263170003,0,20
2023-24,20,2,1.3214343844448007,0,48
2023-24,20,3,1.5970046620046618,0,89
2023-24,20,4,1.3419999999999999,0,112
2023-24,20,6,1.6281306782607172,0,596
2023-24,20,7,1.3956223525074267,0,217
2023-24,20,8,1.394317171233059,0,220
2023-24,20,9,1.5118118118118118,0,263
2023-24,20,10,1.7768312757201645,0,275
2023-24,20,11,1.2170054054054056,0,291
2023-24,20,12,1.9592126274245911,0,614
2023-24,20,14,1.6651677152977546,0,597
2023-24,20,15,1.361599049359594,0,427
2023-24,20,16,1.561342196047244,0,28
2023-24,20,17,1.8403529004829395,0,482
2023-24,20,18,1.7125751227051615,0,520
2023-24,20,20,1.6245537524219107,1,563
2023-24,21,1,0.8874267968056789,1,20
2023-24,21,2,1.3090336198765875,1,48
2023-24,21,3,1.6241526374859705,0,89
2023-24,21,4,1.332296296296296,0,112
2023-24,21,5,1.5428838951310864,1,129
2023-24,21,6,1.6858501836024566,0,596
2023-24,21,7,1.438663662909759,1,217
2023-24,21,8,1.3945201294033072,0,220
2023-24,21,9,1.5313899613899615,1,263
2023-24,21,10,1.7719444444444445,0,275
2023-24,21,11,1.1928898128898129,1,291
2023-24,21,12,1.945696486698844,0,614
2023-24,21,13,0.9358608436606747,0,369
2023-24,21,14,1.635493040745314,0,597
2023-24,21,15,1.5792642501609186,0,427
2023-24,21,16,1.53103500612473,0,28
2023-24,21,17,1.8587073264595997,0,482
2023-24,21,18,1.7119216121738854,0,520
2023-24,21,19,1.600123756880477,0,528
2023-24,21,20,1.582962546978271,1,563
2023-24,22,1,0.8682051831227243,0,20
2023-24,22,2,1.3027590771239035,0,48
2023-24,22,3,1.6236471861471862,0,89
2023-24,22,4,1.3236428571428571,0,112
2023-24,22,5,1.5362982929020668,0,129
2023-24,22,6,1.6562256135528775,0,596
2023-24,22,7,1.4175102390016037,0,217
2023-24,22,8,1.4605711594238826,0,220
2023-24,22,9,1.5168592730661694,1,263
2023-24,22,10,1.7863601532567048,1,275
2023-24,22,11,1.2001901901901904,0,291
2023-24,22,12,1.9107336711797662,1,614
2023-24,22,14,1.625191130794257,0,597
2023-24,22,15,1.6240594406407916,0,427
2023-24,22,16,1.5200226163763935,0,28
2023-24,22,18,1.6810531997597742,0,520
2023-24,22,20,1.5714810798410894,0,563
2023-24,23,1,0.8525983436853002,0,20
2023-24,23,3,1.612831765935214,0,89
2023-24,23,4,1.3766206896551723,0,112
2023-24,23,5,1.588903281519862,0,129
2023-24,23,6,1.6611716579584554,0,596
2023-24,23,7,1.470850395149666,0,217
2023-24,23,8,1.4378854541097534,0,220
2023-24,23,9,1.5232972972972973,0,263
2023-24,23,10,1.7984814814814813,0,275
2023-24,23,11,1.1773262548262549,0,291
2023-24,23,12,1.8770741289225406,0,614
2023-24,23,13,0.946462575366938,0,369
2023-24,23,14,1.6428383246251226,1,597
2023-24,23,15,1.6177440194979507,0,427
2023-24,23,17,1.8538759352295433,0,482
2023-24,23,18,1.6821716579584556,0,520
2023-24,23,19,1.7374095831834708,0,532
2023-24,23,20,1.6104317105130532,0,563
2023-24,24,1,0.838320977759968,1,20
2023-24,24,3,1.5777373737373739,0,89
2023-24,24,4,1.4023999999999999,1,112
2023-24,24,5,1.5414380714879472,0,129
2023-24,24,6,1.649193961095367,0,596
2023-24,24,8,1.4408568910739548,0,220
2023-24,24,9,1.5057715780296426,0,263
2023-24,24,10,1.7946594982078852,0,275
2023-24,24,12,1.890833759798546,0,614
2023-24,24,14,1.6446778320631092,0,597
2023-24,24,15,1.6393817040704477,0,427
2023-24,24,17,1.867878433694695,0,482
2023-24,24,18,1.712742348192141,0,520
2023-24,24,20,1.6191274617868257,0,563
2023-24,25,1,0.8186859472049689,1,20
2023-24,25,2,1.3322104841278812,0,49
2023-24,25,3,1.5768426197458454,0,89
2023-24,25,5,1.54354967948718,1,129
2023-24,25,6,1.6871038578265436,0,596
2023-24,25,8,1.4336426132278937,0,220
2023-24,25,9,1.5096537162162162,0,263
2023-24,25,10,1.7960763888888889,0,275
2023-24,25,14,1.6711663578265439,0,597
2023-24,25,15,1.6349063728659026,0,427
2023-24,25,16,1.4914389830480548,1,696
2023-24,25,17,1.8683377335715867,0,482
2023-24,25,18,1.6971038578265438,0,520
2023-24,25,20,1.6291547286059873,0,563
2023-24,26,1,0.8017560700169396,0,20
2023-24,26,2,1.3343289064988848,0,49
2023-24,26,3,1.5981912878787878,0,89
2023-24,26,4,1.5410394805772067,0,101
2023-24,26,5,1.5100154679040991,0,129
2023-24,26,6,1.7125073829752129,0,596
2023-24,26,8,1.4405019279785636,1,220
2023-24,26,9,1.4826945126945128,0,263
2023-24,26,10,1.7916498316498315,0,275
2023-24,26,14,1.676446776914607,0,597
2023-24,26,15,1.6646189295344365,0,427
2023-24,26,19,1.7912359818156482,0,532
2023-24,26,20,1.6316045853148968,1,563
2023-24,27,1,0.7828808914870297,1,20
2023-24,27,2,1.372076515392858,0,49
2023-24,27,3,1.5994582185491277,1,89
2023-24,27,4,1.538951089612444,0,101
2023-24,27,6,1.7313503062471896,0,596
2023-24,27,7,1.4973391579809348,0,611
2023-24,27,8,1.4010754006850765,0,220
2023-24,27,9,1.4758505564387918,0,263
2023-24,27,10,1.788071895424837,1,275
2023-24,27,11,1.3493889142451443,1,313
2023-24,27,12,1.9613912246183167,0,614
2023-24,27,13,0.905869662031768,0,352
2023-24,27,14,1.6587032474236603,0,597
2023-24,27,15,1.6868060888847216,1,427
2023-24,27,16,1.5027544384860099,0,696
2023-24,27,18,1.6935124367395284,0,520
2023-24,27,19,1.7704188769350804,0,532
2023-24,27,20,1.6006750386879882,0,563
2023-24,28,1,0.7670842945874001,0,20
2023-24,28,2,1.398780147293068,0,49
2023-24,28,4,1.5473496516587786,0,101
2023-24,28,5,1.4579005120702269,1,129
2023-24,28,6,1.7136060951591168,0,596
2023-24,28,7,1.507767406673559,0,611
2023-24,28,8,1.4144732463797884,0,220
2023-24,28,9,1.487111969111969,0,263
2023-24,28,10,1.7704126984126984,0,275
2023-24,28,11,1.3401199076121677,0,313
2023-24,28,14,1.7064632380162599,1,597
2023-24,28,15,1.6608338962392204,0,427
2023-24,28,16,1.5228158113755164,0,696
2023-24,28,17,1.8566385469354865,0,576
2023-24,28,18,1.6525356861932083,1,520
2023-24,28,20,1.617512894725474,0,563
2023-24,29,2,1.4053864287989806,0,49
2023-24,29,4,1.541273159572681,0,101
2023-24,29,10,1.7442901234567902,1,275
2023-24,29,12,1.9953867779238195,0,614
2023-24,29,16,1.487084897921365,0,696
2023-24,29,18,1.6335406858644999,0,520
2023-24,29,19,1.6818333005268153,0,528
2023-24,30,1,0.7727208419599724,1,20
2023-24,30,2,1.4230145835545642,1,49
2023-24,30,3,1.6022811447811445,0,89
2023-24,30,4,1.5733544487563855,0,101
2023-24,30,5,1.4331090651558076,0,129
2023-24,30,7,1.4877258852043729,0,611
2023-24,30,8,1.3982378784247944,0,220
2023-24,30,9,1.5169144144144144,0,263
2023-24,30,10,1.7612012012012013,0,275
2023-24,30,11,1.3482244148910816,0,313
2023-24,30,12,1.9882184575905864,0,614
2023-24,30,14,1.7012245258569916,0,597
2023-24,30,15,1.661094708549834,0,427
2023-24,30,16,1.458756149360355,0,696
2023-24,30,17,1.9020856769118701,0,576
2023-24,30,18,1.6662245258569912,0,520
2023-24,30,19,1.6514139570025825,0,528
2023-24,30,20,1.6475819809830998,0,563
2023-24,31,1,0.7775121705556488,1,20
2023-24,31,3,1.589246519246519,1,89
2023-24,31,4,1.5446319418575836,1,101
2023-24,31,5,1.4750171585449554,1,129
2023-24,31,8,1.3853125303592595,0,220
2023-24,31,9,1.5180788897005115,0,263
2023-24,31,10,1.76406432748538,0,275
2023-24,31,11,1.3217455689758895,0,313
2023-24,31,12,2.0149754178368897,0,614
2023-24,31,14,1.726190969670319,0,597
2023-24,31,15,1.6544243969084305,0,427
2023-24,31,16,1.4511386794515966,0,696
2023-24,31,17,1.8871074355337483,0,576
2023-24,31,18,1.6324071858865348,0,520
2023-24,31,19,1.7193942018088808,0,528
2023-24,31,20,1.629539224740313,0,563
2023-24,32,1,0.7641565871199738,1,20
2023-24,32,2,1.4248250002152518,0,49
2023-24,32,3,1.5503189792663477,0,89
2023-24,32,4,1.5311255363626362,0,101
2023-24,32,5,1.4458055925432758,0,129
2023-24,32,7,1.499104079936002,0,611
2023-24,32,8,1.3809622006129632,0,220
2023-24,32,9,1.5449715504978663,1,263
2023-24,32,10,1.7575498575498574,0,275
2023-24,32,11,1.3010162327442782,0,313
2023-24,32,12,1.9824925029127913,0,614
2023-24,32,14,1.758873884568391,0,597
2023-24,32,15,1.6481132405453558,1,427
2023-24,32,16,1.449642281187769,0,696
2023-24,32,17,1.8783272324847724,0,576
2023-24,32,18,1.6180844108841803,0,520
2023-24,32,20,1.612446087247147,0,563
2023-24,33,1,0.7581525720656155,0,20
2023-24,33,2,1.4283822370516928,1,49
2023-24,33,3,1.5464646464646463,0,89
2023-24,33,4,1.5293018494978237,1,101
2023-24,33,5,1.49770523594053,0,129
2023-24,33,8,1.3945272723921178,1,220
2023-24,33,9,1.5171517671517671,0,263
2023-24,33,10,1.728361111111111,1,275
2023-24,33,11,1.284734793825703,0,313
2023-24,33,12,1.9399530301416554,0,614
2023-24,33,13,0.908557293629853,0,352
2023-24,33,14,1.8043108001452874,0,597
2023-24,33,15,1.6382005718447785,1,427
2023-24,33,16,1.4481389952268056,0,696
2023-24,33,18,1.615080030914518,0,520
2023-24,33,19,1.8009732678223027,0,532
2023-24,33,20,1.6000756747536307,0,563
2023-24,34,2,1.433295513024726,0,49
2023-24,34,4,1.5130723474748216,0,101
2023-24,34,5,1.5034233668341708,0,129
2023-24,34,7,1.493986033814485,0,611
2023-24,34,10,1.708888888888889,0,275
2023-24,34,12,1.9977160420794013,0,614
2023-24,34,13,0.8964912601812026,1,352
2023-24,34,14,1.8041589431313863,0,597
2023-24,34,15,1.6149993083006313,0,427
2023-24,34,16,1.4381720208665427,0,696
2023-24,34,19,1.8399870686653865,0,532
2023-24,35,1,0.7725702454895002,0,20
2023-24,35,4,1.4895952836786917,0,101
2023-24,35,5,1.4978313989004277,0,129
2023-24,35,6,1.8020414036449828,0,173
2023-24,35,8,1.403489610078395,0,220
2023-24,35,9,1.5485456885456887,1,263
2023-24,35,10,1.6924867724867725,0,275
2023-24,35,11,1.2823377357728503,0,313
2023-24,35,12,2.024252594975881,0,614
2023-24,35,14,1.7782587558289515,0,597
2023-24,35,19,1.8560725052101001,0,532
2023-24,35,20,1.604594078937895,0,563
2023-24,36,1,0.8097197746641629,1,20
2023-24,36,3,1.5329076479076478,0,89
2023-24,36,4,1.4716830546318238,1,101
2023-24,36,5,1.5182223543400712,1,129
2023-24,36,6,1.8254960223261436,0,173
2023-24,36,8,1.3973619447277346,1,220
2023-24,36,9,1.532067881835324,0,263
2023-24,36,10,1.6766149870801033,1,275
2023-24,36,11,1.267887667887668,0,313
2023-24,36,12,2.004763878307458,0,614
2023-24,36,13,0.9079661388657396,0,352
2023-24,36,14,1.7844011135052544,0,597
2023-24,36,16,1.3976875637697443,0,696
2023-24,36,17,1.8412264346276546,0,576
2023-24,36,18,1.6396392087433493,0,520
2023-24,36,19,1.8534316959517574,0,532
2023-24,36,20,1.5809988677998044,0,563
2023-24,37,1,0.7997261434217956,1,20
2023-24,37,2,1.4347783952583784,0,49
2023-24,37,3,1.5898167723749115,0,89
2023-24,37,4,1.4661448918721474,0,101
2023-24,37,6,1.8725377907745164,0,173
2023-24,37,8,1.3735582641657407,0,220
2023-24,37,9,1.5190663390663393,1,263
2023-24,37,10,1.6528282828282828,0,275
2023-24,37,11,1.2652753756869979,0,313
2023-24,37,12,1.9927535887401426,0,614
2023-24,37,16,1.4223272366180604,0,696
2023-24,37,17,1.8330264966223027,0,576
2023-24,37,20,1.6262034389861724,0,563
2023-24,38,1,0.796176673567978,0,20
2023-24,38,3,1.5864118457300271,0,89
2023-24,38,4,1.4492652311839067,0,101
2023-24,38,6,1.8894637824584006,0,173
2023-24,38,9,1.4995315315315318,0,263
2023-24,38,10,1.688320987654321,0,275
2023-24,38,11,1.3147960523847049,1,313
2023-24,38,14,1.78962305681111,1,597
2023-24,38,15,1.6040821066874154,0,427
2023-24,38,16,1.4334477900054057,0,696
2023-24,38,17,1.8422975923195242,0,576
2023-24,38,18,1.6738452790333318,1,520
