season,gw,team,xgc,clean_sheet,element,cf,def,xgc90
2020-21,14,5,1.0690201889884763,1,110,1,1.2,0.890850157490397
2020-21,14,6,1.4939412163265307,0,128,1,1.2,1.2449510136054422
2020-21,14,7,1.2790763348237575,0,156,1,1,1.2790763348237575
2020-21,14,8,1.22084677742126,0,516,1,0.85,1.436290326377953
2020-21,14,9,1.518590357894737,1,217,1,1.2,1.2654919649122809
2020-21,14,10,1.8784078015748031,0,213,1,1.2,1.5653398346456693
2020-21,14,11,1.1527896872235233,1,255,1,1,1.1527896872235233
2020-21,14,12,0.7356470569488766,1,278,1,0.85,0.8654671258222078
2020-21,14,13,1.142686960526316,0,298,1,1,1.142686960526316
2020-21,14,14,1.1272207649212598,0,325,1,0.85,1.3261420763779528
2020-21,14,15,1.4878720050125314,0,351,1,1,1.4878720050125314
2020-21,14,16,1.4451640244897959,0,363,1,1.2,1.2043033537414967
2020-21,14,17,1.4253350477876106,0,383,1,1.2,1.1877792064896755
2020-21,14,18,1.4279406832583428,0,417,1,0.85,1.6799302155980504
2020-21,14,19,1.614618271543289,0,431,1,1.2,1.3455152262860743
2020-21,14,20,0.9700861210526315,0,455,1,0.85,1.141277789473684
2020-21,15,1,1.4763015907752495,0,8,1,1.2,1.2302513256460412
2020-21,15,2,0.9242308289610388,1,12,1,0.85,1.087330387012987
2020-21,15,3,1.387378281220909,0,74,1,1.2,1.1561485676840908
2020-21,15,4,1.360003109935332,0,97,1,1,1.360003109935332
2020-21,15,5,1.0326951514175966,0,110,1,1.2,0.8605792928479972
2020-21,15,6,1.2629405584415585,0,128,1,1,1.2629405584415585
2020-21,15,8,1.2147877336809176,1,516,1,0.85,1.429162039624609
2020-21,15,9,1.4991339961722487,0,217,1,1.2,1.2492783301435406
2020-21,15,10,1.4435204912408757,1,213,1,0.85,1.6982594014598538
2020-21,15,11,0.9527004553154497,0,255,1,0.85,1.1208240650769996
2020-21,15,12,0.7629084137608348,1,278,1,0.85,0.8975393103068645
2020-21,15,13,1.391745097744361,0,298,1,1.2,1.1597875814536343
2020-21,15,14,1.840781922141119,0,325,1,1.4,1.3148442301007994
2020-21,15,15,1.85126836937799,0,351,1,1.2,1.5427236411483252
2020-21,15,16,1.0181610415584414,1,363,1,0.85,1.1978365194805194
2020-21,15,17,1.206836697103781,0,383,1,1,1.206836697103781
2020-21,15,18,1.7162554014598541,0,417,1,1,1.7162554014598541
2020-21,15,19,1.3963466250912528,0,431,1,1,1.3963466250912528
2020-21,15,20,1.1397078444976076,0,455,1,1,1.1397078444976076
2020-21,16,1,1.2668020506179525,1,8,1,1,1.2668020506179525
2020-21,16,2,1.2872387851576994,0,12,1,1.2,1.0726989876314161
2020-21,16,6,1.6972584149068324,0,128,1,1.2,1.4143820124223603
2020-21,16,9,1.2782151418764303,0,217,1,1,1.2782151418764303
2020-21,16,10,1.434222266992014,1,213,1,0.85,1.6873203141082518
2020-21,16,11,0.936398339866952,1,255,1,0.85,1.1016451057258259
2020-21,16,13,0.9779109444976076,1,298,1,0.85,1.1504834641148325
2020-21,16,14,1.6676797213358068,1,325,1,1.2,1.3897331011131724
2020-21,16,15,1.273613801716247,0,351,1,0.85,1.4983691784897024
2020-21,16,16,1.4123847875776396,1,363,1,1.2,1.1769873229813663
2020-21,16,18,1.7008964445430348,0,417,1,1,1.7008964445430348
2020-21,16,19,1.1864944799654968,1,431,1,0.85,1.3958758587829374
2020-21,16,20,1.3277483258581233,0,455,1,1.2,1.1064569382151028
2020-21,17,1,1.0579256599825404,1,8,1,0.85,1.244618423508871
2020-21,17,2,1.30575047674144,0,12,1,1.2,1.0881253972845335
2020-21,17,3,1.054171878244573,0,66,1,0.85,1.2402022096994978
2020-21,17,5,1.0808898081713423,0,110,1,1.2,0.9007415068094519
2020-21,17,6,1.2081403913690476,1,128,1,0.85,1.421341636904762
2020-21,17,9,1.051668742653509,0,217,1,0.85,1.2372573442982457
2020-21,17,10,1.952431621612903,0,213,1,1.2,1.627026351344086
2020-21,17,11,0.9239956673724956,0,255,1,0.85,1.087053726320583
2020-21,17,13,0.9493492273455376,0,298,1,0.85,1.1168814439359267
2020-21,17,14,1.6501263877699857,0,325,1,1.2,1.3751053231416548
2020-21,17,17,1.1840280580992688,1,383,1,1,1.1840280580992688
2020-21,17,18,1.6824028096774195,0,417,1,1,1.6824028096774195
2020-21,17,20,1.1298728157894735,0,455,1,1,1.1298728157894735
2020-21,18,1,1.0427803795832387,1,8,1,0.85,1.226800446568516
2020-21,18,3,1.761398206346826,0,66,1,1.4,1.2581415759620187
2020-21,18,6,1.6516363817142858,1,128,1,1.2,1.3763636514285715
2020-21,18,7,1.2670866126244018,0,156,1,1,1.2670866126244018
2020-21,18,8,1.6372047605321507,0,516,1,1.2,1.364337300443459
2020-21,18,12,0.8674011598383707,1,278,1,1,0.8674011598383707
2020-21,18,13,0.960693417872807,1,298,1,0.85,1.1302275504385966
2020-21,18,14,1.1439200695121952,0,325,1,0.85,1.3457883170731708
2020-21,18,15,1.285269212054054,1,483,1,0.85,1.512081425945946
2020-21,18,17,1.0021118681600294,0,383,1,0.85,1.1789551390117994
2020-21,18,20,1.4095431157894733,0,455,1,1.2,1.1746192631578944
2020-21,19,1,1.0242200919069604,1,8,1,0.85,1.2049648140081888
2020-21,19,3,1.3147013129235379,1,66,1,1,1.3147013129235379
2020-21,19,6,1.8683475615384615,0,128,1,1.4,1.3345339725274725
2020-21,19,15,1.4909363326403329,0,483,1,1,1.4909363326403329
2020-21,19,16,1.3549417383050848,0,375,1,1.2,1.1291181152542373
2020-21,19,17,0.9949285134336282,0,383,1,0.85,1.1705041334513273
2020-21,19,20,0.9697400420040484,0,455,1,0.85,1.1408706376518216
2020-21,20,1,0.9945168005400358,0,8,1,0.85,1.1700197653412185
2020-21,20,2,0.9729318531688311,0,12,1,0.85,1.1446257096103896
2020-21,20,3,1.08187989613943,1,66,1,0.85,1.2727998778110943
2020-21,20,4,1.105999281473684,0,96,1,0.85,1.3011756252631577
2020-21,20,6,1.6377103015873018,0,128,1,1.2,1.3647585846560848
2020-21,20,7,1.4960263491242536,0,156,1,1.2,1.2466886242702113
2020-21,20,8,1.4005456808648649,1,516,1,1,1.4005456808648649
2020-21,20,9,1.159785028265107,0,217,1,1,1.159785028265107
2020-21,20,10,1.3801757010399391,0,200,1,0.85,1.6237361188705166
2020-21,20,11,1.2687582191863995,0,255,1,1.2,1.0572985159886663
2020-21,20,12,0.7068732265591012,1,278,1,0.85,0.8316155606577662
2020-21,20,13,0.9313131631091616,0,298,1,0.85,1.0956625448343078
2020-21,20,14,1.3949088341341342,0,325,1,1,1.3949088341341342
2020-21,20,15,1.7752817621621622,0,483,1,1.2,1.4794014684684684
2020-21,20,17,1.3920568309053776,0,383,1,1.2,1.1600473590878146
2020-21,20,18,2.1135955394594594,0,417,1,1.2,1.7613296162162162
2020-21,20,19,1.3362303514376128,0,435,1,1,1.3362303514376128
2020-21,20,20,1.3785068701754384,1,455,1,1.2,1.1487557251461986
2020-21,21,1,1.3944394141805534,1,8,1,1.2,1.1620328451504611
2020-21,21,2,0.9570670049700299,1,12,1,0.85,1.1259611823176823
2020-21,21,3,1.2431225119662388,1,66,1,1,1.2431225119662388
2020-21,21,4,1.621160290688259,0,96,1,1.2,1.3509669089068825
2020-21,21,5,0.8303196906410255,1,548,1,0.85,0.9768466948717948
2020-21,21,6,1.2156824095663268,1,128,1,0.85,1.4302145994897961
2020-21,21,7,1.0419411943345465,0,156,1,0.85,1.225813169805349
2020-21,21,8,1.2122484452071005,0,516,1,0.85,1.4261746414201182
2020-21,21,9,1.1339488843984962,0,217,1,1,1.1339488843984962
2020-21,21,10,1.9205532820709117,0,200,1,1.2,1.6004610683924265
2020-21,21,11,1.227563354215457,0,255,1,1.2,1.0229694618462142
2020-21,21,12,0.6976361601529819,1,278,1,0.85,0.8207484237093905
2020-21,21,13,1.294988087593985,1,298,1,1.2,1.0791567396616542
2020-21,21,14,1.3695150063186812,1,325,1,1,1.3695150063186812
2020-21,21,15,2.042810932432433,0,483,1,1.4,1.4591506660231663
2020-21,21,16,1.0393512611263735,0,363,1,0.85,1.2227661895604396
2020-21,21,17,1.2053036420845622,0,383,1,1,1.2053036420845622
2020-21,21,18,1.5055090027920228,0,417,1,0.85,1.7711870621082622
2020-21,21,19,1.5709767638063805,0,435,1,1.2,1.3091473031719838
2020-21,21,20,1.129493342105263,0,455,1,1,1.129493342105263
2020-21,22,2,1.399936744011544,0,12,1,1.2,1.1666139533429534
2020-21,22,3,1.2109483151103018,1,66,1,1,1.2109483151103018
2020-21,22,4,1.619935583625731,0,96,1,1.2,1.3499463196881092
2020-21,22,5,1.1404829183999998,1,548,1,1.2,0.950402432
2020-21,22,6,1.1859043126847293,0,128,1,0.85,1.3951815443349755
2020-21,22,8,1.6867173688888888,0,516,1,1.2,1.4055978074074074
2020-21,22,9,0.9794701465063519,1,217,1,0.85,1.1523178194192376
2020-21,22,10,1.9186976824801474,0,200,1,1.2,1.598914735400123
2020-21,22,11,1.0156699631618618,0,255,1,1,1.0156699631618618
2020-21,22,12,0.6762673986658344,1,278,1,0.85,0.7956087043127464
2020-21,22,13,0.9057724484119781,1,298,1,0.85,1.0656146451905626
2020-21,22,14,1.1486928518965518,0,325,1,0.85,1.3514033551724138
2020-21,22,15,1.2387409534948743,0,483,1,0.85,1.4573422982292639
2020-21,22,16,1.445730619047619,0,363,1,1.2,1.2047755158730158
2020-21,22,17,1.4645518001264222,0,383,1,1.2,1.2204598334386851
2020-21,22,18,1.4928335314285717,0,417,1,0.85,1.7562747428571432
2020-21,22,19,1.3292045685798464,0,435,1,1,1.3292045685798464
2020-21,22,20,1.1355678820326678,0,455,1,1,1.1355678820326678
2020-21,23,2,1.1838183121521337,1,12,1,1,1.1838183121521337
2020-21,23,4,1.3727909511278196,0,96,1,1,1.3727909511278196
2020-21,23,5,0.7952194816458867,0,548,1,0.85,0.935552331348102
2020-21,23,6,1.4075468595238096,0,128,1,1,1.4075468595238096
2020-21,23,8,1.695687283502171,1,516,1,1.2,1.4130727362518092
2020-21,23,9,1.13630215877193,1,217,1,1,1.13630215877193
2020-21,23,10,1.3676041024239334,1,200,1,0.85,1.6089460028516864
2020-21,23,12,0.7687990720158626,0,278,1,1,0.7687990720158626
2020-21,23,13,1.2547773484210525,0,298,1,1.2,1.0456477903508772
2020-21,23,14,1.132635401593102,0,325,1,0.85,1.3325122371683553
2020-21,23,15,1.774722585945946,0,483,1,1.2,1.4789354882882884
2020-21,23,16,1.127879812117347,0,363,1,0.85,1.3269174260204082
2020-21,23,17,1.066164183994507,1,383,1,0.85,1.2543108046994202
2020-21,23,18,2.0886489357951996,0,417,1,1.2,1.740540779829333
2020-21,23,19,1.1114555938497739,1,435,1,0.85,1.3075948162938515
2020-21,23,20,1.3438373031578945,1,455,1,1.2,1.1198644192982454
2020-21,24,1,1.1789040786196052,0,8,1,1,1.1789040786196052
2020-21,24,2,1.1645993703537842,1,12,1,1,1.1645993703537842
2020-21,24,6,1.2252246247695855,0,128,1,0.85,1.4414407350230418
2020-21,24,9,1.3677671134125633,0,217,1,1.2,1.1398059278438029
2020-21,24,10,1.879047566003359,0,200,1,1.2,1.565872971669466
2020-21,24,11,1.3148369947639913,0,255,1,1.2,1.0956974956366594
2020-21,24,13,0.899354090449915,0,298,1,0.85,1.0580636358234294
2020-21,24,14,1.5985305421929366,0,325,1,1.2,1.3321087851607805
2020-21,24,15,1.7758483993025285,0,483,1,1.2,1.4798736660854404
2020-21,24,16,1.113506739285714,0,363,1,0.85,1.3100079285714283
2020-21,24,17,1.727455722359882,0,383,1,1.4,1.233896944542773
2020-21,24,18,2.091474033599368,0,417,1,1.2,1.7428950279994735
2020-21,24,19,1.1163423585642969,1,435,1,0.85,1.3133439512521141
2020-21,24,20,0.937508585229202,0,455,1,0.85,1.1029512767402376
2020-21,25,1,1.3963349468549238,0,8,1,1.2,1.1636124557124365
2020-21,25,2,1.4366741896103898,0,12,1,1.2,1.1972284913419915
2020-21,25,3,0.9511228318090109,0,74,1,0.85,1.1189680374223658
2020-21,25,4,1.1254667697368421,1,96,1,0.85,1.324078552631579
2020-21,25,5,0.7832418497756384,0,548,1,0.85,0.9214609997360451
2020-21,25,6,1.4419734464285714,0,128,1,1,1.4419734464285714
2020-21,25,7,1.279376553689209,1,156,1,1,1.279376553689209
2020-21,25,8,1.1658268772239428,1,516,1,0.85,1.3715610320281681
2020-21,25,9,1.155602680098684,0,217,1,1,1.155602680098684
2020-21,25,11,1.3466232851158495,0,255,1,1.2,1.1221860709298745
2020-21,25,12,0.9151990264429996,1,278,1,1.2,0.7626658553691663
2020-21,25,13,0.8943340532483552,0,298,1,0.85,1.0521577097039474
2020-21,25,14,1.6354035559827458,0,325,1,1.2,1.3628362966522882
2020-21,25,15,1.2753789844172296,0,483,1,0.85,1.5004458640202702
2020-21,25,17,1.4987605291464459,0,383,1,1.2,1.2489671076220383
2020-21,25,18,1.4439258465787819,1,417,1,0.85,1.6987362900926846
2020-21,25,19,1.2989061090254856,0,435,1,1,1.2989061090254856
2020-21,25,20,1.0929908618421051,1,455,1,1,1.0929908618421051
2020-21,26,1,1.424959648282067,0,8,1,1.2,1.1874663735683892
2020-21,26,10,1.3053514825946204,0,200,1,0.85,1.5357076265819063
2020-21,26,19,1.7934024813436895,0,435,1,1.4,1.2810017723883498
2020-21,27,1,0.9996962089333402,0,8,1,0.85,1.1761131869804002
2020-21,27,2,0.9973147039157814,1,12,1,0.85,1.1733114163715075
2020-21,27,3,1.2933132155428548,0,74,1,1.2,1.0777610129523791
2020-21,27,4,1.3310027832817337,0,96,1,1,1.3310027832817337
2020-21,27,5,1.1020365018047633,1,548,1,1.2,0.9183637515039695
2020-21,27,6,1.71218886122449,0,128,1,1.2,1.4268240510204084
2020-21,27,7,1.497039735770837,0,156,1,1.2,1.2475331131423641
2020-21,27,8,1.3392993101505613,1,516,1,1,1.3392993101505613
2020-21,27,9,1.1859915646616541,0,217,1,1,1.1859915646616541
2020-21,27,10,1.8246003577758105,0,200,1,1.2,1.5205002981465088
2020-21,27,11,0.961163260313165,0,255,1,0.85,1.1307803062507824
2020-21,27,13,1.4193189484210527,1,298,1,1.4,1.0137992488721805
2020-21,27,15,1.2529726907528957,0,483,1,0.85,1.4740855185328186
2020-21,27,17,1.0520593209070797,0,383,1,0.85,1.2377168481259762
2020-21,27,18,1.4318709511279775,1,417,1,0.85,1.6845540601505617
2020-21,27,19,1.298178014376928,1,435,1,1,1.298178014376928
2020-21,27,20,1.1610546736842102,1,455,1,1,1.1610546736842102
2020-21,28,1,1.1713161311342195,0,8,1,1,1.1713161311342195
2020-21,28,2,1.0179030935064934,0,12,1,0.85,1.19753305118411
2020-21,28,3,0.9141870735241271,0,74,1,0.85,1.075514204146032
2020-21,28,4,1.3598081037593983,0,96,1,1,1.3598081037593983
2020-21,28,5,0.8985573725301242,1,548,1,1,0.8985573725301242
2020-21,28,6,1.2277958352182539,1,128,1,0.85,1.4444656884920635
2020-21,28,7,1.0926120445306542,0,156,1,0.85,1.285425934741946
2020-21,28,8,1.5852519959463032,0,516,1,1.2,1.3210433299552526
2020-21,28,9,0.9964614166301169,1,217,1,0.85,1.1723075489766082
2020-21,28,10,1.8653540034603244,1,200,1,1.2,1.5544616695502704
2020-21,28,11,1.1351678116426902,1,255,1,1,1.1351678116426902
2020-21,28,12,0.724308741360487,1,278,1,0.85,0.8521279310123376
2020-21,28,13,1.2526095236842105,1,298,1,1.2,1.0438412697368422
2020-21,28,15,1.7811829716216214,0,483,1,1.2,1.4843191430180178
2020-21,28,16,1.344280277096065,0,376,1,1,1.344280277096065
2020-21,28,17,1.4604441543868523,0,383,1,1.2,1.2170367953223769
2020-21,28,18,1.649945229955253,0,417,1,1,1.649945229955253
2020-21,28,19,1.5558489424736757,0,435,1,1.2,1.2965407853947297
2020-21,28,20,1.3840825526315785,0,455,1,1.2,1.1534021271929822
2020-21,29,1,1.3881065671462771,0,8,1,1.2,1.1567554726218976
2020-21,29,2,1.1862378211502782,0,12,1,1,1.1862378211502782
2020-21,29,3,0.9101175528418185,1,74,1,0.85,1.0707265327550806
2020-21,29,8,1.3526074357262496,0,516,1,1,1.3526074357262496
2020-21,29,10,1.304650245817437,0,200,1,0.85,1.5348826421381612
2020-21,29,17,1.2231817732300885,1,383,1,1,1.2231817732300885
2020-21,29,19,1.303942319133765,0,435,1,1,1.303942319133765
2020-21,30,1,1.4277052659841647,0,8,1,1.2,1.1897543883201374
2020-21,30,2,1.0176063230339105,0,12,1,0.85,1.1971839094516594
2020-21,30,3,1.2515348851756654,0,74,1,1.2,1.0429457376463878
2020-21,30,4,1.160573770467836,0,96,1,0.85,1.3653809064327485
2020-21,30,5,0.7476956914281027,0,548,1,0.85,0.8796419899154149
2020-21,30,6,1.4181748861003862,0,128,1,1,1.4181748861003862
2020-21,30,7,1.0773134282684396,0,156,1,0.85,1.2674275626687526
2020-21,30,8,1.3506720183052237,0,516,1,1,1.3506720183052237
2020-21,30,9,1.371533570697013,0,217,1,1.2,1.142944642247511
2020-21,30,10,1.3006274216738494,0,200,1,0.85,1.5301499078515877
2020-21,30,12,1.0083103302630536,1,278,1,1.2,0.8402586085525448
2020-21,30,13,1.0272785867709817,0,298,1,1,1.0272785867709817
2020-21,30,15,1.5570734364499634,0,483,1,1,1.5570734364499634
2020-21,30,16,1.1303145401072816,0,376,1,0.85,1.3297818118909195
2020-21,30,17,1.020884111103803,0,383,1,0.85,1.2010401307103564
2020-21,30,18,1.9630075059097762,0,417,1,1.2,1.635839588258147
2020-21,30,19,1.3022753375355551,0,435,1,1,1.3022753375355551
2020-21,30,20,1.378116083641536,0,455,1,1.2,1.1484300697012801
2020-21,31,1,1.0355386943709717,1,8,1,0.85,1.2182808169070256
2020-21,31,2,1.202612236223236,0,12,1,1,1.202612236223236
2020-21,31,3,1.2735865821422552,1,74,1,1.2,1.0613221517852127
2020-21,31,5,0.8947606222930093,0,548,1,1,0.8947606222930093
2020-21,31,6,1.7305383406015038,0,128,1,1.2,1.4421152838345865
2020-21,31,7,1.2465935838963627,1,156,1,1,1.2465935838963627
2020-21,31,8,1.1515543777715502,0,516,1,0.85,1.3547698562018238
