season,gw,team,xgc,clean_sheet,element,cf,def,xgc90
2021-22,24,2,1.14782151032606,0,44,1,0.85,1.3503782474424237
2021-22,24,3,1.6703579717926476,0,76,1,1.4,1.1931128369947483
2021-22,24,5,1.5177692457264957,0,98,1,1,1.5177692457264957
2021-22,24,7,1.050920587951065,0,162,1,0.85,1.2363771622953705
2021-22,24,8,1.3380523340024533,0,169,1,1,1.3380523340024533
2021-22,24,9,2.234275775438596,0,200,1,1.4,1.5959112681704257
2021-22,24,10,1.3807038620197045,0,199,1,0.85,1.6243574847290643
2021-22,24,11,0.8416640155405406,1,229,1,0.85,0.9901929594594595
2021-22,24,12,0.5733890097222222,1,257,1,0.85,0.6745753055555556
2021-22,24,13,1.0766463653703704,0,270,1,0.85,1.266642782788671
2021-22,24,14,1.481520506399254,0,299,1,0.85,1.7429653016461812
2021-22,24,15,1.324863690200091,0,326,1,0.85,1.5586631649412834
2021-22,24,16,1.7637456973426073,0,351,1,1.2,1.4697880811188395
2021-22,24,17,1.0371776164473685,0,353,1,0.85,1.220208960526316
2021-22,24,18,1.5972408727715022,0,379,1,1,1.5972408727715022
2021-22,24,19,1.1052945525238096,1,408,1,0.85,1.3003465323809524
2021-22,24,20,1.3084804921193576,0,439,1,1.2,1.0904004100994646
2021-22,25,2,1.3836625738420443,0,44,1,1,1.3836625738420443
2021-22,25,3,1.0308868031105416,1,76,1,0.85,1.2128080036594606
2021-22,25,5,1.8290184172839503,0,98,1,1.2,1.524182014403292
2021-22,25,7,1.0244011611565318,1,162,1,0.85,1.2051778366547434
2021-22,25,8,1.1731996594770107,1,169,1,0.85,1.3802348935023656
2021-22,25,9,1.6279032589231697,0,200,1,1,1.6279032589231697
2021-22,25,10,1.3742443016190478,0,199,1,0.85,1.616758001904762
2021-22,25,11,0.8273156063839702,1,229,1,0.85,0.9733124780987884
2021-22,25,12,0.5665131594086021,1,257,1,0.85,0.6664860698924732
2021-22,25,16,1.7691813906551948,0,351,1,1.2,1.4743178255459957
2021-22,25,17,1.2330580998185119,0,353,1,1,1.2330580998185119
2021-22,25,18,1.3353267988495625,0,379,1,0.85,1.570972704528897
2021-22,25,19,1.2683419668202764,0,408,1,1,1.2683419668202764
2021-22,25,20,1.3230743957153788,1,439,1,1.2,1.1025619964294824
2021-22,26,3,1.429616428438987,0,76,1,1.2,1.191347023699156
2021-22,26,4,0.9376531201314219,0,69,1,0.85,1.1031213178016728
2021-22,26,6,0.7118519504244483,1,127,1,0.85,0.837472882852292
2021-22,26,8,1.34032834545056,0,169,1,1,1.34032834545056
2021-22,26,9,1.5964567836257308,0,200,1,1,1.5964567836257308
2021-22,26,12,0.6559007552083334,0,257,1,1,0.6559007552083334
2021-22,26,13,1.0534135897306398,0,270,1,0.85,1.2393101055654587
2021-22,26,15,2.2699311659914505,0,326,1,1.4,1.6213794042796075
2021-22,26,16,1.2868407635599797,1,351,1,0.85,1.5139303100705643
2021-22,26,19,1.0787343086160714,0,408,1,0.85,1.2690991866071428
2021-22,27,2,1.1565188414435934,1,44,1,0.85,1.3606104016983451
2021-22,27,3,1.0301161961045218,0,76,1,0.85,1.2119014071817904
2021-22,27,4,0.9381792616898147,0,69,1,0.85,1.1037403078703703
2021-22,27,7,1.0459282884878123,0,162,1,0.85,1.230503868809191
2021-22,27,8,1.9308920875097575,0,169,1,1.4,1.3792086339355412
2021-22,27,9,1.3331417962082623,1,200,1,0.85,1.568402113186191
2021-22,27,10,1.7328470320346319,0,199,1,1,1.7328470320346319
2021-22,27,12,0.57249661489899,1,257,1,0.85,0.6735254292929294
2021-22,27,13,1.0440931620915035,1,270,1,0.85,1.2283448965782393
2021-22,27,14,1.3454512052869891,1,39,1,0.85,1.5828837709258696
2021-22,27,15,1.6938962222145875,0,326,1,1,1.6938962222145875
2021-22,27,16,1.2503968238536385,1,351,1,0.85,1.4710550868866337
2021-22,27,17,1.0842812206414474,1,353,1,0.85,1.2756249654605263
2021-22,27,18,1.8245149445611129,1,379,1,1.2,1.5204291204675942
2021-22,27,19,1.2566541506493507,1,408,1,1,1.2566541506493507
2021-22,27,20,1.1256542694813476,0,439,1,1,1.1256542694813476
2021-22,28,1,0.8423273254866331,0,67,1,0.85,0.9909733241019214
2021-22,28,3,1.0516433757090056,0,76,1,0.85,1.2372275008341242
2021-22,28,4,1.106560692480359,0,69,1,1,1.106560692480359
2021-22,28,5,1.8268832860215054,0,98,1,1.2,1.5224027383512546
2021-22,28,7,1.2123370817372943,1,162,1,1,1.2123370817372943
2021-22,28,9,1.3073251947642541,1,200,1,0.85,1.5380296408991225
2021-22,28,11,0.961697714527027,1,229,1,1,0.961697714527027
2021-22,28,12,0.6745442696078432,0,257,1,1,0.6745442696078432
2021-22,28,13,1.6866252993464048,0,270,1,1.4,1.2047323566760035
2021-22,28,17,1.0962937563795854,1,353,1,0.85,1.289757360446571
2021-22,28,19,1.7413158811764706,0,408,1,1.4,1.2437970579831934
2021-22,29,2,1.3321775216022544,0,44,1,1,1.3321775216022544
2021-22,29,3,1.0420848896153345,1,76,1,0.85,1.2259822230768642
2021-22,29,5,1.307505896267361,0,98,1,0.85,1.5382422309027777
2021-22,29,6,0.7062704765350877,1,127,1,0.85,0.8309064429824561
2021-22,29,7,1.6905013708547127,1,162,1,1.4,1.2075009791819378
2021-22,29,9,1.828851200318979,0,200,1,1.2,1.5240426669324825
2021-22,29,10,1.4598640694047615,0,199,1,0.85,1.7174871404761902
2021-22,29,12,0.5650528283333334,1,257,1,0.85,0.6647680333333333
2021-22,29,13,1.248466096768337,0,270,1,1,1.248466096768337
2021-22,29,16,1.2252734185881875,0,351,1,0.85,1.4414981395155146
2021-22,29,19,1.0763380721632654,0,408,1,0.85,1.2662800848979592
2021-22,29,20,1.064467875112751,1,475,1,0.85,1.2523151471914717
2021-22,30,1,0.8446391330181514,1,67,1,0.85,0.9936930976684134
2021-22,30,2,1.602791632011838,0,44,1,1.2,1.3356596933431983
2021-22,30,3,1.2117617904385536,0,76,1,1,1.2117617904385536
2021-22,30,9,1.297195112719298,0,200,1,0.85,1.5261118973168213
2021-22,30,17,1.234989427631579,0,353,1,1,1.234989427631579
2021-22,30,19,1.5098012323809524,0,408,1,1.2,1.2581676936507937
2021-22,30,20,1.046140119242482,0,475,1,0.85,1.2307530814617436
2021-22,31,1,0.826902530576441,0,67,1,0.85,0.9728265065605189
2021-22,31,2,1.3278967294244615,0,44,1,1,1.3278967294244615
2021-22,31,3,1.4532382227879719,0,76,1,1.2,1.21103185232331
2021-22,31,4,0.9726871784465021,1,69,1,0.85,1.1443378569958849
2021-22,31,6,0.6970721404605263,0,127,1,0.85,0.820084871130031
2021-22,31,7,1.471019159435173,1,162,1,1.2,1.2258492995293109
2021-22,31,9,1.833426291729323,0,200,1,1.2,1.5278552431077692
2021-22,31,10,1.442345351823708,0,199,1,0.85,1.69687688449848
2021-22,31,11,0.834885151003861,1,229,1,0.85,0.9822178247104247
2021-22,31,12,0.559638917824074,1,257,1,0.85,0.6583987268518519
2021-22,31,13,1.0713960766516517,0,270,1,0.85,1.260465972531355
2021-22,31,14,1.7828608996885442,0,39,1,1.2,1.4857174164071203
2021-22,31,16,1.2189550299331935,0,351,1,0.85,1.4340647410978746
2021-22,31,17,1.0351811009601706,0,353,1,0.85,1.2178601187766713
2021-22,31,19,1.0943860723166023,0,408,1,0.85,1.2875130262548264
2021-22,31,20,1.0779007485986216,0,475,1,0.85,1.2681185277630842
2021-22,32,1,0.8344479197028284,0,67,1,0.85,0.981703434944504
2021-22,32,2,1.3374423599698564,0,44,1,1,1.3374423599698564
2021-22,32,4,1.350814503303303,0,69,1,1.2,1.1256787527527525
2021-22,32,5,1.3062472237301588,0,98,1,0.85,1.5367614396825398
2021-22,32,6,0.8608923319548872,1,127,1,1,0.8608923319548872
2021-22,32,8,1.412806280837762,1,170,1,1,1.412806280837762
2021-22,32,9,1.2827113300682256,0,200,1,0.85,1.509072153021442
2021-22,32,10,1.44673276369356,1,199,1,0.85,1.7020385455218354
2021-22,32,11,1.3638217780780781,0,229,1,1.4,0.9741584129129129
2021-22,32,12,0.8030951567567566,0,257,1,1.2,0.6692459639639639
2021-22,32,13,1.0653212614766083,0,270,1,0.85,1.2533191311489509
2021-22,32,14,1.5430560867391856,1,39,1,1,1.5430560867391856
2021-22,32,16,1.719254544906605,0,351,1,1.2,1.4327121207555042
2021-22,32,17,1.0189986417243768,1,353,1,0.85,1.1988219314404434
2021-22,32,19,1.0961404493609022,0,408,1,0.85,1.2895769992481203
2021-22,32,20,1.2814797443744248,0,475,1,1,1.2814797443744248
2021-22,33,3,1.0289309135992128,0,76,1,0.85,1.2105069571755447
2021-22,33,7,1.2150653437098842,0,162,1,1,1.2150653437098842
2021-22,33,8,1.1840644931923172,0,170,1,0.85,1.3930170508144908
2021-22,33,11,0.9812630504017532,1,229,1,1,0.9812630504017532
2021-22,33,12,0.5806010149122807,1,257,1,0.85,0.6830600175438596
2021-22,33,17,1.0226476714237516,0,353,1,0.85,1.2031149075573548
2021-22,33,19,1.1051844275824174,0,408,1,0.85,1.3002169736263736
2021-22,34,1,0.9615573479752011,0,67,1,1,0.9615573479752011
2021-22,34,2,1.32629616083594,1,44,1,1,1.32629616083594
2021-22,34,3,1.2192680186508604,1,76,1,1,1.2192680186508604
2021-22,34,4,0.9732036506018517,0,69,1,0.85,1.144945471296296
2021-22,34,5,1.5528064839181288,1,98,1,1,1.5528064839181288
2021-22,34,8,1.9209709448932522,0,170,1,1.4,1.3721221034951803
2021-22,34,9,1.2910964828834903,1,200,1,0.85,1.5189370386864594
2021-22,34,10,1.4313826105699854,1,199,1,0.85,1.6839795418470418
2021-22,34,11,0.8303893450035562,1,229,1,0.85,0.9769286411806544
2021-22,34,12,0.5740085779914529,0,257,1,0.85,0.6753042094017093
2021-22,34,14,1.2305010914593988,1,39,1,0.85,1.4476483428934104
2021-22,34,16,1.2895259971075301,0,351,1,0.85,1.5170894083618003
2021-22,34,17,1.0051688790131577,1,353,1,0.85,1.182551622368421
2021-22,34,19,1.5810558141428572,0,408,1,1.2,1.3175465117857144
2021-22,34,20,1.0892195264566493,0,475,1,0.85,1.2814347370078227
2021-22,35,2,1.1034830880448336,1,44,1,0.85,1.2982153976998043
2021-22,35,3,1.4412004304379435,0,76,1,1.2,1.2010003586982863
2021-22,35,4,1.1377867037037035,1,69,1,1,1.1377867037037035
2021-22,35,5,1.297914155911681,0,98,1,0.85,1.5269578304843305
2021-22,35,6,0.7223565939367,0,127,1,0.85,0.849831286984353
2021-22,35,7,1.1166258867689973,0,477,1,1,1.1166258867689973
2021-22,35,8,1.6536386472417368,1,170,1,1.2,1.3780322060347807
2021-22,35,9,1.7935270352631576,0,200,1,1.2,1.494605862719298
2021-22,35,10,2.350802477832512,0,199,1,1.4,1.6791446270232229
2021-22,35,11,0.9618899067914068,1,229,1,1,0.9618899067914068
2021-22,35,12,0.5679813085416666,1,257,1,0.85,0.6682133041666666
2021-22,35,13,1.112055217118863,1,270,1,0.85,1.3083002554339564
2021-22,35,14,1.7089849860828974,0,39,1,1.2,1.4241541550690813
2021-22,35,15,1.4383010757540677,0,319,1,0.85,1.6921189126518446
2021-22,35,16,1.3099098731988907,0,351,1,0.85,1.5410704390575185
2021-22,35,17,1.0065956844030808,0,353,1,0.85,1.184230216944801
2021-22,35,19,1.6072980137979092,0,408,1,1.2,1.3394150114982577
2021-22,35,20,1.0864361802231646,0,475,1,0.85,1.2781602120272524
2021-22,36,3,1.03007660618523,1,76,1,0.85,1.211854830806153
2021-22,36,4,1.1222555917107582,1,69,1,1,1.1222555917107582
2021-22,36,13,1.098875131502525,0,270,1,0.85,1.2927942723559118
2021-22,36,14,2.035149122866451,0,39,1,1.4,1.4536779449046078
2021-22,36,16,1.291051931343322,0,351,1,0.85,1.5188846251097907
2021-22,36,19,1.1293298023979592,1,408,1,0.85,1.3286232969387757
2021-22,37,3,1.0260587283969191,0,76,1,0.85,1.2071279157610815
2021-22,37,4,0.948651985443583,0,69,1,0.85,1.1160611593453917
2021-22,37,6,0.7222823068914475,0,127,1,0.85,0.8497438904605265
2021-22,37,10,1.440380763843381,0,199,1,0.85,1.6945656045216249
2021-22,37,12,0.688974492248062,0,257,1,1,0.688974492248062
2021-22,37,14,1.8155382163687603,1,39,1,1.2,1.5129485136406338
2021-22,37,15,1.7460668471788003,0,319,1,1,1.7460668471788003
2021-22,37,16,1.8803831167760505,0,351,1,1.2,1.5669859306467089
2021-22,37,17,0.996544363875598,1,353,1,0.85,1.1724051339712918
2021-22,37,18,1.300864159156913,0,379,1,0.85,1.5304284225375446
2021-22,37,19,1.8473887525581394,0,408,1,1.4,1.3195633946843854
2021-22,38,1,0.8192626985338876,0,23,1,0.85,0.9638384688633972
2021-22,38,2,1.7814811381246536,0,44,1,1.4,1.2724865272318955
2021-22,38,3,1.0340243700853118,0,76,1,0.85,1.2164992589238963
2021-22,38,4,1.1371086557239054,0,69,1,1,1.1371086557239054
2021-22,38,5,1.2247746069767442,0,112,1,0.85,1.4409113023255815
2021-22,38,9,1.262079633124003,0,200,1,0.85,1.48479956838118
2021-22,38,10,1.4480258733984623,0,199,1,0.85,1.7035598510570145
2021-22,38,11,0.960091452313836,0,231,1,1,0.960091452313836
2021-22,38,12,0.5902228100378787,0,257,1,0.85,0.6943797765151514
2021-22,38,13,1.130439498580247,0,270,1,0.85,1.329928821859114
2021-22,38,14,1.2628436816692292,0,39,1,0.85,1.4856984490226226
2021-22,38,15,1.725102028071538,0,319,1,1,1.725102028071538
2021-22,38,16,1.5552270987227421,0,351,1,1,1.5552270987227421
2021-22,38,17,0.9940176607894736,1,353,1,0.85,1.1694325421052632
2021-22,38,19,1.1344792358116882,0,408,1,0.85,1.3346814538961038
2021-22,38,20,1.8972781411064537,0,429,1,1.4,1.3551986722188956
2022-23,8,1,0.9065323655462183,1,15,1,1,0.9065323655462183
2022-23,8,2,1.2415070384920632,1,31,1,0.85,1.4605965158730156
2022-23,8,3,2.0017555630936483,0,71,1,1.2,1.6681296359113735
2022-23,8,4,1.4083100428571427,0,81,1,1.2,1.1735917023809523
2022-23,8,9,1.39419861702092,0,209,1,0.85,1.6402336670834352
2022-23,8,10,1.9261979471449795,0,249,1,1.2,1.6051649559541497
2022-23,8,13,0.5898378334942085,1,307,1,0.85,0.6939268629343629
2022-23,8,15,1.1355107565101563,0,357,1,0.85,1.3358950076590075
2022-23,8,17,1.3317086250244432,0,409,1,0.85,1.5667160294405214
2022-23,8,18,1.0698616428571426,0,425,1,1,1.0698616428571426
2022-23,8,19,1.106470206362574,0,461,1,0.85,1.3017296545442048
2022-23,8,20,1.8401891972602735,0,478,1,1.4,1.3144208551859098
2022-23,9,1,0.8810976078431371,0,15,1,1,0.8810976078431371
2022-23,9,2,1.1707644559259258,1,31,1,0.85,1.377369948148148
2022-23,9,3,1.6368723068041526,1,71,1,1,1.6368723068041526
2022-23,9,4,1.003769693888889,1,81,1,0.85,1.1809055222222222
2022-23,9,5,1.2941349838654153,0,106,1,1.2,1.0784458198878462
2022-23,9,6,1.0168932843107912,0,128,1,0.85,1.1963450403656368
2022-23,9,7,1.4600160992736078,0,152,1,1,1.4600160992736078
2022-23,9,9,1.6036849847587917,0,209,1,1,1.6036849847587917
2022-23,9,10,1.3828349317236253,1,249,1,0.85,1.6268646255572063
2022-23,9,12,1.0331922394957984,0,280,1,1,1.0331922394957984
2022-23,9,13,0.6678184720720721,0,307,1,1,0.6678184720720721
2022-23,9,14,1.9116169210526315,0,327,1,1.4,1.365440657894737
2022-23,9,16,1.6190153847587916,0,385,1,1,1.6190153847587916
2022-23,9,17,1.3144749300228136,0,409,1,0.85,1.5464410941444866
2022-23,9,18,1.3222384799999995,0,425,1,1.2,1.1018653999999997
2022-23,9,19,1.0546135959384024,1,461,1,0.85,1.2407218775745912
2022-23,9,20,1.3199020648401825,0,478,1,1,1.3199020648401825
2022-23,10,1,1.1007861838235293,0,15,1,1.2,0.9173218198529411
2022-23,10,2,1.1130126961805555,0,31,1,0.85,1.309426701388889
2022-23,10,3,1.615139202069153,0,71,1,1,1.615139202069153
2022-23,10,4,1.3837887624999998,0,81,1,1.2,1.1531573020833332
2022-23,10,5,1.15132749856199,0,106,1,1,1.15132749856199
2022-23,10,7,1.2305137420903955,0,152,1,0.85,1.4476632259887006
2022-23,10,8,1.4973105577108825,0,199,1,1,1.4973105577108825
2022-23,10,9,1.839389107056221,0,209,1,1,1.839389107056221
2022-23,10,10,1.3594955984908987,0,249,1,0.85,1.599406586459881
2022-23,10,11,1.2667760862001696,0,230,1,0.85,1.4903248072943172
2022-23,10,12,1.221018908235294,0,280,1,1.2,1.017515756862745
2022-23,10,13,0.6237660761824324,1,307,1,0.85,0.7338424425675676
2022-23,10,14,1.2510461052631578,0,327,1,0.85,1.4718189473684211
2022-23,10,15,1.4007150069444445,0,376,1,1,1.4007150069444445
2022-23,10,16,1.3693475409977878,0,385,1,0.85,1.610997107056221
2022-23,10,18,1.2777539375,1,425,1,1,1.2777539375
2022-23,10,19,1.0184441899422523,0,461,1,0.85,1.1981696352261793
2022-23,10,20,1.5607944729452052,0,478,1,1.2,1.300662060787671
2022-23,11,1,0.7710893058823529,1,15,1,0.85,0.9071638892733563
2022-23,11,2,1.245057954248366,0,31,1,1,1.245057954248366
2022-23,11,3,1.3449891226922421,0,71,1,0.85,1.5823401443438143
2022-23,11,4,1.2252729313725488,1,81,1,1,1.2252729313725488
2022-23,11,5,1.1262488424018655,0,106,1,1,1.1262488424018655
2022-23,11,6,0.9882018153567386,1,128,1,0.85,1.1625903710079277
2022-23,11,7,1.4241168368644068,1,152,1,1,1.4241168368644068
2022-23,11,8,1.8163792181205258,0,199,1,1.2,1.5136493484337716
2022-23,11,11,1.7970472582061068,0,230,1,1.2,1.4975393818384224
2022-23,11,12,1.588981568382353,1,280,1,1.4,1.1349868345588237
2022-23,11,13,0.8358402410174881,0,307,1,1.2,0.6965335341812401
2022-23,11,14,1.4020563881578947,1,327,1,1,1.4020563881578947
2022-23,11,15,1.659838666666667,1,376,1,1.2,1.383198888888889
2022-23,11,16,1.3163687419705228,0,385,1,0.85,1.5486691082006152
2022-23,11,17,1.274173237470464,0,422,1,0.85,1.499027338200546
2022-23,11,18,1.0601707999999999,1,425,1,0.85,1.2472597647058823
2022-23,11,20,1.1577744486301367,1,478,1,0.85,1.3620875866236903
2022-23,12,2,1.0562593577160495,0,31,1,0.85,1.2426580679012347
2022-23,12,3,1.342332653459305,0,71,1,0.85,1.5792148864227118
2022-23,12,4,1.2676940462962962,1,81,1,1,1.2676940462962962
2022-23,12,5,0.9936524739214924,1,106,1,0.85,1.1690029104958735
2022-23,12,7,1.1866041194915253,0,152,1,0.85,1.396004846460618
2022-23,12,8,1.8774334615582746,0,199,1,1.2,1.5645278846318955
2022-23,12,9,1.6278863027971184,1,201,1,0.85,1.9151603562319042
2022-23,12,10,1.4360166333333335,1,254,1,0.85,1.6894313333333335
2022-23,12,12,0.9522901176470588,1,280,1,0.85,1.1203413148788928
2022-23,12,14,1.3653654241486068,1,327,1,1,1.3653654241486068
2022-23,12,15,1.1754011608024693,1,376,1,0.85,1.3828248950617286
2022-23,12,16,1.5261714370536967,1,385,1,1,1.5261714370536967
2022-23,12,17,1.3161884650681595,1,422,1,0.85,1.5484570177272465
2022-23,12,18,1.4498532666666668,0,425,1,1.2,1.2082110555555556
2022-23,12,19,1.3091597991881483,0,455,1,1.2,1.090966499323457
2022-23,12,20,1.1507216875951294,0,478,1,0.85,1.3537902207001522
2022-23,13,1,0.8210799361111111,0,15,1,0.85,0.9659763954248366
2022-23,13,2,1.3261896959064328,1,31,1,1,1.3261896959064328
2022-23,13,3,1.5527785537780658,0,71,1,1,1.5527785537780658
2022-23,13,4,1.0440421083333333,0,81,1,0.85,1.2282848333333334
2022-23,13,5,1.5604245594334327,0,106,1,1.4,1.1145889710238805
2022-23,13,6,1.192309597819932,0,128,1,1,1.192309597819932
2022-23,13,7,1.1600582489642186,0,152,1,0.85,1.3647744105461395
2022-23,13,8,1.3091671334141053,1,199,1,0.85,1.5401966275460062
2022-23,13,9,1.551600603327485,0,201,1,0.85,1.8254124745029234
2022-23,13,10,1.4123872000000002,1,254,1,0.85,1.6616320000000002
2022-23,13,11,1.2322858813829785,0,238,1,0.85,1.4497480957446807
2022-23,13,12,1.0297953694444446,0,280,1,0.85,1.2115239640522877
2022-23,13,13,0.7658512822822824,0,307,1,1,0.7658512822822824
2022-23,13,14,1.5900886140350878,0,327,1,1.2,1.3250738450292399
2022-23,13,15,1.5757958596491228,0,376,1,1.2,1.313163216374269
2022-23,13,16,1.8507788252466595,1,385,1,1.2,1.5423156877055497
2022-23,13,17,1.8012807620282425,0,422,1,1.2,1.501067301690202
2022-23,13,18,1.2320912105263158,0,425,1,1,1.2320912105263158
2022-23,13,19,0.9781612287949357,1,455,1,0.85,1.1507779162293361
2022-23,13,20,1.3468041038211969,0,478,1,1,1.3468041038211969
2022-23,14,1,0.8049419526315789,1,15,1,0.85,0.9469905325077399
2022-23,14,3,1.6440517979869154,0,71,1,1,1.6440517979869154
2022-23,14,4,1.1091311629166667,0,81,1,0.85,1.3048601916666667
2022-23,14,5,1.151206288338413,0,106,1,1,1.151206288338413
2022-23,14,6,1.1639679744187597,0,128,1,1,1.1639679744187597
2022-23,14,7,1.1472261384924174,1,152,1,0.85,1.3496778099910793
2022-23,14,8,1.2683788792433999,1,199,1,0.85,1.4922104461687058
2022-23,14,9,1.562234641383072,1,201,1,0.85,1.8379231075094966
2022-23,14,10,2.32088185,0,254,1,1.4,1.6577727500000001
2022-23,14,11,1.800087582530795,0,238,1,1.2,1.5000729854423291
2022-23,14,12,1.102085410526316,0,280,1,0.85,1.2965710712074305
2022-23,14,13,0.7325452674253201,1,307,1,1,0.7325452674253201
2022-23,14,14,1.086219483102493,1,327,1,0.85,1.277905274238227
2022-23,14,15,1.1250375647222222,1,376,1,0.85,1.3235736055555556
2022-23,14,16,1.8931252307963766,0,385,1,1.2,1.5776043589969806
2022-23,14,17,1.3298604027239087,0,422,1,0.85,1.5645416502634222
2022-23,14,18,1.0757054725,0,425,1,0.85,1.26553585
2022-23,14,20,1.3275350986301369,0,478,1,1,1.3275350986301369
2022-23,15,1,1.1202323470588234,1,15,1,1.2,0.9335269558823529
2022-23,15,2,1.3556840370774264,0,31,1,1,1.3556840370774264
2022-23,15,3,1.4188275135547443,0,71,1,0.85,1.66920883947617
2022-23,15,4,1.079578759920635,0,81,1,0.85,1.2700926587301589
2022-23,15,5,0.9740314253332686,0,106,1,0.85,1.1459193239214924
2022-23,15,6,1.4071059710079277,0,128,1,1.2,1.1725883091732732
2022-23,15,7,1.3481969194915253,0,152,1,1,1.3481969194915253
2022-23,15,8,1.5029558534940055,0,199,1,1,1.5029558534940055
2022-23,15,9,2.5202643537236598,0,201,1,1.4,1.8001888240883286
2022-23,15,10,1.369698338095238,1,254,1,0.85,1.6114098095238096
2022-23,15,11,1.2903305457446805,0,238,1,0.85,1.5180359361702125
2022-23,15,12,1.5721486411764705,0,280,1,1.2,1.3101238676470588
2022-23,15,13,0.620184143445946,0,307,1,0.85,0.7296284040540542
2022-23,15,14,1.0718551514473684,0,327,1,0.85,1.2610060605263158
2022-23,15,15,1.0821194211640213,0,376,1,0.85,1.273081671957672
2022-23,15,16,1.7231204354786644,0,385,1,1,1.7231204354786644
2022-23,15,17,1.538063529978708,0,422,1,1,1.538063529978708
2022-23,15,18,1.4956250857142857,0,425,1,1.2,1.2463542380952382
2022-23,15,19,1.032912824453802,0,461,1,0.85,1.2151915581809434
2022-23,15,20,1.3250890463144163,0,478,1,1,1.3250890463144163
2022-23,16,1,0.7666821547619047,1,15,1,0.85,0.9019790056022409
2022-23,16,2,1.3157849397089398,0,31,1,1,1.3157849397089398
2022-23,16,4,1.7830193075757574,0,81,1,1.4,1.2735852196969697
2022-23,16,5,0.98039362174597,0,106,1,0.85,1.1534042608776118
2022-23,16,7,1.0970835610169491,0,152,1,0.85,1.2906865423728813
2022-23,16,8,1.3046173584030907,0,199,1,0.85,1.5348439510624596
2022-23,16,9,1.8231930143489576,0,201,1,1,1.8231930143489576
2022-23,16,10,1.5932459545454547,1,254,1,1,1.5932459545454547
2022-23,16,11,1.8214687841945283,0,238,1,1.2,1.5178906534954404
2022-23,16,12,1.1320796785714284,0,280,1,0.85,1.3318584453781512
2022-23,16,13,0.7339457657657659,0,307,1,1,0.7339457657657659
2022-23,16,14,1.043577794235589,0,327,1,0.85,1.2277385814536341
2022-23,16,15,1.2882181414141414,1,376,1,1,1.2882181414141414
2022-23,16,17,1.8373653922201005,0,422,1,1.2,1.531137826850084
2022-23,16,18,1.0662845477272727,0,425,1,0.85,1.254452409090909
2022-23,16,20,1.6162976712328767,0,478,1,1.2,1.3469147260273973
2022-23,17,1,0.7508729659090908,0,15,1,0.85,0.8833799598930481
2022-23,17,3,1.9168265585233528,0,57,1,1.2,1.5973554654361275
2022-23,17,4,1.2881162971014493,0,81,1,1,1.2881162971014493
2022-23,17,5,0.9932130025756987,0,106,1,0.85,1.168485885383175
2022-23,17,6,1.0461981950538743,1,128,1,0.85,1.2308214059457345
2022-23,17,7,1.089155899152542,0,152,1,0.85,1.281359881355932
2022-23,17,8,1.3404894297768695,0,199,1,0.85,1.5770463879727876
2022-23,17,9,1.5767717313410425,1,201,1,0.85,1.8550255662835795
2022-23,17,10,1.5848613478260871,0,254,1,1,1.5848613478260871
2022-23,17,11,2.1468556914893613,0,238,1,1.4,1.5334683510638296
2022-23,17,12,1.1213094659090908,0,280,1,0.85,1.3191876069518715
2022-23,17,13,0.6451909963144963,0,307,1,0.85,0.7590482309582309
2022-23,17,14,1.0469067581339713,1,327,1,0.85,1.231655009569378
2022-23,17,15,1.2450651787439615,1,376,1,1,1.2450651787439615
2022-23,17,17,1.5502898638371658,0,422,1,1,1.5502898638371658
2022-23,17,19,1.398280857430023,0,455,1,1.2,1.1652340478583525
2022-23,17,20,1.1619250163787966,0,478,1,0.85,1.3669706075044668
2022-23,18,1,0.8914677877237851,0,15,1,1,0.8914677877237851
2022-23,18,3,1.3676745185267865,0,57,1,0.85,1.6090288453256312
2022-23,18,4,1.2789697847222223,1,81,1,1,1.2789697847222223
2022-23,18,5,1.4410794510485139,0,106,1,1.2,1.2008995425404283
2022-23,18,6,1.017648971710885,0,128,1,0.85,1.1972340843657472
2022-23,18,7,1.1381025991893883,1,152,1,0.85,1.3389442343404567
2022-23,18,8,2.1574972371968233,0,199,1,1.4,1.5410694551405881
2022-23,18,9,1.5297848541882955,0,201,1,0.85,1.7997468872803477
2022-23,18,10,1.9176905500000003,0,254,1,1.2,1.5980754583333336
2022-23,18,11,1.9792488899167435,1,238,1,1.2,1.6493740749306196
2022-23,18,12,1.3183359718670076,0,280,1,1,1.3183359718670076
2022-23,18,13,0.6387809529964746,0,307,1,0.85,0.7515070035252643
2022-23,18,14,1.0278979860411899,1,327,1,0.85,1.2092917482837529
2022-23,18,15,1.032491426851852,1,376,1,0.85,1.2146957962962963
2022-23,18,16,1.679065812206369,0,398,1,1,1.679065812206369
2022-23,18,17,1.288414972026438,0,422,1,0.85,1.5157823200311036
2022-23,18,19,1.2063704023117128,0,455,1,1,1.2063704023117128
2022-23,18,20,1.382255165525114,0,478,1,1,1.382255165525114
2022-23,19,1,0.9020357965686274,1,15,1,1,0.9020357965686274
2022-23,19,2,1.1848852456868335,0,44,1,0.85,1.39398264198451
2022-23,19,4,1.532974792,0,81,1,1.2,1.2774789933333335
2022-23,19,5,1.0802115023610572,0,106,1,0.85,1.2708370616012439
2022-23,19,7,1.3064090579096044,0,152,1,1,1.3064090579096044
2022-23,19,8,1.5609906769349646,0,199,1,1,1.5609906769349646
