season,cutoff,code,position,run,run_capped,flagged,expected,actual
2020-21,5,54694,MID,0,0,false,86.2632,89.2000
2020-21,5,80201,GKP,0,0,false,79.8553,90.0000
2020-21,5,84450,MID,0,0,false,64.6777,52.0000
2020-21,5,98745,DEF,0,0,false,60.2105,90.0000
2020-21,5,83299,DEF,0,0,false,87.5000,36.0000
2020-21,5,109345,MID,0,0,false,58.9258,62.6000
2020-21,5,110735,DEF,0,0,false,80.1053,90.0000
2020-21,5,115382,FWD,0,0,false,81.3553,56.6000
2020-21,5,116216,MID,0,0,false,69.5840,43.2000
2020-21,5,131897,GKP,0,0,false,90.0000,72.0000
2020-21,5,198869,DEF,0,0,false,88.3528,90.0000
2020-21,5,232792,DEF,0,0,false,45.2572,69.6000
2020-21,5,116594,MID,0,0,false,66.8398,90.0000
2020-21,5,165153,FWD,0,0,false,89.7255,78.8000
2020-21,5,40836,GKP,0,0,false,86.4474,90.0000
2020-21,5,50471,MID,0,0,false,83.1868,52.2000
2020-21,5,55037,MID,0,0,false,78.2105,90.0000
2020-21,5,55494,DEF,0,0,false,76.3158,0.0000
2020-21,5,60252,MID,0,0,false,61.8947,77.4000
2020-21,5,82403,MID,0,0,false,88.1447,54.0000
2020-21,5,244723,DEF,0,0,false,47.5395,18.0000
2020-21,5,59949,DEF,0,0,false,57.0735,18.0000
2020-21,5,101188,DEF,0,0,false,84.8816,50.2000
2020-21,5,106611,DEF,0,0,false,78.6316,90.0000
2020-21,5,111234,GKP,0,0,false,90.0000,72.0000
2020-21,5,164511,DEF,0,0,false,75.0132,54.0000
2020-21,5,177815,FWD,0,0,false,77.7172,90.0000
2020-21,5,212319,FWD,0,0,false,77.5424,33.0000
2020-21,5,128389,FWD,0,0,false,81.3523,61.0000
2020-21,5,166324,MID,0,0,false,84.4596,36.4000
2020-21,5,203325,MID,0,0,false,81.3523,71.2000
2020-21,5,66588,DEF,0,0,false,90.0000,85.8000
2020-21,5,72222,MID,0,0,false,85.3955,90.0000
2020-21,5,87873,DEF,0,0,false,90.0000,88.0000
2020-21,5,106617,FWD,0,0,false,82.5914,90.0000
2020-21,5,155405,MID,0,0,false,90.0000,36.0000
2020-21,5,165808,MID,0,0,false,79.6564,43.6000
2020-21,5,437495,GKP,0,0,false,90.0000,90.0000
2020-21,5,17745,GKP,0,0,false,90.0000,90.0000
2020-21,5,166989,MID,0,0,false,82.1447,90.0000
2020-21,5,201666,MID,0,0,false,72.3026,53.6000
2020-21,5,220627,DEF,0,0,false,58.2895,90.0000
2020-21,5,41733,MID,0,0,false,71.3756,90.0000
2020-21,5,92217,FWD,0,0,false,79.4290,77.8000
2020-21,5,97032,DEF,0,0,false,79.0189,0.0000
2020-21,5,116643,MID,0,0,false,68.2957,54.0000
2020-21,5,118748,MID,0,0,false,82.8816,66.4000
2020-21,5,122798,DEF,0,0,false,85.9342,90.0000
2020-21,5,169187,DEF,0,0,false,86.6127,48.4000
2020-21,5,50232,MID,0,0,false,71.3177,18.0000
2020-21,5,57145,DEF,0,0,false,79.4342,90.0000
2020-21,5,59735,GKP,0,0,false,90.0000,90.0000
2020-21,5,153127,MID,0,0,false,68.4454,19.4000
2020-21,5,40386,DEF,0,0,false,81.3040,87.0000
2020-21,5,63426,DEF,0,0,false,89.0132,54.0000
2020-21,5,82691,DEF,0,0,false,90.0000,90.0000
2020-21,5,153723,MID,0,0,false,74.6425,48.2000
2020-21,5,207189,MID,0,0,false,52.1918,90.0000
2020-21,5,40146,DEF,0,0,false,81.0789,69.6000
2020-21,5,58376,GKP,0,0,false,78.1579,90.0000
2020-21,5,78056,MID,0,0,false,65.9206,90.0000
2020-21,5,84939,FWD,0,0,false,81.8421,34.8000
2020-21,5,101178,MID,0,0,false,90.0000,90.0000
2020-21,5,158534,DEF,0,0,false,57.4211,90.0000
2020-21,5,171771,DEF,0,0,false,82.1352,81.0000
2020-21,5,200439,FWD,0,0,false,55.2452,89.6000
2020-21,5,37915,GKP,0,0,false,68.7895,90.0000
2020-21,5,78830,FWD,0,0,false,78.4813,90.0000
2020-21,5,85971,MID,0,0,false,69.6500,88.8000
2020-21,5,132015,MID,0,0,false,81.1842,90.0000
2020-21,5,49944,MID,0,0,false,90.0000,41.2000
2020-21,5,61600,MID,0,0,false,56.4477,42.8000
2020-21,5,101982,GKP,0,0,false,90.0000,90.0000
2020-21,5,37096,GKP,0,0,false,72.8553,90.0000
2020-21,5,40669,DEF,0,0,false,81.6579,84.4000
2020-21,5,55459,DEF,0,0,false,80.8816,90.0000
2020-21,5,57531,FWD,0,0,false,65.6908,19.2000
2020-21,5,178186,MID,0,0,false,55.6250,79.0000
2020-21,5,179830,MID,0,0,false,83.4352,47.2000
2020-21,5,204480,MID,0,0,false,90.0000,90.0000
2020-21,5,215439,MID,0,0,false,58.6711,90.0000
2020-21,5,217593,MID,0,0,false,69.6994,83.2000
2020-21,5,19624,MID,0,0,false,73.3705,40.2000
2020-21,5,38533,GKP,0,0,false,90.0000,90.0000
2020-21,5,90585,DEF,0,0,false,71.0526,90.0000
2020-21,5,94147,DEF,0,0,false,90.0000,72.0000
2020-21,5,102057,FWD,0,0,false,87.6447,74.8000
2020-21,5,107613,DEF,0,0,false,80.5658,13.4000
2020-21,5,247632,MID,0,0,false,53.1523,70.6000
2020-21,5,47431,MID,0,0,false,70.5907,51.6000
2020-21,5,210407,MID,0,0,false,85.9117,65.0000
2020-21,5,225321,GKP,0,0,false,88.8158,90.0000
2020-21,5,83314,MID,0,0,false,68.3329,66.0000
2020-21,5,193645,DEF,0,0,false,90.0000,90.0000
2020-21,5,166477,DEF,0,0,false,90.0000,18.0000
2020-21,5,219847,MID,0,0,false,81.1445,32.6000
2020-21,5,182539,MID,0,0,false,54.8662,63.0000
2020-21,5,75115,FWD,0,0,false,82.8250,68.6000
2020-21,5,60025,MID,0,0,false,83.9063,66.4000
2020-21,5,121599,MID,0,0,false,82.6198,83.4000
2020-21,5,194799,DEF,0,0,false,68.5791,90.0000
2020-21,5,86881,MID,0,0,false,46.7742,85.8000
2020-21,9,41270,DEF,3,3,false,44.9843,32.0000
2020-21,9,54694,MID,0,0,false,86.9645,72.0000
2020-21,9,59966,FWD,1,1,false,48.7281,34.4000
2020-21,9,80201,GKP,0,0,false,82.7538,90.0000
2020-21,9,84450,MID,0,0,false,57.3500,45.4000
2020-21,9,98745,DEF,0,0,false,68.7218,47.4000
2020-21,9,98980,GKP,0,0,false,62.1801,72.0000
2020-21,9,156074,DEF,0,0,false,45.6495,81.0000
2020-21,9,192895,DEF,0,0,false,62.8888,90.0000
2020-21,9,223340,MID,0,0,false,57.8124,90.0000
2020-21,9,114283,MID,0,0,false,88.2425,72.0000
2020-21,9,122806,MID,0,0,false,79.5865,72.0000
2020-21,9,148508,MID,0,0,false,69.6361,14.6000
2020-21,9,149484,DEF,0,0,false,85.1316,72.0000
2020-21,9,169359,DEF,0,0,false,79.3891,72.0000
2020-21,9,199798,DEF,0,0,false,77.0113,36.0000
2020-21,9,230046,MID,0,0,false,79.3252,52.8000
2020-21,9,78916,DEF,0,0,false,59.8037,18.0000
2020-21,9,83299,DEF,0,0,false,63.2410,90.0000
2020-21,9,109345,MID,0,0,false,54.2623,90.0000
2020-21,9,110735,DEF,0,0,false,82.9323,72.0000
2020-21,9,111478,DEF,0,0,false,50.3691,65.4000
2020-21,9,115382,FWD,0,0,false,74.1589,41.0000
2020-21,9,116216,MID,2,2,false,51.9124,48.2000
2020-21,9,131897,GKP,0,0,false,81.7583,54.0000
2020-21,9,198869,DEF,0,0,false,89.3956,84.2000
2020-21,9,227127,MID,0,0,false,65.4356,86.2000
2020-21,9,232792,DEF,0,0,false,58.8551,33.4000
2020-21,9,235382,MID,3,3,false,26.4686,25.0000
2020-21,9,17761,DEF,0,0,false,82.0116,90.0000
2020-21,9,41674,DEF,2,2,false,40.5445,0.0000
2020-21,9,44699,FWD,1,1,false,44.2195,46.4000
2020-21,9,60551,MID,0,0,false,87.4624,90.0000
2020-21,9,60689,FWD,0,0,false,79.9491,79.2000
2020-21,9,98747,GKP,0,0,false,90.0000,72.0000
2020-21,9,103914,DEF,0,0,false,76.1278,90.0000
2020-21,9,172782,MID,0,0,false,65.4229,72.0000
2020-21,9,433154,MID,0,0,false,89.2387,89.2000
2020-21,9,41328,DEF,3,3,false,50.2288,18.0000
2020-21,9,85955,MID,1,1,false,48.1478,13.0000
2020-21,9,88894,MID,0,0,false,47.8734,0.0000
2020-21,9,94245,FWD,0,0,false,34.6350,7.6000
2020-21,9,103192,DEF,0,0,false,75.7570,90.0000
2020-21,9,116594,MID,0,0,false,73.6809,90.0000
2020-21,9,165153,FWD,0,0,false,83.8041,86.6000
2020-21,9,184341,MID,0,0,false,73.1086,90.0000
2020-21,9,225796,DEF,0,0,false,61.5148,72.0000
2020-21,9,40836,GKP,0,0,false,87.4624,90.0000
2020-21,9,50471,MID,0,0,false,70.5638,81.4000
2020-21,9,50472,MID,1,1,false,30.5202,0.0000
2020-21,9,55037,MID,0,0,false,81.5789,84.4000
2020-21,9,55494,DEF,4,4,false,43.5967,18.0000
2020-21,9,60252,MID,0,0,false,66.0069,30.2000
2020-21,9,80146,FWD,0,0,false,64.8284,37.0000
2020-21,9,82403,MID,1,1,false,77.0193,70.0000
2020-21,9,86417,MID,0,0,false,37.4372,69.6000
2020-21,9,173954,MID,0,0,false,45.5858,14.4000
2020-21,9,244723,DEF,3,3,false,29.9727,0.0000
2020-21,9,20467,MID,0,0,false,47.8924,77.8000
2020-21,9,59949,DEF,1,1,false,42.5748,1.4000
2020-21,9,101188,DEF,0,0,false,76.6392,0.0000
2020-21,9,106611,DEF,0,0,false,81.8797,90.0000
2020-21,9,111234,GKP,0,0,false,81.7583,72.0000
2020-21,9,120250,MID,2,2,false,32.7625,28.0000
2020-21,9,164511,DEF,0,0,false,69.4940,72.0000
2020-21,9,177815,FWD,0,0,false,81.6558,89.8000
2020-21,9,212319,FWD,0,0,false,56.0904,89.8000
2020-21,9,76357,MID,0,0,false,77.9617,14.2000
2020-21,9,82514,DEF,3,3,false,38.4122,0.0000
2020-21,9,101105,DEF,2,2,false,22.0660,0.8000
2020-21,9,128389,FWD,0,0,false,75.1428,18.4000
2020-21,9,166324,MID,0,0,false,50.0015,71.2000
2020-21,9,203325,MID,0,0,false,69.9321,90.0000
2020-21,9,55914,DEF,0,0,false,65.6212,86.2000
2020-21,9,66588,DEF,0,0,false,85.7695,90.0000
2020-21,9,72222,MID,0,0,false,88.3106,80.6000
2020-21,9,87873,DEF,0,0,false,88.5755,90.0000
2020-21,9,106617,FWD,0,0,false,87.2817,85.2000
2020-21,9,221399,MID,0,0,false,79.2544,73.8000
2020-21,9,155405,MID,0,0,false,51.1527,81.0000
2020-21,9,165808,MID,1,1,false,59.4926,9.2000
2020-21,9,437495,GKP,0,0,false,90.0000,90.0000
2020-21,9,17745,GKP,0,0,false,90.0000,90.0000
2020-21,9,37402,DEF,0,0,false,40.5679,72.0000
2020-21,9,37642,DEF,0,0,false,74.5372,72.0000
2020-21,9,101668,FWD,0,0,false,75.0811,89.4000
2020-21,9,106837,MID,0,0,false,46.0005,13.4000
2020-21,9,166989,MID,0,0,false,84.3891,90.0000
2020-21,9,172850,DEF,0,0,false,68.5036,73.8000
2020-21,9,201666,MID,0,0,false,62.6989,49.2000
2020-21,9,220627,DEF,0,0,false,67.3496,90.0000
2020-21,9,41733,MID,0,0,false,79.6599,85.6000
2020-21,9,56979,MID,1,1,false,55.6344,79.0000
2020-21,9,92217,FWD,0,0,false,77.6010,83.2000
2020-21,9,97032,DEF,4,4,false,48.1909,0.0000
2020-21,9,110979,MID,0,0,false,77.9928,70.4000
2020-21,9,116535,GKP,0,0,false,71.0292,72.0000
2020-21,9,116643,MID,0,0,false,57.4195,90.0000
2020-21,9,118748,MID,1,1,false,73.1683,71.8000
2020-21,9,122798,DEF,0,0,false,87.0959,90.0000
2020-21,9,169187,DEF,1,1,false,72.9090,53.8000
2020-21,9,171287,DEF,1,1,false,59.1782,0.0000
2020-21,9,58621,DEF,0,0,false,79.2842,57.0000
2020-21,9,61366,MID,0,0,false,72.4281,90.0000
2020-21,9,103025,MID,0,0,false,58.0915,52.6000
2020-21,9,103955,MID,0,0,false,72.5887,72.0000
2020-21,9,121145,DEF,0,0,false,56.0335,72.0000
2020-21,9,121160,GKP,0,0,false,86.7199,90.0000
2020-21,9,165809,MID,0,0,false,53.6847,18.0000
2020-21,9,220566,MID,0,0,false,81.1654,81.0000
2020-21,9,51940,GKP,0,0,false,90.0000,45.0000
2020-21,9,95658,DEF,0,0,false,90.0000,90.0000
2020-21,9,101582,MID,0,0,false,63.5152,54.0000
2020-21,9,106760,DEF,1,1,false,59.0906,29.8000
2020-21,9,141746,MID,0,0,false,64.8900,74.8000
2020-21,9,148225,FWD,0,0,false,55.7219,51.2000
2020-21,9,176297,MID,0,0,false,81.0797,77.0000
2020-21,9,184667,DEF,0,0,false,81.7568,90.0000
2020-21,9,195851,MID,0,0,false,55.4217,54.2000
2020-21,9,214590,DEF,0,0,false,83.0615,90.0000
2020-21,9,50232,MID,4,4,false,40.4028,54.0000
2020-21,9,57145,DEF,0,0,false,82.4530,45.0000
2020-21,9,59735,GKP,0,0,false,90.0000,72.0000
2020-21,9,101148,DEF,0,0,false,66.4091,0.0000
2020-21,9,109528,DEF,0,0,false,35.7035,18.0000
2020-21,9,119471,DEF,0,0,false,52.0824,0.2000
2020-21,9,153127,MID,0,0,false,51.6699,45.0000
2020-21,9,170137,MID,0,0,false,62.8038,0.0000
2020-21,9,40386,DEF,0,0,false,83.3871,85.8000
2020-21,9,63426,DEF,1,1,false,77.6396,54.0000
2020-21,9,82691,DEF,0,0,false,90.0000,90.0000
2020-21,9,108416,DEF,0,0,false,80.6476,90.0000
2020-21,9,153723,MID,0,0,false,63.6318,25.6000
2020-21,9,169432,FWD,0,0,false,61.7245,45.4000
2020-21,9,207189,MID,0,0,false,64.2593,56.2000
2020-21,9,40146,DEF,0,0,false,72.7278,90.0000
2020-21,9,58376,GKP,0,0,false,81.5414,90.0000
2020-21,9,78056,MID,0,0,false,73.6463,89.0000
2020-21,9,83283,MID,1,1,false,44.3818,17.8000
2020-21,9,84939,FWD,2,2,false,62.1668,53.0000
2020-21,9,91047,MID,0,0,false,63.7492,66.2000
2020-21,9,93100,DEF,0,0,false,66.9951,90.0000
2020-21,9,101178,MID,0,0,false,90.0000,90.0000
2020-21,9,153366,MID,0,0,false,49.7702,45.6000
2020-21,9,158534,DEF,0,0,false,66.7293,90.0000
2020-21,9,171771,DEF,0,0,false,81.0105,90.0000
2020-21,9,200439,FWD,0,0,false,66.0308,86.8000
2020-21,9,431131,MID,0,0,false,37.0042,40.2000
2020-21,9,37915,GKP,0,0,false,74.8496,90.0000
2020-21,9,45268,MID,0,0,false,70.4341,90.0000
2020-21,9,55605,DEF,0,0,false,71.8668,72.0000
2020-21,9,78830,FWD,0,0,false,81.9109,90.0000
2020-21,9,85971,MID,0,0,false,76.8443,88.6000
2020-21,9,93264,DEF,0,0,false,64.6233,90.0000
2020-21,9,115556,DEF,2,2,false,32.2538,23.0000
2020-21,9,132015,MID,0,0,false,83.7030,90.0000
2020-21,9,49944,MID,1,1,false,63.3600,23.0000
2020-21,9,59940,DEF,0,0,false,57.3334,36.0000
2020-21,9,61600,MID,0,0,false,43.6853,87.8000
2020-21,9,101982,GKP,0,0,false,90.0000,90.0000
2020-21,9,108053,DEF,0,0,false,80.0769,14.8000
2020-21,9,146426,DEF,0,0,false,80.9346,90.0000
2020-21,9,176420,DEF,0,0,false,81.2689,90.0000
2020-21,9,216616,DEF,1,1,false,39.2026,56.0000
2020-21,9,37096,GKP,0,0,false,77.7538,90.0000
2020-21,9,40669,DEF,0,0,false,80.9921,90.0000
2020-21,9,55459,DEF,0,0,false,83.4868,90.0000
2020-21,9,57531,FWD,3,3,false,40.5554,9.0000
2020-21,9,105717,DEF,0,0,false,63.3059,27.0000
2020-21,9,166640,DEF,0,0,false,62.5307,72.0000
2020-21,9,178186,MID,0,0,false,61.8463,81.0000
2020-21,9,179830,MID,0,0,false,67.0452,42.4000
2020-21,9,204480,MID,0,0,false,90.0000,90.0000
2020-21,9,215439,MID,0,0,false,67.6222,90.0000
2020-21,9,217593,MID,0,0,false,72.4129,73.0000
2020-21,9,38533,GKP,0,0,false,90.0000,90.0000
2020-21,9,87835,DEF,1,1,false,61.6417,0.0000
2020-21,9,90585,DEF,0,0,false,76.4662,54.0000
2020-21,9,94147,DEF,1,1,false,78.3444,90.0000
2020-21,9,102057,FWD,0,0,false,88.3177,2.8000
2020-21,9,107613,DEF,3,3,false,51.7918,54.0000
2020-21,9,151589,MID,0,0,false,76.9549,60.8000
2020-21,9,171317,MID,0,0,false,75.4447,51.2000
2020-21,9,200600,MID,0,0,false,45.8589,81.6000
2020-21,9,214048,DEF,0,0,false,49.0865,20.4000
2020-21,9,247632,MID,0,0,false,52.8931,87.6000
2020-21,9,47431,MID,0,0,false,62.1635,65.2000
2020-21,9,210407,MID,0,0,false,68.2680,24.6000
2020-21,9,225321,GKP,0,0,false,89.1541,90.0000
2020-21,9,169528,DEF,0,0,false,73.6667,90.0000
2020-21,9,83314,MID,1,1,false,60.1010,30.2000
2020-21,9,19188,DEF,0,0,false,51.4224,36.0000
2020-21,9,51090,DEF,1,1,false,51.5986,90.0000
2020-21,9,193645,DEF,0,0,false,90.0000,19.6000
2020-21,9,226597,DEF,0,0,false,83.5898,66.2000
2020-21,9,199796,DEF,0,0,false,85.4188,53.4000
2020-21,9,114243,MID,0,0,false,56.0850,20.0000
2020-21,9,166477,DEF,3,3,false,43.8025,11.8000
2020-21,9,219847,MID,2,2,false,50.3856,43.2000
2020-21,9,182539,MID,0,0,false,54.7530,64.2000
2020-21,9,119765,MID,0,0,false,82.3769,61.6000
2020-21,9,75115,FWD,1,1,false,71.5373,72.0000
2020-21,9,60025,MID,0,0,false,69.6556,36.0000
2020-21,9,199598,DEF,0,0,false,42.1300,54.0000
2020-21,9,121599,MID,0,0,false,83.1348,88.0000
2020-21,9,194799,DEF,0,0,false,76.3238,49.6000
2020-21,9,178301,FWD,0,0,false,90.0000,72.0000
2020-21,9,84182,GKP,0,0,false,85.4673,90.0000
2020-21,9,86881,MID,0,0,false,59.6132,43.8000
2020-21,9,153256,MID,1,1,false,46.6327,48.6000
2020-21,9,199249,DEF,0,0,false,70.6788,73.4000
2020-21,9,232787,MID,0,0,false,74.2277,87.8000
2020-21,9,200402,DEF,0,0,false,87.3215,90.0000
2020-21,9,228286,GKP,0,0,false,72.6066,90.0000
2020-21,9,200878,MID,0,0,false,58.8023,32.0000
2020-21,9,171314,DEF,0,0,false,90.0000,85.8000
2020-21,9,219352,MID,0,0,false,82.8928,89.2000
2020-21,9,164555,DEF,0,0,false,90.0000,88.8000
2020-21,9,444463,DEF,0,0,false,80.6867,90.0000
2020-21,9,159506,DEF,0,0,false,90.0000,90.0000
2020-21,9,109646,DEF,0,0,false,90.0000,90.0000
2020-21,9,180294,FWD,0,0,false,76.8093,66.2000
2020-21,13,54694,MID,0,0,false,87.7424,54.0000
2020-21,13,59966,FWD,1,1,false,44.3350,59.6000
2020-21,13,80201,GKP,0,0,false,84.3640,90.0000
2020-21,13,84450,MID,1,1,false,55.7200,72.0000
2020-21,13,98745,DEF,1,1,false,58.6055,64.6000
2020-21,13,98980,GKP,0,0,false,68.9764,72.0000
2020-21,13,156074,DEF,0,0,false,57.0497,90.0000
2020-21,13,192895,DEF,0,0,false,70.1080,72.0000
2020-21,13,223340,MID,0,0,false,69.6058,84.0000
2020-21,13,114283,MID,0,0,false,88.6330,72.0000
2020-21,13,122806,MID,0,0,false,81.9006,72.0000
2020-21,13,148508,MID,2,2,false,49.1154,0.0000
2020-21,13,149484,DEF,0,0,false,86.2135,44.8000
2020-21,13,169359,DEF,0,0,false,81.7471,72.0000
2020-21,13,199798,DEF,1,1,false,66.3347,45.0000
2020-21,13,230046,MID,1,1,false,68.0511,72.0000
2020-21,13,78916,DEF,1,1,false,46.9966,67.6000
2020-21,13,83299,DEF,0,0,false,76.2306,90.0000
2020-21,13,109345,MID,0,0,false,66.2370,62.8000
2020-21,13,110735,DEF,0,0,false,74.7851,90.0000
2020-21,13,111478,DEF,0,0,false,58.6443,63.0000
2020-21,13,115382,FWD,1,1,false,57.9988,57.8000
2020-21,13,116216,MID,0,0,false,46.7521,74.0000
2020-21,13,131897,GKP,1,1,false,74.3577,0.0000
2020-21,13,198869,DEF,0,0,false,88.4761,68.2000
2020-21,13,227127,MID,0,0,false,70.0267,63.0000
2020-21,13,232792,DEF,0,0,false,48.8769,0.0000
2020-21,13,235382,MID,0,0,false,31.5878,9.0000
2020-21,13,17761,DEF,0,0,false,86.1537,72.0000
2020-21,13,41674,DEF,6,4,false,21.0864,0.0000
2020-21,13,51927,DEF,0,0,false,69.0744,72.0000
2020-21,13,60551,MID,0,0,false,88.0263,72.0000
2020-21,13,60689,FWD,0,0,false,77.0455,69.8000
2020-21,13,68983,DEF,0,0,false,66.8985,72.0000
2020-21,13,98747,GKP,0,0,false,82.9723,72.0000
2020-21,13,103914,DEF,0,0,false,79.2105,37.6000
2020-21,13,172782,MID,0,0,false,63.8568,72.0000
2020-21,13,433154,MID,0,0,false,89.4079,22.2000
2020-21,13,41328,DEF,7,4,false,33.4598,54.0000
2020-21,13,85955,MID,5,4,false,30.1672,36.2000
2020-21,13,88894,MID,3,3,false,29.3147,0.0000
2020-21,13,103192,DEF,0,0,false,80.0843,54.0000
2020-21,13,116594,MID,0,0,false,77.4302,63.2000
2020-21,13,126187,MID,0,0,false,41.1231,38.6000
2020-21,13,165153,FWD,0,0,false,85.4688,48.6000
2020-21,13,184341,MID,0,0,false,80.1550,72.0000
2020-21,13,225796,DEF,0,0,false,70.8158,18.0000
2020-21,13,40836,GKP,0,0,false,88.0263,90.0000
2020-21,13,50471,MID,0,0,false,77.1710,68.8000
2020-21,13,50472,MID,5,4,false,19.5516,0.2000
2020-21,13,55037,MID,0,0,false,83.4503,84.4000
2020-21,13,55494,DEF,0,0,false,39.4780,54.0000
2020-21,13,60252,MID,0,0,false,52.0594,55.6000
2020-21,13,74230,DEF,0,0,false,70.0535,36.0000
2020-21,13,80146,FWD,0,0,false,48.6960,29.4000
2020-21,13,82403,MID,0,0,false,75.4116,90.0000
2020-21,13,86417,MID,0,0,false,45.1490,58.6000
2020-21,13,244723,DEF,7,4,false,15.3705,54.0000
2020-21,13,20467,MID,0,0,false,56.6749,70.2000
2020-21,13,59949,DEF,5,4,false,25.9650,25.0000
2020-21,13,101188,DEF,4,4,false,46.0279,18.0000
2020-21,13,106611,DEF,0,0,false,83.6842,49.0000
2020-21,13,111234,GKP,1,1,false,74.3577,72.0000
2020-21,13,164511,DEF,0,0,false,69.9436,72.0000
2020-21,13,177815,FWD,0,0,false,83.6171,51.6000
2020-21,13,212319,FWD,0,0,false,72.1536,38.8000
2020-21,13,76357,MID,2,2,false,35.2822,12.8000
2020-21,13,82514,DEF,7,4,false,16.9502,0.0000
2020-21,13,96994,FWD,0,0,false,66.5272,52.4000
2020-21,13,128389,FWD,0,0,false,35.7867,16.6000
2020-21,13,166324,MID,0,0,false,71.9270,35.0000
2020-21,13,203325,MID,0,0,false,81.1446,54.0000
2020-21,13,55914,DEF,0,0,false,79.2423,14.2000
2020-21,13,66588,DEF,0,0,false,88.1332,72.0000
2020-21,13,72222,MID,0,0,false,88.8989,51.4000
2020-21,13,87873,DEF,0,0,false,89.3714,72.0000
2020-21,13,106617,FWD,0,0,false,85.0144,72.0000
2020-21,13,221399,MID,0,0,false,74.0447,66.0000
2020-21,13,155405,MID,0,0,false,72.8578,63.0000
2020-21,13,165808,MID,1,1,false,33.0858,1.8000
2020-21,13,437495,GKP,0,0,false,90.0000,72.0000
2020-21,13,17745,GKP,0,0,false,90.0000,72.0000
2020-21,13,37402,DEF,0,0,false,58.4699,0.0000
2020-21,13,37642,DEF,1,1,false,70.6824,72.0000
2020-21,13,101668,FWD,0,0,false,81.5755,58.2000
2020-21,13,166989,MID,0,0,false,85.6360,60.6000
2020-21,13,168580,MID,0,0,false,37.7746,19.8000
2020-21,13,172850,DEF,0,0,false,76.5706,55.8000
2020-21,13,201666,MID,0,0,false,54.5985,70.6000
2020-21,13,203341,MID,0,0,false,44.6805,54.0000
2020-21,13,220627,DEF,0,0,false,72.3830,72.0000
2020-21,13,41733,MID,0,0,false,83.5830,54.0000
2020-21,13,56979,MID,0,0,false,65.4759,72.0000
2020-21,13,60914,DEF,1,1,false,31.7117,29.8000
2020-21,13,92217,FWD,0,0,false,81.0659,68.6000
2020-21,13,97032,DEF,8,4,false,32.9558,0.0000
2020-21,13,110979,MID,0,0,false,77.3718,65.2000
2020-21,13,116535,GKP,0,0,false,70.0990,72.0000
2020-21,13,116643,MID,0,0,false,70.2779,72.0000
2020-21,13,118748,MID,0,0,false,77.4044,60.6000
2020-21,13,122798,DEF,0,0,false,87.7412,72.0000
2020-21,13,169187,DEF,0,0,false,65.3434,69.2000
2020-21,13,171287,DEF,5,4,false,34.6361,0.0000
2020-21,13,206915,MID,0,0,false,41.6307,34.0000
2020-21,13,58621,DEF,0,0,false,63.7712,18.0000
2020-21,13,59859,MID,0,0,false,51.4479,68.8000
2020-21,13,61366,MID,0,0,false,79.7850,71.0000
2020-21,13,102826,DEF,0,0,false,41.7809,0.0000
2020-21,13,103025,MID,1,1,false,55.9187,17.6000
2020-21,13,103955,MID,0,0,false,72.4476,55.6000
2020-21,13,121145,DEF,0,0,false,60.4499,72.0000
2020-21,13,121160,GKP,0,0,false,87.4488,54.0000
2020-21,13,126184,DEF,0,0,false,37.4415,18.0000
2020-21,13,165809,MID,4,4,false,31.4761,72.0000
2020-21,13,205651,FWD,0,0,false,64.5301,4.6000
2020-21,13,220566,MID,0,0,false,79.6148,65.2000
2020-21,13,51940,GKP,1,1,false,66.3096,90.0000
2020-21,13,62398,MID,0,0,false,40.9560,41.0000
2020-21,13,74208,MID,0,0,false,50.7198,61.2000
2020-21,13,95658,DEF,0,0,false,90.0000,90.0000
2020-21,13,101582,MID,1,1,false,53.5544,54.0000
2020-21,13,106760,DEF,1,1,false,43.2073,74.8000
2020-21,13,141746,MID,0,0,false,66.0684,84.8000
2020-21,13,148225,FWD,0,0,false,53.2581,74.0000
2020-21,13,176297,MID,0,0,false,79.3682,83.8000
2020-21,13,184667,DEF,0,0,false,85.1177,31.0000
2020-21,13,195851,MID,0,0,false,50.0269,49.2000
2020-21,13,214590,DEF,0,0,false,85.6846,72.0000
2020-21,13,220688,MID,0,0,false,47.3617,14.6000
2020-21,13,50232,MID,1,1,false,46.0796,23.0000
2020-21,13,57145,DEF,0,0,false,73.0150,78.2000
2020-21,13,59735,GKP,0,0,false,90.0000,90.0000
2020-21,13,101148,DEF,3,3,false,41.7681,0.0000
2020-21,13,109528,DEF,2,2,false,31.2679,0.0000
2020-21,13,153127,MID,0,0,false,58.0291,63.0000
2020-21,13,170137,MID,3,3,false,39.2960,0.0000
2020-21,13,40386,DEF,0,0,false,83.9824,82.0000
2020-21,13,47247,MID,0,0,false,63.8369,49.0000
2020-21,13,63426,DEF,0,0,false,68.6304,72.0000
2020-21,13,82691,DEF,0,0,false,90.0000,54.0000
2020-21,13,83427,DEF,0,0,false,23.7899,47.2000
2020-21,13,108416,DEF,0,0,false,84.7460,90.0000
2020-21,13,153723,MID,2,2,false,45.7356,25.8000
2020-21,13,169432,FWD,1,1,false,56.2975,9.0000
2020-21,13,207189,MID,0,0,false,60.5294,0.0000
2020-21,13,40146,DEF,0,0,false,79.6402,72.0000
2020-21,13,58376,GKP,0,0,false,83.4211,54.0000
2020-21,13,78056,MID,0,0,false,77.2045,36.0000
