season,gw,code,status,chance
2020-21,1,15033,d,75
2020-21,1,15749,a,100
2020-21,1,18987,a,100
2020-21,1,19419,i,0
2020-21,1,20529,n,0
2020-21,1,21205,i,0
2020-21,1,33148,u,0
2020-21,1,37402,i,0
2020-21,1,37642,s,0
2020-21,1,40145,i,0
2020-21,1,40694,u,0
2020-21,1,40784,i,0
2020-21,1,41270,d,50
2020-21,1,41823,d,50
2020-21,1,44699,i,0
2020-21,1,49083,n,0
2020-21,1,49413,i,0
2020-21,1,50232,d,75
2020-21,1,51090,d,25
2020-21,1,51927,i,0
2020-21,1,54861,i,0
2020-21,1,56983,d,50
2020-21,1,58845,d,25
2020-21,1,59125,i,0
2020-21,1,61933,n,0
2020-21,1,66838,i,0
2020-21,1,67089,i,0
2020-21,1,69140,i,0
2020-21,1,74230,i,0
2020-21,1,74471,u,0
2020-21,1,80179,i,0
2020-21,1,81880,d,50
2020-21,1,82078,d,75
2020-21,1,83312,n,0
2020-21,1,86153,u,0
2020-21,1,86934,d,75
2020-21,1,91047,i,0
2020-21,1,91651,s,0
2020-21,1,92371,i,0
2020-21,1,101148,a,100
2020-21,1,101184,i,0
2020-21,1,104547,i,0
2020-21,1,106618,d,25
2020-21,1,108053,d,75
2020-21,1,111931,i,0
2020-21,1,114128,i,0
2020-21,1,119471,d,25
2020-21,1,122074,n,0
2020-21,1,124183,i,0
2020-21,1,149266,n,0
2020-21,1,155569,a,100
2020-21,1,160987,i,0
2020-21,1,165809,d,75
2020-21,1,167473,i,0
2020-21,1,167522,u,0
2020-21,1,172780,d,50
2020-21,1,172850,i,0
2020-21,1,173809,u,0
2020-21,1,176413,a,100
2020-21,1,178173,n,0
2020-21,1,181008,u,0
2020-21,1,184386,u,0
2020-21,1,194164,d,25
2020-21,1,207189,d,75
2020-21,1,208998,n,0
2020-21,1,209042,n,0
2020-21,1,213345,i,0
2020-21,1,214285,d,50
2020-21,1,219924,a,100
2020-21,1,222531,n,0
2020-21,1,222677,n,0
2020-21,1,232413,d,75
2020-21,1,232423,i,0
2020-21,1,232977,n,0
2020-21,1,243568,i,0
2020-21,1,444145,i,0
2020-21,2,15033,d,75
2020-21,2,15749,a,100
2020-21,2,18987,a,100
2020-21,2,19419,i,0
2020-21,2,20529,n,0
2020-21,2,21205,i,0
2020-21,2,33148,u,0
2020-21,2,37402,a,100
2020-21,2,37642,s,0
2020-21,2,39155,d,75
2020-21,2,39476,i,0
2020-21,2,40145,i,0
2020-21,2,40694,u,0
2020-21,2,40784,a,100
2020-21,2,41270,i,0
2020-21,2,41823,d,75
2020-21,2,44699,i,0
2020-21,2,49083,n,0
2020-21,2,49413,i,0
2020-21,2,50229,d,75
2020-21,2,50232,a,100
2020-21,2,51090,d,25
2020-21,2,51927,i,0
2020-21,2,54102,d,75
2020-21,2,54861,i,0
2020-21,2,55914,d,75
2020-21,2,56979,a,100
2020-21,2,56983,a,100
2020-21,2,58845,a,100
2020-21,2,59125,i,0
2020-21,2,61933,n,0
2020-21,2,66242,d,50
2020-21,2,66838,i,0
2020-21,2,67089,i,0
2020-21,2,68312,d,75
2020-21,2,69140,i,0
2020-21,2,74230,i,0
2020-21,2,74471,u,0
2020-21,2,77359,n,0
2020-21,2,80179,i,0
2020-21,2,81880,d,50
2020-21,2,82078,i,0
2020-21,2,83312,n,0
2020-21,2,85955,a,100
2020-21,2,86153,u,0
2020-21,2,86934,a,100
2020-21,2,91047,i,0
2020-21,2,91651,a,100
2020-21,2,92371,i,0
2020-21,2,93284,i,0
2020-21,2,101148,a,100
2020-21,2,101184,i,0
2020-21,2,104547,i,0
2020-21,2,106618,d,25
2020-21,2,108053,d,75
2020-21,2,108813,i,0
2020-21,2,111931,i,0
2020-21,2,114128,i,0
2020-21,2,119471,i,0
2020-21,2,122074,n,0
2020-21,2,124183,i,0
2020-21,2,149266,n,0
2020-21,2,155569,a,100
2020-21,2,160987,i,0
2020-21,2,165153,d,75
2020-21,2,165809,d,75
2020-21,2,167473,i,0
2020-21,2,167522,u,0
2020-21,2,172780,a,100
2020-21,2,172850,i,0
2020-21,2,173809,u,0
2020-21,2,176413,d,75
2020-21,2,178173,n,0
2020-21,2,178304,i,0
2020-21,2,180804,i,0
2020-21,2,181008,u,0
2020-21,2,184386,u,0
2020-21,2,194164,i,0
2020-21,2,196118,n,0
2020-21,2,198869,d,75
2020-21,2,199584,i,0
2020-21,2,200826,d,75
2020-21,2,207189,a,100
2020-21,2,208998,n,0
2020-21,2,209042,n,0
2020-21,2,209289,i,0
2020-21,2,213345,i,0
2020-21,2,213405,i,0
2020-21,2,214285,d,75
2020-21,2,219924,a,100
2020-21,2,221272,d,75
2020-21,2,222531,n,0
2020-21,2,222677,n,0
2020-21,2,223175,i,0
2020-21,2,232413,a,100
2020-21,2,232423,i,0
2020-21,2,232977,n,0
2020-21,2,243568,i,0
2020-21,2,444145,i,0
2020-21,3,15033,d,75
2020-21,3,15749,a,100
2020-21,3,18987,a,100
2020-21,3,19419,i,0
2020-21,3,20529,n,0
2020-21,3,21205,i,0
2020-21,3,33148,u,0
2020-21,3,37402,a,100
2020-21,3,37642,s,0
2020-21,3,39155,d,75
2020-21,3,39476,i,0
2020-21,3,40145,i,0
2020-21,3,40694,u,0
2020-21,3,40784,a,100
2020-21,3,41270,i,0
2020-21,3,41823,d,75
2020-21,3,44699,i,0
2020-21,3,49083,n,0
2020-21,3,49413,i,0
2020-21,3,50229,d,75
2020-21,3,50232,a,100
2020-21,3,51090,d,25
2020-21,3,51927,i,0
2020-21,3,54102,d,75
2020-21,3,54861,i,0
2020-21,3,55914,d,75
2020-21,3,56979,a,100
2020-21,3,56983,a,100
2020-21,3,58845,a,100
2020-21,3,59125,i,0
2020-21,3,61933,n,0
2020-21,3,66242,d,50
2020-21,3,66838,i,0
2020-21,3,67089,i,0
2020-21,3,68312,d,75
2020-21,3,69140,i,0
2020-21,3,74230,i,0
2020-21,3,74471,u,0
2020-21,3,77359,n,0
2020-21,3,80179,i,0
2020-21,3,81880,d,50
2020-21,3,82078,i,0
2020-21,3,83312,n,0
2020-21,3,85955,a,100
2020-21,3,86153,u,0
2020-21,3,86934,a,100
2020-21,3,91047,i,0
2020-21,3,91651,a,100
2020-21,3,92371,i,0
2020-21,3,93284,i,0
2020-21,3,101148,a,100
2020-21,3,101184,i,0
2020-21,3,104547,i,0
2020-21,3,106618,d,25
2020-21,3,108053,d,75
2020-21,3,108813,i,0
2020-21,3,111931,i,0
2020-21,3,114128,i,0
2020-21,3,119471,i,0
2020-21,3,122074,n,0
2020-21,3,124183,i,0
2020-21,3,149266,n,0
2020-21,3,155569,a,100
2020-21,3,160987,i,0
2020-21,3,165153,d,75
2020-21,3,165809,d,75
2020-21,3,167473,i,0
2020-21,3,167522,u,0
2020-21,3,172780,a,100
2020-21,3,172850,i,0
2020-21,3,173809,u,0
2020-21,3,176413,d,75
2020-21,3,178173,n,0
2020-21,3,178304,i,0
2020-21,3,180804,i,0
2020-21,3,181008,u,0
2020-21,3,184386,u,0
2020-21,3,194164,i,0
2020-21,3,196118,n,0
2020-21,3,198869,d,75
2020-21,3,199584,i,0
2020-21,3,200826,d,75
2020-21,3,207189,a,100
2020-21,3,208998,n,0
2020-21,3,209042,n,0
2020-21,3,209289,i,0
2020-21,3,213345,i,0
2020-21,3,213405,i,0
2020-21,3,214285,d,75
2020-21,3,219924,a,100
2020-21,3,221272,d,75
2020-21,3,222531,n,0
2020-21,3,222677,n,0
2020-21,3,223175,i,0
2020-21,3,232413,a,100
2020-21,3,232423,i,0
2020-21,3,232977,n,0
2020-21,3,243568,i,0
2020-21,3,444145,i,0
2020-21,4,15033,a,100
2020-21,4,15157,a,100
2020-21,4,15749,a,100
2020-21,4,17761,a,100
2020-21,4,18073,a,100
2020-21,4,18987,a,100
2020-21,4,19188,d,75
2020-21,4,19419,d,25
2020-21,4,20529,n,0
2020-21,4,21205,i,0
2020-21,4,28690,i,0
2020-21,4,33148,u,0
2020-21,4,36903,i,0
2020-21,4,37402,a,100
2020-21,4,37572,i,0
2020-21,4,37642,a,100
2020-21,4,39155,a,100
2020-21,4,39476,d,75
2020-21,4,39790,d,75
2020-21,4,40145,i,0
2020-21,4,40694,u,0
2020-21,4,40784,a,100
2020-21,4,40845,a,100
2020-21,4,41135,a,100
2020-21,4,41270,a,100
2020-21,4,41823,a,100
2020-21,4,42427,s,0
2020-21,4,42899,i,0
2020-21,4,44683,d,25
2020-21,4,44699,a,100
2020-21,4,45268,a,100
2020-21,4,49083,n,0
2020-21,4,49413,d,25
2020-21,4,49440,a,100
2020-21,4,49957,d,75
2020-21,4,50229,a,100
2020-21,4,50232,a,100
2020-21,4,51090,a,100
2020-21,4,51927,i,0
2020-21,4,54102,a,100
2020-21,4,54861,a,100
2020-21,4,55914,a,100
2020-21,4,56979,d,50
2020-21,4,56983,i,0
2020-21,4,57410,n,0
2020-21,4,58822,a,100
2020-21,4,58845,i,0
2020-21,4,59125,d,25
2020-21,4,59859,d,25
2020-21,4,60586,d,50
2020-21,4,60914,i,0
2020-21,4,61558,i,0
2020-21,4,61933,n,0
2020-21,4,66242,d,25
2020-21,4,66838,i,0
2020-21,4,67089,i,0
2020-21,4,68312,a,100
2020-21,4,68983,d,25
2020-21,4,69140,i,0
2020-21,4,74230,d,25
2020-21,4,74471,u,0
2020-21,4,76359,i,0
2020-21,4,77359,n,0
2020-21,4,77777,d,75
2020-21,4,80179,i,0
2020-21,4,80226,a,100
2020-21,4,81012,i,0
2020-21,4,81880,i,0
2020-21,4,82078,i,0
2020-21,4,83283,a,100
2020-21,4,83312,n,0
2020-21,4,85955,a,100
2020-21,4,85971,d,25
2020-21,4,86153,u,0
2020-21,4,86417,i,0
2020-21,4,86934,a,100
2020-21,4,87107,n,0
2020-21,4,90105,a,100
2020-21,4,90517,d,50
2020-21,4,91047,a,100
2020-21,4,91651,a,100
2020-21,4,92371,i,0
2020-21,4,93284,i,0
2020-21,4,94245,n,0
2020-21,4,95658,d,75
2020-21,4,101148,d,75
2020-21,4,101184,i,0
2020-21,4,101668,a,100
2020-21,4,104547,i,0
2020-21,4,106618,i,0
2020-21,4,106837,d,75
2020-21,4,108053,a,100
2020-21,4,108156,i,0
2020-21,4,108416,a,100
2020-21,4,108813,i,0
2020-21,4,110504,a,100
2020-21,4,111291,d,25
2020-21,4,111773,d,75
2020-21,4,111931,i,0
2020-21,4,114128,i,0
2020-21,4,119471,a,100
2020-21,4,119765,i,0
2020-21,4,120250,i,0
2020-21,4,121145,d,50
2020-21,4,122074,n,0
2020-21,4,123354,d,75
2020-21,4,124183,i,0
2020-21,4,141569,n,0
2020-21,4,146610,i,0
2020-21,4,146941,a,100
2020-21,4,149266,n,0
2020-21,4,151086,i,0
2020-21,4,151119,d,75
2020-21,4,153366,d,50
2020-21,4,153673,i,0
2020-21,4,155569,a,100
2020-21,4,160987,i,0
2020-21,4,165153,a,100
2020-21,4,165210,d,25
2020-21,4,165809,a,100
2020-21,4,167074,i,0
2020-21,4,167473,i,0
2020-21,4,167522,u,0
2020-21,4,170137,d,75
2020-21,4,171287,a,100
2020-21,4,172632,d,75
2020-21,4,172780,a,100
2020-21,4,172850,a,100
2020-21,4,173809,u,0
2020-21,4,173954,a,100
2020-21,4,176413,a,100
2020-21,4,178173,n,0
2020-21,4,178304,i,0
2020-21,4,180804,i,0
2020-21,4,181008,u,0
2020-21,4,184386,u,0
2020-21,4,192895,a,100
2020-21,4,194164,i,0
2020-21,4,194799,a,100
2020-21,4,196118,n,0
2020-21,4,198869,a,100
2020-21,4,199249,a,100
2020-21,4,199584,a,100
2020-21,4,200600,d,75
2020-21,4,200826,d,75
2020-21,4,203341,i,0
2020-21,4,205651,i,0
2020-21,4,206325,i,0
2020-21,4,207189,a,100
2020-21,4,208998,n,0
2020-21,4,209042,n,0
2020-21,4,209289,i,0
2020-21,4,212319,d,75
2020-21,4,213345,i,0
2020-21,4,213405,i,0
2020-21,4,214285,i,0
2020-21,4,217487,u,0
2020-21,4,219924,a,100
2020-21,4,221272,a,100
2020-21,4,221399,n,0
2020-21,4,222531,n,0
2020-21,4,222677,n,0
2020-21,4,223175,i,0
2020-21,4,223349,n,0
2020-21,4,227127,a,100
2020-21,4,232413,a,100
2020-21,4,232423,i,0
2020-21,4,232787,a,100
2020-21,4,232792,a,100
2020-21,4,232977,n,0
2020-21,4,243016,a,100
2020-21,4,243568,i,0
2020-21,4,428610,n,0
2020-21,4,432656,a,100
2020-21,4,434138,n,0
2020-21,4,444145,i,0
2020-21,4,449926,d,25
2020-21,4,450527,d,75
2020-21,4,480455,i,0
2020-21,5,15033,a,100
2020-21,5,15157,a,100
2020-21,5,15749,a,100
2020-21,5,17761,a,100
2020-21,5,18073,a,100
2020-21,5,18987,a,100
2020-21,5,19188,a,100
2020-21,5,19419,d,50
2020-21,5,20529,n,0
2020-21,5,21205,i,0
2020-21,5,28690,d,75
2020-21,5,33148,u,0
2020-21,5,36903,d,50
2020-21,5,37402,a,100
2020-21,5,37572,i,0
2020-21,5,37642,a,100
2020-21,5,39155,a,100
2020-21,5,39476,a,100
2020-21,5,39790,d,75
2020-21,5,40145,i,0
2020-21,5,40694,u,0
2020-21,5,40720,d,25
2020-21,5,40784,a,100
2020-21,5,40845,a,100
2020-21,5,41135,a,100
2020-21,5,41270,a,100
2020-21,5,41823,a,100
2020-21,5,42427,a,100
2020-21,5,42899,i,0
2020-21,5,44683,d,25
2020-21,5,44699,a,100
2020-21,5,45268,a,100
2020-21,5,46483,u,0
2020-21,5,49083,n,0
2020-21,5,49413,d,50
2020-21,5,49440,i,0
2020-21,5,49957,a,100
2020-21,5,50229,a,100
2020-21,5,50232,a,100
2020-21,5,51090,a,100
2020-21,5,51927,d,50
2020-21,5,54102,u,0
2020-21,5,54861,a,100
2020-21,5,55909,u,0
2020-21,5,55914,a,100
2020-21,5,56979,a,100
2020-21,5,56983,i,0
2020-21,5,57410,u,0
2020-21,5,58822,a,100
2020-21,5,58845,d,75
2020-21,5,59125,d,50
2020-21,5,59859,d,50
2020-21,5,59949,d,75
2020-21,5,60586,a,100
2020-21,5,60914,d,75
2020-21,5,61558,d,75
2020-21,5,61933,n,0
2020-21,5,66242,d,75
2020-21,5,66838,i,0
2020-21,5,67089,i,0
2020-21,5,68312,d,75
2020-21,5,68983,d,25
2020-21,5,69140,i,0
2020-21,5,74230,d,50
2020-21,5,74471,u,0
2020-21,5,76359,i,0
2020-21,5,77359,n,0
2020-21,5,77777,a,100
2020-21,5,80179,i,0
2020-21,5,80226,a,100
2020-21,5,81012,d,50
2020-21,5,81880,i,0
2020-21,5,82078,i,0
2020-21,5,83283,a,100
2020-21,5,83312,n,0
2020-21,5,85955,a,100
2020-21,5,85971,a,100
2020-21,5,86153,u,0
2020-21,5,86417,d,75
2020-21,5,86934,a,100
2020-21,5,87107,n,0
2020-21,5,89274,u,0
2020-21,5,90105,a,100
2020-21,5,90517,a,100
2020-21,5,91047,d,75
2020-21,5,91651,a,100
2020-21,5,92371,i,0
2020-21,5,93284,i,0
2020-21,5,94245,a,100
2020-21,5,95658,a,100
2020-21,5,98770,u,0
2020-21,5,101148,d,75
2020-21,5,101184,i,0
2020-21,5,101537,n,0
2020-21,5,101668,a,100
2020-21,5,103955,d,75
2020-21,5,104547,i,0
2020-21,5,106618,d,75
2020-21,5,106837,d,75
2020-21,5,108053,a,100
2020-21,5,108156,i,0
2020-21,5,108416,a,100
2020-21,5,108813,d,50
2020-21,5,110504,a,100
2020-21,5,110979,d,75
2020-21,5,111291,d,50
2020-21,5,111773,a,100
2020-21,5,111931,i,0
2020-21,5,114128,i,0
2020-21,5,116535,i,0
2020-21,5,116594,a,100
2020-21,5,119471,a,100
2020-21,5,119765,a,100
2020-21,5,120250,a,100
2020-21,5,121145,a,100
2020-21,5,122074,n,0
2020-21,5,123354,d,75
2020-21,5,124183,d,75
2020-21,5,128198,u,0
2020-21,5,141569,n,0
2020-21,5,146610,i,0
2020-21,5,146941,a,100
2020-21,5,148225,s,0
2020-21,5,149266,n,0
2020-21,5,151086,i,0
2020-21,5,151119,d,75
2020-21,5,153366,d,50
2020-21,5,153673,i,0
2020-21,5,155569,d,75
2020-21,5,156689,n,0
2020-21,5,160987,i,0
2020-21,5,165153,a,100
2020-21,5,165210,d,25
2020-21,5,165809,a,100
2020-21,5,167074,i,0
2020-21,5,167473,d,25
2020-21,5,167522,u,0
2020-21,5,170137,d,75
2020-21,5,171287,a,100
2020-21,5,172632,d,75
2020-21,5,172780,d,75
2020-21,5,172850,a,100
2020-21,5,173809,u,0
2020-21,5,173954,a,100
2020-21,5,176413,a,100
2020-21,5,178173,n,0
2020-21,5,178304,i,0
2020-21,5,180804,i,0
2020-21,5,181008,u,0
2020-21,5,184349,n,0
2020-21,5,184386,u,0
2020-21,5,192895,a,100
2020-21,5,194164,i,0
2020-21,5,194252,d,75
2020-21,5,194799,a,100
2020-21,5,196118,n,0
2020-21,5,197937,d,75
2020-21,5,198849,n,0
2020-21,5,198869,a,100
2020-21,5,199249,a,100
2020-21,5,199584,d,75
2020-21,5,200600,a,100
2020-21,5,200641,d,75
2020-21,5,200826,d,75
2020-21,5,203341,i,0
2020-21,5,205651,i,0
2020-21,5,206325,i,0
2020-21,5,207189,a,100
2020-21,5,208998,n,0
2020-21,5,209042,n,0
2020-21,5,209289,a,100
2020-21,5,212319,d,75
2020-21,5,213345,i,0
2020-21,5,213405,i,0
2020-21,5,214285,d,50
2020-21,5,214987,u,0
2020-21,5,216051,n,0
2020-21,5,216054,n,0
2020-21,5,217487,u,0
2020-21,5,219924,a,100
2020-21,5,221272,a,100
2020-21,5,221399,a,100
2020-21,5,222531,n,0
2020-21,5,222677,n,0
2020-21,5,223175,i,0
2020-21,5,223349,n,0
2020-21,5,227127,a,100
2020-21,5,232413,a,100
2020-21,5,232423,i,0
2020-21,5,232787,a,100
2020-21,5,232792,d,75
2020-21,5,232928,n,0
2020-21,5,232977,n,0
2020-21,5,234908,n,0
2020-21,5,242058,n,0
2020-21,5,242166,n,0
2020-21,5,243016,a,100
2020-21,5,243568,i,0
2020-21,5,428610,n,0
2020-21,5,432656,a,100
2020-21,5,434138,n,0
2020-21,5,444145,i,0
2020-21,5,449926,d,25
2020-21,5,450527,d,75
2020-21,5,480216,n,0
2020-21,5,480455,i,0
2020-21,6,15033,d,75
2020-21,6,15157,a,100
2020-21,6,15749,a,100
2020-21,6,17761,a,100
2020-21,6,18073,a,100
2020-21,6,18987,a,100
2020-21,6,19188,a,100
2020-21,6,19419,a,100
2020-21,6,20066,d,25
2020-21,6,20529,n,0
2020-21,6,21205,i,0
2020-21,6,27436,d,75
2020-21,6,28690,a,100
2020-21,6,33148,u,0
2020-21,6,36903,d,75
2020-21,6,37402,a,100
2020-21,6,37572,d,50
2020-21,6,37642,d,75
2020-21,6,39155,a,100
2020-21,6,39476,a,100
2020-21,6,39790,d,75
2020-21,6,40145,i,0
2020-21,6,40694,u,0
2020-21,6,40720,n,0
2020-21,6,40784,a,100
2020-21,6,40845,a,100
2020-21,6,41135,a,100
2020-21,6,41270,a,100
2020-21,6,41674,a,100
2020-21,6,41727,n,0
2020-21,6,41823,a,100
2020-21,6,42427,a,100
2020-21,6,42899,i,0
2020-21,6,44683,d,75
2020-21,6,44699,a,100
2020-21,6,45268,a,100
2020-21,6,46483,u,0
2020-21,6,47247,d,75
2020-21,6,49083,n,0
2020-21,6,49413,a,100
2020-21,6,49440,i,0
2020-21,6,49957,a,100
2020-21,6,50229,a,100
2020-21,6,50232,a,100
2020-21,6,50472,i,0
2020-21,6,51090,i,0
2020-21,6,51927,i,0
2020-21,6,54102,u,0
2020-21,6,54694,d,75
2020-21,6,54861,a,100
2020-21,6,55909,u,0
2020-21,6,55914,d,50
2020-21,6,56979,a,100
2020-21,6,56983,i,0
2020-21,6,57410,u,0
2020-21,6,57913,n,0
2020-21,6,58822,a,100
2020-21,6,58845,d,25
2020-21,6,59125,i,0
2020-21,6,59859,d,75
2020-21,6,59949,a,100
2020-21,6,60586,d,75
2020-21,6,60914,d,75
2020-21,6,61366,i,0
2020-21,6,61558,d,75
2020-21,6,61604,n,0
2020-21,6,61933,n,0
2020-21,6,66242,d,75
2020-21,6,66838,i,0
2020-21,6,67089,i,0
2020-21,6,68312,a,100
2020-21,6,68983,i,0
2020-21,6,69140,i,0
2020-21,6,74230,a,100
2020-21,6,74471,u,0
2020-21,6,76359,i,0
2020-21,6,77359,n,0
2020-21,6,77777,a,100
2020-21,6,80179,i,0
2020-21,6,80226,a,100
2020-21,6,81012,a,100
2020-21,6,81880,i,0
2020-21,6,82078,n,0
2020-21,6,82403,d,75
2020-21,6,83283,a,100
2020-21,6,83312,n,0
2020-21,6,83543,n,0
2020-21,6,85955,a,100
2020-21,6,85971,a,100
2020-21,6,86153,u,0
2020-21,6,86417,d,75
2020-21,6,86934,a,100
2020-21,6,87107,n,0
2020-21,6,89274,u,0
2020-21,6,90105,a,100
2020-21,6,90517,a,100
2020-21,6,91047,d,25
2020-21,6,91651,a,100
2020-21,6,92371,i,0
2020-21,6,93264,d,50
2020-21,6,93284,i,0
2020-21,6,94245,a,100
2020-21,6,95658,d,75
2020-21,6,98770,u,0
2020-21,6,101148,d,75
2020-21,6,101184,i,0
2020-21,6,101188,a,100
2020-21,6,101537,n,0
2020-21,6,101668,d,75
2020-21,6,103955,d,75
2020-21,6,104547,i,0
2020-21,6,105717,a,100
2020-21,6,106618,d,25
2020-21,6,106837,d,75
2020-21,6,107265,n,0
2020-21,6,108053,a,100
2020-21,6,108156,a,100
2020-21,6,108416,d,50
2020-21,6,108813,d,50
2020-21,6,110504,a,100
2020-21,6,110979,d,75
2020-21,6,111291,d,75
2020-21,6,111773,a,100
2020-21,6,111931,i,0
2020-21,6,114128,i,0
2020-21,6,114536,u,0
2020-21,6,116535,i,0
2020-21,6,116594,a,100
2020-21,6,119471,a,100
2020-21,6,119765,a,100
2020-21,6,120250,a,100
2020-21,6,121145,a,100
2020-21,6,122074,n,0
2020-21,6,123354,d,75
2020-21,6,124183,a,100
2020-21,6,128198,u,0
2020-21,6,141569,n,0
2020-21,6,146610,i,0
2020-21,6,146941,a,100
2020-21,6,148225,s,0
2020-21,6,149266,n,0
2020-21,6,149915,i,0
2020-21,6,151086,a,100
2020-21,6,151119,d,75
2020-21,6,153366,i,0
2020-21,6,153379,n,0
2020-21,6,153673,i,0
2020-21,6,153682,n,0
2020-21,6,155569,i,0
2020-21,6,156689,n,0
2020-21,6,160987,i,0
2020-21,6,164511,a,100
2020-21,6,165153,a,100
2020-21,6,165210,d,25
2020-21,6,165809,a,100
2020-21,6,167074,i,0
2020-21,6,167473,i,0
2020-21,6,167522,u,0
2020-21,6,168763,n,0
2020-21,6,170137,a,100
2020-21,6,171287,a,100
2020-21,6,171975,d,50
2020-21,6,172632,a,100
2020-21,6,172780,a,100
2020-21,6,172850,a,100
2020-21,6,173809,u,0
2020-21,6,173954,a,100
2020-21,6,174874,i,0
2020-21,6,175592,i,0
2020-21,6,176413,a,100
2020-21,6,178173,n,0
2020-21,6,178304,i,0
2020-21,6,180804,d,25
2020-21,6,181008,u,0
2020-21,6,184349,n,0
2020-21,6,184386,u,0
2020-21,6,192895,d,50
2020-21,6,194164,i,0
2020-21,6,194252,d,75
2020-21,6,194799,a,100
2020-21,6,196118,n,0
2020-21,6,197937,d,75
2020-21,6,198849,n,0
2020-21,6,198869,a,100
2020-21,6,199249,a,100
2020-21,6,199584,i,0
2020-21,6,200600,a,100
2020-21,6,200641,d,75
2020-21,6,200826,i,0
2020-21,6,203341,i,0
2020-21,6,205651,i,0
2020-21,6,206325,i,0
2020-21,6,207189,a,100
2020-21,6,208998,n,0
2020-21,6,209042,n,0
2020-21,6,209289,a,100
2020-21,6,212319,a,100
2020-21,6,213345,i,0
2020-21,6,213405,i,0
2020-21,6,214285,d,50
2020-21,6,214987,u,0
2020-21,6,216051,n,0
2020-21,6,216054,n,0
2020-21,6,217487,u,0
2020-21,6,218031,i,0
2020-21,6,219924,a,100
2020-21,6,220037,d,75
2020-21,6,221272,a,100
2020-21,6,221399,a,100
2020-21,6,222531,n,0
2020-21,6,222677,n,0
2020-21,6,223175,d,25
2020-21,6,223349,n,0
2020-21,6,227127,a,100
2020-21,6,228286,i,0
2020-21,6,232413,a,100
2020-21,6,232423,i,0
2020-21,6,232787,a,100
2020-21,6,232792,d,75
2020-21,6,232928,n,0
2020-21,6,232977,n,0
2020-21,6,233425,d,75
2020-21,6,234908,n,0
2020-21,6,242058,n,0
2020-21,6,242166,n,0
2020-21,6,243016,a,100
2020-21,6,243568,i,0
2020-21,6,428610,n,0
2020-21,6,431131,i,0
2020-21,6,432656,a,100
2020-21,6,434138,n,0
2020-21,6,444145,i,0
2020-21,6,444884,n,0
2020-21,6,449926,d,25
2020-21,6,450527,d,25
2020-21,6,480216,n,0
2020-21,6,480455,i,0
2020-21,7,15033,d,75
2020-21,7,15157,a,100
2020-21,7,15749,a,100
2020-21,7,17761,a,100
2020-21,7,18073,a,100
2020-21,7,18987,a,100
2020-21,7,19188,a,100
2020-21,7,19419,a,100
2020-21,7,20066,d,25
2020-21,7,20529,n,0
2020-21,7,21205,i,0
2020-21,7,27436,d,75
2020-21,7,28690,a,100
2020-21,7,33148,u,0
2020-21,7,36903,d,75
2020-21,7,37402,a,100
2020-21,7,37572,d,50
2020-21,7,37642,d,75
2020-21,7,39155,a,100
2020-21,7,39476,a,100
2020-21,7,39790,d,75
2020-21,7,40145,i,0
2020-21,7,40694,u,0
2020-21,7,40720,n,0
2020-21,7,40784,a,100
2020-21,7,40845,a,100
2020-21,7,41135,a,100
2020-21,7,41270,a,100
2020-21,7,41674,a,100
2020-21,7,41727,n,0
2020-21,7,41823,a,100
2020-21,7,42427,a,100
2020-21,7,42899,i,0
2020-21,7,44683,d,75
2020-21,7,44699,a,100
2020-21,7,45268,a,100
2020-21,7,46483,u,0
2020-21,7,47247,d,75
2020-21,7,49083,n,0
2020-21,7,49413,a,100
2020-21,7,49440,i,0
2020-21,7,49957,a,100
2020-21,7,50229,a,100
2020-21,7,50232,a,100
2020-21,7,50472,i,0
2020-21,7,51090,i,0
2020-21,7,51927,i,0
2020-21,7,54102,u,0
2020-21,7,54694,d,75
2020-21,7,54861,a,100
2020-21,7,55909,u,0
2020-21,7,55914,d,50
2020-21,7,56979,a,100
2020-21,7,56983,i,0
2020-21,7,57410,u,0
2020-21,7,57913,n,0
2020-21,7,58822,a,100
2020-21,7,58845,d,25
2020-21,7,59125,i,0
2020-21,7,59859,d,75
2020-21,7,59949,a,100
2020-21,7,60586,d,75
2020-21,7,60914,d,75
2020-21,7,61366,i,0
2020-21,7,61558,d,75
2020-21,7,61604,n,0
2020-21,7,61933,n,0
2020-21,7,66242,d,75
2020-21,7,66838,i,0
2020-21,7,67089,i,0
2020-21,7,68312,a,100
2020-21,7,68983,i,0
2020-21,7,69140,i,0
2020-21,7,74230,a,100
2020-21,7,74471,u,0
2020-21,7,76359,i,0
2020-21,7,77359,n,0
2020-21,7,77777,a,100
2020-21,7,80179,i,0
2020-21,7,80226,a,100
2020-21,7,81012,a,100
2020-21,7,81880,i,0
2020-21,7,82078,n,0
2020-21,7,82403,d,75
2020-21,7,83283,a,100
2020-21,7,83312,n,0
2020-21,7,83543,n,0
2020-21,7,85955,a,100
2020-21,7,85971,a,100
2020-21,7,86153,u,0
2020-21,7,86417,d,75
2020-21,7,86934,a,100
2020-21,7,87107,n,0
2020-21,7,89274,u,0
2020-21,7,90105,a,100
2020-21,7,90517,a,100
2020-21,7,91047,d,25
2020-21,7,91651,a,100
2020-21,7,92371,i,0
2020-21,7,93264,d,50
2020-21,7,93284,i,0
2020-21,7,94245,a,100
2020-21,7,95658,d,75
