season,gw,code,status,chance
2021-22,25,490145,a,100
2021-22,25,491551,a,100
2021-22,25,492373,a,100
2021-22,25,493250,u,0
2021-22,25,493934,d,75
2021-22,25,495542,u,0
2021-22,25,501837,i,0
2021-22,26,9089,a,100
2021-22,26,14937,a,100
2021-22,26,15157,a,100
2021-22,26,15749,u,0
2021-22,26,17349,a,100
2021-22,26,17745,a,100
2021-22,26,17761,a,100
2021-22,26,17997,a,100
2021-22,26,18073,a,100
2021-22,26,18892,a,100
2021-22,26,19624,d,50
2021-22,26,19838,a,100
2021-22,26,20066,a,100
2021-22,26,20452,a,100
2021-22,26,20467,a,100
2021-22,26,20480,i,0
2021-22,26,28690,u,0
2021-22,26,37096,a,100
2021-22,26,37642,i,0
2021-22,26,38290,n,0
2021-22,26,38533,u,0
2021-22,26,39155,a,100
2021-22,26,39487,a,100
2021-22,26,39790,u,0
2021-22,26,40146,i,0
2021-22,26,40383,a,100
2021-22,26,40387,n,0
2021-22,26,40669,i,0
2021-22,26,40720,d,75
2021-22,26,40836,a,100
2021-22,26,40845,a,100
2021-22,26,41328,a,100
2021-22,26,41338,a,100
2021-22,26,41674,a,100
2021-22,26,41725,u,0
2021-22,26,41823,i,0
2021-22,26,43250,a,100
2021-22,26,43670,a,100
2021-22,26,44346,u,0
2021-22,26,44683,a,100
2021-22,26,44699,a,100
2021-22,26,47431,u,0
2021-22,26,48717,u,0
2021-22,26,48760,d,25
2021-22,26,49262,a,100
2021-22,26,49413,a,100
2021-22,26,50175,a,100
2021-22,26,50232,a,100
2021-22,26,50471,a,100
2021-22,26,51090,a,100
2021-22,26,51927,a,100
2021-22,26,51938,a,100
2021-22,26,52775,i,0
2021-22,26,54484,a,100
2021-22,26,54694,u,0
2021-22,26,55037,a,100
2021-22,26,55422,n,0
2021-22,26,55459,a,100
2021-22,26,55494,a,100
2021-22,26,55605,u,0
2021-22,26,55914,i,0
2021-22,26,56377,a,100
2021-22,26,56979,a,100
2021-22,26,56983,i,0
2021-22,26,57127,a,100
2021-22,26,57134,a,100
2021-22,26,57145,i,0
2021-22,26,57531,a,100
2021-22,26,58376,i,0
2021-22,26,58621,a,100
2021-22,26,58822,a,100
2021-22,26,58845,n,0
2021-22,26,59735,a,100
2021-22,26,59859,a,100
2021-22,26,59949,a,100
2021-22,26,59966,a,100
2021-22,26,60025,u,0
2021-22,26,60252,a,100
2021-22,26,60307,a,100
2021-22,26,60551,a,100
2021-22,26,60586,d,25
2021-22,26,60689,a,100
2021-22,26,60706,a,100
2021-22,26,60914,a,100
2021-22,26,61366,a,100
2021-22,26,61558,a,100
2021-22,26,61933,a,100
2021-22,26,62398,d,25
2021-22,26,62974,u,0
2021-22,26,66242,u,0
2021-22,26,66588,a,100
2021-22,26,66749,a,100
2021-22,26,66975,a,100
2021-22,26,67089,a,100
2021-22,26,68312,u,0
2021-22,26,69143,a,100
2021-22,26,71738,u,0
2021-22,26,72222,a,100
2021-22,26,73426,u,0
2021-22,26,74208,a,100
2021-22,26,75115,i,0
2021-22,26,76306,i,0
2021-22,26,76359,a,100
2021-22,26,77794,i,0
2021-22,26,78007,a,100
2021-22,26,78056,a,100
2021-22,26,78607,a,100
2021-22,26,78830,a,100
2021-22,26,78916,a,100
2021-22,26,79852,u,0
2021-22,26,80146,a,100
2021-22,26,80179,a,100
2021-22,26,80201,d,75
2021-22,26,80226,u,0
2021-22,26,80607,i,0
2021-22,26,80954,a,100
2021-22,26,81012,a,100
2021-22,26,81183,i,0
2021-22,26,81880,a,100
2021-22,26,82263,a,100
2021-22,26,82403,a,100
2021-22,26,83283,d,75
2021-22,26,83299,s,0
2021-22,26,83312,a,100
2021-22,26,83314,u,0
2021-22,26,83428,a,100
2021-22,26,84450,a,100
2021-22,26,84939,a,100
2021-22,26,85242,u,0
2021-22,26,85624,a,100
2021-22,26,85955,a,100
2021-22,26,85971,a,100
2021-22,26,86417,a,100
2021-22,26,86881,a,100
2021-22,26,86934,a,100
2021-22,26,87835,a,100
2021-22,26,87873,d,75
2021-22,26,88900,a,100
2021-22,26,89085,u,0
2021-22,26,89470,u,0
2021-22,26,90105,a,100
2021-22,26,90152,d,75
2021-22,26,90585,d,25
2021-22,26,91047,a,100
2021-22,26,91651,a,100
2021-22,26,92217,a,100
2021-22,26,92371,u,0
2021-22,26,93100,a,100
2021-22,26,93264,d,50
2021-22,26,93284,u,0
2021-22,26,94245,u,0
2021-22,26,95463,a,100
2021-22,26,95658,a,100
2021-22,26,95715,a,100
2021-22,26,96787,d,75
2021-22,26,97032,a,100
2021-22,26,97299,a,100
2021-22,26,98745,u,0
2021-22,26,98747,a,100
2021-22,26,98980,a,100
2021-22,26,100649,u,0
2021-22,26,101148,a,100
2021-22,26,101178,a,100
2021-22,26,101184,a,100
2021-22,26,101188,a,100
2021-22,26,101582,a,100
2021-22,26,101668,i,0
2021-22,26,102057,a,100
2021-22,26,102380,a,100
2021-22,26,102826,n,0
2021-22,26,103025,a,100
2021-22,26,103192,d,75
2021-22,26,103914,d,25
2021-22,26,103955,a,100
2021-22,26,104547,a,100
2021-22,26,105717,d,25
2021-22,26,106617,i,0
2021-22,26,106618,a,100
2021-22,26,106757,u,0
2021-22,26,106760,a,100
2021-22,26,106837,u,0
2021-22,26,107613,a,100
2021-22,26,108156,u,0
2021-22,26,109322,a,100
2021-22,26,109345,a,100
2021-22,26,109528,i,0
2021-22,26,109533,u,0
2021-22,26,110504,i,0
2021-22,26,110735,a,100
2021-22,26,110979,a,100
2021-22,26,111234,a,100
2021-22,26,111291,a,100
2021-22,26,111457,u,0
2021-22,26,111478,a,100
2021-22,26,111773,a,100
2021-22,26,111931,a,100
2021-22,26,113564,a,100
2021-22,26,114128,a,100
2021-22,26,114283,d,75
2021-22,26,115382,a,100
2021-22,26,115556,a,100
2021-22,26,115918,u,0
2021-22,26,116216,a,100
2021-22,26,116535,a,100
2021-22,26,116594,a,100
2021-22,26,116643,a,100
2021-22,26,118748,a,100
2021-22,26,119471,a,100
2021-22,26,119765,a,100
2021-22,26,120202,d,75
2021-22,26,120250,a,100
2021-22,26,121145,a,100
2021-22,26,121160,a,100
2021-22,26,121599,i,0
2021-22,26,122775,a,100
2021-22,26,122798,a,100
2021-22,26,122806,a,100
2021-22,26,124183,a,100
2021-22,26,126184,a,100
2021-22,26,126187,a,100
2021-22,26,128295,a,100
2021-22,26,130036,u,0
2021-22,26,131304,a,100
2021-22,26,131897,u,0
2021-22,26,135363,a,100
2021-22,26,140941,u,0
2021-22,26,141746,a,100
2021-22,26,144485,d,50
2021-22,26,146941,a,100
2021-22,26,148225,u,0
2021-22,26,148508,u,0
2021-22,26,149484,a,100
2021-22,26,149519,a,100
2021-22,26,149915,a,100
2021-22,26,152590,a,100
2021-22,26,152760,a,100
2021-22,26,152898,u,0
2021-22,26,153127,n,0
2021-22,26,153133,a,100
2021-22,26,153256,a,100
2021-22,26,154043,u,0
2021-22,26,154138,i,0
2021-22,26,154506,a,100
2021-22,26,154561,a,100
2021-22,26,155405,i,0
2021-22,26,155503,u,0
2021-22,26,155511,a,100
2021-22,26,155569,a,100
2021-22,26,155651,a,100
2021-22,26,156074,a,100
2021-22,26,156689,u,0
2021-22,26,157775,a,100
2021-22,26,157882,a,100
2021-22,26,158534,a,100
2021-22,26,159533,u,0
2021-22,26,160987,a,100
2021-22,26,162344,u,0
2021-22,26,164484,a,100
2021-22,26,164511,i,0
2021-22,26,164555,a,100
2021-22,26,165153,a,100
2021-22,26,165210,u,0
2021-22,26,165808,u,0
2021-22,26,165809,a,100
2021-22,26,166477,i,0
2021-22,26,166989,a,100
2021-22,26,167199,a,100
2021-22,26,167522,u,0
2021-22,26,168580,a,100
2021-22,26,169187,a,100
2021-22,26,169359,a,100
2021-22,26,170137,a,100
2021-22,26,171287,a,100
2021-22,26,171317,a,100
2021-22,26,171771,d,75
2021-22,26,172632,i,0
2021-22,26,172649,a,100
2021-22,26,172780,d,75
2021-22,26,172782,a,100
2021-22,26,172841,a,100
2021-22,26,172850,i,0
2021-22,26,173514,u,0
2021-22,26,173515,a,100
2021-22,26,173807,n,0
2021-22,26,173818,u,0
2021-22,26,173821,a,100
2021-22,26,173879,u,0
2021-22,26,173904,a,100
2021-22,26,174874,a,100
2021-22,26,174932,a,100
2021-22,26,175353,u,0
2021-22,26,175592,a,100
2021-22,26,176297,a,100
2021-22,26,176413,a,100
2021-22,26,177815,a,100
2021-22,26,178301,a,100
2021-22,26,179018,a,100
2021-22,26,179276,a,100
2021-22,26,180151,a,100
2021-22,26,180736,a,100
2021-22,26,180804,u,0
2021-22,26,180974,a,100
2021-22,26,182436,u,0
2021-22,26,183656,a,100
2021-22,26,184029,a,100
2021-22,26,184341,d,75
2021-22,26,184349,a,100
2021-22,26,184667,a,100
2021-22,26,184704,i,0
2021-22,26,184754,a,100
2021-22,26,189627,a,100
2021-22,26,191866,a,100
2021-22,26,192290,a,100
2021-22,26,192303,a,100
2021-22,26,192895,a,100
2021-22,26,193111,u,0
2021-22,26,193488,a,100
2021-22,26,193645,a,100
2021-22,26,194010,a,100
2021-22,26,194164,a,100
2021-22,26,194252,a,100
2021-22,26,194634,d,50
2021-22,26,194799,n,0
2021-22,26,195546,a,100
2021-22,26,195728,a,100
2021-22,26,195735,a,100
2021-22,26,195851,a,100
2021-22,26,197365,d,25
2021-22,26,197464,u,0
2021-22,26,197469,a,100
2021-22,26,198826,i,0
2021-22,26,198849,u,0
2021-22,26,198869,a,100
2021-22,26,199249,a,100
2021-22,26,199584,i,0
2021-22,26,199598,u,0
2021-22,26,199796,a,100
2021-22,26,199798,s,0
2021-22,26,200088,u,0
2021-22,26,200089,a,100
2021-22,26,200439,a,100
2021-22,26,200600,a,100
2021-22,26,200617,a,100
2021-22,26,200641,u,0
2021-22,26,200720,a,100
2021-22,26,200826,u,0
2021-22,26,201666,a,100
2021-22,26,203341,a,100
2021-22,26,203368,u,0
2021-22,26,203389,i,0
2021-22,26,204480,a,100
2021-22,26,204580,a,100
2021-22,26,204676,u,0
2021-22,26,205533,a,100
2021-22,26,205651,i,0
2021-22,26,206325,a,100
2021-22,26,206915,a,100
2021-22,26,207283,a,100
2021-22,26,208973,a,100
2021-22,26,209042,d,50
2021-22,26,209045,u,0
2021-22,26,209046,a,100
2021-22,26,209243,a,100
2021-22,26,209244,a,100
2021-22,26,209289,a,100
2021-22,26,209353,u,0
2021-22,26,209362,u,0
2021-22,26,212319,a,100
2021-22,26,212325,a,100
2021-22,26,212721,i,0
2021-22,26,212723,a,100
2021-22,26,213345,u,0
2021-22,26,213687,u,0
2021-22,26,214225,a,100
2021-22,26,214466,a,100
2021-22,26,214590,a,100
2021-22,26,215059,a,100
2021-22,26,215136,u,0
2021-22,26,215379,u,0
2021-22,26,215413,a,100
2021-22,26,215439,a,100
2021-22,26,215460,u,0
2021-22,26,215476,a,100
2021-22,26,215711,a,100
2021-22,26,216058,u,0
2021-22,26,216620,u,0
2021-22,26,216646,a,100
2021-22,26,217401,u,0
2021-22,26,217487,u,0
2021-22,26,217593,a,100
2021-22,26,218031,d,75
2021-22,26,218997,u,0
2021-22,26,219352,a,100
2021-22,26,219847,a,100
2021-22,26,219937,u,0
2021-22,26,219961,a,100
2021-22,26,220037,u,0
2021-22,26,220166,u,0
2021-22,26,220394,u,0
2021-22,26,220566,a,100
2021-22,26,220598,u,0
2021-22,26,220627,i,0
2021-22,26,220686,u,0
2021-22,26,220688,n,0
2021-22,26,221239,u,0
2021-22,26,221399,a,100
2021-22,26,221610,a,100
2021-22,26,221632,a,100
2021-22,26,222017,u,0
2021-22,26,222018,a,100
2021-22,26,222531,u,0
2021-22,26,222564,a,100
2021-22,26,222627,u,0
2021-22,26,222694,a,100
2021-22,26,223175,u,0
2021-22,26,223340,a,100
2021-22,26,223723,d,50
2021-22,26,224444,u,0
2021-22,26,224967,a,100
2021-22,26,225000,u,0
2021-22,26,225796,d,50
2021-22,26,225902,a,100
2021-22,26,226597,a,100
2021-22,26,226956,a,100
2021-22,26,227127,a,100
2021-22,26,227560,d,75
2021-22,26,228044,a,100
2021-22,26,228286,a,100
2021-22,26,230046,a,100
2021-22,26,230251,a,100
2021-22,26,231065,a,100
2021-22,26,231372,u,0
2021-22,26,232185,a,100
2021-22,26,232223,u,0
2021-22,26,232229,u,0
2021-22,26,232247,u,0
2021-22,26,232351,u,0
2021-22,26,232413,a,100
2021-22,26,232423,i,0
2021-22,26,232456,u,0
2021-22,26,232653,a,100
2021-22,26,232787,n,0
2021-22,26,232792,a,100
2021-22,26,232937,a,100
2021-22,26,232980,a,100
2021-22,26,233425,u,0
2021-22,26,233963,u,0
2021-22,26,235382,a,100
2021-22,26,235448,u,0
2021-22,26,235546,i,0
2021-22,26,240143,a,100
2021-22,26,240514,u,0
2021-22,26,241157,a,100
2021-22,26,241289,u,0
2021-22,26,242058,u,0
2021-22,26,242166,u,0
2021-22,26,242510,u,0
2021-22,26,243016,a,100
2021-22,26,243568,a,100
2021-22,26,243569,u,0
2021-22,26,244619,a,100
2021-22,26,244731,a,100
2021-22,26,244851,i,0
2021-22,26,244890,u,0
2021-22,26,245419,a,100
2021-22,26,247632,i,0
2021-22,26,248853,u,0
2021-22,26,248937,i,0
2021-22,26,250604,u,0
2021-22,26,420922,u,0
2021-22,26,423649,i,0
2021-22,26,428580,a,100
2021-22,26,428610,u,0
2021-22,26,428626,a,100
2021-22,26,431131,a,100
2021-22,26,432160,a,100
2021-22,26,432735,i,0
2021-22,26,432830,a,100
2021-22,26,433154,a,100
2021-22,26,433590,u,0
2021-22,26,433979,u,0
2021-22,26,434024,u,0
2021-22,26,434662,u,0
2021-22,26,436234,u,0
2021-22,26,437742,a,100
2021-22,26,438277,a,100
2021-22,26,439485,u,0
2021-22,26,439509,a,100
2021-22,26,440323,a,100
2021-22,26,441191,a,100
2021-22,26,441192,i,0
2021-22,26,442229,u,0
2021-22,26,443661,a,100
2021-22,26,443967,d,75
2021-22,26,444145,s,0
2021-22,26,444463,i,0
2021-22,26,444884,a,100
2021-22,26,445550,u,0
2021-22,26,446008,a,100
2021-22,26,447715,u,0
2021-22,26,448482,u,0
2021-22,26,448487,u,0
2021-22,26,448514,a,100
2021-22,26,449988,a,100
2021-22,26,450070,a,100
2021-22,26,450527,a,100
2021-22,26,461023,u,0
2021-22,26,461484,u,0
2021-22,26,461587,u,0
2021-22,26,462381,u,0
2021-22,26,462424,u,0
2021-22,26,462635,a,100
2021-22,26,463748,u,0
2021-22,26,466404,i,0
2021-22,26,467311,u,0
2021-22,26,468243,u,0
2021-22,26,471471,a,100
2021-22,26,475168,a,100
2021-22,26,477547,i,0
2021-22,26,478912,a,100
2021-22,26,480455,a,100
2021-22,26,481405,u,0
2021-22,26,481624,u,0
2021-22,26,481626,u,0
2021-22,26,483365,a,100
2021-22,26,486672,u,0
2021-22,26,486870,u,0
2021-22,26,490145,a,100
2021-22,26,491551,a,100
2021-22,26,492373,a,100
2021-22,26,493250,u,0
2021-22,26,493934,d,75
2021-22,26,495542,u,0
2021-22,26,501837,i,0
2021-22,27,9089,a,100
2021-22,27,14937,a,100
2021-22,27,15157,a,100
2021-22,27,15749,u,0
2021-22,27,17349,a,100
2021-22,27,17745,a,100
2021-22,27,17761,a,100
2021-22,27,17997,a,100
2021-22,27,18073,a,100
2021-22,27,18892,a,100
2021-22,27,19624,a,100
2021-22,27,19838,a,100
2021-22,27,20066,a,100
2021-22,27,20452,a,100
2021-22,27,20467,a,100
2021-22,27,20480,a,100
2021-22,27,21205,a,100
2021-22,27,28690,u,0
2021-22,27,37096,a,100
2021-22,27,37642,i,0
2021-22,27,38290,n,0
2021-22,27,38533,u,0
2021-22,27,39155,a,100
2021-22,27,39487,a,100
2021-22,27,39790,u,0
2021-22,27,40146,i,0
2021-22,27,40383,a,100
2021-22,27,40387,n,0
2021-22,27,40669,i,0
2021-22,27,40720,i,0
2021-22,27,40836,d,75
2021-22,27,40845,a,100
2021-22,27,41328,a,100
2021-22,27,41338,a,100
2021-22,27,41674,a,100
2021-22,27,41725,u,0
2021-22,27,41823,i,0
2021-22,27,43250,a,100
2021-22,27,43670,a,100
2021-22,27,44346,u,0
2021-22,27,44683,a,100
2021-22,27,44699,a,100
2021-22,27,47431,u,0
2021-22,27,48717,u,0
2021-22,27,48760,d,75
2021-22,27,49262,a,100
2021-22,27,49413,a,100
2021-22,27,50175,a,100
2021-22,27,50232,a,100
2021-22,27,50471,a,100
2021-22,27,51090,a,100
2021-22,27,51927,a,100
2021-22,27,51938,a,100
2021-22,27,52775,i,0
2021-22,27,54484,a,100
2021-22,27,54694,u,0
2021-22,27,55037,a,100
2021-22,27,55422,n,0
2021-22,27,55459,a,100
2021-22,27,55494,d,50
2021-22,27,55605,u,0
2021-22,27,55914,i,0
2021-22,27,56377,a,100
2021-22,27,56979,a,100
2021-22,27,56983,i,0
2021-22,27,57127,a,100
2021-22,27,57134,a,100
2021-22,27,57145,a,100
2021-22,27,57531,a,100
2021-22,27,58376,i,0
2021-22,27,58621,a,100
2021-22,27,58822,a,100
2021-22,27,58845,n,0
2021-22,27,59735,a,100
2021-22,27,59859,a,100
2021-22,27,59949,a,100
2021-22,27,59966,a,100
2021-22,27,60025,u,0
2021-22,27,60252,a,100
2021-22,27,60307,a,100
2021-22,27,60551,a,100
2021-22,27,60586,i,0
2021-22,27,60689,a,100
2021-22,27,60706,a,100
2021-22,27,60914,a,100
2021-22,27,61366,a,100
2021-22,27,61558,a,100
2021-22,27,61933,a,100
2021-22,27,62398,a,100
2021-22,27,62974,u,0
2021-22,27,66242,u,0
2021-22,27,66588,a,100
2021-22,27,66749,a,100
2021-22,27,66975,a,100
2021-22,27,67089,a,100
2021-22,27,68312,u,0
2021-22,27,69143,d,75
2021-22,27,71738,u,0
2021-22,27,72222,a,100
2021-22,27,73426,u,0
2021-22,27,74208,a,100
2021-22,27,75115,i,0
2021-22,27,76306,a,100
2021-22,27,76359,a,100
2021-22,27,77794,i,0
2021-22,27,78007,d,75
2021-22,27,78056,a,100
2021-22,27,78607,a,100
2021-22,27,78830,a,100
2021-22,27,78916,a,100
2021-22,27,79852,u,0
2021-22,27,80146,a,100
2021-22,27,80179,a,100
2021-22,27,80201,a,100
2021-22,27,80226,u,0
2021-22,27,80607,d,75
2021-22,27,80954,a,100
2021-22,27,81012,a,100
2021-22,27,81183,i,0
2021-22,27,81880,a,100
2021-22,27,82263,a,100
2021-22,27,82403,a,100
2021-22,27,83283,a,100
2021-22,27,83299,a,100
2021-22,27,83312,a,100
2021-22,27,83314,u,0
2021-22,27,83428,a,100
2021-22,27,84450,a,100
2021-22,27,84939,a,100
2021-22,27,85242,u,0
2021-22,27,85624,a,100
2021-22,27,85955,a,100
2021-22,27,85971,a,100
2021-22,27,86417,a,100
2021-22,27,86881,a,100
2021-22,27,86934,d,75
2021-22,27,87835,a,100
2021-22,27,87873,a,100
2021-22,27,88900,a,100
2021-22,27,89085,u,0
2021-22,27,89470,u,0
2021-22,27,90105,d,75
2021-22,27,90152,a,100
2021-22,27,90585,a,100
2021-22,27,91047,a,100
2021-22,27,91651,d,75
2021-22,27,92217,d,50
2021-22,27,92371,u,0
2021-22,27,93100,a,100
2021-22,27,93264,a,100
2021-22,27,93284,u,0
2021-22,27,94245,u,0
2021-22,27,95463,a,100
2021-22,27,95658,a,100
2021-22,27,95715,a,100
2021-22,27,96787,a,100
2021-22,27,97032,a,100
2021-22,27,97299,a,100
2021-22,27,98745,u,0
2021-22,27,98747,a,100
2021-22,27,98980,a,100
2021-22,27,100649,u,0
2021-22,27,101148,a,100
2021-22,27,101178,a,100
2021-22,27,101184,a,100
2021-22,27,101188,a,100
2021-22,27,101582,a,100
2021-22,27,101668,d,50
2021-22,27,102057,a,100
2021-22,27,102380,a,100
2021-22,27,102826,n,0
2021-22,27,103025,a,100
2021-22,27,103192,a,100
2021-22,27,103914,a,100
2021-22,27,103955,a,100
2021-22,27,104547,a,100
2021-22,27,105717,d,25
2021-22,27,106617,i,0
2021-22,27,106618,a,100
2021-22,27,106757,u,0
2021-22,27,106760,a,100
2021-22,27,106837,u,0
2021-22,27,107613,a,100
2021-22,27,108156,u,0
2021-22,27,109322,a,100
2021-22,27,109345,a,100
2021-22,27,109528,i,0
2021-22,27,109533,u,0
2021-22,27,110504,i,0
2021-22,27,110735,d,25
2021-22,27,110979,a,100
2021-22,27,111234,a,100
2021-22,27,111291,a,100
2021-22,27,111457,u,0
2021-22,27,111478,a,100
2021-22,27,111773,a,100
2021-22,27,111931,a,100
2021-22,27,113564,a,100
2021-22,27,114128,a,100
2021-22,27,114283,d,25
2021-22,27,115382,a,100
2021-22,27,115556,a,100
2021-22,27,115918,u,0
2021-22,27,116216,a,100
2021-22,27,116535,a,100
2021-22,27,116594,a,100
2021-22,27,116643,a,100
2021-22,27,118748,a,100
2021-22,27,119471,a,100
2021-22,27,119765,a,100
2021-22,27,120202,a,100
2021-22,27,120250,a,100
2021-22,27,121145,a,100
2021-22,27,121160,a,100
2021-22,27,121599,d,75
2021-22,27,122775,a,100
2021-22,27,122798,a,100
2021-22,27,122806,a,100
2021-22,27,124183,d,75
2021-22,27,126184,a,100
2021-22,27,126187,a,100
2021-22,27,128295,a,100
2021-22,27,130036,u,0
2021-22,27,131304,a,100
2021-22,27,131897,u,0
2021-22,27,135363,a,100
2021-22,27,140941,u,0
2021-22,27,141746,a,100
2021-22,27,144485,d,75
2021-22,27,146941,a,100
2021-22,27,148225,u,0
2021-22,27,148508,u,0
2021-22,27,149484,a,100
2021-22,27,149519,d,50
2021-22,27,149915,d,75
2021-22,27,152590,a,100
2021-22,27,152760,a,100
2021-22,27,152898,u,0
2021-22,27,153127,n,0
2021-22,27,153133,a,100
2021-22,27,153256,a,100
2021-22,27,154043,u,0
2021-22,27,154138,d,75
2021-22,27,154506,a,100
2021-22,27,154561,a,100
2021-22,27,155405,i,0
2021-22,27,155503,u,0
2021-22,27,155511,a,100
2021-22,27,155569,a,100
2021-22,27,155651,a,100
2021-22,27,156074,a,100
2021-22,27,156689,u,0
2021-22,27,157775,a,100
2021-22,27,157882,a,100
2021-22,27,158534,a,100
2021-22,27,159533,u,0
2021-22,27,160987,n,0
2021-22,27,162344,u,0
2021-22,27,164484,a,100
2021-22,27,164511,i,0
2021-22,27,164555,i,0
2021-22,27,165153,a,100
2021-22,27,165210,u,0
2021-22,27,165808,u,0
2021-22,27,165809,a,100
2021-22,27,166477,i,0
2021-22,27,166989,a,100
2021-22,27,167199,a,100
2021-22,27,167522,u,0
2021-22,27,168580,a,100
2021-22,27,169187,a,100
2021-22,27,169359,a,100
2021-22,27,170137,d,75
2021-22,27,171287,a,100
2021-22,27,171317,a,100
2021-22,27,171771,a,100
2021-22,27,172632,i,0
2021-22,27,172649,a,100
2021-22,27,172780,a,100
2021-22,27,172782,a,100
2021-22,27,172841,a,100
2021-22,27,172850,i,0
2021-22,27,173514,u,0
2021-22,27,173515,a,100
2021-22,27,173807,n,0
2021-22,27,173818,u,0
2021-22,27,173821,a,100
2021-22,27,173879,u,0
2021-22,27,173904,a,100
2021-22,27,174874,a,100
2021-22,27,174932,a,100
2021-22,27,175353,u,0
2021-22,27,175592,a,100
2021-22,27,176297,a,100
2021-22,27,176413,a,100
2021-22,27,177815,a,100
2021-22,27,178301,a,100
2021-22,27,179018,a,100
2021-22,27,179276,a,100
2021-22,27,180151,a,100
2021-22,27,180736,a,100
2021-22,27,180804,u,0
2021-22,27,180974,a,100
2021-22,27,182436,u,0
2021-22,27,183656,a,100
2021-22,27,184029,a,100
2021-22,27,184341,a,100
2021-22,27,184349,a,100
2021-22,27,184667,a,100
2021-22,27,184704,i,0
2021-22,27,184754,a,100
2021-22,27,189627,a,100
2021-22,27,191866,a,100
2021-22,27,192290,a,100
2021-22,27,192303,a,100
2021-22,27,192895,a,100
2021-22,27,193111,u,0
2021-22,27,193488,a,100
2021-22,27,193645,d,75
2021-22,27,194010,a,100
2021-22,27,194164,a,100
2021-22,27,194252,a,100
2021-22,27,194634,d,50
2021-22,27,194799,n,0
2021-22,27,195546,a,100
2021-22,27,195728,a,100
2021-22,27,195735,a,100
2021-22,27,195851,d,75
2021-22,27,197365,a,100
2021-22,27,197464,u,0
2021-22,27,197469,a,100
2021-22,27,198826,i,0
2021-22,27,198849,u,0
2021-22,27,198869,a,100
2021-22,27,199249,a,100
2021-22,27,199584,i,0
2021-22,27,199598,u,0
2021-22,27,199796,a,100
2021-22,27,199798,a,100
2021-22,27,200088,u,0
2021-22,27,200089,a,100
2021-22,27,200402,d,75
2021-22,27,200439,a,100
2021-22,27,200600,a,100
2021-22,27,200617,a,100
2021-22,27,200641,u,0
2021-22,27,200720,a,100
2021-22,27,200826,u,0
2021-22,27,201666,a,100
2021-22,27,202993,d,75
2021-22,27,203341,a,100
2021-22,27,203368,u,0
2021-22,27,203389,i,0
2021-22,27,204480,a,100
2021-22,27,204580,a,100
2021-22,27,204676,u,0
2021-22,27,205533,a,100
2021-22,27,205651,i,0
2021-22,27,206325,a,100
2021-22,27,206915,a,100
2021-22,27,207283,d,75
2021-22,27,208973,a,100
2021-22,27,209042,i,0
2021-22,27,209045,u,0
2021-22,27,209046,d,75
2021-22,27,209243,a,100
2021-22,27,209244,a,100
2021-22,27,209289,d,75
2021-22,27,209353,u,0
2021-22,27,209362,u,0
2021-22,27,212319,a,100
2021-22,27,212325,a,100
2021-22,27,212721,i,0
2021-22,27,212723,a,100
2021-22,27,213345,u,0
2021-22,27,213687,u,0
2021-22,27,214225,a,100
2021-22,27,214466,a,100
2021-22,27,214590,a,100
2021-22,27,215059,a,100
2021-22,27,215136,u,0
2021-22,27,215379,u,0
2021-22,27,215413,a,100
2021-22,27,215439,a,100
2021-22,27,215460,u,0
2021-22,27,215476,a,100
2021-22,27,215711,a,100
2021-22,27,216058,u,0
2021-22,27,216620,u,0
2021-22,27,216646,a,100
2021-22,27,217401,u,0
2021-22,27,217487,u,0
2021-22,27,217593,a,100
2021-22,27,218031,a,100
2021-22,27,218997,u,0
2021-22,27,219352,a,100
2021-22,27,219847,a,100
2021-22,27,219937,u,0
2021-22,27,219961,a,100
2021-22,27,220037,u,0
2021-22,27,220166,u,0
2021-22,27,220394,u,0
2021-22,27,220566,a,100
2021-22,27,220598,u,0
2021-22,27,220627,d,50
2021-22,27,220686,u,0
2021-22,27,220688,n,0
2021-22,27,221239,u,0
2021-22,27,221399,a,100
2021-22,27,221610,a,100
2021-22,27,221632,a,100
2021-22,27,222017,u,0
2021-22,27,222018,a,100
2021-22,27,222531,u,0
2021-22,27,222564,a,100
2021-22,27,222627,u,0
2021-22,27,222694,a,100
2021-22,27,223175,u,0
2021-22,27,223340,a,100
2021-22,27,223723,d,75
2021-22,27,224444,u,0
2021-22,27,224967,a,100
2021-22,27,225000,u,0
2021-22,27,225796,i,0
2021-22,27,225902,a,100
2021-22,27,226597,a,100
2021-22,27,226956,a,100
2021-22,27,227127,a,100
2021-22,27,227560,d,75
2021-22,27,228044,a,100
2021-22,27,228286,a,100
2021-22,27,230046,a,100
2021-22,27,230251,a,100
2021-22,27,231065,a,100
2021-22,27,231372,u,0
2021-22,27,232185,a,100
2021-22,27,232223,u,0
2021-22,27,232229,u,0
2021-22,27,232247,u,0
2021-22,27,232351,u,0
2021-22,27,232413,a,100
2021-22,27,232423,i,0
2021-22,27,232456,u,0
2021-22,27,232653,a,100
2021-22,27,232787,a,100
2021-22,27,232792,a,100
2021-22,27,232937,a,100
2021-22,27,232980,a,100
2021-22,27,233425,u,0
2021-22,27,233963,u,0
2021-22,27,235382,a,100
2021-22,27,235448,u,0
2021-22,27,235546,a,100
2021-22,27,240143,a,100
2021-22,27,240514,u,0
2021-22,27,241157,a,100
2021-22,27,241289,u,0
2021-22,27,242058,u,0
