element,GW,expected_goals,expected_assists
95,24,0.045318,0.000000
95,28,0.040073,0.000000
96,14,0.000000,0.040518
96,28,0.000000,0.029817
97,2,0.000000,0.078627
97,3,0.026554,0.000000
97,8,0.000000,0.085841
97,9,0.000000,0.014582
97,10,0.000000,0.021784
97,12,0.067454,0.000000
97,14,0.000000,0.122857
97,15,0.000000,0.035601
97,24,0.000000,0.040319
97,26,0.011200,0.000000
97,30,0.000000,0.115055
97,33,0.000000,0.529454
97,35,0.000000,0.255800
98,2,0.097765,0.187706
98,3,0.119043,0.000000
98,4,0.000000,0.076012
98,6,0.067595,0.067249
98,7,0.000000,0.016181
98,11,0.131018,0.000000
98,12,0.084786,0.000000
98,13,0.000000,0.063181
98,14,0.094607,0.000000
98,15,0.031890,0.029185
98,18,0.012015,0.014006
98,19,0.049144,0.014319
98,20,0.027008,0.000000
98,25,0.072615,0.011068
98,26,0.074753,0.000000
98,28,0.114322,0.000000
98,30,0.000000,0.020522
98,31,0.154526,0.000000
98,32,0.018095,0.018142
98,33,0.014080,0.014863
98,34,0.042377,0.000000
98,35,0.062195,0.070731
98,36,0.037687,0.060424
98,37,0.089300,0.037378
98,38,0.000000,0.020361
100,2,0.000000,0.129652
100,4,0.000000,0.119836
100,5,0.036536,0.087029
100,6,0.000000,0.019327
100,8,0.034171,0.060846
100,9,0.092247,0.251223
100,10,0.036426,0.000000
100,11,0.051823,0.342369
100,12,0.000000,0.066751
100,14,0.000000,0.100834
100,19,0.091452,0.085096
100,20,0.034224,0.106738
100,23,0.103009,0.142189
100,24,0.000000,0.936105
100,25,0.000000,0.081708
100,26,0.029679,0.112111
100,27,0.028883,0.099849
100,28,0.106183,0.154651
100,31,0.167591,0.113219
100,32,0.051265,0.018169
100,33,0.000000,1.008280
100,35,0.000000,0.160160
100,36,0.043435,0.000000
100,37,0.018092,0.233113
100,38,0.067830,0.047511
102,3,0.011048,0.009974
102,4,0.045889,0.016633
102,16,0.000000,0.124250
102,17,0.055913,0.013846
102,19,0.179011,0.021884
102,20,0.000000,0.045494
102,21,0.055962,0.067514
102,22,0.033587,0.020187
102,23,0.000000,0.047762
102,24,0.015266,0.029654
102,26,0.045114,0.456748
102,27,0.000000,0.271843
102,28,0.000000,0.075168
102,30,0.000000,0.065016
102,33,0.000000,0.142016
102,35,0.000000,0.055827
102,37,0.000000,0.168329
102,38,0.020332,0.472996
103,10,0.046821,0.000000
103,11,1.440009,0.842942
103,12,0.117134,0.000000
103,13,1.028607,0.084803
103,16,0.143311,0.000000
103,19,0.236900,0.033323
103,20,0.153292,0.000000
103,24,0.401440,0.000000
103,26,0.516824,0.000000
103,32,0.144322,0.000000
103,35,0.429629,0.000000
104,2,0.000000,0.010183
104,3,0.069404,0.005674
104,21,0.305920,0.022041
104,22,0.130502,0.039454
104,24,0.149761,0.422569
104,25,0.137457,0.326559
104,27,0.108927,0.428341
104,30,0.463938,0.000000
104,34,0.161961,0.081887
104,35,0.147944,0.070565
105,1,0.699300,0.024471
105,2,0.699300,0.000000
105,4,1.452899,0.099313
105,6,0.013496,0.000000
105,14,0.014840,0.000000
105,15,0.699232,0.033295
105,19,0.000000,0.011711
105,20,0.000000,0.059093
105,21,0.000000,0.273176
105,22,0.699300,0.140778
105,23,0.699300,0.018299
105,27,0.728974,0.020986
105,30,0.000000,0.034386
105,31,0.000000,0.321052
105,32,0.000000,0.078873
105,35,0.000000,0.056669
105,37,0.699300,0.103373
105,38,0.000000,0.322386
106,1,0.016093,0.094193
106,4,0.732201,0.000000
106,5,0.193818,0.051484
106,6,0.076964,0.361067
106,7,0.074820,0.164143
106,8,0.314628,0.867896
106,19,0.747180,0.189849
106,20,0.285948,0.105238
106,21,0.337362,0.139863
106,22,0.068569,0.021109
106,23,0.286256,0.351881
106,24,0.045524,0.077229
106,26,0.000000,0.063602
106,27,0.000000,0.018655
106,28,0.000000,0.260926
106,29,0.076231,0.050255
106,31,0.011003,0.000000
106,32,0.000000,0.036869
106,33,0.050652,0.127914
106,34,0.067568,0.452628
106,35,0.014382,0.095440
107,3,0.006378,0.000000
107,8,0.039148,0.066457
107,9,0.075812,0.292651
107,10,0.012835,0.000000
107,11,0.000000,0.013854
107,12,0.000000,0.082420
107,13,0.045223,0.000000
107,17,0.059760,0.000000
107,19,0.000000,0.022188
107,20,0.026620,0.051053
107,21,0.072310,0.094742
107,22,0.208022,0.000000
107,23,0.020984,0.231081
107,24,0.140480,0.324643
107,25,0.000000,0.007365
107,26,0.027396,0.016526
107,30,0.073306,0.078374
107,31,0.000000,0.204702
107,37,0.000000,0.079427
107,38,0.047436,0.000000
108,2,0.021207,0.000000
108,6,0.214571,0.610949
108,7,0.145758,0.000000
108,9,0.235007,0.062590
108,10,0.000000,0.075571
108,15,0.000000,0.025411
108,20,0.101947,0.000000
108,21,0.465409,0.506586
108,22,0.010634,0.000000
108,23,0.000000,0.071419
108,30,0.057813,0.000000
109,16,0.137293,0.000000
109,19,0.016194,0.113006
109,20,0.022736,0.000000
109,21,0.016661,0.000000
109,22,0.000000,0.036303
109,23,0.050795,0.000000
109,25,0.037032,0.000000
109,28,0.008664,0.075929
109,31,0.114218,0.024721
109,35,0.010863,0.000000
109,37,0.632825,0.000000
110,1,0.038861,0.000000
110,2,0.033730,0.000000
110,4,0.084924,0.000000
110,5,0.025251,0.000000
110,6,0.000000,0.015370
110,7,0.324670,0.000000
110,9,0.082977,0.000000
110,11,0.092874,0.000000
110,12,0.480403,0.035210
110,13,0.092510,0.000000
110,15,0.123977,0.000000
110,25,0.312038,0.000000
110,27,0.017838,0.000000
110,30,0.632166,0.000000
110,31,0.444476,0.000000
110,32,0.010624,0.000000
110,35,0.084567,0.016009
113,4,0.030828,0.000000
113,7,0.037702,0.024895
113,8,0.000000,0.211250
113,9,0.000000,0.051335
113,10,0.000000,0.066532
113,12,0.000000,0.016121
113,13,0.000000,0.019283
113,14,0.000000,0.182457
113,15,0.000000,0.088375
113,16,0.066426,0.046744
113,22,0.000000,0.052218
113,24,0.000000,0.034165
113,26,0.075810,0.082161
113,27,0.330933,0.000000
113,28,0.051713,0.052934
113,37,0.050117,0.057866
114,5,0.000000,0.087619
114,7,0.036601,0.288644
114,8,0.084645,1.463689
114,9,0.016584,0.175278
114,10,0.101648,0.189366
114,11,0.059792,0.000000
114,17,0.154630,0.039080
114,19,0.171189,0.051158
114,20,0.066968,0.195053
114,25,0.000000,0.014140
114,26,0.331141,0.179497
114,28,0.016378,0.189650
114,31,0.000000,0.276385
114,32,0.000000,0.061493
114,33,0.063355,0.000000
114,34,0.590400,0.030149
114,35,0.114027,0.060130
114,38,0.018423,0.359239
115,5,0.024831,0.016463
115,8,0.057077,0.000000
115,9,0.300340,0.031489
115,10,0.107777,0.000000
115,12,0.000000,0.040144
115,13,0.212895,0.000000
115,15,0.022020,0.000000
115,18,0.532350,0.000000
115,19,0.157343,0.049173
115,20,0.075981,0.067242
115,21,0.135484,0.330745
115,22,0.000000,0.050674
115,23,0.417949,0.057121
115,24,0.109863,0.169245
115,25,0.535876,0.035282
115,26,0.102175,0.066779
115,27,0.000000,0.039590
115,30,0.015760,0.033682
115,31,0.219850,0.000000
115,35,0.031770,0.000000
115,38,0.000000,0.029657
116,5,0.041597,0.000000
116,26,0.015527,0.020502
116,27,0.000000,0.069588
116,28,0.000000,0.046008
116,30,0.061766,0.017395
116,32,0.000000,0.026804
116,33,0.000000,0.024132
117,1,0.385587,0.014318
117,2,0.030843,0.049263
117,3,0.536966,0.000000
117,4,0.095170,0.000000
117,5,0.964756,0.367720
117,6,0.051052,0.000000
117,7,0.422448,0.068462
117,8,0.694501,0.000000
117,9,0.420352,0.390214
117,10,0.068184,0.132417
117,11,1.383682,0.695157
117,12,0.092639,0.067665
117,13,0.208079,0.012508
117,14,0.690901,0.481700
117,15,0.141089,0.041855
117,16,0.056228,0.000000
117,17,0.008350,0.000000
117,19,0.326227,0.074363
117,21,0.172371,0.072671
117,22,0.496447,0.252677
117,23,0.259732,0.278605
117,24,1.394413,0.050930
117,25,0.055010,0.000000
117,26,0.566287,0.009184
117,27,0.624822,0.105100
117,28,0.091334,0.000000
117,30,0.019552,0.733847
117,33,1.225213,0.124898
117,34,0.184639,0.893153
117,35,0.079108,0.156557
117,37,0.351192,0.077376
117,38,0.243786,0.299024
118,2,0.055371,0.000000
118,3,1.093707,0.000000
118,4,0.457445,0.022954
118,7,0.085245,0.032564
118,8,0.312364,0.138642
118,9,0.635605,0.395565
118,10,0.460963,0.000000
118,11,0.061559,0.000000
118,14,0.835994,0.000000
118,15,0.762510,0.000000
118,19,0.185543,0.000000
118,24,0.093609,0.000000
118,33,0.646171,0.000000
119,5,0.098182,0.051882
119,6,0.112484,0.000000
119,11,0.827032,0.000000
119,13,0.000000,0.067384
119,14,0.673789,0.383593
119,15,0.110471,0.080394
119,16,0.836236,0.000000
119,17,0.038994,0.049745
119,19,0.073154,0.347557
119,21,0.245551,0.081091
119,22,0.032671,0.000000
119,26,0.023044,0.000000
119,27,0.000000,0.019870
119,28,0.154812,0.014572
119,30,0.511204,0.043413
119,31,1.097244,0.523808
119,32,0.187897,0.000000
119,33,0.115067,0.117019
119,35,0.257918,0.120329
119,37,0.462833,0.044589
119,38,0.366112,0.311714
120,1,0.009342,0.050173
120,2,0.011445,0.000000
120,3,0.284777,0.443735
120,5,0.125667,0.108689
120,7,0.092808,0.342496
120,8,0.191840,0.000000
120,9,0.359212,0.124024
120,10,0.061945,0.060663
120,11,0.159202,0.829185
120,12,0.066766,0.000000
120,13,0.000000,0.073093
120,14,0.011792,0.858505
120,15,0.110088,0.159181
120,16,0.091101,0.187282
120,17,0.000000,0.035030
120,19,0.360881,0.528339
120,20,0.000000,0.037216
120,21,0.189645,0.115572
120,22,0.420299,0.430333
120,23,0.313148,0.000000
120,24,0.102750,0.142331
120,25,0.715193,0.093202
120,26,0.254911,0.376792
120,27,0.054377,0.296029
120,28,0.021115,0.056768
120,30,0.477379,0.000000
120,31,0.345401,0.755301
120,32,0.000000,0.009452
120,33,0.281694,0.761119
120,34,0.000000,0.280484
120,35,0.200168,0.213852
120,37,0.144143,0.367717
120,38,0.868180,0.312691
122,3,0.103832,0.036889
122,4,0.055159,0.324478
122,7,0.000000,0.033543
122,9,0.045804,0.000000
122,15,0.037423,0.636542
122,16,0.020564,0.048181
122,17,0.286177,0.048781
122,19,0.047996,0.025256
122,20,0.057383,0.044926
122,21,0.136337,0.253890
122,22,0.099263,0.000000
122,23,0.000000,0.068676
122,24,0.000000,0.124984
122,26,0.053583,0.465096
122,27,0.071825,0.000000
122,28,0.085343,0.000000
122,31,0.133559,0.274293
122,32,0.000000,0.050054
122,35,0.024111,0.101657
123,1,0.018163,0.108018
123,3,0.000000,0.607165
123,6,0.025000,0.000000
123,7,0.044726,0.000000
123,8,0.072264,0.074646
123,9,0.035013,0.000000
123,10,0.000000,0.206970
123,11,0.040788,0.840375
123,12,0.142106,0.000000
123,13,0.065871,0.027727
123,15,0.014872,0.044811
123,19,0.139438,0.077351
123,21,0.052770,0.000000
123,22,0.082047,0.195619
123,23,0.109891,0.026893
123,24,0.038401,0.000000
123,25,0.076005,0.065937
123,26,0.066772,0.031907
123,27,0.059470,0.035819
123,28,0.000000,0.081259
123,30,0.136658,0.234911
123,31,0.043606,0.052517
123,32,0.000000,0.078347
123,33,0.000000,0.007618
123,35,0.119316,0.103169
123,37,0.026688,0.065340
123,38,0.000000,0.016998
124,34,0.000000,0.015054
124,35,0.046978,0.086021
125,11,0.046732,0.117384
125,12,0.000000,0.127884
125,22,0.127222,0.000000
125,23,0.018497,0.000000
125,26,0.018222,0.000000
125,35,0.078821,0.123423
125,36,0.045949,0.071378
125,37,0.022392,0.068126
125,38,0.318814,0.000000
127,4,0.017304,0.000000
129,18,0.056335,0.000000
129,37,0.057007,0.090277
130,1,0.060935,0.340979
130,3,0.000000,0.067526
130,4,0.018478,0.052558
130,9,0.050102,0.038344
130,10,0.000000,0.085739
130,11,0.000000,0.067268
130,12,0.000000,0.375992
130,15,0.000000,0.065722
130,17,0.000000,0.128426
130,18,0.116109,0.000000
130,19,0.000000,0.006089
130,20,0.013688,0.014070
131,3,0.011280,0.013225
131,26,0.000000,0.064666
131,37,0.000000,0.102893
131,38,0.000000,0.056115
132,9,0.564599,0.000000
132,10,0.120868,0.000000
132,11,0.461982,0.193640
132,12,0.131687,0.019113
132,13,0.865194,0.084434
132,15,0.107820,0.064128
132,16,0.070818,0.000000
132,17,0.115180,0.000000
132,18,0.288273,0.056980
132,20,0.000000,0.043326
132,23,0.041947,0.000000
132,24,0.316005,0.000000
132,25,0.055354,0.000000
132,26,0.167715,0.042173
132,27,0.358469,0.000000
132,28,0.426609,0.000000
132,30,0.057905,0.011837
132,31,0.553222,0.000000
132,33,0.145855,0.000000
132,34,0.165232,0.000000
132,35,1.127181,0.026333
132,36,0.193930,0.015948
132,37,0.515408,0.012311
133,1,0.335330,0.000000
133,2,0.000000,0.018868
133,3,0.206447,0.000000
133,9,0.083205,0.512767
133,10,0.131976,0.029111
133,24,0.000000,0.047394
133,30,0.000000,0.016295
133,34,0.000000,0.034831
133,36,0.000000,0.019797
134,2,0.000000,0.010236
134,13,0.000000,0.271728
134,15,0.011057,0.000000
134,18,0.000000,0.021053
134,19,0.000000,0.036074
134,30,0.000000,0.016960
134,35,0.036451,0.000000
134,36,0.000000,0.030569
137,1,0.000000,0.709046
137,2,0.465101,0.100002
137,3,0.000000,0.183674
137,4,0.000000,0.015395
137,6,0.000000,0.272439
137,7,0.056091,0.072609
137,8,0.018289,0.000000
137,9,0.061821,0.153539
137,10,0.000000,0.025201
137,13,0.000000,0.458413
137,15,0.000000,0.019668
137,16,0.105370,0.095896
137,17,0.219668,0.018205
137,18,0.016125,0.083458
137,21,0.036864,0.000000
137,22,0.452597,0.000000
137,23,0.033652,0.037319
137,24,0.072491,0.028987
137,25,0.000000,0.025156
137,26,0.123842,0.084548
137,27,0.000000,0.032735
137,34,0.000000,0.048639
137,35,0.085615,0.095899
137,36,0.158609,0.127458
137,37,0.037281,0.417307
137,38,0.327656,0.283645
138,1,0.000000,0.090773
138,6,0.065874,0.040258
138,7,0.057191,0.000000
138,11,0.022916,0.022473
138,12,0.036975,0.007177
138,13,0.027172,0.013458
138,14,0.006995,0.286907
138,15,0.111221,0.000000
138,17,0.000000,0.050733
138,21,0.044816,0.000000
138,24,0.000000,0.048347
138,25,0.000000,0.024092
138,26,0.114628,0.290874
138,27,0.000000,0.351926
138,28,0.699300,0.000000
138,34,0.045964,0.000000
138,35,0.800499,0.222566
139,6,0.038261,0.000000
139,7,0.055958,0.129680
139,8,0.464226,0.017405
139,9,0.075989,0.000000
139,10,0.044302,0.070773
139,11,0.070611,0.131620
139,12,0.082195,0.000000
139,13,0.000000,0.039613
139,14,0.051677,0.000000
139,15,0.000000,0.080987
139,21,0.000000,0.060865
139,22,0.015364,0.000000
139,24,0.026870,0.000000
139,26,0.308716,0.000000
139,30,0.050510,0.000000
140,1,0.041092,0.000000
140,2,0.284419,0.000000
140,8,0.427697,0.058018
140,9,0.049194,0.000000
140,10,0.074976,0.011564
140,14,0.322480,0.000000
140,17,0.016639,0.000000
140,18,0.073683,0.000000
140,19,0.040547,0.000000
140,20,0.000000,0.120309
140,21,0.000000,0.087814
140,22,0.114844,0.000000
140,23,0.104287,0.054738
140,24,0.062975,0.130038
140,25,0.000000,0.097786
140,26,0.029792,0.000000
140,28,0.049603,0.000000
140,30,0.035211,0.055892
140,35,0.543205,0.056008
140,37,0.101471,0.000000
141,1,0.844886,0.000000
141,2,0.876826,0.331115
141,3,0.115080,0.000000
141,4,0.059074,0.016440
141,5,0.699300,0.000000
141,6,1.135959,1.013610
141,7,0.085000,0.025668
141,8,0.065211,0.396788
141,11,0.832260,0.000000
141,12,0.167279,0.000000
141,13,0.094903,0.000000
141,14,0.044411,0.045976
141,15,0.333346,0.000000
141,16,0.119040,0.000000
141,17,0.061183,0.207357
141,18,0.064044,0.000000
141,20,0.462270,0.000000
141,21,0.586472,0.019624
141,27,0.049398,0.000000
141,28,0.000000,0.072113
141,30,0.166138,0.129916
141,33,0.518483,0.035266
141,34,0.000000,0.026787
141,35,0.297483,0.435593
141,36,0.177859,0.167191
141,37,0.169832,0.103146
141,38,0.063072,0.000000
142,2,0.111391,0.347622
142,6,0.039752,0.100842
142,7,0.030440,0.000000
142,8,0.000000,0.312589
142,10,0.087771,0.000000
142,11,0.091573,0.113411
142,12,1.170668,0.072716
142,14,0.023983,0.039512
142,16,0.000000,0.166766
142,17,0.078669,0.000000
142,27,0.000000,0.043949
142,30,0.044046,0.051436
142,31,0.000000,0.492196
142,34,0.033274,0.000000
142,35,0.089210,0.322008
142,36,0.036705,0.017732
142,37,0.013838,0.021986
144,6,0.311555,0.090668
144,7,0.000000,0.032553
144,9,0.041695,0.061316
144,15,0.020778,0.033923
144,22,0.022870,0.402671
144,23,0.000000,0.056467
144,24,0.032581,0.000000
144,27,0.032164,0.000000
144,30,0.000000,0.014367
144,34,0.055670,0.028748
144,38,0.000000,0.012769
146,6,0.101910,0.000000
146,18,0.000000,0.104299
146,36,0.886207,0.084416
148,5,0.050695,0.180028
148,7,0.048667,0.000000
148,8,0.209139,0.090939
148,9,0.770322,0.000000
148,10,0.065263,0.000000
148,11,0.077561,0.000000
148,13,0.344853,0.000000
148,14,0.027314,0.128101
148,16,0.034427,0.155606
148,17,0.011785,0.000000
148,19,0.056909,0.055287
148,20,0.103829,0.000000
148,30,0.150885,0.365644
148,31,0.017207,0.025861
148,32,0.032353,0.000000
148,35,0.000000,0.030961
148,36,0.094091,0.000000
149,7,0.013742,0.023297
149,34,0.000000,0.021208
150,2,0.000000,0.018265
150,4,0.049464,0.350578
150,6,0.014946,0.000000
150,7,0.236433,0.143560
150,8,0.000000,0.064987
150,11,0.397069,0.000000
150,12,0.732520,0.332987
150,13,0.103824,0.186907
150,14,0.157997,0.142333
150,15,0.119414,0.045149
150,17,0.000000,0.070996
150,18,0.000000,0.010405
150,20,0.000000,0.099779
150,22,0.430343,0.138986
150,24,0.215149,0.000000
150,25,0.776344,0.000000
150,26,0.066698,1.466931
150,27,0.012026,0.062745
150,30,0.468990,0.000000
150,31,0.029002,0.000000
150,32,0.849484,0.422966
150,33,0.136800,0.000000
150,34,0.165308,0.000000
150,35,0.078442,0.149589
150,36,0.043985,0.102364
150,37,0.079065,0.084136
150,38,0.720817,0.060539
152,1,0.016899,0.044973
152,3,0.000000,0.401664
152,4,0.020498,0.000000
152,8,0.000000,0.029889
152,17,0.067375,0.017131
152,24,0.037746,0.067116
152,25,0.261724,0.000000
152,28,0.037301,0.024820
152,30,0.000000,0.241832
152,31,0.000000,0.134747
152,32,0.014706,0.058736
152,33,0.000000,0.103878
152,34,0.013537,0.029499
152,35,0.145121,0.068640
152,36,0.000000,0.009366
152,37,0.207201,0.000000
153,7,0.000000,0.060551
154,6,0.000000,0.119434
154,7,0.000000,0.013863
154,8,0.070030,0.084673
154,15,0.057974,0.000000
154,17,0.018006,0.059943
154,24,0.000000,0.073682
154,26,0.017916,0.013520
154,27,0.013972,0.000000
154,34,0.000000,0.019631
154,36,0.000000,0.044742
155,1,0.000000,0.047393
155,2,0.056979,0.359658
155,3,0.015687,0.062359
155,4,0.000000,0.044007
155,5,0.000000,0.350735
155,8,0.055140,0.000000
155,9,0.000000,0.969324
155,18,0.000000,0.069469
155,20,0.027048,0.098231
155,21,0.012589,0.041781
155,22,0.000000,0.353405
155,23,0.033868,0.000000
155,24,0.042836,0.000000
155,25,0.015492,0.232853
155,26,0.000000,0.227231
155,27,0.092856,0.023319
155,28,0.000000,0.496606
155,30,0.000000,0.506713
155,33,0.051913,0.117241
155,34,0.008791,0.610547
155,35,0.000000,0.124643
155,36,0.000000,0.052182
155,37,0.000000,0.084435
155,38,0.013126,0.000000
156,2,0.926960,0.073236
156,5,0.119382,0.038267
156,7,0.054189,0.000000
156,10,0.010808,0.000000
156,12,0.015511,0.000000
156,13,0.057076,0.000000
156,14,0.010565,0.000000
156,15,0.000000,0.195831
156,18,0.017641,0.000000
156,23,0.000000,0.474899
156,24,0.025292,0.000000
156,26,0.039696,0.000000
156,28,0.069725,0.019638
156,30,0.012037,0.000000
156,35,0.012978,0.000000
156,36,0.010528,0.085188
157,4,0.000000,0.017797
158,1,0.068605,0.000000
158,2,0.000000,0.052092
158,5,0.000000,0.015823
158,7,0.000000,0.011441
158,11,0.040224,0.076975
158,12,0.000000,0.013800
158,17,0.008557,0.000000
158,18,0.000000,0.015695
158,21,0.015231,0.000000
158,22,0.000000,0.026425
158,23,0.000000,0.030132
158,24,0.020976,0.000000
158,26,0.030520,0.024192
158,27,0.021094,0.000000
158,28,0.043484,0.255428
158,30,0.000000,0.291151
158,33,0.017093,0.000000
158,34,0.000000,0.012043
158,35,0.126626,0.036684
159,4,0.000000,0.401323
159,6,0.049103,0.000000
159,7,0.000000,0.071892
159,8,0.000000,0.065858
159,10,0.000000,0.035907
159,11,0.047499,0.545408
159,13,0.055900,0.223587
159,14,0.063445,0.164339
159,15,0.031494,0.000000
159,18,0.267818,0.000000
159,22,0.011150,0.073003
159,24,0.000000,0.069873
159,27,0.000000,0.018767
159,28,0.027898,0.069709
159,31,0.072319,0.000000
159,32,0.057404,0.000000
159,34,0.091031,0.022062
162,1,0.011442,0.000000
162,4,0.506767,0.000000
162,6,0.010138,0.000000
162,12,0.147842,0.000000
162,13,0.058671,0.000000
162,14,0.073429,0.000000
162,17,0.050766,0.016020
162,18,0.011696,0.000000
162,21,0.510165,0.000000
162,30,0.083893,0.000000
162,35,0.109678,0.000000
162,37,0.032750,0.000000
163,10,0.000000,0.285173
163,14,0.000000,0.009399
163,17,0.013856,0.000000
163,20,0.020828,0.000000
163,27,0.012067,0.012430
163,28,0.037709,0.455361
163,31,0.078522,0.000000
163,32,0.000000,0.019197
164,1,0.137543,0.086674
164,2,2.398517,0.000000
164,3,1.067882,0.000000
164,4,0.449780,0.000000
164,5,0.580941,0.000000
164,7,0.670472,0.201718
164,8,0.040032,0.000000
164,9,1.106266,0.087492
164,10,0.197965,0.037594
164,11,1.452357,0.000000
164,12,0.053996,0.000000
164,13,0.939675,0.000000
164,14,0.220398,0.000000
164,15,0.220111,0.051578
164,17,0.128744,0.000000
164,20,0.157276,0.000000
164,21,0.026250,0.057293
164,22,1.218396,0.000000
164,23,0.533780,0.061793
164,25,0.407041,0.000000
164,26,0.530429,0.107765
164,27,0.026210,0.000000
164,28,1.231359,0.000000
164,30,0.686940,0.090459
164,33,0.131777,0.000000
164,34,0.593777,0.000000
164,35,0.563958,0.835275
164,36,0.716239,0.000000
164,37,0.174189,0.100330
164,38,0.068045,0.000000
165,10,0.283563,0.000000
165,13,0.785437,0.020472
165,14,0.086552,0.031747
165,15,0.019253,0.000000
165,17,0.000000,0.057493
165,20,0.000000,0.087699
165,24,0.000000,0.022502
165,30,0.000000,0.233857
165,35,0.017866,0.000000
165,38,0.000000,0.013109
166,1,0.762740,0.045383
166,2,0.484860,0.823415
166,3,0.699300,0.000000
166,4,0.017972,0.000000
166,5,0.486009,0.011425
166,9,0.259692,0.105338
166,10,0.255226,0.105783
166,11,0.050543,0.755293
166,12,0.172435,0.000000
166,13,0.017881,0.000000
166,17,0.019255,0.043546
166,20,0.163856,0.000000
166,21,0.258861,0.023354
166,22,0.029701,0.000000
166,23,0.225187,0.000000
166,24,0.881288,0.000000
166,25,0.324937,0.000000
166,26,1.817641,0.000000
166,27,0.070525,0.010736
166,28,0.112953,0.033186
166,30,0.909447,0.387736
166,32,0.476018,0.060554
166,33,0.088938,0.000000
166,34,0.194152,0.059704
166,35,0.324935,0.161037
166,36,0.386145,0.018435
166,37,0.089228,0.129868
166,38,0.223239,0.000000
168,15,0.000000,0.015645
169,2,0.020529,0.000000
173,4,0.008734,0.000000
175,3,0.010536,0.059366
175,5,0.023207,0.040173
175,6,0.126689,0.130938
175,7,0.106143,0.055750
175,8,0.041901,0.127951
175,9,0.022627,0.315322
175,14,0.205395,0.078763
178,2,0.079375,0.015937
180,1,0.041737,0.000000
180,2,0.048351,0.000000
180,3,0.012329,0.000000
180,4,0.147870,0.000000
181,1,0.005037,0.000000
181,2,0.258595,0.000000
181,3,0.043272,0.000000
181,7,1.042930,0.000000
181,8,0.099177,0.037279
181,9,0.475455,0.014236
181,12,0.227250,0.000000
181,14,0.277363,0.000000
181,18,0.105061,0.043971
181,19,0.000000,0.021604
181,20,0.084046,0.027745
181,21,0.651067,0.048105
181,22,0.085169,0.000000
181,23,0.141261,0.100159
181,24,0.032218,0.111374
181,26,0.019059,0.021708
181,27,0.000000,0.106368
181,30,0.136662,0.000000
181,31,0.034901,0.000000
181,32,0.015867,0.000000
181,34,0.102320,0.000000
181,35,0.000000,0.022074
181,36,0.086087,0.205660
181,37,0.000000,0.310232
182,2,0.033068,0.000000
182,3,0.043375,0.054722
182,4,0.000000,0.030700
182,19,0.045566,0.000000
182,36,0.031841,0.076591
182,37,0.361363,0.051642
182,38,0.018891,0.009239
184,1,0.031434,0.000000
184,2,0.943699,0.000000
184,3,0.252744,0.043147
184,4,0.115413,0.503882
184,5,0.916054,0.000000
184,6,0.554120,0.098247
184,7,0.000000,0.500150
184,8,0.659430,0.000000
184,9,0.060999,0.014266
184,10,0.000000,0.144845
184,13,0.041801,0.060054
184,14,0.007943,0.000000
184,15,0.045578,0.000000
184,19,0.030336,0.000000
184,20,0.023036,0.000000
184,21,0.054548,0.462177
184,22,0.167240,0.075774
184,23,0.093898,0.041924
184,27,0.044499,0.000000
184,28,0.078826,0.278882
184,29,0.079280,0.062125
184,30,0.700732,0.014035
184,31,0.134460,0.028301
184,35,0.179827,0.062775
187,1,0.000000,0.053911
187,2,0.000000,0.122966
187,3,0.081127,0.010969
187,5,0.000000,0.050879
187,8,0.018627,0.000000
187,9,0.790246,0.018161
187,10,0.735395,0.048947
187,11,0.038440,0.000000
187,12,1.016792,0.245779
187,13,0.061950,0.032712
187,15,0.234604,0.061895
187,18,0.084856,0.028881
187,19,0.213632,0.095489
187,20,0.220250,0.020109
187,21,0.391975,0.000000
187,22,0.056956,0.000000
187,23,0.223300,0.087906
187,24,0.000000,0.120901
187,25,0.057502,0.000000
187,26,0.034528,0.558223
187,27,0.200612,0.000000
187,29,0.140899,0.000000
187,31,0.000000,0.084552
187,35,0.028611,0.196172
187,36,0.000000,0.235852
187,37,0.000000,0.046712
187,38,0.467361,0.069935
188,28,0.313460,0.000000
188,30,0.108537,0.000000
188,35,0.021379,0.026954
188,36,0.053454,0.000000
188,38,0.014157,0.000000
190,1,0.018992,0.000000
190,3,0.000000,0.116768
190,4,0.566005,0.000000
190,18,0.000000,0.072322
190,19,0.016690,0.079801
191,1,0.000000,0.027966
191,2,0.014474,0.286525
191,3,0.048496,0.010448
191,4,0.000000,0.046778
191,5,0.018504,0.088227
191,6,0.087990,0.000000
191,7,0.174073,0.000000
191,8,0.032321,0.000000
191,10,0.016192,0.310749
191,11,0.068961,0.071575
191,13,0.000000,0.031284
191,14,0.007306,0.224066
191,15,0.185257,0.101578
191,18,0.044975,0.015788
191,19,0.000000,0.239253
191,21,0.008948,0.016180
191,22,0.026271,0.125688
191,23,0.025331,0.000000
191,24,0.000000,0.016100
191,25,0.050002,0.000000
191,28,0.000000,0.070130
191,29,0.150886,0.044013
191,31,0.068309,0.052915
191,34,0.000000,0.082591
191,35,0.174879,0.019021
191,37,0.039838,0.000000
191,38,0.078606,0.000000
193,5,0.154242,0.000000
193,6,0.486406,0.075930
193,7,0.030139,0.000000
193,13,0.000000,0.556526
193,15,0.117907,0.000000
193,17,0.069286,0.044188
193,25,0.099619,0.000000
193,26,0.009505,0.000000
193,38,0.337651,0.026521
