sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,hold_xpoints,hold_xpoints_per_gw,policy_xpoints,policy_xpoints_per_gw,setting,min_expected_minutes,squad_hash,oracle,oracle_kind
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2023-24,2022-23,21,18,5,false,1126,913,17,0,62.55555555555556,50.72222222222222,,,,,,,909,50.5,800,44.44444444444444,0,0,0,0,986.9829695429262,54.83238719682923,1127.0682049575512,62.61490027541951,,55,5879fc9506cd,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2024-25,2023-24,21,18,5,false,1071,1047,16,2,59.5,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,1083.1214825517532,60.17341569731962,1097.4384293168766,60.96880162871537,,55,0f4f24f82c7f,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2025-26,2024-25,21,18,5,false,996,958,16,1,55.333333333333336,53.22222222222222,,,,,,,935,51.94444444444444,849,47.166666666666664,0,0,0,0,942.8528556462958,52.38071420257199,990.4430876069404,55.024615978163354,,55,ba443b7593da,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2020-21,2019-20,26,13,5,false,665,647,12,1,51.15384615384615,49.76923076923077,,,,,,,655,50.38461538461539,588,45.23076923076923,0,0,0,0,685.7798935519593,52.752299503996866,758.3965325598383,58.33819481229526,,55,9e10f072ee0b,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2021-22,2020-21,26,13,5,false,788,665,12,1,60.61538461538461,51.15384615384615,,,,,,,657,50.53846153846154,601,46.23076923076923,0,0,0,0,698.1385351418842,53.7029642416834,806.9664512189236,62.07434240145566,,55,9c9a9a6377aa,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2022-23,2021-22,26,13,5,false,910,812,11,0,70,62.46153846153846,,,,,,,808,62.15384615384615,696,53.53846153846154,0,0,0,0,799.82001186357,61.524616297197696,880.0126046404358,67.69327728003353,,55,485d7e3d0d70,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2023-24,2022-23,26,13,5,false,799,620,11,0,61.46153846153846,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,639.9664124973258,49.228185576717365,780.9396293111133,60.07227917777795,,55,72c93b86408c,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2024-25,2023-24,26,13,5,false,661,723,11,1,50.84615384615385,55.61538461538461,,,,,,,723,55.61538461538461,650,50,0,0,0,0,761.6073810923554,58.585183160950415,729.897258725992,56.145942978922456,,55,56194c70a20a,-,none
CSXGC#1,1786823442-1464327,factor only f=1.1731 flat=1.0,1,false,2025-26,2024-25,26,13,5,false,809,761,9,0,62.23076923076923,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,708.4052335728627,54.492710274835595,762.8317390416817,58.67936454166782,,55,e2397dc452c0,-,none
CSXGC#1,1786823442-1464327,flat only f=1.0 flat=0.9046,2,false,2020-21,2019-20,1,38,5,false,2140,1711,42,6,56.31578947368421,45.026315789473685,,,,,,,1711,45.026315789473685,1471,38.71052631578947,0,0,0,0,1726.4583824322613,45.43311532716477,2115.7505273600486,55.677645456843386,,55,2aadee614ec1,-,none
CSXGC#1,1786823442-1464327,flat only f=1.0 flat=0.9046,2,false,2021-22,2020-21,1,38,5,false,2107,1955,42,6,55.44736842105263,51.44736842105263,,,,,,,2000,52.63157894736842,1705,44.86842105263158,0,0,0,0,1939.277086535358,51.033607540404155,2242.199605039552,59.00525276419874,,55,77b3118aa2ed,-,none
CSXGC#1,1786823442-1464327,flat only f=1.0 flat=0.9046,2,false,2022-23,2021-22,1,38,5,false,2073,1813,32,1,54.55263157894737,47.71052631578947,,,,,,,1816,47.78947368421053,1553,40.86842105263158,0,0,0,0,1809.8825169219692,47.62848728742024,2109.25531129053,55.50671871817184,,55,5cee495e3350,-,none
CSXGC#1,1786823442-1464327,flat only f=1.0 flat=0.9046,2,false,2023-24,2022-23,1,38,5,false,2253,1809,37,1,59.28947368421053,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,1848.0006352101223,48.63159566342427,2300.569313808101,60.541297731792135,,55,7df5f95f1759,-,none
CSXGC#1,1786823442-1464327,flat only f=1.0 flat=0.9046,2,false,2024-25,2023-24,1,38,5,false,2327,1847,37,3,61.23684210526316,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,1917.9934896667921,50.47351288596821,2291.097793259323,60.29204719103482,,55,5062709cbae7,-,none
