sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,oracle,oracle_kind
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2023-24,2022-23,16,23,5,false,1455,1077,22,1,63.26086956521739,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2024-25,2023-24,16,23,5,false,1361,1294,21,2,59.17391304347826,56.26086956521739,,,,,,,1294,56.26086956521739,1101,47.869565217391305,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2025-26,2024-25,16,23,5,false,1350,1288,23,3,58.69565217391305,56,,,,,,,1289,56.04347826086956,1127,49,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2020-21,2019-20,21,18,5,false,1094,967,16,0,60.77777777777778,53.72222222222222,,,,,,,960,53.333333333333336,838,46.55555555555556,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2021-22,2020-21,21,18,5,false,999,953,19,2,55.5,52.94444444444444,,,,,,,971,53.94444444444444,864,48,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2022-23,2021-22,21,18,5,false,1124,1095,13,1,62.44444444444444,60.833333333333336,,,,,,,1085,60.27777777777778,946,52.55555555555556,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2023-24,2022-23,21,18,5,false,1200,934,18,2,66.66666666666667,51.888888888888886,,,,,,,930,51.666666666666664,821,45.611111111111114,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2024-25,2023-24,21,18,5,false,1076,1047,15,1,59.77777777777778,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2025-26,2024-25,21,18,5,false,1100,901,16,2,61.111111111111114,50.05555555555556,,,,,,,878,48.77777777777778,792,44,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2020-21,2019-20,26,13,5,false,739,679,10,0,56.84615384615385,52.23076923076923,,,,,,,687,52.84615384615385,620,47.69230769230769,0,0,0,0,-,none
