sweep,arm,season,start_gw,gw,n_moves,hit_net,out_played,wildcard_after,in_ids,hit,hold_net,hold_out_played,hold_weeks,out_was_captain
HITTUNE,"mgh6, flat",2021-22,6,28,1,0,true,false,67,false,3,true,9,false
HITTUNE,"mgh6, flat",2021-22,6,29,2,3,true,false,22|559,true,21,true,10,false
HITTUNE,"mgh6, flat",2021-22,6,30,1,14,true,false,341,false,0,true,4,false
HITTUNE,"mgh6, flat",2021-22,6,9,1,5,true,false,261,false,26,true,10,false
HITTUNE,"mgh6, flat",2021-22,6,11,1,29,false,false,475,false,29,false,5,false
HITTUNE,"mgh6, flat",2021-22,6,13,2,41,true,false,237|420,false,169,true,23,false
HITTUNE,"mgh6, flat",2021-22,6,13,1,1,true,false,413,false,-25,true,20,false
HITTUNE,"mgh6, flat",2021-22,6,13,1,-14,true,false,142,false,-29,true,8,false
HITTUNE,"mgh6, flat",2022-23,6,25,1,13,true,false,407,false,14,true,6,false
HITTUNE,"mgh6, flat",2022-23,6,33,2,-15,true,false,312|107,false,-11,true,6,false
HITTUNE,"mgh6, flat",2022-23,6,33,1,-12,true,false,307,false,-15,true,6,false
HITTUNE,"mgh6, flat",2022-23,6,35,1,-7,true,false,335,false,-14,true,4,false
HITTUNE,"mgh6, flat",2022-23,6,35,1,18,true,false,116,false,18,false,4,false
HITTUNE,"mgh6, flat",2022-23,6,7,1,-7,true,false,376,false,-1,true,8,false
HITTUNE,"mgh6, flat",2022-23,6,11,2,15,true,false,427|373,false,17,true,9,false
HITTUNE,"mgh6, flat",2022-23,6,13,1,3,true,false,312,false,3,true,6,false
HITTUNE,"mgh6, flat",2022-23,6,20,2,8,true,false,318|66,true,-84,true,19,false
HITTUNE,"mgh6, flat",2022-23,6,21,1,33,false,false,285,false,101,false,18,false
HITTUNE,"mgh6, flat",2022-23,6,27,1,19,true,false,357,false,38,true,12,false
HITTUNE,"mgh6, flat",2022-23,6,8,2,35,false,false,80|26,false,141,false,29,false
HITTUNE,"mgh6, flat",2022-23,6,10,1,-10,true,false,146,false,-7,true,3,false
HITTUNE,"mgh6, flat",2022-23,6,15,2,3,true,false,465|210,false,28,true,20,false
HITTUNE,"mgh6, flat",2022-23,6,15,1,-14,true,false,307,false,-11,true,11,false
HITTUNE,"mgh6, flat",2022-23,6,19,2,12,true,false,7|558,false,1,true,14,false
HITTUNE,"mgh6, flat",2022-23,6,26,1,4,true,false,81,false,8,true,7,false
HITTUNE,"mgh6, flat",2022-23,6,17,1,6,true,false,104,false,21,true,22,false
HITTUNE,"mgh6, flat",2022-23,6,31,2,10,false,false,335|295,false,6,false,8,false
HITTUNE,"mgh6, flat",2022-23,6,32,1,-6,true,false,124,false,-7,true,7,false
HITTUNE,"mgh6, flat",2022-23,6,37,2,1,false,false,318|7,false,1,false,2,true
HITTUNE,"mgh6, flat",2022-23,6,16,1,-18,true,false,160,false,-18,true,7,false
HITTUNE,"mgh6, flat",2022-23,6,23,1,10,true,false,303,false,14,false,2,false
HITTUNE,"mgh6, flat",2022-23,6,24,2,10,true,false,152|427,false,43,true,15,false
HITTUNE,"mgh6, flat",2023-24,6,14,2,-12,true,false,291|664,false,-29,false,18,false
HITTUNE,"mgh6, flat",2023-24,6,25,1,-2,true,false,112,false,-1,false,2,false
HITTUNE,"mgh6, flat",2023-24,6,29,1,6,true,false,29,false,45,true,10,false
HITTUNE,"mgh6, flat",2023-24,6,32,2,15,true,false,14|362,true,81,true,7,false
HITTUNE,"mgh6, flat",2023-24,6,36,1,14,true,false,516,false,14,true,3,false
HITTUNE,"mgh6, flat",2023-24,6,11,1,10,true,false,19,false,97,true,21,false
HITTUNE,"mgh6, flat",2023-24,6,12,2,12,false,false,113|490,false,-11,false,12,false
HITTUNE,"mgh6, flat",2023-24,6,15,2,14,true,false,31|275,false,44,true,16,false
HITTUNE,"mgh6, flat",2023-24,6,24,1,22,true,false,134,false,0,true,15,false
HITTUNE,"mgh6, flat",2023-24,6,24,1,24,true,false,85,false,41,true,15,false
HITTUNE,"mgh6, flat",2023-24,6,26,1,1,false,false,430,false,1,false,4,false
HITTUNE,"mgh6, flat",2023-24,6,30,2,33,false,false,355|245,false,39,true,9,false
HITTUNE,"mgh6, flat",2023-24,6,18,1,9,true,false,526,false,-26,true,18,false
HITTUNE,"mgh6, flat",2023-24,6,19,1,7,true,false,5,false,41,true,20,false
HITTUNE,"mgh6, flat",2023-24,6,21,2,-16,true,false,343|342,false,-16,true,18,false
HITTUNE,"mgh6, flat",2023-24,6,27,1,14,false,false,321,false,-4,true,12,false
HITTUNE,"mgh6, flat",2023-24,6,33,1,10,true,false,373,false,16,true,4,false
HITTUNE,"mgh6, flat",2023-24,6,34,1,20,true,false,415,false,20,true,5,false
HITTUNE,"mgh6, flat",2023-24,6,35,1,-10,true,false,211,false,-10,true,4,true
HITTUNE,"mgh6, flat",2023-24,6,37,1,9,true,false,349,false,-3,true,2,false
HITTUNE,"mgh6, flat",2023-24,6,9,1,-21,true,false,14,false,-9,true,2,false
HITTUNE,"mgh6, flat",2023-24,6,17,2,45,false,false,516|60,false,72,false,17,false
HITTUNE,"mgh6, flat",2023-24,6,17,1,18,true,false,290,false,-3,true,9,false
HITTUNE,"mgh6, flat",2023-24,6,22,1,39,true,false,353,false,36,true,11,false
HITTUNE,"mgh6, flat",2023-24,6,31,1,21,true,false,263,false,24,true,8,false
HITTUNE,"mgh6, flat",2023-24,6,8,1,15,false,false,265,false,35,true,11,false
HITTUNE,"mgh6, flat",2024-25,6,16,2,62,true,false,328|401,true,354,true,23,true
HITTUNE,"mgh6, flat",2024-25,6,30,2,2,true,false,401|585,true,16,true,9,false
HITTUNE,"mgh6, flat",2024-25,6,34,1,-4,true,false,327,false,5,true,2,false
HITTUNE,"mgh6, flat",2024-25,6,36,2,0,true,false,182|23,false,0,true,3,false
HITTUNE,"mgh6, flat",2024-25,6,23,2,22,true,false,235|236,false,5,true,16,false
HITTUNE,"mgh6, flat",2024-25,6,26,2,47,true,false,366|3,false,52,true,10,false
HITTUNE,"mgh6, flat",2024-25,6,29,1,-12,true,false,650,false,-15,true,10,false
HITTUNE,"mgh6, flat",2024-25,6,31,1,25,false,false,350,false,41,false,8,false
HITTUNE,"mgh6, flat",2024-25,6,32,1,-7,true,false,207,false,0,false,1,false
HITTUNE,"mgh6, flat",2024-25,6,9,2,3,true,false,311|372,false,-5,true,3,false
HITTUNE,"mgh6, flat",2024-25,6,12,2,2,true,false,82|573,false,-17,true,17,false
HITTUNE,"mgh6, flat",2024-25,6,15,1,5,true,false,18,false,5,true,8,false
HITTUNE,"mgh6, flat",2024-25,6,19,2,14,false,false,541|222,false,-13,true,20,false
HITTUNE,"mgh6, flat",2024-25,6,21,2,2,true,false,311|129,false,16,true,5,false
HITTUNE,"mgh6, flat",2024-25,6,21,1,7,true,false,398,false,7,true,5,false
HITTUNE,"mgh6, flat",2024-25,6,24,1,-8,true,false,110,false,37,true,15,false
HITTUNE,"mgh6, flat",2024-25,6,28,2,-8,true,false,18|207,false,11,false,11,false
HITTUNE,"mgh6, flat",2024-25,6,33,1,1,true,false,755,false,1,true,6,false
HITTUNE,"mgh6, flat",2024-25,6,11,2,-10,true,false,78|182,false,-114,true,19,false
HITTUNE,"mgh6, flat",2024-25,6,11,1,10,true,false,491,false,10,true,5,false
HITTUNE,"mgh6, flat",2024-25,6,14,2,-4,true,false,514|617,false,-11,true,7,false
HITTUNE,"mgh6, flat",2025-26,6,17,1,25,true,false,21,false,14,true,3,false
HITTUNE,"mgh6, flat",2025-26,6,19,2,0,true,false,16|684,false,-8,true,20,false
HITTUNE,"mgh6, flat",2025-26,6,19,1,7,true,false,450,false,7,true,5,false
HITTUNE,"mgh6, flat",2025-26,6,19,1,1,true,false,403,false,2,false,2,false
HITTUNE,"mgh6, flat",2025-26,6,21,1,23,false,false,8,false,51,false,12,false
HITTUNE,"mgh6, flat",2025-26,6,29,1,11,true,false,249,false,9,true,6,false
HITTUNE,"mgh6, flat",2025-26,6,32,1,5,true,false,267,false,8,true,7,false
HITTUNE,"mgh6, flat",2025-26,6,36,1,-15,true,false,417,false,-15,true,3,false
HITTUNE,"mgh6, flat",2025-26,6,11,2,8,true,false,348|668,false,-43,true,28,false
HITTUNE,"mgh6, flat",2025-26,6,13,2,-21,true,false,6|237,false,-37,true,23,false
HITTUNE,"mgh6, flat",2025-26,6,14,2,6,false,false,283|384,false,22,false,15,false
HITTUNE,"mgh6, flat",2025-26,6,14,1,14,true,false,82,false,46,true,13,false
HITTUNE,"mgh6, flat",2025-26,6,15,1,-12,true,false,256,false,-10,true,4,false
HITTUNE,"mgh6, flat",2025-26,6,24,2,22,true,false,449|547,false,164,true,15,false
HITTUNE,"mgh6, flat",2025-26,6,28,2,33,true,false,373|329,false,58,true,11,false
HITTUNE,"mgh6, flat",2025-26,6,33,1,31,false,false,5,false,32,false,6,false
HITTUNE,"mgh6, flat",2025-26,6,25,2,20,true,false,624|21,false,59,true,14,false
HITTUNE,"mgh6, flat",2025-26,6,31,2,-7,true,false,235|136,false,-17,true,8,false
HITTUNE,"mgh6, flat",2025-26,6,20,1,-3,true,false,488,false,0,true,4,false
HITTUNE,"mgh6, flat",2025-26,6,27,1,-16,true,false,382,false,-4,false,1,false
HITTUNE,"mgh6, flat",2025-26,6,35,2,6,true,false,430|497,false,4,true,4,false
HITTUNE,"mgh6, flat",2020-21,11,25,2,-2,true,false,277|516,false,-28,true,14,false
HITTUNE,"mgh6, flat",2020-21,11,29,1,-7,true,false,435,false,-7,true,4,false
HITTUNE,"mgh6, flat",2020-21,11,12,2,40,false,false,213|224,false,33,true,27,false
HITTUNE,"mgh6, flat",2020-21,11,14,2,6,true,false,141|506,false,0,false,14,false
HITTUNE,"mgh6, flat",2020-21,11,17,2,47,true,false,298|277,false,35,true,5,false
HITTUNE,"mgh6, flat",2020-21,11,30,1,-7,true,false,254,false,28,true,9,false
HITTUNE,"mgh6, flat",2020-21,11,33,1,10,true,false,156,false,-15,true,6,false
HITTUNE,"mgh6, flat",2020-21,11,34,1,6,true,false,370,false,6,true,5,false
HITTUNE,"mgh6, flat",2020-21,11,35,1,16,true,false,155,false,16,true,4,false
HITTUNE,"mgh6, flat",2020-21,11,20,2,8,true,false,96|273,false,0,true,5,false
HITTUNE,"mgh6, flat",2020-21,11,20,1,-3,true,false,390,false,-7,true,10,false
HITTUNE,"mgh6, flat",2020-21,11,21,1,27,true,false,276,false,19,true,5,true
HITTUNE,"mgh6, flat",2020-21,11,32,1,18,true,false,259,false,6,true,7,false
HITTUNE,"mgh6, flat",2020-21,11,22,1,5,true,false,556,false,0,true,7,false
HITTUNE,"mgh6, flat",2020-21,11,26,2,26,false,false,254|271,false,21,true,13,false
HITTUNE,"mgh6, flat",2020-21,11,28,2,34,true,false,388|570,false,40,true,11,true
HITTUNE,"mgh6, flat",2020-21,11,31,1,9,true,false,102,false,1,true,4,false
HITTUNE,"mgh6, flat",2020-21,11,15,2,34,true,false,306|302,true,128,true,24,false
HITTUNE,"mgh6, flat",2021-22,11,38,1,6,true,false,359,false,6,false,1,false
HITTUNE,"mgh6, flat",2021-22,11,12,2,-14,true,false,230|581,false,-12,false,11,false
HITTUNE,"mgh6, flat",2021-22,11,19,1,15,false,false,408,false,4,false,5,false
HITTUNE,"mgh6, flat",2021-22,11,28,2,32,true,false,22|429,false,62,false,11,false
HITTUNE,"mgh6, flat",2021-22,11,34,2,-14,true,false,138|315,true,-10,true,5,false
HITTUNE,"mgh6, flat",2021-22,11,14,1,9,false,false,188,false,-1,true,19,false
HITTUNE,"mgh6, flat",2021-22,11,18,1,-34,true,false,142,false,-23,true,4,false
HITTUNE,"mgh6, flat",2021-22,11,21,1,-14,true,false,450,false,-64,true,18,false
HITTUNE,"mgh6, flat",2021-22,11,22,1,15,false,false,584,false,16,true,13,false
HITTUNE,"mgh6, flat",2021-22,11,24,1,10,true,false,475,false,-29,true,15,false
HITTUNE,"mgh6, flat",2021-22,11,29,1,-4,true,false,411,false,-4,true,7,false
HITTUNE,"mgh6, flat",2021-22,11,30,1,14,true,false,341,false,0,true,4,false
HITTUNE,"mgh6, flat",2021-22,11,33,1,17,true,false,210,false,14,true,6,false
HITTUNE,"mgh6, flat",2021-22,11,15,1,14,true,false,262,false,29,true,10,false
HITTUNE,"mgh6, flat",2021-22,11,16,1,3,true,false,315,false,3,true,5,false
HITTUNE,"mgh6, flat",2021-22,11,17,1,-3,true,false,559,false,-13,true,14,false
HITTUNE,"mgh6, flat",2021-22,11,20,1,-3,true,false,91,false,-2,true,6,false
HITTUNE,"mgh6, flat",2021-22,11,26,1,8,true,false,67,false,5,true,11,false
HITTUNE,"mgh6, flat",2021-22,11,31,1,13,true,false,69,false,-6,true,8,false
HITTUNE,"mgh6, flat",2021-22,11,35,1,11,true,false,224,false,11,true,4,false
HITTUNE,"mgh6, flat",2021-22,11,36,1,4,true,false,23,false,4,true,3,false
HITTUNE,"mgh6, flat",2021-22,11,13,1,-14,true,false,142,false,-10,true,2,false
HITTUNE,"mgh6, flat",2021-22,11,23,2,-5,true,false,357|679,true,103,true,16,false
HITTUNE,"mgh6, flat",2021-22,11,25,1,3,true,false,256,false,-8,true,3,false
HITTUNE,"mgh6, flat",2021-22,11,32,1,12,true,false,256,false,12,true,7,false
HITTUNE,"mgh6, flat",2021-22,11,37,1,11,true,false,477,false,11,false,2,false
HITTUNE,"mgh6, flat",2022-23,11,21,1,11,true,false,484,false,11,true,6,false
HITTUNE,"mgh6, flat",2022-23,11,24,1,14,true,false,81,false,45,true,15,false
HITTUNE,"mgh6, flat",2022-23,11,27,1,0,true,false,526,false,-10,true,6,false
HITTUNE,"mgh6, flat",2022-23,11,16,2,-15,true,false,301|237,false,-30,true,12,false
HITTUNE,"mgh6, flat",2022-23,11,19,1,17,true,false,26,false,38,true,11,false
HITTUNE,"mgh6, flat",2022-23,11,30,2,26,false,false,335|295,false,11,false,9,false
HITTUNE,"mgh6, flat",2022-23,11,32,2,24,true,false,285|124,false,21,true,7,false
HITTUNE,"mgh6, flat",2022-23,11,35,1,-7,true,false,335,false,-2,true,2,false
HITTUNE,"mgh6, flat",2022-23,11,36,2,-16,true,false,318|66,false,-16,true,3,false
HITTUNE,"mgh6, flat",2022-23,11,37,1,-7,true,false,300,false,-7,true,2,false
HITTUNE,"mgh6, flat",2022-23,11,22,1,12,true,false,705,false,11,false,3,false
HITTUNE,"mgh6, flat",2022-23,11,25,1,4,true,false,104,false,28,true,14,false
HITTUNE,"mgh6, flat",2022-23,11,33,1,15,true,false,586,false,9,true,6,false
HITTUNE,"mgh6, flat",2022-23,11,15,2,-3,true,false,465|210,false,-4,false,1,false
HITTUNE,"mgh6, flat",2022-23,11,17,2,10,true,false,307|346,false,-15,true,22,false
HITTUNE,"mgh6, flat",2022-23,11,17,1,10,true,false,160,false,9,true,6,false
HITTUNE,"mgh6, flat",2022-23,11,18,1,13,true,false,593,false,14,true,4,false
HITTUNE,"mgh6, flat",2022-23,11,23,1,13,true,false,407,false,22,true,7,false
HITTUNE,"mgh6, flat",2022-23,11,26,2,4,true,false,357|465,true,3,true,13,false
HITTUNE,"mgh6, flat",2022-23,11,28,1,15,false,false,394,false,4,true,8,false
HITTUNE,"mgh6, flat",2022-23,11,20,1,13,true,false,7,false,60,true,19,false
HITTUNE,"mgh6, flat",2023-24,11,22,2,54,false,false,49|353,false,43,true,17,false
HITTUNE,"mgh6, flat",2023-24,11,26,1,1,false,false,430,false,1,false,4,false
HITTUNE,"mgh6, flat",2023-24,11,31,1,-25,true,false,313,false,-29,true,8,false
HITTUNE,"mgh6, flat",2023-24,11,37,1,2,true,false,211,false,2,true,2,false
HITTUNE,"mgh6, flat",2023-24,11,14,2,-18,true,false,373|43,false,-30,true,7,false
HITTUNE,"mgh6, flat",2023-24,11,18,1,-7,true,false,134,false,9,true,21,false
HITTUNE,"mgh6, flat",2023-24,11,24,1,19,true,false,526,false,19,true,10,false
HITTUNE,"mgh6, flat",2023-24,11,24,1,1,true,false,85,false,-12,true,13,false
HITTUNE,"mgh6, flat",2023-24,11,27,1,14,false,false,321,false,-16,true,12,false
HITTUNE,"mgh6, flat",2023-24,11,32,1,-12,true,false,14,false,43,true,7,true
HITTUNE,"mgh6, flat",2023-24,11,34,1,10,true,false,373,false,5,true,5,false
HITTUNE,"mgh6, flat",2023-24,11,13,2,3,true,false,664|602,false,53,true,17,false
HITTUNE,"mgh6, flat",2023-24,11,17,2,35,false,false,19|343,false,124,true,22,false
HITTUNE,"mgh6, flat",2023-24,11,17,1,21,true,false,290,false,27,true,9,false
HITTUNE,"mgh6, flat",2023-24,11,35,1,15,true,false,516,false,15,true,4,false
HITTUNE,"mgh6, flat",2023-24,11,33,1,24,true,false,362,false,7,true,6,false
HITTUNE,"mgh6, flat",2023-24,11,21,2,-15,true,false,516|342,false,1,false,18,false
HITTUNE,"mgh6, flat",2023-24,11,25,1,-4,true,false,112,false,-1,true,2,false
HITTUNE,"mgh6, flat",2023-24,11,30,1,10,true,false,303,false,10,true,5,false
HITTUNE,"mgh6, flat",2023-24,11,30,1,-3,true,false,263,false,5,true,9,false
HITTUNE,"mgh6, flat",2023-24,11,30,1,30,false,false,5,false,43,true,9,false
HITTUNE,"mgh6, flat",2023-24,11,36,1,16,true,false,415,false,16,true,3,false
HITTUNE,"mgh6, flat",2024-25,11,19,2,54,false,false,401|247,false,73,false,9,false
HITTUNE,"mgh6, flat",2024-25,11,19,1,-3,true,false,235,false,-7,true,9,false
HITTUNE,"mgh6, flat",2024-25,11,16,1,3,true,false,18,false,2,true,7,false
HITTUNE,"mgh6, flat",2024-25,11,28,2,8,true,false,585|207,false,21,false,6,false
HITTUNE,"mgh6, flat",2024-25,11,28,1,-5,true,false,15,false,-13,true,11,false
HITTUNE,"mgh6, flat",2024-25,11,36,2,21,false,false,755|585,false,21,false,3,false
HITTUNE,"mgh6, flat",2024-25,11,12,2,-2,true,false,82|236,false,-10,true,4,false
HITTUNE,"mgh6, flat",2024-25,11,14,2,-15,true,false,180|495,false,-11,false,7,false
HITTUNE,"mgh6, flat",2024-25,11,21,2,3,true,false,311|129,false,7,true,13,false
HITTUNE,"mgh6, flat",2024-25,11,23,1,-4,true,false,339,false,-3,true,2,false
HITTUNE,"mgh6, flat",2024-25,11,26,2,-4,true,false,110|74,false,-1,true,13,false
HITTUNE,"mgh6, flat",2024-25,11,31,1,-1,true,false,129,false,-1,true,5,false
HITTUNE,"mgh6, flat",2024-25,11,34,2,7,true,false,182|720,false,6,true,5,false
HITTUNE,"mgh6, flat",2024-25,11,15,1,16,true,false,541,false,14,true,6,false
HITTUNE,"mgh6, flat",2024-25,11,25,1,10,true,false,18,false,-9,true,14,false
HITTUNE,"mgh6, flat",2024-25,11,29,1,-5,true,false,129,false,1,false,1,false
HITTUNE,"mgh6, flat",2024-25,11,30,2,6,true,false,401|366,true,13,true,9,false
HITTUNE,"mgh6, flat",2024-25,11,32,1,22,false,false,350,false,32,false,7,false
HITTUNE,"mgh6, flat",2025-26,11,25,2,13,false,false,808|21,false,9,false,4,false
HITTUNE,"mgh6, flat",2025-26,11,25,1,22,false,false,624,false,44,true,14,false
HITTUNE,"mgh6, flat",2025-26,11,27,1,-16,true,false,382,false,-4,false,1,false
HITTUNE,"mgh6, flat",2025-26,11,28,1,-3,true,false,119,false,2,true,3,false
HITTUNE,"mgh6, flat",2025-26,11,29,2,38,true,false,249|783,false,35,true,10,false
HITTUNE,"mgh6, flat",2025-26,11,29,1,14,true,false,343,false,-17,true,10,false
HITTUNE,"mgh6, flat",2025-26,11,33,2,40,true,false,260|517,false,29,true,6,false
HITTUNE,"mgh6, flat",2025-26,11,13,2,21,false,false,16|74,false,-45,true,22,false
HITTUNE,"mgh6, flat",2025-26,11,24,1,30,true,false,449,false,175,true,15,false
HITTUNE,"mgh6, flat",2025-26,11,31,2,-5,false,false,235|531,false,2,false,3,false
HITTUNE,"mgh6, flat",2025-26,11,34,2,31,false,false,5|21,true,35,false,5,false
HITTUNE,"mgh6, flat",2025-26,11,35,1,-18,true,false,411,false,-21,true,4,false
HITTUNE,"mgh6, flat",2025-26,11,15,1,13,true,false,387,false,10,true,4,false
HITTUNE,"mgh6, flat",2025-26,11,19,2,7,true,false,82|684,false,19,true,20,false
HITTUNE,"mgh6, flat",2025-26,11,19,1,5,true,false,21,false,0,false,1,false
HITTUNE,"mgh6, flat",2025-26,11,19,1,-13,true,false,414,false,-13,true,5,false
HITTUNE,"mgh6, flat",2025-26,11,20,2,-1,true,false,8|547,false,-2,true,19,false
HITTUNE,"mgh6, flat",2020-21,16,33,2,14,true,false,259|224,true,22,true,6,false
HITTUNE,"mgh6, flat",2020-21,16,34,1,11,true,false,370,false,11,true,5,false
HITTUNE,"mgh6, flat",2020-21,16,35,1,-5,true,false,300,false,-7,false,1,false
HITTUNE,"mgh6, flat",2020-21,16,21,1,27,true,false,276,false,0,false,1,true
HITTUNE,"mgh6, flat",2020-21,16,21,1,7,true,false,506,false,1,true,7,false
HITTUNE,"mgh6, flat",2020-21,16,29,1,-7,true,false,435,false,-7,true,4,false
HITTUNE,"mgh6, flat",2020-21,16,30,1,-5,true,false,102,false,-5,true,5,false
HITTUNE,"mgh6, flat",2020-21,16,31,1,26,true,false,155,false,28,true,8,false
HITTUNE,"mgh6, flat",2020-21,16,24,1,36,true,false,273,false,11,false,2,false
HITTUNE,"mgh6, flat",2020-21,16,36,2,24,true,false,254|558,true,47,true,3,true
HITTUNE,"mgh6, flat",2020-21,16,22,2,10,true,false,254|390,false,52,true,17,false
HITTUNE,"mgh6, flat",2020-21,16,22,1,-20,true,false,162,false,-8,true,2,false
HITTUNE,"mgh6, flat",2020-21,16,23,1,-8,true,false,277,false,-6,true,8,false
HITTUNE,"mgh6, flat",2020-21,16,26,2,-13,true,false,271|61,false,-19,true,8,false
HITTUNE,"mgh6, flat",2020-21,16,32,1,5,true,false,12,false,11,true,7,false
HITTUNE,"mgh6, flat",2020-21,16,17,2,37,true,false,298|556,false,57,true,12,false
HITTUNE,"mgh6, flat",2020-21,16,28,2,34,true,false,388|570,false,0,true,11,true
HITTUNE,"mgh6, flat",2021-22,16,18,1,-2,true,false,76,false,-8,true,10,false
HITTUNE,"mgh6, flat",2021-22,16,21,1,19,true,false,240,false,19,true,6,false
HITTUNE,"mgh6, flat",2021-22,16,28,1,4,true,false,23,false,-2,true,11,false
HITTUNE,"mgh6, flat",2021-22,16,30,1,6,true,false,265,false,6,true,5,false
HITTUNE,"mgh6, flat",2021-22,16,33,1,18,true,false,259,false,18,true,6,false
HITTUNE,"mgh6, flat",2021-22,16,36,1,5,true,false,234,false,-4,true,3,false
HITTUNE,"mgh6, flat",2021-22,16,19,1,2,true,false,138,false,1,true,2,false
HITTUNE,"mgh6, flat",2021-22,16,22,1,-7,true,false,468,false,-67,true,17,false
HITTUNE,"mgh6, flat",2021-22,16,23,2,-6,true,false,196|679,true,-65,true,16,false
HITTUNE,"mgh6, flat",2021-22,16,24,1,-4,true,false,277,false,10,true,2,false
HITTUNE,"mgh6, flat",2021-22,16,25,1,-7,true,false,584,false,-7,true,14,false
HITTUNE,"mgh6, flat",2021-22,16,26,2,76,true,false,357|22,true,236,true,13,false
HITTUNE,"mgh6, flat",2021-22,16,32,1,6,true,false,701,false,1,true,5,false
HITTUNE,"mgh6, flat",2021-22,16,29,1,13,true,false,411,false,12,false,4,false
HITTUNE,"mgh6, flat",2021-22,16,31,1,17,true,false,341,false,2,true,3,false
HITTUNE,"mgh6, flat",2021-22,16,35,1,-2,true,false,681,false,-2,true,4,false
HITTUNE,"mgh6, flat",2021-22,16,37,1,-1,true,false,154,false,-1,true,2,false
HITTUNE,"mgh6, flat",2021-22,16,27,1,11,true,false,681,false,21,true,3,false
HITTUNE,"mgh6, flat",2021-22,16,17,2,8,false,false,559|422,false,44,false,22,false
HITTUNE,"mgh6, flat",2021-22,16,20,1,1,true,false,353,false,-24,true,19,false
HITTUNE,"mgh6, flat",2021-22,16,34,2,-14,true,false,138|315,true,-10,true,5,false
HITTUNE,"mgh6, flat",2022-23,16,27,1,17,true,false,357,false,44,false,12,false
HITTUNE,"mgh6, flat",2022-23,16,35,2,-5,true,false,318|703,false,-18,true,4,true
HITTUNE,"mgh6, flat",2022-23,16,22,1,5,true,false,318,false,3,true,4,false
HITTUNE,"mgh6, flat",2022-23,16,25,1,4,true,false,81,false,21,true,14,false
HITTUNE,"mgh6, flat",2022-23,16,26,1,15,true,false,427,false,76,true,13,false
HITTUNE,"mgh6, flat",2022-23,16,32,2,5,false,false,133|124,false,6,false,7,false
HITTUNE,"mgh6, flat",2022-23,16,33,2,-9,true,false,333|107,false,2,true,6,false
HITTUNE,"mgh6, flat",2022-23,16,24,1,33,false,false,285,false,79,false,15,false
HITTUNE,"mgh6, flat",2022-23,16,28,1,21,true,false,19,false,14,true,4,false
HITTUNE,"mgh6, flat",2022-23,16,37,2,11,false,false,116|66,false,11,false,2,false
HITTUNE,"mgh6, flat",2022-23,16,34,1,-16,true,false,610,false,-22,true,5,false
HITTUNE,"mgh6, flat",2022-23,16,18,1,23,false,false,80,false,51,true,19,false
HITTUNE,"mgh6, flat",2022-23,16,19,2,25,true,false,26|301,false,32,true,8,true
HITTUNE,"mgh6, flat",2022-23,16,19,1,13,true,false,7,false,25,true,14,false
HITTUNE,"mgh6, flat",2022-23,16,20,1,20,true,false,332,false,-18,true,14,false
HITTUNE,"mgh6, flat",2022-23,16,21,2,4,true,false,283|225,true,131,false,14,false
HITTUNE,"mgh6, flat",2022-23,16,23,1,17,true,false,407,false,17,true,5,false
HITTUNE,"mgh6, flat",2023-24,16,36,1,16,true,false,415,false,16,true,3,false
HITTUNE,"mgh6, flat",2023-24,16,19,1,6,true,false,20,false,62,true,20,false
HITTUNE,"mgh6, flat",2023-24,16,21,2,14,true,false,290|353,false,56,false,18,false
HITTUNE,"mgh6, flat",2023-24,16,25,1,19,true,false,526,false,17,true,9,false
HITTUNE,"mgh6, flat",2023-24,16,27,1,-13,true,false,134,false,-47,true,12,false
HITTUNE,"mgh6, flat",2023-24,16,30,1,15,true,false,263,false,25,true,9,false
HITTUNE,"mgh6, flat",2023-24,16,32,1,-12,true,false,14,false,30,true,7,false
HITTUNE,"mgh6, flat",2023-24,16,32,1,-33,true,false,293,false,-9,true,3,true
HITTUNE,"mgh6, flat",2023-24,16,35,1,29,true,false,211,false,29,true,4,false
HITTUNE,"mgh6, flat",2023-24,16,37,1,5,true,false,341,false,5,true,2,false
HITTUNE,"mgh6, flat",2023-24,16,17,2,35,false,false,19|343,false,159,true,15,false
HITTUNE,"mgh6, flat",2023-24,16,22,1,17,true,false,342,false,11,true,4,false
HITTUNE,"mgh6, flat",2023-24,16,24,1,24,true,false,85,false,37,true,12,false
HITTUNE,"mgh6, flat",2023-24,16,31,1,42,true,false,362,false,59,true,8,false
HITTUNE,"mgh6, flat",2023-24,16,33,1,26,true,false,355,false,38,true,6,false
HITTUNE,"mgh6, flat",2023-24,16,34,1,10,true,false,373,false,5,true,5,false
HITTUNE,"mgh6, flat",2023-24,16,18,1,-3,true,false,516,false,1,true,3,false
HITTUNE,"mgh6, flat",2023-24,16,26,1,-10,true,false,430,false,-9,true,3,false
HITTUNE,"mgh6, flat",2023-24,16,29,2,15,false,false,355|265,false,24,false,8,false
HITTUNE,"mgh6, flat",2024-25,16,33,1,11,true,false,350,false,18,true,6,false
HITTUNE,"mgh6, flat",2024-25,16,35,1,13,false,false,755,false,13,false,4,false
HITTUNE,"mgh6, flat",2024-25,16,36,1,9,true,false,514,false,9,true,3,false
HITTUNE,"mgh6, flat",2024-25,16,19,2,64,false,false,401|398,false,81,false,9,false
