sweep,arm,season,start_gw,gw,n_moves,hit_net,out_played,wildcard_after,in_ids,hit,hold_net,hold_out_played,hold_weeks,out_was_captain
HITTUNE,"mgh4, flat",2022-23,1,10,2,-34,true,false,304|26,false,19,false,16,false
HITTUNE,"mgh4, flat",2022-23,1,11,1,0,true,false,465,false,50,true,23,false
HITTUNE,"mgh4, flat",2022-23,1,19,1,9,true,false,7,false,-17,true,14,false
HITTUNE,"mgh4, flat",2022-23,1,25,1,13,true,false,407,false,1,false,3,false
HITTUNE,"mgh4, flat",2022-23,1,28,1,21,true,false,19,false,14,true,4,false
HITTUNE,"mgh4, flat",2022-23,1,32,2,2,true,false,307|124,false,-4,true,7,false
HITTUNE,"mgh4, flat",2022-23,1,4,1,10,true,false,394,false,2,false,2,false
HITTUNE,"mgh4, flat",2022-23,1,17,1,2,true,false,346,false,1,true,3,false
HITTUNE,"mgh4, flat",2022-23,1,20,2,21,false,false,377|301,false,2,false,13,true
HITTUNE,"mgh4, flat",2022-23,1,20,1,-13,true,false,593,true,-17,true,7,false
HITTUNE,"mgh4, flat",2022-23,1,21,2,19,true,false,283|394,true,207,true,18,false
HITTUNE,"mgh4, flat",2022-23,1,23,1,10,true,false,303,false,14,false,2,false
HITTUNE,"mgh4, flat",2022-23,1,24,1,-1,true,false,81,false,13,true,15,false
HITTUNE,"mgh4, flat",2022-23,1,33,2,-31,true,false,10|107,false,-28,true,4,false
HITTUNE,"mgh4, flat",2023-24,1,11,2,9,false,false,29|178,false,0,false,4,false
HITTUNE,"mgh4, flat",2023-24,1,27,1,6,true,false,328,false,-21,true,12,false
HITTUNE,"mgh4, flat",2023-24,1,31,1,56,true,false,362,false,79,true,8,false
HITTUNE,"mgh4, flat",2023-24,1,13,1,4,true,false,20,false,4,true,11,false
HITTUNE,"mgh4, flat",2023-24,1,28,1,11,false,false,321,false,-8,true,11,false
HITTUNE,"mgh4, flat",2023-24,1,29,1,3,true,false,275,false,-41,true,10,false
HITTUNE,"mgh4, flat",2023-24,1,37,1,11,true,false,341,false,11,true,2,false
HITTUNE,"mgh4, flat",2023-24,1,9,1,2,true,false,373,false,-19,true,12,false
HITTUNE,"mgh4, flat",2023-24,1,15,1,11,true,false,5,false,89,true,24,false
HITTUNE,"mgh4, flat",2023-24,1,24,2,-4,true,false,19|265,false,61,true,15,false
HITTUNE,"mgh4, flat",2023-24,1,34,1,10,true,false,373,false,10,true,5,false
HITTUNE,"mgh4, flat",2023-24,1,30,1,22,true,false,14,false,45,true,9,false
HITTUNE,"mgh4, flat",2023-24,1,5,1,16,true,false,168,false,-40,true,22,false
HITTUNE,"mgh4, flat",2023-24,1,17,2,43,false,false,290|60,false,85,true,15,false
HITTUNE,"mgh4, flat",2023-24,1,20,2,10,true,false,343|263,false,19,true,19,false
HITTUNE,"mgh4, flat",2023-24,1,32,1,-22,true,false,293,false,-20,true,3,false
HITTUNE,"mgh4, flat",2023-24,1,33,1,-11,true,false,308,false,-11,true,6,false
HITTUNE,"mgh4, flat",2023-24,1,3,1,13,true,false,326,false,-16,true,17,false
HITTUNE,"mgh4, flat",2023-24,1,7,1,0,true,false,19,false,-11,true,2,false
HITTUNE,"mgh4, flat",2023-24,1,18,1,20,false,false,526,false,22,false,6,false
HITTUNE,"mgh4, flat",2023-24,1,21,1,19,true,false,353,false,31,true,12,false
HITTUNE,"mgh4, flat",2023-24,1,22,1,-4,true,false,342,false,-32,true,17,false
HITTUNE,"mgh4, flat",2023-24,1,25,1,19,true,false,526,false,17,true,9,false
HITTUNE,"mgh4, flat",2023-24,1,36,1,16,true,false,415,false,16,true,3,false
HITTUNE,"mgh4, flat",2023-24,1,2,2,30,false,false,352|135,false,20,false,6,false
HITTUNE,"mgh4, flat",2023-24,1,2,1,34,false,false,355,true,135,false,15,false
HITTUNE,"mgh4, flat",2023-24,1,14,2,-10,true,false,291|43,false,-20,true,17,false
HITTUNE,"mgh4, flat",2023-24,1,26,1,12,true,false,85,false,16,true,10,false
HITTUNE,"mgh4, flat",2023-24,1,4,1,1,true,false,165,false,1,true,4,false
HITTUNE,"mgh4, flat",2023-24,1,8,2,21,true,false,664|101,false,55,true,22,false
HITTUNE,"mgh4, flat",2023-24,1,35,1,29,true,false,211,false,29,true,4,false
HITTUNE,"mgh4, flat",2024-25,1,22,1,17,false,false,129,false,5,false,4,false
HITTUNE,"mgh4, flat",2024-25,1,30,1,-2,true,false,650,false,-13,true,9,false
HITTUNE,"mgh4, flat",2024-25,1,32,1,34,true,false,199,false,-2,false,1,false
HITTUNE,"mgh4, flat",2024-25,1,17,1,31,true,false,401,false,27,true,11,false
HITTUNE,"mgh4, flat",2024-25,1,20,2,8,true,false,311|231,false,-33,true,19,false
HITTUNE,"mgh4, flat",2024-25,1,28,2,-9,true,false,18|447,false,5,true,11,false
HITTUNE,"mgh4, flat",2024-25,1,29,1,-13,true,false,585,false,-3,true,10,false
HITTUNE,"mgh4, flat",2024-25,1,33,1,-23,true,false,327,false,-32,true,6,false
HITTUNE,"mgh4, flat",2024-25,1,13,2,-2,true,false,15|495,false,-31,true,26,false
HITTUNE,"mgh4, flat",2024-25,1,14,2,-4,true,false,514|617,false,-12,true,8,false
HITTUNE,"mgh4, flat",2024-25,1,15,1,5,true,false,18,false,5,true,8,false
HITTUNE,"mgh4, flat",2024-25,1,23,1,2,true,false,236,false,-21,true,16,false
HITTUNE,"mgh4, flat",2024-25,1,3,2,9,true,false,350|566,false,59,true,17,false
HITTUNE,"mgh4, flat",2024-25,1,6,1,12,true,false,99,false,31,true,33,false
HITTUNE,"mgh4, flat",2024-25,1,6,1,-4,true,false,306,false,-6,true,6,false
HITTUNE,"mgh4, flat",2024-25,1,9,2,3,true,false,311|230,false,1,true,4,false
HITTUNE,"mgh4, flat",2024-25,1,11,2,12,false,false,91|78,false,-1,false,3,false
HITTUNE,"mgh4, flat",2024-25,1,21,1,7,true,false,398,false,-21,true,11,false
HITTUNE,"mgh4, flat",2024-25,1,24,1,9,false,false,306,false,37,false,15,false
HITTUNE,"mgh4, flat",2024-25,1,26,2,3,true,false,110|3,false,38,true,13,false
HITTUNE,"mgh4, flat",2024-25,1,31,2,28,false,false,401|436,true,26,false,8,false
HITTUNE,"mgh4, flat",2024-25,1,12,2,-44,true,false,82|455,false,-42,true,6,false
HITTUNE,"mgh4, flat",2024-25,1,16,2,45,true,false,328|247,true,334,true,23,false
HITTUNE,"mgh4, flat",2024-25,1,18,1,10,true,false,573,false,33,true,12,false
HITTUNE,"mgh4, flat",2025-26,1,11,1,-1,true,false,348,false,1,true,11,false
HITTUNE,"mgh4, flat",2025-26,1,24,1,-5,true,false,382,false,0,true,4,false
HITTUNE,"mgh4, flat",2025-26,1,31,2,30,false,false,136|485,false,38,false,8,false
HITTUNE,"mgh4, flat",2025-26,1,32,1,33,true,false,260,false,32,true,7,false
HITTUNE,"mgh4, flat",2025-26,1,6,1,-12,true,false,200,false,-13,true,9,false
HITTUNE,"mgh4, flat",2025-26,1,8,1,31,false,false,283,false,48,true,17,false
HITTUNE,"mgh4, flat",2025-26,1,9,1,4,true,false,5,false,4,true,5,false
HITTUNE,"mgh4, flat",2025-26,1,14,1,33,true,false,403,false,-12,true,11,false
HITTUNE,"mgh4, flat",2025-26,1,18,1,19,true,false,21,false,5,false,2,false
HITTUNE,"mgh4, flat",2025-26,1,19,2,34,true,false,450|684,false,44,true,13,false
HITTUNE,"mgh4, flat",2025-26,1,20,2,-30,true,false,16|547,false,-32,true,19,false
HITTUNE,"mgh4, flat",2025-26,1,28,2,37,false,false,373|329,false,57,false,11,false
HITTUNE,"mgh4, flat",2025-26,1,3,1,19,true,false,477,false,3,true,8,false
HITTUNE,"mgh4, flat",2025-26,1,4,1,14,true,false,449,false,55,true,16,false
HITTUNE,"mgh4, flat",2025-26,1,15,1,10,true,false,387,false,7,true,4,false
HITTUNE,"mgh4, flat",2025-26,1,34,1,-9,true,false,21,false,-9,true,5,false
HITTUNE,"mgh4, flat",2025-26,1,35,1,12,false,false,417,false,12,false,4,false
HITTUNE,"mgh4, flat",2025-26,1,2,2,6,true,false,82|531,false,112,false,29,false
HITTUNE,"mgh4, flat",2025-26,1,5,1,-1,true,false,373,false,0,true,4,false
HITTUNE,"mgh4, flat",2025-26,1,10,1,20,false,false,714,false,8,false,3,false
HITTUNE,"mgh4, flat",2025-26,1,13,2,23,true,false,430|237,false,149,true,21,true
HITTUNE,"mgh4, flat",2025-26,1,22,1,3,true,false,694,false,-27,true,17,false
HITTUNE,"mgh4, flat",2025-26,1,25,2,41,false,false,5|449,false,216,true,14,false
HITTUNE,"mgh4, flat",2025-26,1,25,1,22,false,false,624,false,44,true,14,false
HITTUNE,"mgh4, flat",2025-26,1,29,2,8,true,false,235|249,false,-15,true,10,true
HITTUNE,"mgh4, flat",2025-26,1,33,1,20,false,false,407,false,12,false,6,false
HITTUNE,"mgh4, flat",2025-26,1,7,1,9,true,false,8,false,5,true,26,false
HITTUNE,"mgh4, flat",2020-21,6,7,2,-17,true,false,141|498,false,-27,true,4,false
HITTUNE,"mgh4, flat",2020-21,6,9,1,0,false,false,457,false,0,false,1,false
HITTUNE,"mgh4, flat",2020-21,6,19,1,10,true,false,96,false,34,true,20,false
HITTUNE,"mgh4, flat",2020-21,6,28,1,17,true,false,570,false,9,true,11,false
HITTUNE,"mgh4, flat",2020-21,6,30,2,12,true,false,388|120,true,12,true,6,false
HITTUNE,"mgh4, flat",2020-21,6,31,1,9,true,false,102,false,1,true,4,false
HITTUNE,"mgh4, flat",2020-21,6,33,2,18,true,false,259|224,false,20,true,6,false
HITTUNE,"mgh4, flat",2020-21,6,8,1,18,true,false,202,false,74,true,31,false
HITTUNE,"mgh4, flat",2020-21,6,10,2,6,false,false,255|272,true,73,true,12,true
HITTUNE,"mgh4, flat",2020-21,6,11,2,-18,true,false,254|468,true,20,true,5,false
HITTUNE,"mgh4, flat",2020-21,6,21,2,5,true,false,390|556,false,14,true,9,false
HITTUNE,"mgh4, flat",2020-21,6,27,1,-12,true,false,12,false,-25,true,12,false
HITTUNE,"mgh4, flat",2020-21,6,29,1,-7,true,false,435,false,-7,true,4,false
HITTUNE,"mgh4, flat",2020-21,6,34,1,10,true,false,524,false,10,true,5,false
HITTUNE,"mgh4, flat",2020-21,6,35,1,16,true,false,155,false,16,true,4,false
HITTUNE,"mgh4, flat",2020-21,6,15,2,-1,true,false,308|506,false,-29,true,15,false
HITTUNE,"mgh4, flat",2020-21,6,18,1,-1,true,false,572,false,-49,true,21,false
HITTUNE,"mgh4, flat",2020-21,6,22,1,9,true,false,254,false,68,true,17,false
HITTUNE,"mgh4, flat",2020-21,6,23,1,8,true,false,273,false,3,true,2,false
HITTUNE,"mgh4, flat",2020-21,6,12,1,-16,true,false,494,false,-16,true,5,false
HITTUNE,"mgh4, flat",2020-21,6,13,2,9,false,false,37|417,true,-6,false,14,false
HITTUNE,"mgh4, flat",2020-21,6,16,2,29,false,false,325|302,true,106,false,23,false
HITTUNE,"mgh4, flat",2020-21,6,17,1,33,false,false,277,false,45,true,14,false
HITTUNE,"mgh4, flat",2020-21,6,25,2,-12,true,false,271|211,false,-15,true,14,false
HITTUNE,"mgh4, flat",2020-21,6,26,1,15,false,false,557,false,17,false,8,false
HITTUNE,"mgh4, flat",2020-21,6,36,1,8,true,false,481,false,8,true,3,false
HITTUNE,"mgh4, flat",2021-22,6,7,1,6,true,false,154,false,2,false,2,false
HITTUNE,"mgh4, flat",2021-22,6,14,1,19,false,false,21,false,7,false,3,false
HITTUNE,"mgh4, flat",2021-22,6,31,1,7,true,false,270,false,0,true,3,false
HITTUNE,"mgh4, flat",2021-22,6,36,1,17,true,false,477,false,17,true,3,false
HITTUNE,"mgh4, flat",2021-22,6,37,1,2,true,false,144,false,2,true,2,false
HITTUNE,"mgh4, flat",2021-22,6,38,1,6,true,false,359,false,6,false,1,false
HITTUNE,"mgh4, flat",2021-22,6,13,2,41,true,false,237|420,false,154,true,19,false
HITTUNE,"mgh4, flat",2021-22,6,13,1,1,true,false,413,false,8,true,13,false
HITTUNE,"mgh4, flat",2021-22,6,13,1,-14,true,false,142,false,-29,true,8,false
HITTUNE,"mgh4, flat",2021-22,6,17,1,-4,true,false,422,false,-18,true,20,false
HITTUNE,"mgh4, flat",2021-22,6,30,1,12,true,false,138,false,-7,true,9,false
HITTUNE,"mgh4, flat",2021-22,6,32,2,20,true,false,265|256,true,6,true,7,false
HITTUNE,"mgh4, flat",2021-22,6,35,1,13,true,false,40,false,13,true,4,false
HITTUNE,"mgh4, flat",2021-22,6,9,1,5,true,false,261,false,26,true,10,false
HITTUNE,"mgh4, flat",2021-22,6,10,1,-1,true,false,76,false,22,true,29,false
HITTUNE,"mgh4, flat",2021-22,6,15,1,21,false,false,590,false,7,true,9,false
HITTUNE,"mgh4, flat",2021-22,6,16,1,14,true,false,257,false,11,true,12,false
HITTUNE,"mgh4, flat",2021-22,6,19,1,2,true,false,138,false,-2,true,3,false
HITTUNE,"mgh4, flat",2021-22,6,21,2,19,false,false,450|91,false,-10,false,18,false
HITTUNE,"mgh4, flat",2021-22,6,28,1,-1,true,false,559,false,4,true,3,false
HITTUNE,"mgh4, flat",2021-22,6,29,1,6,true,false,413,false,4,true,6,false
HITTUNE,"mgh4, flat",2021-22,6,11,1,29,false,false,475,false,29,false,5,false
HITTUNE,"mgh4, flat",2021-22,6,23,1,3,true,false,277,false,5,false,2,false
HITTUNE,"mgh4, flat",2021-22,6,24,1,20,false,false,429,false,19,false,9,false
HITTUNE,"mgh4, flat",2021-22,6,25,1,-21,true,false,240,false,-23,true,2,false
HITTUNE,"mgh4, flat",2021-22,6,26,2,51,true,false,357|67,true,98,true,13,false
HITTUNE,"mgh4, flat",2021-22,6,27,1,9,true,false,22,false,20,true,12,false
HITTUNE,"mgh4, flat",2021-22,6,33,1,8,true,false,23,false,15,true,6,false
HITTUNE,"mgh4, flat",2021-22,6,34,1,10,true,false,200,false,10,true,5,false
HITTUNE,"mgh4, flat",2021-22,6,22,2,21,false,false,468|196,false,12,false,10,false
HITTUNE,"mgh4, flat",2022-23,6,37,2,1,false,false,318|7,false,1,false,2,true
HITTUNE,"mgh4, flat",2022-23,6,8,2,35,false,false,80|26,false,141,false,29,false
HITTUNE,"mgh4, flat",2022-23,6,15,2,3,true,false,465|210,false,28,true,20,false
HITTUNE,"mgh4, flat",2022-23,6,15,1,-14,true,false,307,false,-11,true,11,false
HITTUNE,"mgh4, flat",2022-23,6,24,2,10,true,false,152|427,false,43,true,15,false
HITTUNE,"mgh4, flat",2022-23,6,26,1,4,true,false,81,false,8,true,7,false
HITTUNE,"mgh4, flat",2022-23,6,10,1,-10,true,false,146,false,-7,true,3,false
HITTUNE,"mgh4, flat",2022-23,6,11,2,15,true,false,427|373,false,17,true,9,false
HITTUNE,"mgh4, flat",2022-23,6,13,1,3,true,false,312,false,3,true,6,false
HITTUNE,"mgh4, flat",2022-23,6,16,1,-18,true,false,160,false,-18,true,7,false
HITTUNE,"mgh4, flat",2022-23,6,20,2,8,true,false,318|66,true,-84,true,19,false
HITTUNE,"mgh4, flat",2022-23,6,23,1,10,true,false,303,false,14,false,2,false
HITTUNE,"mgh4, flat",2022-23,6,7,1,-7,true,false,376,false,-1,true,8,false
HITTUNE,"mgh4, flat",2022-23,6,19,2,12,true,false,7|558,false,1,true,14,false
HITTUNE,"mgh4, flat",2022-23,6,21,1,33,false,false,285,false,101,false,18,false
HITTUNE,"mgh4, flat",2022-23,6,31,2,10,false,false,335|295,false,6,false,8,false
HITTUNE,"mgh4, flat",2022-23,6,32,1,-6,true,false,124,false,-7,true,7,false
HITTUNE,"mgh4, flat",2022-23,6,35,1,-7,true,false,335,false,-14,true,4,false
HITTUNE,"mgh4, flat",2022-23,6,35,1,18,true,false,116,false,18,false,4,false
HITTUNE,"mgh4, flat",2022-23,6,17,1,6,true,false,104,false,21,true,22,false
HITTUNE,"mgh4, flat",2022-23,6,25,1,13,true,false,407,false,14,true,6,false
HITTUNE,"mgh4, flat",2022-23,6,27,1,19,true,false,357,false,38,true,12,false
HITTUNE,"mgh4, flat",2022-23,6,33,2,-15,true,false,312|107,false,-11,true,6,false
HITTUNE,"mgh4, flat",2022-23,6,33,1,-12,true,false,307,false,-15,true,6,false
HITTUNE,"mgh4, flat",2023-24,6,8,1,15,false,false,265,false,35,true,11,false
HITTUNE,"mgh4, flat",2023-24,6,11,1,10,true,false,19,false,97,true,21,false
HITTUNE,"mgh4, flat",2023-24,6,27,1,14,false,false,321,false,-11,true,12,false
HITTUNE,"mgh4, flat",2023-24,6,30,2,33,false,false,355|245,false,39,true,9,false
HITTUNE,"mgh4, flat",2023-24,6,9,1,-21,true,false,14,false,-9,true,2,false
HITTUNE,"mgh4, flat",2023-24,6,14,2,-12,true,false,291|664,false,-29,false,18,false
HITTUNE,"mgh4, flat",2023-24,6,17,2,45,false,false,516|60,false,72,false,17,false
HITTUNE,"mgh4, flat",2023-24,6,17,1,18,true,false,290,false,-3,true,9,false
HITTUNE,"mgh4, flat",2023-24,6,18,1,9,true,false,526,false,-22,true,17,false
HITTUNE,"mgh4, flat",2023-24,6,19,1,7,true,false,5,false,41,true,20,false
HITTUNE,"mgh4, flat",2023-24,6,25,1,-2,true,false,112,false,-1,false,2,false
HITTUNE,"mgh4, flat",2023-24,6,31,1,21,true,false,263,false,24,true,8,false
HITTUNE,"mgh4, flat",2023-24,6,33,1,10,true,false,373,false,16,true,4,false
HITTUNE,"mgh4, flat",2023-24,6,21,2,-16,true,false,343|342,false,-14,true,15,false
HITTUNE,"mgh4, flat",2023-24,6,22,1,39,true,false,353,false,36,true,11,false
HITTUNE,"mgh4, flat",2023-24,6,34,1,20,true,false,415,false,20,true,5,false
HITTUNE,"mgh4, flat",2023-24,6,35,1,-10,true,false,211,false,-10,true,4,true
HITTUNE,"mgh4, flat",2023-24,6,35,1,6,true,false,516,true,10,true,4,false
HITTUNE,"mgh4, flat",2023-24,6,36,1,12,true,false,341,false,12,true,3,false
HITTUNE,"mgh4, flat",2023-24,6,37,1,9,true,false,349,false,-3,true,2,false
HITTUNE,"mgh4, flat",2023-24,6,12,2,12,false,false,113|490,false,-11,false,12,false
HITTUNE,"mgh4, flat",2023-24,6,15,2,14,true,false,31|275,false,44,true,16,false
HITTUNE,"mgh4, flat",2023-24,6,24,1,22,true,false,134,false,0,true,15,false
HITTUNE,"mgh4, flat",2023-24,6,24,1,24,true,false,85,false,41,true,15,false
HITTUNE,"mgh4, flat",2023-24,6,26,1,1,false,false,430,false,1,false,4,false
HITTUNE,"mgh4, flat",2023-24,6,29,1,6,true,false,29,false,45,true,10,false
HITTUNE,"mgh4, flat",2023-24,6,32,2,15,true,false,14|362,true,73,true,7,false
HITTUNE,"mgh4, flat",2024-25,6,32,1,-7,true,false,207,false,0,false,1,false
HITTUNE,"mgh4, flat",2024-25,6,36,2,0,true,false,182|23,false,0,true,3,false
HITTUNE,"mgh4, flat",2024-25,6,11,2,-10,true,false,78|182,false,-114,true,19,false
HITTUNE,"mgh4, flat",2024-25,6,11,1,10,true,false,491,false,10,true,5,false
HITTUNE,"mgh4, flat",2024-25,6,12,2,2,true,false,82|573,false,-17,true,17,false
HITTUNE,"mgh4, flat",2024-25,6,28,2,-8,true,false,18|207,false,11,false,11,false
HITTUNE,"mgh4, flat",2024-25,6,29,1,-12,true,false,650,false,-15,true,10,false
HITTUNE,"mgh4, flat",2024-25,6,34,1,-4,true,false,327,false,5,true,2,false
HITTUNE,"mgh4, flat",2024-25,6,9,2,3,true,false,311|372,false,-5,true,3,false
HITTUNE,"mgh4, flat",2024-25,6,14,2,-4,true,false,514|617,false,-11,true,7,false
HITTUNE,"mgh4, flat",2024-25,6,16,2,62,true,false,328|401,true,354,true,23,true
HITTUNE,"mgh4, flat",2024-25,6,21,2,2,true,false,311|129,false,16,true,5,false
HITTUNE,"mgh4, flat",2024-25,6,21,1,7,true,false,398,false,7,true,5,false
HITTUNE,"mgh4, flat",2024-25,6,26,2,47,true,false,366|3,false,52,true,10,false
HITTUNE,"mgh4, flat",2024-25,6,31,1,25,false,false,350,false,41,false,8,false
HITTUNE,"mgh4, flat",2024-25,6,33,1,1,true,false,755,false,1,true,6,false
HITTUNE,"mgh4, flat",2024-25,6,15,1,5,true,false,18,false,5,true,8,false
HITTUNE,"mgh4, flat",2024-25,6,23,2,22,true,false,235|236,false,5,true,16,false
HITTUNE,"mgh4, flat",2024-25,6,30,2,2,true,false,401|585,true,16,true,9,false
HITTUNE,"mgh4, flat",2024-25,6,19,2,14,false,false,541|222,false,-13,true,20,false
HITTUNE,"mgh4, flat",2024-25,6,24,1,-8,true,false,110,false,37,true,15,false
HITTUNE,"mgh4, flat",2025-26,6,20,1,-3,true,false,488,false,0,true,4,false
HITTUNE,"mgh4, flat",2025-26,6,27,1,-16,true,false,382,false,-4,false,1,false
HITTUNE,"mgh4, flat",2025-26,6,30,1,-14,true,false,661,false,-14,true,5,false
HITTUNE,"mgh4, flat",2025-26,6,32,1,11,true,false,82,false,2,true,7,false
HITTUNE,"mgh4, flat",2025-26,6,35,2,12,false,false,430|252,true,16,false,4,false
HITTUNE,"mgh4, flat",2025-26,6,14,2,6,false,false,283|384,false,22,false,16,false
HITTUNE,"mgh4, flat",2025-26,6,14,1,14,true,false,82,false,46,true,13,false
HITTUNE,"mgh4, flat",2025-26,6,24,2,22,true,false,449|547,false,164,true,15,false
HITTUNE,"mgh4, flat",2025-26,6,29,2,9,true,false,235|249,true,13,true,6,true
HITTUNE,"mgh4, flat",2025-26,6,31,1,-7,true,false,119,false,-7,false,1,false
HITTUNE,"mgh4, flat",2025-26,6,17,1,25,true,false,21,false,14,true,3,false
HITTUNE,"mgh4, flat",2025-26,6,28,2,33,true,false,373|329,false,51,true,11,false
HITTUNE,"mgh4, flat",2025-26,6,11,2,8,true,false,348|668,false,-40,true,28,false
HITTUNE,"mgh4, flat",2025-26,6,15,1,-12,true,false,256,false,-10,true,4,false
HITTUNE,"mgh4, flat",2025-26,6,19,2,0,true,false,16|684,false,-8,true,20,false
HITTUNE,"mgh4, flat",2025-26,6,19,1,7,true,false,450,false,7,true,5,false
HITTUNE,"mgh4, flat",2025-26,6,19,1,1,true,false,403,false,2,false,2,false
HITTUNE,"mgh4, flat",2025-26,6,21,1,23,false,false,8,false,51,false,12,false
HITTUNE,"mgh4, flat",2025-26,6,25,2,20,true,false,624|21,false,68,true,14,false
HITTUNE,"mgh4, flat",2025-26,6,33,1,29,false,false,260,false,27,false,6,false
HITTUNE,"mgh4, flat",2025-26,6,34,2,8,true,false,5|21,true,12,true,5,false
HITTUNE,"mgh4, flat",2025-26,6,13,2,-21,true,false,6|237,false,-34,true,26,false
HITTUNE,"mgh4, flat",2020-21,11,20,2,8,true,false,96|273,false,0,true,5,false
HITTUNE,"mgh4, flat",2020-21,11,20,1,-3,true,false,390,false,-7,true,10,false
HITTUNE,"mgh4, flat",2020-21,11,21,1,27,true,false,276,false,19,true,5,true
HITTUNE,"mgh4, flat",2020-21,11,31,1,9,true,false,102,false,1,false,2,false
HITTUNE,"mgh4, flat",2020-21,11,32,1,18,true,false,259,false,6,true,7,false
HITTUNE,"mgh4, flat",2020-21,11,12,2,40,false,false,213|224,false,33,true,27,false
HITTUNE,"mgh4, flat",2020-21,11,17,2,47,true,false,298|277,false,35,true,5,false
HITTUNE,"mgh4, flat",2020-21,11,25,2,-2,true,false,277|516,false,-28,true,14,false
HITTUNE,"mgh4, flat",2020-21,11,30,1,-7,true,false,254,false,28,true,9,false
HITTUNE,"mgh4, flat",2020-21,11,34,1,6,true,false,370,false,6,true,5,false
HITTUNE,"mgh4, flat",2020-21,11,22,1,5,true,false,556,false,0,true,7,false
HITTUNE,"mgh4, flat",2020-21,11,26,2,26,false,false,254|271,false,27,false,9,false
HITTUNE,"mgh4, flat",2020-21,11,28,2,34,true,false,388|570,false,40,true,11,true
HITTUNE,"mgh4, flat",2020-21,11,35,1,4,true,false,524,false,-1,true,4,false
HITTUNE,"mgh4, flat",2020-21,11,14,2,6,true,false,141|506,false,0,false,14,false
HITTUNE,"mgh4, flat",2020-21,11,15,2,34,true,false,306|302,true,128,true,24,false
HITTUNE,"mgh4, flat",2020-21,11,29,1,-7,true,false,435,false,-7,true,4,false
HITTUNE,"mgh4, flat",2020-21,11,33,1,10,true,false,156,false,-17,true,6,false
HITTUNE,"mgh4, flat",2020-21,11,33,1,17,true,false,155,true,23,true,6,false
HITTUNE,"mgh4, flat",2021-22,11,24,1,10,true,false,475,false,-29,true,15,false
HITTUNE,"mgh4, flat",2021-22,11,25,1,3,true,false,256,false,-8,true,3,false
HITTUNE,"mgh4, flat",2021-22,11,32,1,12,true,false,256,false,12,true,7,false
HITTUNE,"mgh4, flat",2021-22,11,33,2,27,true,false,138|315,true,28,true,6,false
HITTUNE,"mgh4, flat",2021-22,11,13,1,-14,true,false,142,false,-10,true,2,false
HITTUNE,"mgh4, flat",2021-22,11,23,2,-5,true,false,357|679,true,103,true,16,false
HITTUNE,"mgh4, flat",2021-22,11,34,1,10,true,false,200,false,-8,true,5,false
HITTUNE,"mgh4, flat",2021-22,11,35,1,11,true,false,224,false,11,true,4,false
HITTUNE,"mgh4, flat",2021-22,11,36,1,2,true,false,196,false,2,true,3,false
HITTUNE,"mgh4, flat",2021-22,11,38,1,6,true,false,359,false,6,false,1,false
HITTUNE,"mgh4, flat",2021-22,11,14,1,9,false,false,188,false,-1,true,19,false
HITTUNE,"mgh4, flat",2021-22,11,17,1,-3,true,false,559,false,-13,true,14,false
HITTUNE,"mgh4, flat",2021-22,11,20,1,-3,true,false,91,false,-2,true,6,false
HITTUNE,"mgh4, flat",2021-22,11,21,1,-14,true,false,450,false,-66,true,18,false
HITTUNE,"mgh4, flat",2021-22,11,31,2,6,true,false,270|23,true,3,true,8,false
HITTUNE,"mgh4, flat",2021-22,11,12,2,-14,true,false,230|581,false,-12,false,11,false
HITTUNE,"mgh4, flat",2021-22,11,15,1,14,true,false,262,false,29,true,10,false
HITTUNE,"mgh4, flat",2021-22,11,26,1,8,true,false,67,false,5,true,11,false
HITTUNE,"mgh4, flat",2021-22,11,28,2,32,true,false,22|429,false,62,false,11,false
HITTUNE,"mgh4, flat",2021-22,11,29,1,-4,true,false,411,false,-13,true,2,false
HITTUNE,"mgh4, flat",2021-22,11,30,1,14,true,false,341,false,13,true,6,false
HITTUNE,"mgh4, flat",2021-22,11,37,1,11,true,false,477,false,11,false,2,false
HITTUNE,"mgh4, flat",2021-22,11,16,1,3,true,false,315,false,3,true,5,false
HITTUNE,"mgh4, flat",2021-22,11,18,1,-34,true,false,142,false,-23,true,4,false
HITTUNE,"mgh4, flat",2021-22,11,19,1,15,false,false,408,false,4,false,5,false
HITTUNE,"mgh4, flat",2021-22,11,22,1,15,false,false,584,false,16,true,13,false
HITTUNE,"mgh4, flat",2022-23,11,19,1,17,true,false,26,false,38,true,11,false
HITTUNE,"mgh4, flat",2022-23,11,24,1,14,true,false,81,false,45,true,15,false
HITTUNE,"mgh4, flat",2022-23,11,27,1,0,true,false,526,false,-10,true,6,false
HITTUNE,"mgh4, flat",2022-23,11,33,1,15,true,false,586,false,9,true,6,false
HITTUNE,"mgh4, flat",2022-23,11,37,1,-7,true,false,300,false,-7,true,2,false
HITTUNE,"mgh4, flat",2022-23,11,20,1,13,true,false,7,false,60,true,19,false
HITTUNE,"mgh4, flat",2022-23,11,21,1,11,true,false,484,false,11,true,6,false
HITTUNE,"mgh4, flat",2022-23,11,22,1,12,true,false,705,false,11,false,3,false
HITTUNE,"mgh4, flat",2022-23,11,23,1,13,true,false,407,false,22,true,7,false
HITTUNE,"mgh4, flat",2022-23,11,25,1,4,true,false,104,false,28,true,14,false
