sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,hold_xpoints,hold_xpoints_per_gw,policy_xpoints,policy_xpoints_per_gw,setting,min_expected_minutes,squad_hash,oracle,oracle_kind
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2024-25,2023-24,21,18,5,false,1076,1047,15,1,59.77777777777778,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,1048.2699249278153,58.23721805154529,1067.9502504688805,59.330569470493366,4,55,0f4f24f82c7f,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2025-26,2024-25,21,18,5,false,1067,950,15,1,59.27777777777778,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222,0,0,0,0,908.1380866032116,50.452115922400644,1006.3957088352563,55.91087271306979,4,55,0f8336277f6d,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2020-21,2019-20,26,13,5,false,698,638,11,0,53.69230769230769,49.07692307692308,,,,,,,646,49.69230769230769,579,44.53846153846154,0,0,0,0,630.8861519225696,48.52970399404382,710.7834886815942,54.67565297550725,4,55,d47cf2db42a3,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2021-22,2020-21,26,13,5,false,748,636,15,4,57.53846153846154,48.92307692307692,,,,,,,634,48.76923076923077,578,44.46153846153846,0,0,0,0,653.466620342831,50.26666310329469,783.8904251206383,60.29926347081833,4,55,1283622164da,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2022-23,2021-22,26,13,5,false,922,812,11,0,70.92307692307692,62.46153846153846,,,,,,,808,62.15384615384615,696,53.53846153846154,0,0,0,0,779.0214636885426,59.92472797604174,864.522532247317,66.50173324979362,4,55,485d7e3d0d70,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2023-24,2022-23,26,13,5,false,827,620,11,0,63.61538461538461,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,618.4641273475963,47.5741636421228,760.1311046869479,58.47162343745753,4,55,72c93b86408c,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2024-25,2023-24,26,13,5,false,737,710,9,0,56.69230769230769,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,740.8991348681459,56.99224114370353,748.5145800594103,57.57804461995464,4,55,ab53d0f632bd,-,none
XPPILOT#1,1786766030-1142414,half-life 4 (ships),0,true,2025-26,2024-25,26,13,5,false,767,761,9,0,59,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,677.349798990643,52.10383069158792,715.3544026044424,55.02726173880326,4,55,e2397dc452c0,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2020-21,2019-20,1,38,5,false,2074,1714,37,2,54.578947368421055,45.10526315789474,,,,,,,1714,45.10526315789474,1474,38.78947368421053,0,0,0,0,1650.9875941019375,43.44704195005099,1970.4344079014998,51.85353705003947,0,55,2aadee614ec1,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2021-22,2020-21,1,38,5,false,2245,1961,29,2,59.078947368421055,51.60526315789474,,,,,,,1987,52.28947368421053,1692,44.526315789473685,0,0,0,0,1867.8388340650733,49.153653528028244,2156.234467625618,56.74301230593731,0,55,2ee4dc9e44a7,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2022-23,2021-22,1,38,5,false,2029,1843,35,1,53.39473684210526,48.5,,,,,,,1846,48.578947368421055,1583,41.6578947368421,0,0,0,0,1818.4272066886053,47.853347544436986,2027.915316536459,53.36619254043313,0,55,fe5b3efc1102,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2023-24,2022-23,1,38,5,false,2096,1808,21,1,55.1578947368421,47.578947368421055,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,1770.8576506099814,46.601517121315304,2041.4618878264005,53.72268125858949,0,55,7df5f95f1759,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2024-25,2023-24,1,38,5,false,2313,1834,20,0,60.86842105263158,48.26315789473684,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,1854.9153097831431,48.813560783766924,2221.4244482275612,58.45853811125161,0,55,5062709cbae7,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2025-26,2024-25,1,38,5,false,2199,1531,24,0,57.86842105263158,40.28947368421053,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,1557.0231591331974,40.97429366139993,2090.7626439709456,55.02006957818278,0,55,cdb305de770a,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2020-21,2019-20,6,33,5,false,1751,1665,30,1,53.06060606060606,50.45454545454545,,,,,,,1660,50.303030303030305,1468,44.484848484848484,0,0,0,0,1608.43440901545,48.74043663683182,1716.4006546404328,52.01214104971008,0,55,1a83c7e0eba2,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2021-22,2020-21,6,33,5,false,1978,1613,28,0,59.93939393939394,48.878787878787875,,,,,,,1630,49.39393939393939,1385,41.96969696969697,0,0,0,0,1608.2228203126479,48.73402485795903,1933.468514329544,58.58995497968315,0,55,3a3de11b30bb,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2022-23,2021-22,6,33,5,false,1807,1542,19,0,54.75757575757576,46.72727272727273,,,,,,,1504,45.57575757575758,1376,41.696969696969695,0,0,0,0,1517.0111068365034,45.970033540500104,1762.9585094483741,53.42298513479921,0,55,9aca3912831a,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2023-24,2022-23,6,33,5,false,1894,1672,23,0,57.39393939393939,50.666666666666664,,,,,,,1665,50.45454545454545,1447,43.84848484848485,0,0,0,0,1647.1440756271963,49.913456837187766,1809.6983381933383,54.83934358161631,0,55,964c1a5be37b,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2024-25,2023-24,6,33,5,false,1886,1767,13,0,57.15151515151515,53.54545454545455,,,,,,,1664,50.42424242424242,1508,45.696969696969695,0,0,0,0,1732.957666180769,52.51386867214451,1893.2962584058766,57.37261389108717,0,55,16d3513c9179,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2025-26,2024-25,6,33,5,false,1838,1669,12,0,55.696969696969695,50.57575757575758,,,,,,,1595,48.333333333333336,1450,43.93939393939394,0,0,0,0,1617.0847641499279,49.00256861060387,1741.7692467323907,52.7808862646179,0,55,cb383ffd62c2,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2020-21,2019-20,11,28,5,false,1556,1506,26,1,55.57142857142857,53.785714285714285,,,,,,,1506,53.785714285714285,1334,47.642857142857146,0,0,0,0,1423.5255712772039,50.84019897418585,1458.8132439905578,52.10047299966278,0,55,f4b61a89faa9,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2021-22,2020-21,11,28,5,false,1615,1509,22,0,57.67857142857143,53.892857142857146,,,,,,,1496,53.42857142857143,1343,47.964285714285715,0,0,0,0,1467.114603070444,52.39695010965871,1605.7971851605366,57.34989947001917,0,55,e27c6b1f0720,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2022-23,2021-22,11,28,5,false,1584,1573,17,0,56.57142857142857,56.17857142857143,,,,,,,1501,53.607142857142854,1415,50.535714285714285,0,0,0,0,1519.9875719684337,54.28527042744406,1561.2155523494046,55.75769829819302,0,55,8d783cf08916,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2023-24,2022-23,11,28,5,false,1501,1379,15,0,53.607142857142854,49.25,,,,,,,1358,48.5,1200,42.857142857142854,0,0,0,0,1389.4213236161415,49.62219012914791,1475.6570777561108,52.70203849128967,0,55,cd9078fed769,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2024-25,2023-24,11,28,5,false,1752,1704,17,0,62.57142857142857,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25,0,0,0,0,1612.8479213821506,57.601711477933954,1650.88646950154,58.96023105362643,0,55,d7639030dcde,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2025-26,2024-25,11,28,5,false,1607,1484,11,0,57.392857142857146,53,,,,,,,1460,52.142857142857146,1303,46.535714285714285,0,0,0,0,1457.6156539804026,52.05770192787152,1532.0993912026895,54.71783540009606,0,55,b5c18c2f39b5,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2020-21,2019-20,16,23,5,false,1253,1203,19,0,54.47826086956522,52.30434782608695,,,,,,,1203,52.30434782608695,1090,47.391304347826086,0,0,0,0,1197.13624222173,52.049401835727394,1245.2470828129094,54.14117751360476,0,55,680760dc2c90,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2021-22,2020-21,16,23,5,false,1200,1248,17,1,52.17391304347826,54.26086956521739,,,,,,,1247,54.21739130434783,1122,48.78260869565217,0,0,0,0,1217.6544899874314,52.94149956467093,1222.7513286496428,53.163101245636646,0,55,23983322301b,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2022-23,2021-22,16,23,5,false,1381,1212,14,0,60.04347826086956,52.69565217391305,,,,,,,1177,51.17391304347826,1070,46.52173913043478,0,0,0,0,1178.3227127342798,51.231422292794775,1345.5289565741673,58.501258981485535,0,55,0ec08f320d53,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2023-24,2022-23,16,23,5,false,1255,1100,18,0,54.56521739130435,47.82608695652174,,,,,,,1100,47.82608695652174,973,42.30434782608695,0,0,0,0,1090.4441892358711,47.41061692329875,1224.8201125873231,53.25304837336188,0,55,7eeb1af63090,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2024-25,2023-24,16,23,5,false,1351,1293,7,0,58.73913043478261,56.21739130434783,,,,,,,1293,56.21739130434783,1100,47.82608695652174,0,0,0,0,1271.3734023396803,55.27710444955132,1315.7392644542354,57.206054976271105,0,55,8c12377da8fb,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2025-26,2024-25,16,23,5,false,1322,1199,15,0,57.47826086956522,52.130434782608695,,,,,,,1204,52.34782608695652,1042,45.30434782608695,0,0,0,0,1160.1111925746645,50.439617068463676,1227.300366083255,53.36088548188066,0,55,37683fcc8d1f,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2020-21,2019-20,21,18,5,false,1012,855,14,0,56.22222222222222,47.5,,,,,,,839,46.611111111111114,733,40.72222222222222,0,0,0,0,828.7624323714188,46.04235735396771,981.8784443231948,54.54880246239971,0,55,7b61134184f7,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2021-22,2020-21,21,18,5,false,941,1003,14,0,52.27777777777778,55.72222222222222,,,,,,,1002,55.666666666666664,895,49.72222222222222,0,0,0,0,981.2258930054567,54.51254961141426,990.2865440617252,55.01591911454029,0,55,caf2f215a81d,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2022-23,2021-22,21,18,5,false,1124,1140,13,0,62.44444444444444,63.333333333333336,,,,,,,1149,63.833333333333336,1004,55.77777777777778,0,0,0,0,1107.2632539891138,61.51462522161743,1097.5290665928073,60.973837032933744,0,55,c133349d7a8e,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2023-24,2022-23,21,18,5,false,1084,954,10,0,60.22222222222222,53,,,,,,,957,53.166666666666664,848,47.111111111111114,0,0,0,0,951.2722602999027,52.848458905550146,1017.6289986860718,56.53494437144843,0,55,bedb0ae3f425,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2024-25,2023-24,21,18,5,false,990,994,8,0,55,55.22222222222222,,,,,,,994,55.22222222222222,859,47.72222222222222,0,0,0,0,984.840091244789,54.71333840248828,1007.2088140245444,55.9560452235858,0,55,ada7915789d3,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2025-26,2024-25,21,18,5,false,1054,981,10,0,58.55555555555556,54.5,,,,,,,986,54.77777777777778,859,47.72222222222222,0,0,0,0,933.7682320128396,51.8760128896022,974.3212234500354,54.1289568583353,0,55,bf370941f8a7,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2020-21,2019-20,26,13,5,false,685,596,6,0,52.69230769230769,45.84615384615385,,,,,,,599,46.07692307692308,532,40.92307692307692,0,0,0,0,610.6287543011647,46.97144263855113,686.1191648538124,52.77839729644711,0,55,206e46ba1bd6,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2021-22,2020-21,26,13,5,false,702,708,8,0,54,54.46153846153846,,,,,,,707,54.38461538461539,623,47.92307692307692,0,0,0,0,706.8965998718976,54.37666152860751,726.4375684139103,55.879812954916176,0,55,223bd558b20e,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2022-23,2021-22,26,13,5,false,863,844,9,0,66.38461538461539,64.92307692307692,,,,,,,844,64.92307692307692,732,56.30769230769231,0,0,0,0,805.5865423481944,61.96819556524572,824.1051011233916,63.392700086414735,0,55,c133349d7a8e,-,none
